Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Медведевская районная																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2305	60	37	35	45	57	50	38	45	40	35	50	50	65	50	20	25	65	30	60	20	65	30	15	60	70	55	35	70	55	60	30	60	60	40	10	80	55	60	35	17	25	25	20	56	110	20	20	25	165					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2231	55	34	32	45	57	50	38	44	37	35	50	50	65	50	20	19	65	30	58	20	51	30	15	60	70	55	27	70	55	60	30	60	60	38	7	78	55	60	29	17	25	21	14	50	110	20	20	25	165					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1435	27	34	27	18	36	26	18	112	16	23	24	172	16	8	7	13	20	5	27	10	20	10	9	184	31	58	20	30	23	17	11	15	22	17	11	13	15	24	21	22	11	56	10	17	40	11	16	13	49					
14	Число погашенных неиспользованных открепительных удостоверений	74	5	3	3	0	0	0	0	1	3	0	0	0	0	0	0	6	0	0	2	0	14	0	0	0	0	0	8	0	0	0	0	0	0	2	3	2	0	0	6	0	0	4	6	6	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	1	0	3	1	4	0	2	4	1	1	0	2	1	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1880	212	92	30	149	24	20	113	8	7	45	22	13	62	70	3	6	36	0	162	36	52	48	5	58	29	35	16	66	4	12	2	3	11	14	6	61	15	149	11	4	11	39	18	7	56	19	7	3	9					
		5.05%	15.54%	9.79%	3.54%	16.91%	2.62%	2.20%	14.85%	0.80%	1.08%	13.68%	1.91%	0.86%	4.84%	12.05%	1.46%	3.23%	4.01%	0.00%	12.78%	12.12%	5.32%	9.54%	2.50%	4.13%	1.64%	2.83%	2.82%	10.39%	0.67%	1.63%	1.12%	0.38%	0.89%	2.97%	3.87%	5.57%	1.44%	10.85%	1.19%	1.97%	3.33%	7.88%	6.87%	1.55%	4.60%	6.93%	2.18%	0.55%	0.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3539	235	133	141	138	156	34	135	195	125	82	176	259	63	79	7	10	80	9	234	37	106	94	10	71	30	90	10	89	11	14	12	11	12	24	6	101	137	193	4	4	8	26	33	10	53	28	8	1	15					
		9.50%	17.23%	14.15%	16.65%	15.66%	17.05%	3.74%	17.74%	19.48%	19.23%	24.92%	15.28%	17.13%	4.92%	13.60%	3.41%	5.38%	8.91%	3.67%	18.45%	12.46%	10.85%	18.69%	5.00%	5.05%	1.69%	7.27%	1.76%	14.02%	1.83%	1.91%	6.70%	1.38%	0.98%	5.08%	3.87%	9.22%	13.14%	14.06%	0.43%	1.97%	2.42%	5.25%	12.60%	2.21%	4.35%	10.22%	2.49%	0.18%	1.47%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	248	16	5	4	10	7	2	6	3	0	4	11	4	11	7	3	2	4	0	50	2	2	8	0	7	5	4	4	5	0	1	0	3	1	8	1	4	2	13	3	1	0	8	0	2	8	3	1	0	3					
		0.67%	1.17%	0.53%	0.47%	1.14%	0.77%	0.22%	0.79%	0.30%	0.00%	1.22%	0.95%	0.26%	0.86%	1.20%	1.46%	1.08%	0.45%	0.00%	3.94%	0.67%	0.20%	1.59%	0.00%	0.50%	0.28%	0.32%	0.70%	0.79%	0.00%	0.14%	0.00%	0.38%	0.08%	1.69%	0.65%	0.36%	0.19%	0.95%	0.33%	0.49%	0.00%	1.62%	0.00%	0.44%	0.66%	1.09%	0.31%	0.00%	0.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5321	320	243	207	225	234	14	251	286	132	65	180	241	89	128	15	17	173	28	229	42	110	51	12	57	105	94	58	138	41	83	32	109	180	37	14	112	132	230	17	26	33	26	19	113	86	24	29	84	150					
		14.29%	23.46%	25.85%	24.44%	25.54%	25.57%	1.54%	32.98%	28.57%	20.31%	19.76%	15.63%	15.94%	6.95%	22.03%	7.32%	9.14%	19.27%	11.43%	18.06%	14.14%	11.26%	10.14%	6.00%	4.06%	5.92%	7.59%	10.21%	21.73%	6.83%	11.31%	17.88%	13.68%	14.63%	7.84%	9.03%	10.22%	12.66%	16.75%	1.85%	12.81%	10.00%	5.25%	7.25%	24.94%	7.06%	8.76%	9.03%	15.27%	14.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	398	46	10	7	25	18	8	27	6	2	5	3	5	9	10	3	1	15	0	35	3	6	3	3	8	14	5	2	6	1	15	1	2	5	1	1	14	1	27	6	1	3	14	2	2	13	0	2	0	2					
		1.07%	3.37%	1.06%	0.83%	2.84%	1.97%	0.88%	3.55%	0.60%	0.31%	1.52%	0.26%	0.33%	0.70%	1.72%	1.46%	0.54%	1.67%	0.00%	2.76%	1.01%	0.61%	0.60%	1.50%	0.57%	0.79%	0.40%	0.35%	0.94%	0.17%	2.04%	0.56%	0.25%	0.41%	0.21%	0.65%	1.28%	0.10%	1.97%	0.65%	0.49%	0.91%	2.83%	0.76%	0.44%	1.07%	0.00%	0.62%	0.00%	0.20%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25509	515	442	452	315	466	830	215	500	382	108	749	970	1041	262	173	150	589	206	535	174	687	288	170	1199	1582	1006	476	324	541	598	132	667	1020	386	126	797	740	735	875	163	275	376	188	317	997	199	272	462	837					
		68.49%	37.76%	47.02%	53.36%	35.75%	50.93%	91.31%	28.25%	49.95%	58.77%	32.83%	65.02%	64.15%	81.33%	45.09%	84.39%	80.65%	65.59%	84.08%	42.19%	58.59%	70.32%	57.26%	85.00%	85.34%	89.23%	81.26%	83.80%	51.02%	90.17%	81.47%	73.74%	83.69%	82.93%	81.78%	81.29%	72.72%	70.95%	53.53%	95.01%	80.30%	83.33%	75.96%	71.76%	69.98%	81.86%	72.63%	84.74%	84.00%	81.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	156	10	5	6	9	4	1	7	1	2	4	2	3	5	10	1	0	1	0	11	2	7	3	0	2	8	4	0	3	0	2	0	2	1	0	1	7	1	10	3	2	0	6	1	1	5	0	2	0	1					
		0.42%	0.73%	0.53%	0.71%	1.02%	0.44%	0.11%	0.92%	0.10%	0.31%	1.22%	0.17%	0.20%	0.39%	1.72%	0.49%	0.00%	0.11%	0.00%	0.87%	0.67%	0.72%	0.60%	0.00%	0.14%	0.45%	0.32%	0.00%	0.47%	0.00%	0.27%	0.00%	0.25%	0.08%	0.00%	0.65%	0.64%	0.10%	0.73%	0.33%	0.99%	0.00%	1.21%	0.38%	0.22%	0.41%	0.00%	0.62%	0.00%	0.10%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
