Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
"Наименование Избирательной комиссии:    Киров, Первомайская"																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534					
		7.70%	5.91%	7.51%	8.55%	7.94%	8.75%	8.40%	7.58%	8.47%	10.15%	9.52%	11.17%	10.65%	9.42%	11.85%	10.01%	10.10%	10.44%	6.41%	7.93%	12.67%	7.32%	6.52%	6.06%	5.59%	6.14%	4.29%	4.58%	4.67%	5.46%	4.25%	6.28%	6.87%	5.97%	5.38%	2.63%	4.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1589	70	60	42	57	44	79	78	42	40	58	49	24	35	28	25	35	43	63	39	18	69	36	60	54	25	44	38	63	37	51	60	24	31	27	32	9					
		3.97%	4.17%	4.95%	3.12%	4.04%	3.60%	4.57%	5.05%	3.01%	3.12%	3.68%	3.20%	2.81%	3.51%	3.01%	4.17%	2.60%	3.42%	4.54%	2.94%	2.47%	4.63%	3.72%	6.86%	5.03%	3.57%	5.24%	5.27%	6.69%	2.89%	4.17%	3.33%	6.34%	4.51%	4.54%	6.47%	1.49%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2387	95	59	99	58	83	130	86	90	80	107	135	72	71	79	34	110	109	100	106	25	99	84	29	29	24	33	32	29	50	80	81	12	28	18	13	18					
		5.97%	5.67%	4.87%	7.36%	4.11%	6.79%	7.53%	5.57%	6.46%	6.25%	6.79%	8.82%	8.43%	7.12%	8.51%	5.67%	8.17%	8.69%	7.20%	8.01%	3.44%	6.65%	8.69%	3.31%	2.70%	3.42%	3.93%	4.44%	3.08%	3.90%	6.54%	4.50%	3.17%	4.08%	3.03%	2.63%	2.99%					
22	"5. ""За Русь Святую"""	235	10	10	7	13	5	15	4	10	8	6	2	1	4	7	7	5	3	11	3	2	6	6	10	4	5	10	7	2	3	5	15	0	3	4	10	12					
		0.58%	0.59%	0.82%	0.52%	0.92%	0.40%	0.86%	0.25%	0.71%	0.62%	0.38%	0.13%	0.11%	0.40%	0.75%	1.16%	0.37%	0.23%	0.79%	0.22%	0.27%	0.40%	0.62%	1.14%	0.37%	0.71%	1.19%	0.97%	0.21%	0.23%	0.40%	0.83%	0.0%	0.43%	0.67%	2.02%	1.99%					
23	"6. ""Объединенная Российская партия ""Русь"""	104	7	3	4	1	2	1	3	2	7	5	4	0	0	4	2	4	3	2	4	1	1	4	4	3	0	5	5	4	1	2	8	4	2	1	1	0					
		0.26%	0.41%	0.24%	0.29%	0.07%	0.16%	0.05%	0.19%	0.14%	0.54%	0.31%	0.26%	0.0%	0.0%	0.43%	0.33%	0.29%	0.23%	0.14%	0.30%	0.13%	0.06%	0.41%	0.45%	0.27%	0.0%	0.59%	0.69%	0.42%	0.07%	0.16%	0.44%	1.05%	0.29%	0.16%	0.20%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	505	25	10	19	18	27	24	29	25	26	29	21	3	14	9	7	19	14	15	7	7	11	6	11	18	10	6	7	8	14	11	18	7	6	10	4	10					
		1.26%	1.49%	0.82%	1.41%	1.27%	2.20%	1.39%	1.88%	1.79%	2.03%	1.84%	1.37%	0.35%	1.40%	0.96%	1.16%	1.41%	1.11%	1.08%	0.52%	0.96%	0.73%	0.62%	1.25%	1.67%	1.42%	0.71%	0.97%	0.85%	1.09%	0.89%	1.00%	1.85%	0.87%	1.68%	0.80%	1.66%					
25	"8. ""Народно-республиканская партия России"""	45	1	0	0	1	2	3	0	0	4	1	4	0	0	0	1	0	0	0	0	0	1	1	4	2	3	0	0	1	3	0	1	4	2	0	3	3					
		0.11%	0.05%	0.0%	0.0%	0.07%	0.16%	0.17%	0.0%	0.0%	0.31%	0.06%	0.26%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.10%	0.45%	0.18%	0.42%	0.0%	0.0%	0.10%	0.23%	0.0%	0.05%	1.05%	0.29%	0.0%	0.60%	0.49%					
26	"9. ""Российская экологическая партия ""Зеленые"""	291	10	8	11	13	6	8	9	9	9	11	17	11	13	7	4	13	11	5	16	6	9	3	6	7	9	5	5	5	8	9	6	3	3	6	2	8					
		0.72%	0.59%	0.66%	0.81%	0.92%	0.49%	0.46%	0.58%	0.64%	0.70%	0.69%	1.11%	1.28%	1.30%	0.75%	0.66%	0.96%	0.87%	0.36%	1.20%	0.82%	0.60%	0.31%	0.68%	0.65%	1.28%	0.59%	0.69%	0.53%	0.62%	0.73%	0.33%	0.79%	0.43%	1.01%	0.40%	1.33%					
27	"10. ""Аграрная партия России"""	1174	58	37	35	33	29	40	36	43	30	49	38	33	27	23	22	31	29	53	50	20	38	24	21	32	19	34	17	41	50	49	45	10	30	29	15	4					
		2.93%	3.46%	3.05%	2.60%	2.34%	2.37%	2.31%	2.33%	3.08%	2.34%	3.11%	2.48%	3.86%	2.70%	2.47%	3.67%	2.30%	2.31%	3.82%	3.77%	2.75%	2.55%	2.48%	2.40%	2.98%	2.71%	4.05%	2.36%	4.35%	3.90%	4.00%	2.50%	2.64%	4.37%	4.88%	3.03%	0.66%					
28	"11. ""Истинные патриоты России"""	57	1	4	0	0	1	3	3	1	2	4	5	3	2	0	0	1	1	3	2	2	0	1	2	0	1	1	0	1	1	1	3	2	3	1	2	0					
		0.14%	0.05%	0.33%	0.0%	0.0%	0.08%	0.17%	0.19%	0.07%	0.15%	0.25%	0.32%	0.35%	0.20%	0.0%	0.0%	0.07%	0.07%	0.21%	0.15%	0.27%	0.0%	0.10%	0.22%	0.0%	0.14%	0.11%	0.0%	0.10%	0.07%	0.08%	0.16%	0.52%	0.43%	0.16%	0.40%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	487	17	16	18	15	14	16	17	17	27	19	14	11	12	7	5	16	10	13	17	5	14	16	23	8	10	8	11	8	25	24	25	4	8	5	7	5					
		1.21%	1.01%	1.32%	1.33%	1.06%	1.14%	0.92%	1.10%	1.22%	2.10%	1.20%	0.91%	1.28%	1.20%	0.75%	0.83%	1.18%	0.79%	0.93%	1.28%	0.68%	0.94%	1.65%	2.63%	0.74%	1.42%	0.95%	1.52%	0.85%	1.95%	1.96%	1.38%	1.05%	1.16%	0.84%	1.41%	0.83%					
30	"13. ""Демократическая партия России"""	84	1	3	0	2	2	3	4	4	1	2	2	2	1	1	0	1	4	2	4	2	3	5	2	1	3	3	3	1	0	7	8	0	2	0	4	1					
		0.21%	0.05%	0.24%	0.0%	0.14%	0.16%	0.17%	0.25%	0.28%	0.07%	0.12%	0.13%	0.23%	0.10%	0.10%	0.0%	0.07%	0.31%	0.14%	0.30%	0.27%	0.20%	0.51%	0.22%	0.09%	0.42%	0.35%	0.41%	0.10%	0.0%	0.57%	0.44%	0.0%	0.29%	0.0%	0.80%	0.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	81	6	3	1	3	1	2	1	1	6	1	1	2	1	1	0	1	5	3	1	1	5	0	4	2	0	4	2	4	4	2	7	1	0	1	1	3					
		0.20%	0.35%	0.24%	0.07%	0.21%	0.08%	0.11%	0.06%	0.07%	0.46%	0.06%	0.06%	0.23%	0.10%	0.10%	0.0%	0.07%	0.39%	0.21%	0.07%	0.13%	0.33%	0.0%	0.45%	0.18%	0.0%	0.47%	0.27%	0.42%	0.31%	0.16%	0.38%	0.26%	0.0%	0.16%	0.20%	0.49%					
32	"15. ""Партия СЛОН"""	72	4	0	0	0	0	4	2	2	1	3	5	3	0	3	0	4	0	4	3	3	3	3	0	2	0	1	2	5	3	0	5	0	0	2	2	3					
		0.18%	0.23%	0.0%	0.0%	0.0%	0.0%	0.23%	0.12%	0.14%	0.07%	0.19%	0.32%	0.35%	0.0%	0.32%	0.0%	0.29%	0.0%	0.28%	0.22%	0.41%	0.20%	0.31%	0.0%	0.18%	0.0%	0.11%	0.27%	0.53%	0.23%	0.0%	0.27%	0.0%	0.0%	0.33%	0.40%	0.49%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3984	174	104	161	127	127	254	174	154	168	181	218	88	122	95	59	178	134	163	130	91	152	93	45	68	58	78	44	70	99	93	126	26	53	41	30	6					
		9.96%	10.38%	8.58%	11.97%	9.01%	10.39%	14.72%	11.28%	11.06%	13.12%	11.49%	14.24%	10.30%	12.23%	10.23%	9.84%	13.22%	10.68%	11.75%	9.82%	12.53%	10.21%	9.62%	5.14%	6.34%	8.28%	9.29%	6.11%	7.43%	7.73%	7.60%	7.00%	6.87%	7.72%	6.90%	6.07%	0.99%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	90	7	1	3	5	1	0	5	4	1	2	4	2	2	0	0	1	2	2	0	1	0	3	0	2	0	1	4	5	7	2	7	3	2	4	0	7					
		0.22%	0.41%	0.08%	0.22%	0.35%	0.08%	0.0%	0.32%	0.28%	0.07%	0.12%	0.26%	0.23%	0.20%	0.0%	0.0%	0.07%	0.15%	0.14%	0.0%	0.13%	0.0%	0.31%	0.0%	0.18%	0.0%	0.11%	0.55%	0.53%	0.54%	0.16%	0.38%	0.79%	0.29%	0.67%	0.0%	1.16%					
35	"18. ""ЛДПР"""	5864	244	217	179	204	178	179	206	178	167	217	164	123	123	129	82	153	184	213	153	97	242	117	149	180	118	122	140	135	204	197	320	53	104	92	64	237					
		14.66%	14.56%	17.91%	13.30%	14.47%	14.56%	10.37%	13.35%	12.78%	13.04%	13.78%	10.71%	14.40%	12.33%	13.90%	13.68%	11.36%	14.67%	15.35%	11.56%	13.36%	16.26%	12.11%	17.04%	16.79%	16.85%	14.54%	19.44%	14.34%	15.93%	16.10%	17.78%	14.02%	15.16%	15.48%	12.95%	39.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	974	46	21	38	44	27	42	39	40	29	21	29	21	24	13	13	33	19	33	38	19	43	25	24	30	21	29	10	28	31	41	33	7	14	24	15	10					
		2.43%	2.74%	1.73%	2.82%	3.12%	2.20%	2.43%	2.52%	2.87%	2.26%	1.33%	1.89%	2.45%	2.40%	1.40%	2.17%	2.45%	1.51%	2.37%	2.87%	2.61%	2.88%	2.58%	2.74%	2.79%	3.0%	3.45%	1.38%	2.97%	2.42%	3.35%	1.83%	1.85%	2.04%	4.04%	3.03%	1.66%					
37	"20. ""Политическая партия ""Единая Россия"""	12244	533	357	412	456	372	454	481	420	375	457	415	217	281	284	181	467	335	412	470	244	435	232	243	420	242	274	261	270	404	398	658	137	195	194	168	90					
		30.62%	31.82%	29.47%	30.63%	32.36%	30.44%	26.31%	31.19%	30.17%	29.29%	29.03%	27.12%	25.40%	28.18%	30.60%	30.21%	34.69%	26.71%	29.70%	35.52%	33.60%	29.23%	24.01%	27.80%	39.17%	34.57%	32.65%	36.25%	28.69%	31.56%	32.54%	36.57%	36.24%	28.42%	32.65%	34.00%	14.97%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	2	2	4	2	0	2	1	0	7	0	0	0	1	1	0	1	2	2	5	1	2	3	0	1	2	3	2	4	3	0	4	2	1	2	2	3					
		0.16%	0.11%	0.16%	0.29%	0.14%	0.0%	0.11%	0.06%	0.0%	0.54%	0.0%	0.0%	0.0%	0.10%	0.10%	0.0%	0.07%	0.15%	0.14%	0.37%	0.13%	0.13%	0.31%	0.0%	0.09%	0.28%	0.35%	0.27%	0.42%	0.23%	0.0%	0.22%	0.52%	0.14%	0.33%	0.40%	0.49%					
39	"22. ""Развитие предпринимательства"""	184	7	4	4	12	5	5	6	8	3	8	8	3	6	6	3	6	7	8	5	6	8	4	1	6	2	3	3	4	6	4	14	1	1	2	4	1					
		0.46%	0.41%	0.33%	0.29%	0.85%	0.40%	0.28%	0.38%	0.57%	0.23%	0.50%	0.52%	0.35%	0.60%	0.64%	0.50%	0.44%	0.55%	0.57%	0.37%	0.82%	0.53%	0.41%	0.11%	0.55%	0.28%	0.35%	0.41%	0.42%	0.46%	0.32%	0.77%	0.26%	0.14%	0.33%	0.80%	0.16%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3576	132	127	100	175	111	218	149	125	86	134	137	86	106	66	47	72	132	122	92	48	150	168	90	53	47	79	44	105	132	105	103	28	76	52	60	19					
		8.94%	7.88%	10.48%	7.43%	12.42%	9.08%	12.63%	9.66%	8.97%	6.71%	8.51%	8.95%	10.07%	10.63%	7.11%	7.84%	5.34%	10.52%	8.79%	6.95%	6.61%	10.08%	17.39%	10.29%	4.94%	6.71%	9.41%	6.11%	11.15%	10.31%	8.58%	5.72%	7.40%	11.07%	8.75%	12.14%	3.16%					
																																											
41	Против всех	1713	96	42	62	32	50	67	55	70	43	88	55	43	43	40	23	40	45	42	53	26	57	32	58	26	35	33	19	45	59	57	80	11	47	28	19	92					
		4.28%	5.73%	3.46%	4.60%	2.27%	4.09%	3.88%	3.56%	5.02%	3.35%	5.59%	3.59%	5.03%	4.31%	4.31%	3.83%	2.97%	3.58%	3.02%	4.00%	3.58%	3.83%	3.31%	6.63%	2.42%	5.0%	3.93%	2.63%	4.78%	4.60%	4.66%	4.44%	2.91%	6.85%	4.71%	3.84%	15.30%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
