Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Хохольская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833					
		0.32%	0.55%	0.23%	0.76%	0.81%	0.00%	0.61%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.37%	0.00%	0.68%	0.00%	0.58%	0.86%	0.27%	0.00%	0.23%	0.13%	0.00%	0.29%	0.00%	0.00%	0.18%	0.76%	0.27%	0.23%					
20	3.Политическая партия «Демократическая партия России»	20	1	0	3	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	1	2	2					
		0.10%	0.08%	0.00%	0.46%	0.15%	0.00%	0.24%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.24%	0.00%	0.00%	0.00%	0.14%	0.09%	0.00%	0.00%	0.38%	0.55%	0.45%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2274	256	105	69	219	23	114	30	81	29	41	13	10	15	6	19	18	11	15	18	135	87	118	115	120	280	5	72	64	40	36	18	62	30					
		11.39%	20.19%	12.31%	10.47%	16.19%	9.16%	13.85%	10.27%	11.01%	6.99%	7.99%	12.62%	4.00%	4.78%	1.62%	5.38%	6.74%	2.20%	3.39%	7.14%	11.12%	12.48%	16.08%	13.72%	13.56%	18.35%	4.20%	10.32%	6.02%	7.05%	6.64%	6.87%	16.99%	6.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	6	2	1	3	0	1	0	0	0	2	0	1	0	1	0	0	0	2	2	0	1	2	0	0	3	0	5	1	0	0	0	0	3					
		0.18%	0.47%	0.23%	0.15%	0.22%	0.00%	0.12%	0.00%	0.00%	0.00%	0.39%	0.00%	0.40%	0.00%	0.27%	0.00%	0.00%	0.00%	0.45%	0.79%	0.00%	0.14%	0.27%	0.00%	0.00%	0.20%	0.00%	0.72%	0.09%	0.00%	0.00%	0.00%	0.00%	0.68%					
23	6.Политическая партия «Партия социальной справедливости»	27	2	2	2	1	0	1	0	1	0	0	0	0	1	3	0	0	0	0	0	4	2	0	3	3	0	0	1	1	0	0	0	0	0					
		0.14%	0.16%	0.23%	0.30%	0.07%	0.00%	0.12%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.32%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.29%	0.00%	0.36%	0.34%	0.00%	0.00%	0.14%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1432	93	86	40	122	29	86	18	79	24	39	9	18	16	28	26	16	22	12	13	93	75	62	43	35	77	14	45	62	25	21	13	21	70					
		7.17%	7.33%	10.08%	6.07%	9.02%	11.55%	10.45%	6.16%	10.73%	5.78%	7.60%	8.74%	7.20%	5.10%	7.57%	7.37%	5.99%	4.40%	2.71%	5.16%	7.66%	10.76%	8.45%	5.13%	3.95%	5.05%	11.76%	6.45%	5.83%	4.41%	3.87%	4.96%	5.75%	15.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1744	150	89	77	83	13	80	14	74	52	44	13	22	21	15	15	29	7	14	7	107	58	90	45	82	290	35	36	33	15	20	58	40	16					
		8.73%	11.83%	10.43%	11.68%	6.13%	5.18%	9.72%	4.79%	10.05%	12.53%	8.58%	12.62%	8.80%	6.69%	4.05%	4.25%	10.86%	1.40%	3.16%	2.78%	8.81%	8.32%	12.26%	5.37%	9.27%	19.00%	29.41%	5.16%	3.10%	2.65%	3.69%	22.14%	10.96%	3.60%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	127	8	8	12	8	3	3	1	1	1	3	1	0	0	3	2	2	0	1	0	8	6	17	5	8	4	0	8	4	3	2	0	0	5					
		0.64%	0.63%	0.94%	1.82%	0.59%	1.20%	0.36%	0.34%	0.14%	0.24%	0.58%	0.97%	0.00%	0.00%	0.81%	0.57%	0.75%	0.00%	0.23%	0.00%	0.66%	0.86%	2.32%	0.60%	0.90%	0.26%	0.00%	1.15%	0.38%	0.53%	0.37%	0.00%	0.00%	1.13%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13546	692	519	437	866	165	489	221	462	298	355	66	191	228	296	277	196	445	332	206	812	428	425	609	601	845	64	519	870	474	454	167	232	305					
		67.84%	54.57%	60.84%	66.31%	64.01%	65.74%	59.42%	75.68%	62.77%	71.81%	69.20%	64.08%	76.40%	72.61%	80.00%	78.47%	73.41%	89.00%	74.94%	81.75%	66.89%	61.41%	57.90%	72.67%	67.91%	55.37%	53.78%	74.36%	81.84%	83.60%	83.76%	63.74%	63.56%	68.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	8	6	1	6	2	11	0	1	3	1	0	0	0	1	0	0	8	0	0	10	2	1	1	0	1	1	1	4	0	1	1	0	1					
		0.36%	0.63%	0.70%	0.15%	0.44%	0.80%	1.34%	0.00%	0.14%	0.72%	0.19%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	1.60%	0.00%	0.00%	0.82%	0.29%	0.14%	0.12%	0.00%	0.07%	0.84%	0.14%	0.38%	0.00%	0.18%	0.38%	0.00%	0.23%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
