Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Мариинская городская																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	128	2	1	2	5	4	9	4	2	5	3	4	0	0	3	4	6	6	3	1	0	1	0	0	1	0	0	35	1	5	1	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	3	8	0	0	1	0	0	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	108	1	1	0	0	2	1	3	7	5	2	2	1	2	12	1	3	6	2	0	3	1	3	2	1	7	0	3	4	1	1	0	0	0	1	1	0	0	0	4	0	3	5	0	0	3	0	4	1	0	0	2	0	2	1	1	1	1	1					
14	Число погашенных открепительных удостоверений	722	3	24	28	25	26	21	26	28	25	27	26	25	25	22	26	24	19	27	9	10	4	10	5	9	5	5	0	9	5	4	10	20	10	5	5	5	5	5	7	5	3	10	10	9	20	10	17	12	5	5	4	10	5	5	5	3	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	"1. ""ЕДИНЕНИЕ"""	372	12	1	8	10	9	4	6	7	3	15	16	17	13	11	13	10	10	7	2	8	3	6	2	8	7	1	6	8	18	4	0	12	5	5	3	5	4	0	3	2	4	7	1	5	11	7	10	16	1	1	6	4	2	2	3	0	6	2					
		1.37%	2.12%	0.17%	0.98%	0.91%	0.90%	0.48%	0.87%	0.68%	0.31%	1.67%	1.53%	2.63%	1.63%	1.05%	1.52%	0.95%	1.21%	0.60%	0.69%	1.08%	2.32%	2.27%	2.19%	1.72%	5.26%	1.66%	1.16%	3.49%	2.24%	3.2%	0.0%	1.52%	1.67%	2.34%	1.71%	4.0%	1.23%	0.0%	1.25%	0.88%	2.66%	1.60%	0.58%	2.63%	2.24%	2.73%	1.26%	1.93%	1.42%	1.96%	3.15%	1.21%	1.40%	3.84%	1.36%	0.0%	3.26%	1.85%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	205	3	0	10	12	18	14	11	13	6	7	7	3	9	6	6	5	14	7	6	3	0	1	0	2	1	0	4	2	7	0	0	0	1	0	0	0	2	0	0	0	2	0	1	2	7	0	2	2	0	0	1	3	2	0	2	0	0	1					
		0.75%	0.53%	0.0%	1.22%	1.09%	1.81%	1.68%	1.60%	1.26%	0.63%	0.78%	0.67%	0.46%	1.13%	0.57%	0.70%	0.47%	1.70%	0.60%	2.09%	0.40%	0.0%	0.37%	0.0%	0.43%	0.75%	0.0%	0.77%	0.87%	0.87%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	1.33%	0.0%	0.58%	1.05%	1.42%	0.0%	0.25%	0.24%	0.0%	0.0%	0.52%	0.91%	1.40%	0.0%	0.90%	0.0%	0.0%	0.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	258	4	9	7	6	7	12	5	15	6	9	9	12	4	5	6	10	14	13	1	6	0	4	0	13	0	0	5	4	11	0	0	5	0	5	0	0	4	0	1	0	1	3	0	1	5	1	5	14	0	0	2	3	3	0	3	2	0	3					
		0.95%	0.70%	1.61%	0.85%	0.54%	0.70%	1.44%	0.73%	1.46%	0.63%	1.00%	0.86%	1.86%	0.50%	0.47%	0.70%	0.95%	1.70%	1.12%	0.34%	0.81%	0.0%	1.51%	0.0%	2.79%	0.0%	0.0%	0.96%	1.74%	1.36%	0.0%	0.0%	0.63%	0.0%	2.34%	0.0%	0.0%	1.23%	0.0%	0.41%	0.0%	0.66%	0.68%	0.0%	0.52%	1.01%	0.39%	0.63%	1.69%	0.0%	0.0%	1.05%	0.91%	2.11%	0.0%	1.36%	1.65%	0.0%	2.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	402	6	10	15	28	7	13	10	36	28	16	29	13	14	18	14	17	33	29	14	4	2	0	0	3	4	0	3	0	8	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	5	4	6	5	0	0	1	0	0	0	0	0	1	0					
		1.48%	1.06%	1.79%	1.83%	2.55%	0.70%	1.56%	1.46%	3.51%	2.98%	1.78%	2.78%	2.01%	1.76%	1.72%	1.63%	1.62%	4.01%	2.51%	4.87%	0.54%	1.55%	0.0%	0.0%	0.64%	3.00%	0.0%	0.58%	0.0%	0.99%	0.0%	0.76%	0.0%	0.33%	0.0%	0.0%	0.0%	0.30%	0.0%	0.41%	0.44%	0.66%	0.0%	0.0%	0.0%	1.01%	1.56%	0.76%	0.60%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%					
22	"5. ""За Русь Святую"""	69	0	2	4	3	3	5	2	3	4	4	3	0	0	10	0	3	4	2	1	0	0	0	0	1	0	0	0	1	2	2	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0					
		0.25%	0.0%	0.35%	0.49%	0.27%	0.30%	0.60%	0.29%	0.29%	0.42%	0.44%	0.28%	0.0%	0.0%	0.95%	0.0%	0.28%	0.48%	0.17%	0.34%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.43%	0.24%	1.6%	0.0%	0.0%	0.33%	0.46%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.66%	0.0%	0.58%	0.0%	0.20%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	47	1	0	2	5	1	6	1	1	2	2	1	1	2	1	3	0	1	2	0	3	0	0	0	4	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0					
		0.17%	0.17%	0.0%	0.24%	0.45%	0.10%	0.72%	0.14%	0.09%	0.21%	0.22%	0.09%	0.15%	0.25%	0.09%	0.35%	0.0%	0.12%	0.17%	0.0%	0.40%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.76%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.20%	0.0%	0.12%	0.12%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	84	2	0	9	6	2	8	1	3	3	2	5	4	0	5	0	2	3	5	1	4	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	3	0	0	1	1	0	0	1	0	0	0					
		0.31%	0.35%	0.0%	1.10%	0.54%	0.20%	0.96%	0.14%	0.29%	0.31%	0.22%	0.48%	0.62%	0.0%	0.47%	0.0%	0.19%	0.36%	0.43%	0.34%	0.54%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.44%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.36%	0.0%	0.0%	0.52%	0.30%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
		0.07%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.75%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.77%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	0	1	2	1	3	3	1	3	1	6	1	2	1	1	2	0	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.13%	0.0%	0.17%	0.24%	0.09%	0.30%	0.36%	0.14%	0.29%	0.10%	0.66%	0.09%	0.31%	0.12%	0.09%	0.23%	0.0%	0.12%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	737	16	12	10	31	21	23	6	22	12	36	16	5	16	14	15	28	17	23	10	23	4	16	3	44	26	0	13	11	56	17	1	12	2	8	4	5	2	0	20	13	4	1	7	2	9	12	30	18	0	4	8	12	7	1	1	1	6	1					
		2.73%	2.83%	2.15%	1.22%	2.82%	2.11%	2.77%	0.87%	2.14%	1.27%	4.01%	1.53%	0.77%	2.01%	1.34%	1.75%	2.66%	2.07%	1.99%	3.48%	3.12%	3.10%	6.06%	3.29%	9.46%	19.54%	0.0%	2.51%	4.80%	6.97%	13.6%	0.76%	1.52%	0.66%	3.75%	2.28%	4.0%	0.61%	0.0%	8.36%	5.77%	2.66%	0.22%	4.06%	1.05%	1.83%	4.68%	3.80%	2.17%	0.0%	7.84%	4.21%	3.64%	4.92%	1.92%	0.45%	0.82%	3.26%	0.92%					
28	"11. ""Истинные патриоты России"""	17	1	0	0	0	0	1	0	2	0	0	2	0	0	2	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.06%	0.17%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.19%	0.0%	0.0%	0.19%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.17%	0.34%	0.13%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.85%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	120	1	1	3	4	10	2	1	5	7	4	7	3	6	5	8	2	3	3	3	0	1	1	0	4	0	0	3	1	4	2	1	3	0	0	0	0	0	0	0	4	0	3	0	2	2	0	5	4	0	0	2	0	0	0	0	0	0	0					
		0.44%	0.17%	0.17%	0.36%	0.36%	1.00%	0.24%	0.14%	0.48%	0.74%	0.44%	0.67%	0.46%	0.75%	0.47%	0.93%	0.19%	0.36%	0.26%	1.04%	0.0%	0.77%	0.37%	0.0%	0.86%	0.0%	0.0%	0.58%	0.43%	0.49%	1.6%	0.76%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.77%	0.0%	0.68%	0.0%	1.05%	0.40%	0.0%	0.63%	0.48%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	23	0	0	0	1	0	0	0	2	2	1	1	1	2	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0					
		0.08%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.19%	0.21%	0.11%	0.09%	0.15%	0.25%	0.19%	0.0%	0.0%	0.12%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.12%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.65%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	3	3	0	5	1	1	1	1	0	4	0	0	5	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.53%	0.53%	0.0%	0.45%	0.10%	0.12%	0.14%	0.09%	0.0%	0.44%	0.0%	0.0%	0.62%	0.0%	0.0%	0.09%	0.12%	0.26%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	24	1	1	2	4	2	1	0	0	0	2	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1					
		0.08%	0.17%	0.17%	0.24%	0.36%	0.20%	0.12%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.09%	0.0%	0.09%	0.0%	0.17%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.82%	0.0%	0.92%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1370	31	17	50	92	91	45	58	81	69	64	60	19	51	68	43	58	58	65	31	27	6	6	0	5	1	2	24	3	39	2	6	12	0	2	6	16	8	0	3	7	5	15	2	0	22	8	31	34	0	1	2	11	2	0	6	1	2	2					
		5.07%	5.49%	3.05%	6.12%	8.37%	9.16%	5.42%	8.47%	7.90%	7.35%	7.13%	5.76%	2.95%	6.41%	6.51%	5.03%	5.52%	7.06%	5.64%	10.80%	3.66%	4.65%	2.27%	0.0%	1.07%	0.75%	3.33%	4.65%	1.31%	4.85%	1.6%	4.61%	1.52%	0.0%	0.93%	3.42%	12.8%	2.46%	0.0%	1.25%	3.11%	3.33%	3.44%	1.16%	0.0%	4.48%	3.12%	3.92%	4.10%	0.0%	1.96%	1.05%	3.34%	1.40%	0.0%	2.72%	0.82%	1.08%	1.85%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	63	2	2	2	2	5	1	1	1	1	0	6	2	2	0	3	1	0	1	0	1	2	0	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	1	0	0	6	0	1	6	2	1	1	0	0	1	0	0	1	1	0	0					
		0.23%	0.35%	0.35%	0.24%	0.18%	0.50%	0.12%	0.14%	0.09%	0.10%	0.0%	0.57%	0.31%	0.25%	0.0%	0.35%	0.09%	0.0%	0.08%	0.0%	0.13%	1.55%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.87%	0.24%	0.8%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	3.48%	0.0%	0.20%	2.34%	0.25%	0.12%	1.42%	0.0%	0.0%	0.30%	0.0%	0.0%	0.45%	0.82%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3224	70	65	136	143	181	135	109	126	111	113	165	110	65	163	99	171	104	155	35	79	10	30	3	42	7	1	44	16	129	15	18	66	32	3	12	5	8	6	15	25	11	44	8	17	53	15	58	80	0	4	20	32	6	2	22	11	14	5					
		11.94%	12.41%	11.66%	16.66%	13.02%	18.22%	16.28%	15.93%	12.29%	11.83%	12.59%	15.85%	17.08%	8.17%	15.61%	11.59%	16.30%	12.66%	13.46%	12.19%	10.71%	7.75%	11.36%	3.29%	9.03%	5.26%	1.66%	8.52%	6.98%	16.06%	12.0%	13.84%	8.36%	10.70%	1.40%	6.85%	4.0%	2.46%	13.04%	6.27%	11.11%	7.33%	10.09%	4.65%	8.94%	10.79%	5.85%	7.35%	9.66%	0.0%	7.84%	10.52%	9.72%	4.22%	3.84%	10.0%	9.09%	7.60%	4.62%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	303	7	13	5	19	14	4	10	6	13	9	13	5	5	11	22	13	12	17	5	4	0	1	0	2	0	0	4	4	14	2	0	9	2	0	3	3	3	1	1	2	1	3	1	0	6	5	10	10	0	1	3	2	0	0	1	2	0	0					
		1.12%	1.24%	2.33%	0.61%	1.73%	1.40%	0.48%	1.46%	0.58%	1.38%	1.00%	1.24%	0.77%	0.62%	1.05%	2.57%	1.23%	1.46%	1.47%	1.74%	0.54%	0.0%	0.37%	0.0%	0.43%	0.0%	0.0%	0.77%	1.74%	1.74%	1.6%	0.0%	1.14%	0.66%	0.0%	1.71%	2.4%	0.92%	2.17%	0.41%	0.88%	0.66%	0.68%	0.58%	0.0%	1.22%	1.95%	1.26%	1.20%	0.0%	1.96%	1.57%	0.60%	0.0%	0.0%	0.45%	1.65%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	15709	320	321	416	508	471	417	365	531	519	437	551	363	468	580	547	530	393	556	141	448	90	175	72	281	74	51	364	153	393	54	82	600	225	147	115	82	259	35	159	130	107	311	135	142	295	163	568	533	65	39	112	233	96	41	165	93	107	81					
		58.21%	56.73%	57.63%	50.98%	46.26%	47.43%	50.30%	53.36%	51.80%	55.33%	48.71%	52.92%	56.36%	58.86%	55.55%	64.05%	50.52%	47.86%	48.30%	49.12%	60.78%	69.76%	66.28%	79.12%	60.43%	55.63%	85.0%	70.54%	66.81%	48.94%	43.2%	63.07%	76.04%	75.25%	69.01%	65.71%	65.6%	79.93%	76.08%	66.52%	57.77%	71.33%	71.33%	78.48%	74.73%	60.08%	63.67%	71.98%	64.37%	92.85%	76.47%	58.94%	70.82%	67.60%	78.84%	75.0%	76.85%	58.15%	75.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	52	1	0	0	0	1	0	0	6	2	2	5	1	0	3	2	0	1	1	1	1	1	2	0	2	0	0	0	2	0	1	1	1	0	3	0	0	1	0	1	1	1	0	0	0	0	2	3	1	0	0	1	0	0	0	0	0	0	1					
		0.19%	0.17%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.58%	0.21%	0.22%	0.48%	0.15%	0.0%	0.28%	0.23%	0.0%	0.12%	0.08%	0.34%	0.13%	0.77%	0.75%	0.0%	0.43%	0.0%	0.0%	0.0%	0.87%	0.0%	0.8%	0.76%	0.12%	0.0%	1.40%	0.0%	0.0%	0.30%	0.0%	0.41%	0.44%	0.66%	0.0%	0.0%	0.0%	0.0%	0.78%	0.38%	0.12%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%					
39	"22. ""Развитие предпринимательства"""	37	2	0	3	2	1	1	0	1	1	1	5	1	0	2	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	2	0	0	2	0	0	0	0	0	0	1					
		0.13%	0.35%	0.0%	0.36%	0.18%	0.10%	0.12%	0.0%	0.09%	0.10%	0.11%	0.48%	0.15%	0.0%	0.19%	0.11%	0.09%	0.24%	0.17%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.17%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.20%	0.39%	0.0%	0.24%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2513	56	47	94	153	100	98	71	128	95	105	91	50	67	92	46	156	107	152	18	80	8	15	8	36	9	3	33	12	69	13	14	22	17	33	22	6	24	3	18	18	6	22	5	11	40	9	43	77	0	1	21	16	21	2	10	7	31	2					
		9.31%	9.92%	8.43%	11.51%	13.93%	10.07%	11.82%	10.38%	12.48%	10.12%	11.70%	8.74%	7.76%	8.42%	8.81%	5.38%	14.87%	13.03%	13.20%	6.27%	10.85%	6.20%	5.68%	8.79%	7.74%	6.76%	5.0%	6.39%	5.24%	8.59%	10.4%	10.76%	2.78%	5.68%	15.49%	12.57%	4.8%	7.40%	6.52%	7.53%	8.0%	4.0%	5.04%	2.90%	5.78%	8.14%	3.51%	5.44%	9.29%	0.0%	1.96%	11.05%	4.86%	14.78%	3.84%	4.54%	5.78%	16.84%	1.85%					
																																																																	
41	Против всех	850	14	27	33	45	38	31	21	31	18	47	33	22	22	36	18	40	33	45	15	26	0	2	2	5	1	2	7	9	28	9	4	27	12	6	5	2	4	0	15	7	5	3	4	0	14	12	11	19	3	0	5	7	1	1	5	0	13	5					
