Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Черняховская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617									
		40.73%	46.67%	39.26%	33.67%	45.40%	30.46%	35.73%	40.10%	33.53%	35.24%	37.07%	44.55%	36.13%	42.51%	36.73%	31.53%	31.76%	40.28%	39.65%	40.36%	37.90%	36.14%	56.96%	48.71%	64.06%	58.88%	55.19%	60.13%	59.57%	51.05%	38.46%	47.46%	54.92%	50.76%	59.51%	46.70%	60.19%	43.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	106	0	3	4	9	4	12	3	0	4	2	4	5	9	3	7	4	3	2	3	2	1	1	1	5	0	1	1	2	4	1	1	1	1	0	1	0	2									
		0.62%	0.00%	0.48%	0.80%	1.15%	0.88%	1.33%	0.77%	0.00%	0.39%	0.26%	0.95%	0.63%	0.88%	0.36%	0.76%	0.86%	0.60%	0.44%	0.49%	0.27%	0.20%	0.26%	0.37%	2.30%	0.00%	0.41%	0.63%	2.13%	1.69%	0.77%	0.56%	0.32%	0.38%	0.00%	0.55%	0.00%	0.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	1	0	1	1	1	5	1	1	3	2	0	1	2	5	3	1	0	1	2	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	2									
		0.22%	0.48%	0.00%	0.20%	0.13%	0.22%	0.55%	0.26%	0.20%	0.30%	0.26%	0.00%	0.13%	0.20%	0.61%	0.33%	0.21%	0.00%	0.22%	0.33%	0.00%	0.00%	0.26%	0.37%	0.00%	1.87%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3155	46	147	68	141	92	170	65	94	218	132	81	124	211	174	174	92	94	69	132	133	107	57	45	27	18	49	21	20	49	23	37	38	41	36	44	11	75									
		18.50%	21.90%	23.75%	13.63%	18.03%	20.31%	18.81%	16.71%	18.43%	21.46%	16.99%	19.19%	15.50%	20.67%	21.09%	18.85%	19.74%	18.65%	15.20%	21.75%	17.69%	21.49%	14.96%	16.61%	12.44%	16.82%	20.33%	13.29%	21.28%	20.68%	17.69%	20.90%	12.06%	15.65%	17.56%	24.18%	10.68%	13.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	109	0	3	3	3	1	7	4	0	7	5	3	7	2	10	12	7	7	2	3	2	5	1	0	3	0	1	0	0	2	3	0	2	2	1	0	0	1									
		0.64%	0.00%	0.48%	0.60%	0.38%	0.22%	0.77%	1.03%	0.00%	0.69%	0.64%	0.71%	0.88%	0.20%	1.21%	1.30%	1.50%	1.39%	0.44%	0.49%	0.27%	1.00%	0.26%	0.00%	1.38%	0.00%	0.41%	0.00%	0.00%	0.84%	2.31%	0.00%	0.63%	0.76%	0.49%	0.00%	0.00%	0.18%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	223	4	7	13	5	3	14	3	8	17	14	9	14	13	7	16	5	8	9	7	7	8	3	0	1	2	2	4	0	2	2	1	5	3	1	0	0	6									
		1.31%	1.90%	1.13%	2.61%	0.64%	0.66%	1.55%	0.77%	1.57%	1.67%	1.80%	2.13%	1.75%	1.27%	0.85%	1.73%	1.07%	1.59%	1.98%	1.15%	0.93%	1.61%	0.79%	0.00%	0.46%	1.87%	0.83%	2.53%	0.00%	0.84%	1.54%	0.56%	1.59%	1.15%	0.49%	0.00%	0.00%	1.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	2	0	0	1	0	2	1	0	2	0	1	0	2	2	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.11%	0.95%	0.00%	0.00%	0.13%	0.00%	0.22%	0.26%	0.00%	0.20%	0.00%	0.24%	0.00%	0.20%	0.24%	0.00%	0.21%	0.00%	0.22%	0.00%	0.13%	0.20%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	200	0	9	5	11	7	7	9	7	7	9	1	5	25	10	11	4	4	1	7	17	10	3	4	1	0	0	1	0	3	0	1	2	7	1	1	1	9									
		1.17%	0.00%	1.45%	1.00%	1.41%	1.55%	0.77%	2.31%	1.37%	0.69%	1.16%	0.24%	0.63%	2.45%	1.21%	1.19%	0.86%	0.79%	0.22%	1.15%	2.26%	2.01%	0.79%	1.48%	0.46%	0.00%	0.00%	0.63%	0.00%	1.27%	0.00%	0.56%	0.63%	2.67%	0.49%	0.55%	0.97%	1.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3037	23	109	126	106	106	132	72	127	195	169	64	200	171	164	225	121	99	109	98	129	100	33	43	17	7	17	15	4	35	10	26	22	39	19	24	14	67									
		17.80%	10.95%	17.61%	25.25%	13.55%	23.40%	14.60%	18.51%	24.90%	19.19%	21.75%	15.17%	25.00%	16.75%	19.88%	24.38%	25.97%	19.64%	24.01%	16.14%	17.15%	20.08%	8.66%	15.87%	7.83%	6.54%	7.05%	9.49%	4.26%	14.77%	7.69%	14.69%	6.98%	14.89%	9.27%	13.19%	13.59%	12.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	321	2	6	10	12	6	13	3	12	21	17	5	18	20	13	18	9	4	4	9	29	6	4	1	2	0	9	0	4	0	1	1	5	1	1	2	1	52									
		1.88%	0.95%	0.97%	2.00%	1.53%	1.32%	1.44%	0.77%	2.35%	2.07%	2.19%	1.18%	2.25%	1.96%	1.58%	1.95%	1.93%	0.79%	0.88%	1.48%	3.86%	1.20%	1.05%	0.37%	0.92%	0.00%	3.73%	0.00%	4.26%	0.00%	0.77%	0.56%	1.59%	0.38%	0.49%	1.10%	0.97%	9.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1097	12	44	58	48	42	76	23	42	77	59	33	57	45	52	70	27	33	27	35	63	30	10	8	3	2	6	7	1	7	2	6	43	11	13	2	3	20									
		6.43%	5.71%	7.11%	11.62%	6.14%	9.27%	8.41%	5.91%	8.24%	7.58%	7.59%	7.82%	7.13%	4.41%	6.30%	7.58%	5.79%	6.55%	5.95%	5.77%	8.38%	6.02%	2.62%	2.95%	1.38%	1.87%	2.49%	4.43%	1.06%	2.95%	1.54%	3.39%	13.65%	4.20%	6.34%	1.10%	2.91%	3.66%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
