Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Хатангская																	
																	
Сводная таблица итогов голосования  по федеральному округу																	
																	
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33					
		6.86%	2.15%	1.97%	1.47%	7.69%	1.93%	10.45%	3.27%	4.39%	4.62%	4.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	0	0	2	0	1	0	0	0	1	2					
		0.18%	0.0%	0.0%	1.47%	0.0%	0.64%	0.0%	0.0%	0.0%	0.33%	0.76%					
35	"18. ""ЛДПР"""	300	6	5	9	5	5	247	2	11	4	6					
		9.48%	3.22%	2.46%	6.61%	3.84%	3.22%	16.65%	1.63%	6.04%	1.32%	2.28%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	64	0	8	5	5	1	24	1	7	4	9					
		2.02%	0.0%	3.94%	3.67%	3.84%	0.64%	1.61%	0.81%	3.84%	1.32%	3.42%					
37	"20. ""Политическая партия ""Единая Россия"""	1760	149	139	73	73	112	626	91	109	212	176					
		55.64%	80.10%	68.47%	53.67%	56.15%	72.25%	42.21%	74.59%	59.89%	69.96%	66.92%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	1	0	1	0	2	6	0	0	0	2					
		0.37%	0.53%	0.0%	0.73%	0.0%	1.29%	0.40%	0.0%	0.0%	0.0%	0.76%					
39	"22. ""Развитие предпринимательства"""	12	0	0	0	0	0	10	0	0	2	0					
		0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.66%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	120	1	4	6	5	0	71	3	11	9	10					
		3.79%	0.53%	1.97%	4.41%	3.84%	0.0%	4.78%	2.45%	6.04%	2.97%	3.80%					
																	
41	Против всех	141	5	4	5	11	9	81	7	7	4	8					
		4.45%	2.68%	1.97%	3.67%	8.46%	5.80%	5.46%	5.73%	3.84%	1.32%	3.04%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
