Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Богучарская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	5	12	0	2	3	1	4	0	0	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	2	2	1	0	2	0	0	0	0	3	0	1	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	122	3	5	1	5	5	9	3	3	1	1	3	0	5	3	2	0	5	3	2	2	1	0	0	3	0	0	5	1	3	3	0	2	5	0	0	1	2	2	6	0	4	0	1	2	0	3	17									
		0.45%	0.15%	0.22%	0.13%	0.47%	0.39%	0.83%	0.17%	1.04%	0.30%	0.26%	1.13%	0.00%	0.30%	0.61%	0.70%	0.00%	0.60%	0.62%	0.72%	0.89%	2.17%	0.00%	0.00%	0.39%	0.00%	0.00%	1.08%	0.63%	0.81%	0.28%	0.00%	0.78%	0.66%	0.00%	0.00%	0.41%	0.55%	0.24%	2.62%	0.00%	0.77%	0.00%	0.23%	1.47%	0.00%	0.70%	0.82%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	402	12	4	5	14	5	11	36	11	5	11	19	2	10	5	10	8	16	22	9	8	3	3	0	5	2	0	8	4	11	4	3	10	12	6	0	5	1	27	11	1	7	0	10	4	0	12	30									
		1.48%	0.59%	0.18%	0.63%	1.31%	0.39%	1.01%	2.02%	3.82%	1.49%	2.91%	7.14%	2.27%	0.61%	1.02%	3.52%	2.95%	1.90%	4.54%	3.23%	3.57%	6.52%	5.45%	0.00%	0.65%	1.82%	0.00%	1.72%	2.52%	2.98%	0.38%	1.21%	3.89%	1.58%	1.32%	0.00%	2.07%	0.27%	3.28%	4.80%	0.78%	1.34%	0.00%	2.33%	2.94%	0.00%	2.80%	1.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	216	18	3	2	14	7	9	11	8	1	2	4	0	10	4	3	3	15	5	3	4	0	0	1	2	0	0	8	1	8	4	2	1	4	2	0	2	1	4	1	5	8	1	8	1	1	11	14									
		0.80%	0.89%	0.13%	0.25%	1.31%	0.55%	0.83%	0.62%	2.78%	0.30%	0.53%	1.50%	0.00%	0.61%	0.81%	1.06%	1.11%	1.79%	1.03%	1.08%	1.79%	0.00%	0.00%	1.49%	0.26%	0.00%	0.00%	1.72%	0.63%	2.17%	0.38%	0.81%	0.39%	0.53%	0.44%	0.00%	0.83%	0.27%	0.49%	0.44%	3.91%	1.54%	0.39%	1.86%	0.74%	0.96%	2.57%	0.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18682	1591	1505	575	772	922	660	1460	181	215	282	99	67	1152	357	189	213	630	275	162	158	31	39	48	576	81	48	263	112	240	773	180	116	529	312	206	126	260	471	116	90	247	177	285	95	74	313	1409									
		68.99%	78.49%	65.86%	72.88%	72.15%	72.14%	60.72%	82.11%	62.85%	63.99%	74.60%	37.22%	76.14%	69.95%	72.56%	66.55%	78.60%	75.00%	56.70%	58.06%	70.54%	67.39%	70.91%	71.64%	74.32%	73.64%	76.19%	56.56%	70.44%	65.04%	72.99%	72.87%	45.14%	69.70%	68.42%	74.91%	52.28%	71.04%	57.16%	50.66%	70.31%	47.41%	68.34%	66.28%	69.85%	71.15%	73.13%	68.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	89	10	2	0	3	6	8	3	1	0	0	2	0	5	0	0	1	2	1	1	0	0	0	2	2	0	0	2	0	2	2	2	1	1	0	0	3	0	6	1	0	1	0	1	1	1	4	12									
		0.33%	0.49%	0.09%	0.00%	0.28%	0.47%	0.74%	0.17%	0.35%	0.00%	0.00%	0.75%	0.00%	0.30%	0.00%	0.00%	0.37%	0.24%	0.21%	0.36%	0.00%	0.00%	0.00%	2.99%	0.26%	0.00%	0.00%	0.43%	0.00%	0.54%	0.19%	0.81%	0.39%	0.13%	0.00%	0.00%	1.24%	0.00%	0.73%	0.44%	0.00%	0.19%	0.00%	0.23%	0.74%	0.96%	0.93%	0.58%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	4	0	1	0	2	2	0	1	0	1	0	0	0	0	0	10	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	2	0	0	1	0	0	1	0	1	0	1	0	0	0	6									
		0.14%	0.00%	0.18%	0.00%	0.09%	0.00%	0.18%	0.11%	0.00%	0.30%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.22%	0.63%	0.27%	0.09%	0.00%	0.00%	0.26%	0.00%	0.00%	0.41%	0.00%	0.00%	0.44%	0.00%	0.19%	0.00%	0.23%	0.00%	0.00%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1726	23	125	24	22	28	98	136	36	38	43	43	11	65	31	16	6	24	55	20	19	3	2	11	13	3	2	64	13	45	23	19	64	38	31	20	61	16	135	31	9	76	5	60	16	17	46	40									
		6.37%	1.13%	5.47%	3.04%	2.06%	2.19%	9.02%	7.65%	12.50%	11.31%	11.38%	16.17%	12.50%	3.95%	6.30%	5.63%	2.21%	2.86%	11.34%	7.17%	8.48%	6.52%	3.64%	16.42%	1.68%	2.73%	3.17%	13.76%	8.18%	12.20%	2.17%	7.69%	24.90%	5.01%	6.80%	7.27%	25.31%	4.37%	16.38%	13.54%	7.03%	14.59%	1.93%	13.95%	11.76%	16.35%	10.75%	1.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	0	5	1	4	3	3	2	0	0	0	3	0	4	0	3	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	6									
		0.16%	0.00%	0.22%	0.13%	0.37%	0.23%	0.28%	0.11%	0.00%	0.00%	0.00%	1.13%	0.00%	0.24%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	5	3	0	6	4	1	1	0	0	1	2	0	2	0	3	1	2	2	6	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	1	1	0	1	0	0	0	3									
		0.21%	0.25%	0.13%	0.00%	0.56%	0.31%	0.09%	0.06%	0.00%	0.00%	0.26%	0.75%	0.00%	0.12%	0.00%	1.06%	0.37%	0.24%	0.41%	2.15%	0.00%	2.17%	3.64%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.73%	0.00%	0.78%	0.19%	0.00%	0.23%	0.00%	0.00%	0.00%	0.15%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	3									
		0.06%	0.05%	0.04%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.37%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.19%	0.00%	0.23%	0.00%	0.00%	0.23%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	3	6	3	1	2	4	2	0	3	0	3	1	4	0	0	0	3	4	1	0	0	0	0	5	2	0	3	0	1	1	0	0	0	0	0	0	0	4	1	0	4	0	0	0	0	0	18									
		0.29%	0.15%	0.26%	0.38%	0.09%	0.16%	0.37%	0.11%	0.00%	0.89%	0.00%	1.13%	1.14%	0.24%	0.00%	0.00%	0.00%	0.36%	0.82%	0.36%	0.00%	0.00%	0.00%	0.00%	0.65%	1.82%	0.00%	0.65%	0.00%	0.27%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.44%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2673	133	250	62	97	130	96	95	25	34	30	70	6	153	41	25	10	55	85	64	28	6	8	4	79	17	8	85	22	38	106	26	41	76	40	20	40	32	113	40	18	124	36	53	14	9	28	101									
		9.87%	6.56%	10.94%	7.86%	9.07%	10.17%	8.83%	5.34%	8.68%	10.12%	7.94%	26.32%	6.82%	9.29%	8.33%	8.80%	3.69%	6.55%	17.53%	22.94%	12.50%	13.04%	14.55%	5.97%	10.19%	15.45%	12.70%	18.28%	13.84%	10.30%	10.01%	10.53%	15.95%	10.01%	8.77%	7.27%	16.60%	8.74%	13.71%	17.47%	14.06%	23.80%	13.90%	12.33%	10.29%	8.65%	6.54%	4.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	99	3	14	0	8	5	15	3	4	3	1	2	1	0	2	0	0	2	2	3	0	0	0	0	1	0	2	1	1	3	1	2	0	1	2	0	0	0	0	3	0	1	1	2	0	0	3	7									
		0.37%	0.15%	0.61%	0.00%	0.75%	0.39%	1.38%	0.17%	1.39%	0.89%	0.26%	0.75%	1.14%	0.00%	0.41%	0.00%	0.00%	0.24%	0.41%	1.08%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	3.17%	0.22%	0.63%	0.81%	0.09%	0.81%	0.00%	0.13%	0.44%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.19%	0.39%	0.47%	0.00%	0.00%	0.70%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2641	213	344	112	110	161	155	19	17	28	6	7	0	224	49	32	28	75	29	5	3	1	1	1	81	4	3	15	1	15	138	12	13	84	56	21	1	54	52	15	3	34	39	4	3	2	7	364									
		9.75%	10.51%	15.05%	14.20%	10.28%	12.60%	14.26%	1.07%	5.90%	8.33%	1.59%	2.63%	0.00%	13.60%	9.96%	11.27%	10.33%	8.93%	5.98%	1.79%	1.34%	2.17%	1.82%	1.49%	10.45%	3.64%	4.76%	3.23%	0.63%	4.07%	13.03%	4.86%	5.06%	11.07%	12.28%	7.64%	0.41%	14.75%	6.31%	6.55%	2.34%	6.53%	15.06%	0.93%	2.21%	1.92%	1.64%	17.66%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
