Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Тереньгульская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	1	4	3	3	1	1	0	0	0	1	0	0	0	1	0	0	0	3	0	2	0	0	2	1	1	1									
		0.35%	0.14%	0.53%	0.64%	0.96%	0.55%	1.30%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	1.89%	0.00%	0.53%	0.00%	0.00%	0.34%	0.24%	0.50%	0.75%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	147	20	17	11	4	2	1	5	8	4	6	1	5	0	5	4	1	6	3	0	12	3	1	11	9	8	0									
		2.08%	2.85%	2.23%	2.34%	1.29%	1.10%	1.30%	3.62%	4.32%	2.65%	3.59%	0.33%	2.34%	0.00%	1.33%	1.08%	0.61%	2.67%	1.89%	0.00%	3.17%	2.03%	2.44%	1.85%	2.12%	3.96%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
