Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Богородская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
		0.69%	0.39%	0.13%	0.29%	0.37%	0.45%	0.77%	0.12%	0.54%	0.78%	1.53%	0.57%	0.50%	1.02%	0.75%	0.66%	0.41%	0.39%	0.66%	0.50%	0.80%	0.56%	1.65%	0.36%	1.50%	3.84%	0.0%	0.64%	0.65%	1.75%	0.64%	0.44%	0.99%	1.74%	1.10%	0.0%	0.0%	0.0%	0.47%	0.99%	0.95%	2.14%	1.27%	2.16%	0.0%	0.55%	0.0%	3.19%	2.0%	0.81%	0.55%	0.74%	0.90%	0.54%					
23	"6. ""Объединенная Российская партия ""Русь"""	93	2	4	2	5	4	0	3	0	0	1	1	4	2	3	1	3	2	3	1	0	0	2	1	0	2	3	3	9	0	2	2	1	0	3	2	0	1	0	2	1	2	4	0	2	4	2	0	1	1	0	1	0	1					
		0.34%	0.39%	0.52%	0.58%	0.93%	0.36%	0.0%	0.38%	0.0%	0.0%	0.15%	0.19%	0.40%	0.68%	0.32%	0.08%	0.41%	0.19%	0.28%	0.12%	0.0%	0.0%	1.10%	0.36%	0.0%	0.96%	0.77%	0.24%	0.83%	0.0%	0.32%	0.29%	0.99%	0.0%	0.47%	1.61%	0.0%	0.38%	0.0%	0.99%	0.13%	0.71%	0.50%	0.0%	0.54%	0.74%	1.05%	0.0%	2.0%	0.20%	0.0%	0.37%	0.0%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	253	10	7	3	4	14	6	11	3	6	8	4	5	1	8	10	5	8	9	7	3	3	0	0	4	3	4	14	38	1	2	3	1	2	2	1	0	1	1	0	3	3	10	1	0	7	1	2	0	7	2	1	1	3					
		0.94%	1.95%	0.91%	0.87%	0.74%	1.28%	1.15%	1.39%	0.82%	1.17%	1.22%	0.76%	0.50%	0.34%	0.86%	0.83%	0.69%	0.78%	0.85%	0.88%	0.80%	0.56%	0.0%	0.0%	1.00%	1.44%	1.03%	1.12%	3.53%	1.75%	0.32%	0.44%	0.99%	0.69%	0.31%	0.80%	0.0%	0.38%	0.23%	0.0%	0.40%	1.07%	1.27%	0.54%	0.0%	1.30%	0.52%	2.12%	0.0%	1.42%	1.11%	0.37%	0.30%	0.81%					
25	"8. ""Народно-республиканская партия России"""	57	0	0	0	0	1	2	2	0	0	0	2	1	1	2	3	2	2	1	2	0	1	0	1	1	0	2	2	4	1	4	1	0	0	0	0	0	3	2	2	0	0	1	0	1	2	2	1	0	0	1	0	4	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.09%	0.38%	0.25%	0.0%	0.0%	0.0%	0.38%	0.10%	0.34%	0.21%	0.25%	0.27%	0.19%	0.09%	0.25%	0.0%	0.18%	0.0%	0.36%	0.25%	0.0%	0.51%	0.16%	0.37%	1.75%	0.64%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	0.47%	0.99%	0.0%	0.0%	0.12%	0.0%	0.27%	0.37%	1.05%	1.06%	0.0%	0.0%	0.55%	0.0%	1.20%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	104	2	2	1	2	2	3	2	0	0	1	2	3	1	1	6	1	8	2	3	0	3	1	3	2	2	2	2	14	3	3	0	0	1	3	1	1	2	2	1	2	0	4	2	1	1	0	0	1	1	1	2	0	1					
		0.38%	0.39%	0.26%	0.29%	0.37%	0.18%	0.57%	0.25%	0.0%	0.0%	0.15%	0.38%	0.30%	0.34%	0.10%	0.50%	0.13%	0.78%	0.18%	0.37%	0.0%	0.56%	0.55%	1.09%	0.50%	0.96%	0.51%	0.16%	1.30%	5.26%	0.48%	0.0%	0.0%	0.34%	0.47%	0.80%	0.36%	0.76%	0.47%	0.49%	0.27%	0.0%	0.50%	1.08%	0.27%	0.18%	0.0%	0.0%	2.0%	0.20%	0.55%	0.74%	0.0%	0.27%					
27	"10. ""Аграрная партия России"""	1645	16	31	8	30	43	17	17	14	17	23	22	40	11	38	51	23	35	60	25	20	154	14	84	42	7	21	104	15	4	38	37	21	8	45	1	13	17	36	11	54	5	36	11	18	42	13	13	6	35	18	41	76	64					
		6.14%	3.13%	4.06%	2.33%	5.59%	3.94%	3.28%	2.16%	3.84%	3.32%	3.52%	4.18%	4.07%	3.76%	4.08%	4.26%	3.20%	3.45%	5.69%	3.16%	5.37%	29.16%	7.73%	30.54%	10.52%	3.36%	5.42%	8.36%	1.39%	7.01%	6.12%	5.48%	20.79%	2.78%	7.08%	0.80%	4.74%	6.53%	8.63%	5.44%	7.33%	1.78%	4.58%	5.94%	4.93%	7.83%	6.87%	13.82%	12.0%	7.12%	10.05%	15.29%	22.82%	17.48%					
28	"11. ""Истинные патриоты России"""	56	1	1	0	2	0	0	1	0	2	0	0	0	0	1	0	0	0	1	2	2	1	1	0	3	1	4	3	6	1	3	0	1	1	2	0	0	0	1	3	1	1	1	0	1	1	1	0	0	2	1	1	2	0					
		0.20%	0.19%	0.13%	0.0%	0.37%	0.0%	0.0%	0.12%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.09%	0.25%	0.53%	0.18%	0.55%	0.0%	0.75%	0.48%	1.03%	0.24%	0.55%	1.75%	0.48%	0.0%	0.99%	0.34%	0.31%	0.0%	0.0%	0.0%	0.23%	1.48%	0.13%	0.35%	0.12%	0.0%	0.27%	0.18%	0.52%	0.0%	0.0%	0.40%	0.55%	0.37%	0.60%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	433	13	10	11	8	14	6	10	6	9	18	10	25	1	14	18	14	18	16	14	7	9	1	2	6	3	2	20	16	1	11	13	1	4	5	3	1	6	4	4	9	2	23	6	5	7	4	2	0	9	3	3	4	2					
		1.61%	2.54%	1.31%	3.20%	1.49%	1.28%	1.15%	1.27%	1.64%	1.75%	2.76%	1.90%	2.54%	0.34%	1.50%	1.50%	1.94%	1.77%	1.51%	1.77%	1.88%	1.70%	0.55%	0.72%	1.50%	1.44%	0.51%	1.60%	1.48%	1.75%	1.77%	1.92%	0.99%	1.39%	0.78%	2.41%	0.36%	2.30%	0.95%	1.98%	1.22%	0.71%	2.92%	3.24%	1.36%	1.30%	2.11%	2.12%	0.0%	1.83%	1.67%	1.11%	1.20%	0.54%					
30	"13. ""Демократическая партия России"""	91	0	0	3	2	7	1	2	0	3	3	0	5	0	1	3	1	5	1	2	1	0	0	2	2	1	1	4	3	1	0	3	1	1	1	2	1	0	2	2	5	1	4	0	0	4	3	1	0	1	2	1	0	2					
		0.34%	0.0%	0.0%	0.87%	0.37%	0.64%	0.19%	0.25%	0.0%	0.58%	0.46%	0.0%	0.50%	0.0%	0.10%	0.25%	0.13%	0.49%	0.09%	0.25%	0.26%	0.0%	0.0%	0.72%	0.50%	0.48%	0.25%	0.32%	0.27%	1.75%	0.0%	0.44%	0.99%	0.34%	0.15%	1.61%	0.36%	0.0%	0.47%	0.99%	0.67%	0.35%	0.50%	0.0%	0.0%	0.74%	1.58%	1.06%	0.0%	0.20%	1.11%	0.37%	0.0%	0.54%					
31	"14. ""Великая Россия - Евразийский Союз"""	81	3	2	0	3	3	3	0	1	3	1	0	0	1	3	2	1	4	6	3	0	0	0	1	0	0	0	2	6	0	1	1	1	2	4	1	0	3	2	0	1	4	3	0	0	2	0	0	0	5	1	1	1	0					
		0.30%	0.58%	0.26%	0.0%	0.55%	0.27%	0.57%	0.0%	0.27%	0.58%	0.15%	0.0%	0.0%	0.34%	0.32%	0.16%	0.13%	0.39%	0.56%	0.37%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.16%	0.55%	0.0%	0.16%	0.14%	0.99%	0.69%	0.62%	0.80%	0.0%	1.15%	0.47%	0.0%	0.13%	1.42%	0.38%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	1.01%	0.55%	0.37%	0.30%	0.0%					
32	"15. ""Партия СЛОН"""	53	1	5	1	0	0	1	1	0	2	0	1	1	1	0	3	0	1	0	1	0	3	1	0	1	0	0	1	11	1	0	2	0	0	1	0	0	2	1	1	2	3	1	0	1	0	0	0	1	1	0	0	0	0					
		0.19%	0.19%	0.65%	0.29%	0.0%	0.0%	0.19%	0.12%	0.0%	0.39%	0.0%	0.19%	0.10%	0.34%	0.0%	0.25%	0.0%	0.09%	0.0%	0.12%	0.0%	0.56%	0.55%	0.0%	0.25%	0.0%	0.0%	0.08%	1.02%	1.75%	0.0%	0.29%	0.0%	0.0%	0.15%	0.0%	0.0%	0.76%	0.23%	0.49%	0.27%	1.07%	0.12%	0.0%	0.27%	0.0%	0.0%	0.0%	2.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2229	40	48	29	58	75	36	62	51	34	44	48	103	18	82	110	81	97	69	57	33	39	13	30	31	30	47	117	8	5	42	43	13	15	63	6	22	28	49	19	89	24	81	14	46	41	14	10	8	34	15	38	6	14					
		8.33%	7.82%	6.29%	8.45%	10.82%	6.88%	6.94%	7.87%	14.01%	6.64%	6.74%	9.12%	10.49%	6.16%	8.81%	9.19%	11.28%	9.57%	6.55%	7.21%	8.87%	7.38%	7.18%	10.90%	7.76%	14.42%	12.14%	9.40%	0.74%	8.77%	6.77%	6.37%	12.87%	5.22%	9.92%	4.83%	8.02%	10.76%	11.75%	9.40%	12.09%	8.57%	10.30%	7.56%	12.60%	7.64%	7.40%	10.63%	16.0%	6.92%	8.37%	14.17%	1.80%	3.82%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	106	1	2	1	0	4	2	8	2	2	2	2	1	1	3	3	2	0	5	4	1	1	1	1	2	0	1	3	8	0	1	2	1	1	4	0	1	2	0	3	2	2	6	0	4	4	2	1	0	3	0	2	1	1					
		0.39%	0.19%	0.26%	0.29%	0.0%	0.36%	0.38%	1.01%	0.54%	0.39%	0.30%	0.38%	0.10%	0.34%	0.32%	0.25%	0.27%	0.0%	0.47%	0.50%	0.26%	0.18%	0.55%	0.36%	0.50%	0.0%	0.25%	0.24%	0.74%	0.0%	0.16%	0.29%	0.99%	0.34%	0.62%	0.0%	0.36%	0.76%	0.0%	1.48%	0.27%	0.71%	0.76%	0.0%	1.09%	0.74%	1.05%	1.06%	0.0%	0.61%	0.0%	0.74%	0.30%	0.27%					
35	"18. ""ЛДПР"""	2631	54	77	38	65	118	40	91	29	39	47	35	84	24	130	97	55	107	101	99	51	39	26	12	43	21	45	102	185	1	37	94	7	17	82	2	14	18	44	13	60	31	71	15	29	60	16	15	0	55	9	24	35	28					
		9.83%	10.56%	10.10%	11.07%	12.12%	10.83%	7.72%	11.56%	7.96%	7.61%	7.20%	6.65%	8.56%	8.21%	13.97%	8.11%	7.66%	10.56%	9.59%	12.53%	13.70%	7.38%	14.36%	4.36%	10.77%	10.09%	11.62%	8.19%	17.22%	1.75%	5.96%	13.94%	6.93%	5.92%	12.91%	1.61%	5.10%	6.92%	10.55%	6.43%	8.15%	11.07%	9.03%	8.10%	7.94%	11.19%	8.46%	15.95%	0.0%	11.20%	5.02%	8.95%	10.51%	7.65%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	593	13	13	5	17	30	12	23	14	14	23	7	26	2	22	23	14	18	37	17	4	6	6	6	7	9	8	17	10	2	14	8	1	7	14	1	2	12	9	7	22	4	14	6	9	9	4	2	0	9	5	6	11	12					
		2.21%	2.54%	1.70%	1.45%	3.17%	2.75%	2.31%	2.92%	3.84%	2.73%	3.52%	1.33%	2.65%	0.68%	2.36%	1.92%	1.94%	1.77%	3.51%	2.15%	1.07%	1.13%	3.31%	2.18%	1.75%	4.32%	2.06%	1.36%	0.93%	3.50%	2.25%	1.18%	0.99%	2.43%	2.20%	0.80%	0.72%	4.61%	2.15%	3.46%	2.98%	1.42%	1.78%	3.24%	2.46%	1.67%	2.11%	2.12%	0.0%	1.83%	2.79%	2.23%	3.30%	3.27%					
37	"20. ""Политическая партия ""Единая Россия"""	7665	149	244	97	130	324	165	244	123	120	163	154	257	95	243	346	216	290	318	254	98	101	60	49	100	50	84	377	420	16	156	249	20	117	179	46	101	68	114	55	184	95	208	57	129	114	60	19	16	108	54	55	89	85					
		28.65%	29.15%	32.02%	28.27%	24.25%	29.75%	31.85%	31.00%	33.79%	23.43%	25.0%	29.27%	26.19%	32.53%	26.12%	28.92%	30.08%	28.62%	30.19%	32.15%	26.34%	19.12%	33.14%	17.81%	25.06%	24.03%	21.70%	30.30%	39.10%	28.07%	25.16%	36.94%	19.80%	40.76%	28.18%	37.09%	36.86%	26.15%	27.33%	27.22%	25.0%	33.92%	26.46%	30.81%	35.34%	21.26%	31.74%	20.21%	32.0%	21.99%	30.16%	20.52%	26.72%	23.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	92	0	1	2	2	3	2	0	2	2	1	2	4	0	4	2	0	1	2	3	1	2	1	2	3	1	1	2	3	1	3	3	0	1	4	3	4	0	1	0	5	0	5	1	2	2	2	0	0	1	0	2	2	1					
		0.34%	0.0%	0.13%	0.58%	0.37%	0.27%	0.38%	0.0%	0.54%	0.39%	0.15%	0.38%	0.40%	0.0%	0.43%	0.16%	0.0%	0.09%	0.18%	0.37%	0.26%	0.37%	0.55%	0.72%	0.75%	0.48%	0.25%	0.16%	0.27%	1.75%	0.48%	0.44%	0.0%	0.34%	0.62%	2.41%	1.45%	0.0%	0.23%	0.0%	0.67%	0.0%	0.63%	0.54%	0.54%	0.37%	1.05%	0.0%	0.0%	0.20%	0.0%	0.74%	0.60%	0.27%					
39	"22. ""Развитие предпринимательства"""	97	1	2	0	0	4	0	4	1	2	2	4	5	1	4	2	1	5	6	5	1	0	2	1	1	3	1	4	2	1	3	3	0	0	3	0	0	0	2	2	6	3	6	0	0	1	0	0	0	0	0	1	1	1					
		0.36%	0.19%	0.26%	0.0%	0.0%	0.36%	0.0%	0.50%	0.27%	0.39%	0.30%	0.76%	0.50%	0.34%	0.43%	0.16%	0.13%	0.49%	0.56%	0.63%	0.26%	0.0%	1.10%	0.36%	0.25%	1.44%	0.25%	0.32%	0.18%	1.75%	0.48%	0.44%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.47%	0.99%	0.81%	1.07%	0.76%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.30%	0.27%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5008	105	125	63	101	231	126	154	48	145	198	120	235	61	171	222	148	213	209	149	77	76	12	41	76	33	75	195	42	6	169	82	8	58	103	26	66	42	69	48	147	24	126	36	52	130	25	10	7	119	33	46	43	82					
		18.72%	20.54%	16.40%	18.36%	18.84%	21.21%	24.32%	19.56%	13.18%	28.32%	30.36%	22.81%	23.95%	20.89%	18.38%	18.56%	20.61%	21.02%	19.84%	18.86%	20.69%	14.39%	6.62%	14.90%	19.04%	15.86%	19.37%	15.67%	3.91%	10.52%	27.25%	12.16%	7.92%	20.20%	16.22%	20.96%	24.08%	16.15%	16.54%	23.76%	19.97%	8.57%	16.03%	19.45%	14.24%	24.25%	13.22%	10.63%	14.0%	24.23%	18.43%	17.16%	12.91%	22.40%					
																																																												
41	Против всех	1512	29	55	16	26	60	29	46	9	28	26	25	48	16	57	98	40	57	61	36	22	27	9	9	14	8	29	92	112	1	28	49	4	12	33	3	9	10	17	3	33	19	48	8	19	20	7	2	1	36	10	11	15	30					
		5.65%	5.67%	7.21%	4.66%	4.85%	5.50%	5.59%	5.84%	2.47%	5.46%	3.98%	4.75%	4.89%	5.47%	6.12%	8.19%	5.57%	5.62%	5.79%	4.55%	5.91%	5.11%	4.97%	3.27%	3.50%	3.84%	7.49%	7.39%	10.42%	1.75%	4.51%	7.27%	3.96%	4.18%	5.19%	2.41%	3.28%	3.84%	4.07%	1.48%	4.48%	6.78%	6.10%	4.32%	5.20%	3.73%	3.70%	2.12%	2.0%	7.33%	5.58%	4.10%	4.50%	8.19%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
