Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Катайская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441									
		1.36%	1.30%	1.20%	0.36%	1.29%	1.36%	0.32%	2.99%	0.00%	1.08%	1.56%	1.27%	0.68%	1.77%	3.45%	2.68%	1.00%	0.00%	1.08%	1.30%	1.18%	2.22%	3.11%	1.43%	2.36%	1.48%	1.73%	1.25%	0.00%	1.33%	0.97%	0.80%	0.00%	1.64%	0.00%	3.03%	1.64%	0.40%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	244	4	8	12	7	11	14	7	7	13	14	11	5	8	7	4	9	3	6	1	9	3	10	3	9	8	12	1	1	0	4	9	3	4	1	1	2	13									
		3.06%	1.73%	3.20%	4.38%	2.26%	3.74%	4.52%	1.91%	2.50%	4.66%	4.38%	3.49%	1.70%	2.84%	3.02%	1.79%	4.50%	1.80%	2.17%	1.30%	1.77%	2.22%	6.21%	4.29%	3.54%	2.95%	4.15%	1.25%	0.92%	0.00%	3.88%	3.61%	3.70%	3.28%	1.47%	1.01%	3.28%	5.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	183	3	2	9	9	10	8	11	9	12	5	6	0	14	5	8	11	6	2	2	9	5	3	4	6	1	5	1	0	1	2	3	0	2	1	1	1	6									
		2.30%	1.30%	0.80%	3.28%	2.90%	3.40%	2.58%	2.99%	3.21%	4.30%	1.56%	1.90%	0.00%	4.96%	2.16%	3.57%	5.50%	3.59%	0.72%	2.60%	1.77%	3.70%	1.86%	5.71%	2.36%	0.37%	1.73%	1.25%	0.00%	1.33%	1.94%	1.20%	0.00%	1.64%	1.47%	1.01%	1.64%	2.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3672	107	97	101	123	113	103	145	109	83	117	140	105	138	110	99	103	111	175	46	222	79	74	28	138	129	140	26	78	44	59	168	44	60	36	42	39	141									
		46.10%	46.32%	38.80%	36.86%	39.68%	38.44%	33.23%	39.51%	38.93%	29.75%	36.56%	44.44%	35.71%	48.94%	47.41%	44.20%	51.50%	66.47%	63.18%	59.74%	43.70%	58.52%	45.96%	40.00%	54.33%	47.60%	48.44%	32.50%	71.56%	58.67%	57.28%	67.47%	54.32%	49.18%	52.94%	42.42%	63.93%	56.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	0	1	0	3	1	0	2	0	1	2	2	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	4	1	1	0	0	0	0	1									
		0.36%	0.43%	0.00%	0.36%	0.00%	1.02%	0.32%	0.00%	0.71%	0.00%	0.31%	0.63%	0.68%	0.00%	0.43%	0.00%	0.50%	0.60%	0.00%	0.00%	0.20%	0.74%	0.62%	1.43%	0.00%	0.37%	0.35%	0.00%	0.00%	0.00%	3.88%	0.40%	1.23%	0.00%	0.00%	0.00%	0.00%	0.40%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0									
		0.11%	0.43%	0.00%	0.00%	0.00%	0.34%	0.32%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.37%	0.00%	0.00%	0.00%	1.33%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1360	39	57	47	36	38	46	42	51	43	44	41	39	60	51	50	38	24	44	17	115	15	22	16	43	59	56	26	18	16	15	33	13	26	14	20	6	40									
		17.07%	16.88%	22.80%	17.15%	11.61%	12.93%	14.84%	11.44%	18.21%	15.41%	13.75%	13.02%	13.27%	21.28%	21.98%	22.32%	19.00%	14.37%	15.88%	22.08%	22.64%	11.11%	13.66%	22.86%	16.93%	21.77%	19.38%	32.50%	16.51%	21.33%	14.56%	13.25%	16.05%	21.31%	20.59%	20.20%	9.84%	16.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	3	0	1	2	0	2	1	2	1	1	0	3	1	4	4	0	0	2	0	2	0	4	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0									
		0.48%	1.30%	0.00%	0.36%	0.65%	0.00%	0.65%	0.27%	0.71%	0.36%	0.31%	0.00%	1.02%	0.35%	1.72%	1.79%	0.00%	0.00%	0.72%	0.00%	0.39%	0.00%	2.48%	0.00%	0.00%	0.37%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	1	1	0	3	0	5	2	1	2	1	2	3	1	0	0	1	0	2	0	2	1	1	0	1	0	0	1	0	1	2	0	0	0	0	1	0	0									
		0.44%	0.43%	0.40%	0.00%	0.97%	0.00%	1.61%	0.54%	0.36%	0.72%	0.31%	0.63%	1.02%	0.35%	0.00%	0.00%	0.50%	0.00%	0.72%	0.00%	0.39%	0.74%	0.62%	0.00%	0.39%	0.00%	0.00%	1.25%	0.00%	1.33%	1.94%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0									
		0.09%	0.00%	0.40%	0.00%	0.32%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	1	1	3	1	7	1	6	2	6	1	3	5	2	1	0	3	0	2	0	8	0	1	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1									
		0.77%	0.43%	0.40%	1.09%	0.32%	2.38%	0.32%	1.63%	0.71%	2.15%	0.31%	0.95%	1.70%	0.71%	0.43%	0.00%	1.50%	0.00%	0.72%	0.00%	1.57%	0.00%	0.62%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	972	26	45	41	52	44	41	64	38	44	52	39	48	29	28	33	18	5	12	0	56	16	25	11	22	37	28	11	7	4	7	14	6	17	5	21	9	17									
		12.20%	11.26%	18.00%	14.96%	16.77%	14.97%	13.23%	17.44%	13.57%	15.77%	16.25%	12.38%	16.33%	10.28%	12.07%	14.73%	9.00%	2.99%	4.33%	0.00%	11.02%	11.85%	15.53%	15.71%	8.66%	13.65%	9.69%	13.75%	6.42%	5.33%	6.80%	5.62%	7.41%	13.93%	7.35%	21.21%	14.75%	6.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	1	2	1	3	2	2	4	0	3	1	1	1	0	0	2	2	0	0	0	2	3	0	0	3	2	1	1	0	0	1	1	1	1	0	1	0	1									
		0.54%	0.43%	0.80%	0.36%	0.97%	0.68%	0.65%	1.09%	0.00%	1.08%	0.31%	0.32%	0.34%	0.00%	0.00%	0.89%	1.00%	0.00%	0.00%	0.00%	0.39%	2.22%	0.00%	0.00%	1.18%	0.74%	0.35%	1.25%	0.00%	0.00%	0.97%	0.40%	1.23%	0.82%	0.00%	1.01%	0.00%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1088	38	26	55	64	59	80	70	53	66	73	62	74	18	14	12	8	17	29	8	66	8	13	3	24	22	27	10	3	5	6	11	10	7	11	9	3	24									
		13.66%	16.45%	10.40%	20.07%	20.65%	20.07%	25.81%	19.07%	18.93%	23.66%	22.81%	19.68%	25.17%	6.38%	6.03%	5.36%	4.00%	10.18%	10.47%	10.39%	12.99%	5.93%	8.07%	4.29%	9.45%	8.12%	9.34%	12.50%	2.75%	6.67%	5.83%	4.42%	12.35%	5.74%	16.18%	9.09%	4.92%	9.68%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
