Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
"Наименование Избирательной комиссии:    Казань, Кировская"																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161					
		0.99%	1.18%	0.83%	1.20%	0.67%	0.58%	1.11%	1.26%	0.91%	0.75%	1.12%	0.69%	1.37%	1.21%	0.95%	1.13%	0.82%	0.91%	1.12%	0.91%	1.30%	0.58%	0.46%	1.35%	0.37%	1.27%	0.99%	2.31%	1.02%	1.07%	1.48%	0.57%	0.91%	1.76%	0.61%	1.64%	0.95%	0.78%	0.80%	0.91%	1.19%	0.52%	1.40%	0.14%	1.42%	1.05%	0.0%	0.0%	0.67%					
30	"13. ""Демократическая партия России"""	96	3	4	0	1	0	3	3	1	2	2	2	0	1	3	4	2	2	4	7	6	4	4	0	1	3	1	5	1	1	0	4	1	2	1	3	0	4	4	5	0	0	2	0	0	0	0	0	0					
		0.18%	0.20%	0.25%	0.0%	0.06%	0.0%	0.25%	0.18%	0.07%	0.15%	0.32%	0.13%	0.0%	0.07%	0.26%	0.34%	0.23%	0.22%	0.32%	0.91%	0.37%	0.29%	0.31%	0.0%	0.12%	0.22%	0.07%	0.38%	0.14%	0.21%	0.0%	0.38%	0.15%	0.16%	0.06%	0.24%	0.0%	0.24%	0.32%	0.45%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	139	6	1	7	2	4	7	6	1	4	1	2	4	1	5	2	3	2	2	0	3	2	6	2	5	3	8	3	3	1	2	3	0	1	1	6	12	2	3	5	1	1	3	0	2	0	0	0	1					
		0.26%	0.41%	0.06%	0.46%	0.12%	0.39%	0.60%	0.36%	0.07%	0.30%	0.16%	0.13%	0.27%	0.07%	0.43%	0.17%	0.35%	0.22%	0.16%	0.0%	0.18%	0.14%	0.46%	0.54%	0.62%	0.22%	0.61%	0.23%	0.43%	0.21%	0.29%	0.28%	0.0%	0.08%	0.06%	0.49%	0.67%	0.12%	0.24%	0.45%	0.39%	0.05%	0.23%	0.0%	0.71%	0.0%	0.0%	0.0%	0.33%					
32	"15. ""Партия СЛОН"""	205	5	4	4	13	8	5	2	6	6	1	3	5	3	6	2	2	1	5	1	4	4	4	0	8	5	9	1	9	0	6	1	1	4	11	11	8	18	9	0	0	2	6	0	1	1	0	0	0					
		0.39%	0.34%	0.25%	0.26%	0.79%	0.78%	0.42%	0.12%	0.45%	0.45%	0.16%	0.20%	0.34%	0.22%	0.52%	0.17%	0.23%	0.11%	0.40%	0.13%	0.24%	0.29%	0.31%	0.0%	0.99%	0.37%	0.68%	0.07%	1.31%	0.0%	0.89%	0.09%	0.15%	0.32%	0.67%	0.90%	0.45%	1.09%	0.72%	0.0%	0.0%	0.11%	0.46%	0.0%	0.35%	0.52%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2302	77	96	95	93	81	48	84	76	47	23	67	81	79	60	62	33	49	70	34	69	30	59	13	25	55	47	66	34	30	32	39	23	35	51	49	64	81	51	54	7	42	45	31	3	4	4	3	1					
		4.45%	5.38%	6.13%	6.37%	5.69%	7.94%	4.12%	5.06%	5.78%	3.54%	3.69%	4.63%	5.57%	5.98%	5.20%	5.40%	3.88%	5.6%	5.61%	4.42%	4.28%	2.18%	4.60%	3.51%	3.10%	4.11%	3.59%	5.09%	4.96%	6.47%	4.74%	3.76%	3.52%	2.81%	3.11%	4.02%	3.60%	4.91%	4.09%	4.91%	2.77%	2.46%	3.50%	2.27%	1.07%	2.10%	5.33%	7.14%	0.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	128	2	2	1	7	1	4	3	4	8	3	4	0	3	4	3	5	0	3	1	2	4	3	0	5	3	6	3	2	0	4	2	2	6	3	3	0	5	2	2	1	6	3	0	0	0	1	0	2					
		0.24%	0.13%	0.12%	0.06%	0.42%	0.09%	0.34%	0.18%	0.30%	0.60%	0.48%	0.27%	0.0%	0.22%	0.34%	0.26%	0.58%	0.0%	0.24%	0.13%	0.12%	0.29%	0.23%	0.0%	0.62%	0.22%	0.45%	0.23%	0.29%	0.0%	0.59%	0.19%	0.30%	0.48%	0.18%	0.24%	0.0%	0.30%	0.16%	0.18%	0.39%	0.35%	0.23%	0.0%	0.0%	0.0%	1.33%	0.0%	0.67%					
35	"18. ""ЛДПР"""	3666	137	89	86	102	55	55	115	96	84	39	71	92	106	111	89	66	53	95	43	137	70	93	34	113	84	114	97	56	23	79	52	46	99	95	129	122	120	102	92	6	81	100	74	6	3	4	7	44					
		7.08%	9.58%	5.69%	5.76%	6.24%	5.39%	4.72%	6.92%	7.30%	6.33%	6.26%	4.91%	6.33%	8.02%	9.63%	7.75%	7.76%	6.05%	7.62%	5.59%	8.50%	5.09%	7.26%	9.18%	14.03%	6.28%	8.72%	7.48%	8.17%	4.96%	11.72%	5.01%	7.04%	7.96%	5.81%	10.59%	6.88%	7.28%	8.19%	8.37%	2.38%	4.74%	7.78%	5.43%	2.14%	1.57%	5.33%	16.66%	14.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1555	44	52	25	46	22	14	59	46	40	13	37	39	58	28	24	26	37	36	32	36	18	47	24	8	39	43	31	45	20	16	16	16	65	52	38	59	80	32	9	3	27	73	68	5	5	1	1	0					
		3.00%	3.07%	3.32%	1.67%	2.81%	2.15%	1.20%	3.55%	3.50%	3.01%	2.08%	2.56%	2.68%	4.39%	2.43%	2.09%	3.05%	4.22%	2.88%	4.16%	2.23%	1.31%	3.67%	6.48%	0.99%	2.91%	3.29%	2.39%	6.56%	4.31%	2.37%	1.54%	2.45%	5.22%	3.18%	3.11%	3.32%	4.85%	2.57%	0.81%	1.19%	1.58%	5.68%	4.99%	1.78%	2.63%	1.33%	2.38%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	24945	570	746	812	708	368	609	695	547	693	329	660	614	545	418	492	374	345	494	361	684	971	611	141	310	671	627	547	268	254	303	686	339	636	853	499	909	721	608	567	179	1101	598	945	215	85	39	24	174					
		48.23%	39.88%	47.69%	54.46%	43.32%	36.07%	52.27%	41.86%	41.62%	52.22%	52.80%	45.67%	42.25%	41.25%	36.28%	42.85%	44.0%	39.42%	39.64%	46.94%	42.48%	70.66%	47.73%	38.10%	38.50%	50.18%	48.00%	42.20%	39.12%	54.85%	44.95%	66.21%	51.91%	51.16%	52.17%	40.96%	51.26%	43.77%	48.83%	51.63%	71.03%	64.49%	46.57%	69.43%	76.78%	44.73%	52.0%	57.14%	58.98%					
38	"21. ""Российская Конституционно-демократическая партия"""	158	6	5	3	0	2	7	11	1	7	1	6	5	3	6	4	1	2	1	4	2	1	3	1	2	6	3	2	3	1	6	6	3	2	4	3	15	4	1	5	1	1	6	0	0	1	0	0	1					
		0.30%	0.41%	0.31%	0.20%	0.0%	0.19%	0.60%	0.66%	0.07%	0.52%	0.16%	0.41%	0.34%	0.22%	0.52%	0.34%	0.11%	0.22%	0.08%	0.52%	0.12%	0.07%	0.23%	0.27%	0.24%	0.44%	0.22%	0.15%	0.43%	0.21%	0.89%	0.57%	0.45%	0.16%	0.24%	0.24%	0.84%	0.24%	0.08%	0.45%	0.39%	0.05%	0.46%	0.0%	0.0%	0.52%	0.0%	0.0%	0.33%					
39	"22. ""Развитие предпринимательства"""	1365	51	30	42	49	36	14	73	49	40	11	48	51	44	42	22	23	25	26	24	59	16	47	13	8	37	39	33	14	13	14	8	13	21	59	45	33	48	34	24	3	34	22	14	4	3	3	1	3					
		2.63%	3.56%	1.91%	2.81%	2.99%	3.52%	1.20%	4.39%	3.72%	3.01%	1.76%	3.32%	3.50%	3.33%	3.64%	1.91%	2.70%	2.85%	2.08%	3.12%	3.66%	1.16%	3.67%	3.51%	0.99%	2.76%	2.98%	2.54%	2.04%	2.80%	2.07%	0.77%	1.99%	1.68%	3.60%	3.69%	1.86%	2.91%	2.73%	2.18%	1.19%	1.99%	1.71%	1.02%	1.42%	1.57%	4.0%	2.38%	1.01%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5068	147	159	126	164	70	164	196	167	132	55	189	169	121	123	124	64	121	151	46	146	130	149	42	76	128	89	128	71	28	49	95	54	81	158	152	164	175	115	100	15	108	153	123	11	20	7	2	11					
		9.79%	10.28%	10.16%	8.45%	10.03%	6.86%	14.07%	11.80%	12.70%	9.94%	8.82%	13.07%	11.63%	9.15%	10.67%	10.80%	7.52%	13.82%	12.11%	5.98%	9.06%	9.46%	11.64%	11.35%	9.44%	9.57%	6.81%	9.87%	10.36%	6.04%	7.27%	9.16%	8.26%	6.51%	9.66%	12.47%	9.24%	10.62%	9.23%	9.10%	5.95%	6.32%	11.91%	9.03%	3.92%	10.52%	9.33%	4.76%	3.72%					
																																																							
41	Против всех	2865	83	126	33	109	32	74	103	76	77	41	109	90	82	70	66	67	59	88	56	125	15	25	28	84	52	90	101	59	17	36	19	24	81	87	66	95	92	89	49	8	47	85	4	10	4	1	2	29					
		5.53%	5.80%	8.05%	2.21%	6.67%	3.13%	6.35%	6.20%	5.78%	5.80%	6.58%	7.54%	6.19%	6.20%	6.07%	5.74%	7.88%	6.74%	7.06%	7.28%	7.76%	1.09%	1.95%	7.56%	10.43%	3.88%	6.89%	7.79%	8.61%	3.67%	5.34%	1.83%	3.67%	6.51%	5.32%	5.41%	5.35%	5.58%	7.14%	4.46%	3.17%	2.75%	6.61%	0.29%	3.57%	2.10%	1.33%	4.76%	9.83%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
