Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Красноармейская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	658	20	20	18	20	20	20	20	15	10	20	20	15	10	20	20	20	15	20	15	5	10	27	10	5	5	5	10	10	5	5	5	10	6	10	8	10	10	30	10	20	19	5	15	5	10	15	20	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	471	20	17	9	8	20	11	17	15	2	14	20	10	7	19	20	20	11	16	15	2	10	27	3	2	0	2	10	10	5	2	2	10	6	10	8	10	10	6	2	7	11	2	6	5	10	4	3	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	133	3	0	6	6	6	4	2	2	2	0	1	2	2	1	4	2	4	0	6	2	3	2	1	2	1	3	1	2	0	0	1	0	0	3	3	2	10	3	1	2	4	1	3	2	4	3	0	21	0					
14	Число погашенных неиспользованных открепительных удостоверений	187	0	3	9	12	0	9	3	0	8	6	0	5	3	1	0	0	4	4	0	3	0	0	7	3	5	3	0	0	0	3	3	0	0	0	0	0	0	24	8	13	8	3	9	0	0	11	17	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	1	6	0	1	1	2	5	0	0	1	0	0	0	7	0	1	1	0	1	0	1	1	0	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	437	10	22	11	14	20	11	12	10	0	6	6	6	11	12	17	14	12	10	4	3	1	7	6	1	6	3	12	10	5	5	3	8	11	11	4	29	7	7	11	8	4	7	16	6	9	13	10	6	0					
		2.26%	1.58%	3.98%	1.51%	2.28%	2.89%	1.93%	1.95%	2.43%	0.00%	1.13%	1.01%	1.50%	4.47%	1.84%	2.97%	2.38%	1.82%	3.10%	1.06%	1.61%	0.50%	1.79%	2.22%	0.75%	3.30%	2.17%	3.36%	2.06%	1.40%	2.49%	1.84%	2.20%	3.57%	2.06%	2.00%	5.87%	1.65%	1.62%	4.00%	1.98%	1.19%	6.03%	4.69%	2.54%	2.09%	3.40%	1.93%	1.53%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	69	4	3	2	6	3	0	2	2	0	6	3	2	0	4	4	2	3	1	1	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	1	0	1	2	2	3	1	1	0	1	0	1	1	0					
		0.36%	0.63%	0.54%	0.27%	0.98%	0.43%	0.00%	0.33%	0.49%	0.00%	1.13%	0.50%	0.50%	0.00%	0.61%	0.70%	0.34%	0.46%	0.31%	0.26%	0.54%	0.00%	0.00%	0.37%	0.75%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.23%	0.28%	0.00%	0.00%	0.00%	0.20%	0.00%	0.23%	0.73%	0.50%	0.89%	0.86%	0.29%	0.00%	0.23%	0.00%	0.19%	0.26%	0.00%					
20	3.Политическая партия «Демократическая партия России»	40	1	2	14	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	2	0	1	2	1	0	0	1	0	0	2	1	1					
		0.21%	0.16%	0.36%	1.92%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.15%	0.17%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.50%	0.00%	0.47%	0.00%	0.36%	0.50%	0.30%	0.00%	0.00%	0.42%	0.00%	0.00%	0.39%	0.26%	0.47%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2143	83	69	91	88	93	87	65	39	5	47	60	32	40	64	39	79	111	26	38	9	28	43	8	32	22	23	73	95	18	54	15	46	10	48	11	25	34	26	13	54	49	7	64	12	26	36	49	55	2					
		11.09%	13.13%	12.48%	12.50%	14.31%	13.44%	15.24%	10.57%	9.47%	5.32%	8.85%	10.05%	7.98%	16.26%	9.83%	6.81%	13.44%	16.87%	8.05%	10.03%	4.84%	14.07%	10.97%	2.96%	23.88%	12.09%	16.67%	20.45%	19.55%	5.03%	26.87%	9.20%	12.67%	3.25%	8.99%	5.50%	5.06%	8.04%	6.03%	4.73%	13.37%	14.54%	6.03%	18.77%	5.08%	6.03%	9.42%	9.48%	14.07%	0.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	0	2	2	3	0	0	4	1	0	1	2	1	0	2	0	2	1	1	3	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1					
		0.19%	0.00%	0.36%	0.27%	0.49%	0.00%	0.00%	0.65%	0.24%	0.00%	0.19%	0.34%	0.25%	0.00%	0.31%	0.00%	0.34%	0.15%	0.31%	0.79%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.56%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.36%	0.25%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.26%	0.47%					
23	6.Политическая партия «Партия социальной справедливости»	38	0	1	1	0	0	0	2	1	0	1	2	0	1	2	1	0	1	0	4	0	0	2	0	0	0	1	1	0	0	0	0	1	1	4	0	0	2	0	1	2	0	0	1	0	1	3	0	1	0					
		0.20%	0.00%	0.18%	0.14%	0.00%	0.00%	0.00%	0.33%	0.24%	0.00%	0.19%	0.34%	0.00%	0.41%	0.31%	0.17%	0.00%	0.15%	0.00%	1.06%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.72%	0.28%	0.00%	0.00%	0.00%	0.00%	0.28%	0.32%	0.75%	0.00%	0.00%	0.47%	0.00%	0.36%	0.50%	0.00%	0.00%	0.29%	0.00%	0.23%	0.79%	0.00%	0.26%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1370	57	31	50	45	37	43	53	39	8	45	43	27	20	56	55	48	45	29	29	21	17	22	19	18	3	15	21	17	17	5	11	22	14	36	13	30	22	42	20	31	22	13	24	4	25	18	20	64	4					
		7.09%	9.02%	5.61%	6.87%	7.32%	5.35%	7.53%	8.62%	9.47%	8.51%	8.47%	7.20%	6.73%	8.13%	8.60%	9.60%	8.16%	6.84%	8.98%	7.65%	11.29%	8.54%	5.61%	7.04%	13.43%	1.65%	10.87%	5.88%	3.50%	4.75%	2.49%	6.75%	6.06%	4.55%	6.74%	6.50%	6.07%	5.20%	9.74%	7.27%	7.67%	6.53%	11.21%	7.04%	1.69%	5.80%	4.71%	3.87%	16.37%	1.86%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1715	60	59	100	52	85	76	61	31	4	61	91	48	30	53	63	50	73	19	27	2	19	23	17	7	17	18	34	33	12	11	13	19	18	35	37	32	24	42	48	29	17	8	21	6	38	32	26	31	3					
		8.88%	9.49%	10.67%	13.74%	8.46%	12.28%	13.31%	9.92%	7.52%	4.26%	11.49%	15.24%	11.97%	12.20%	8.14%	10.99%	8.50%	11.09%	5.88%	7.12%	1.08%	9.55%	5.87%	6.30%	5.22%	9.34%	13.04%	9.52%	6.79%	3.35%	5.47%	7.98%	5.23%	5.84%	6.55%	18.50%	6.48%	5.67%	9.74%	17.45%	7.18%	5.04%	6.90%	6.16%	2.54%	8.82%	8.38%	5.03%	7.93%	1.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	133	3	2	2	3	4	4	2	2	4	3	11	2	1	8	3	6	5	1	2	2	8	2	0	2	1	1	3	1	2	2	2	3	4	3	3	0	4	4	3	3	0	1	0	0	4	0	3	1	3					
		0.69%	0.47%	0.36%	0.27%	0.49%	0.58%	0.70%	0.33%	0.49%	4.26%	0.56%	1.84%	0.50%	0.41%	1.23%	0.52%	1.02%	0.76%	0.31%	0.53%	1.08%	4.02%	0.51%	0.00%	1.49%	0.55%	0.72%	0.84%	0.21%	0.56%	0.99%	1.23%	0.83%	1.30%	0.56%	1.50%	0.00%	0.95%	0.93%	1.09%	0.74%	0.00%	0.86%	0.00%	0.00%	0.93%	0.00%	0.58%	0.26%	1.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12874	400	348	443	383	429	335	399	271	68	347	371	270	141	429	373	383	390	230	254	142	117	282	211	69	124	74	210	319	300	117	111	254	244	389	122	361	319	307	172	261	230	79	193	203	310	271	397	229	193					
		66.63%	63.29%	62.93%	60.85%	62.28%	61.99%	58.67%	64.88%	65.78%	72.34%	65.35%	62.14%	67.33%	57.32%	65.90%	65.10%	65.14%	59.27%	71.21%	67.02%	76.34%	58.79%	71.94%	78.15%	51.49%	68.13%	53.62%	58.82%	65.64%	83.80%	58.21%	68.10%	69.97%	79.22%	72.85%	61.00%	73.08%	75.41%	71.23%	62.55%	64.60%	68.25%	68.10%	56.60%	86.02%	71.93%	70.94%	76.79%	58.57%	89.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	163	6	6	11	8	10	7	8	9	2	6	3	8	1	10	13	3	10	0	4	0	1	6	0	0	0	0	1	5	0	0	0	1	2	1	1	4	0	0	0	2	4	0	3	0	3	1	0	1	2					
		0.84%	0.95%	1.08%	1.51%	1.30%	1.45%	1.23%	1.30%	2.18%	2.13%	1.13%	0.50%	1.99%	0.41%	1.54%	2.27%	0.51%	1.52%	0.00%	1.06%	0.00%	0.50%	1.53%	0.00%	0.00%	0.00%	0.00%	0.28%	1.03%	0.00%	0.00%	0.00%	0.28%	0.65%	0.19%	0.50%	0.81%	0.00%	0.00%	0.00%	0.50%	1.19%	0.00%	0.88%	0.00%	0.70%	0.26%	0.00%	0.26%	0.93%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
