Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
"Наименование Избирательной комиссии:    Новокузнецк, Орджоникидзевская"																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №655	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №1742									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4568	196	99	139	151	188	63	84	97	148	136	160	146	166	146	152	102	190	194	50	183	70	184	158	168	166	190	181	194	180	68	219									
		8.51%	10.07%	8.26%	7.72%	7.08%	8.13%	4.93%	6.65%	6.42%	7.48%	8.57%	7.78%	7.55%	11.40%	9.18%	8.43%	8.73%	8.00%	8.94%	7.80%	10.65%	10.06%	8.74%	8.90%	8.21%	8.64%	9.82%	8.68%	9.03%	10.03%	8.63%	8.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	0	1	1	2	1	2	3	1	1	2	1	3	1	1	2	2	2	1	1	2	1	2	4	2	1	1	2	1	3	0	2									
		0.09%	0.00%	0.08%	0.06%	0.09%	0.04%	0.16%	0.24%	0.07%	0.05%	0.13%	0.05%	0.16%	0.07%	0.06%	0.11%	0.17%	0.08%	0.05%	0.16%	0.12%	0.14%	0.09%	0.23%	0.10%	0.05%	0.05%	0.10%	0.05%	0.17%	0.00%	0.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	52	3	0	2	1	3	1	1	2	4	1	0	2	3	0	1	4	1	2	3	1	2	1	1	0	3	1	1	4	2	1	1									
		0.10%	0.15%	0.00%	0.11%	0.05%	0.13%	0.08%	0.08%	0.13%	0.20%	0.06%	0.00%	0.10%	0.21%	0.00%	0.06%	0.34%	0.04%	0.09%	0.47%	0.06%	0.29%	0.05%	0.06%	0.00%	0.16%	0.05%	0.05%	0.19%	0.11%	0.13%	0.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	94	1	2	5	3	1	3	5	4	2	3	4	1	2	3	2	1	3	6	5	4	4	3	2	6	2	2	2	2	5	3	3									
		0.18%	0.05%	0.17%	0.28%	0.14%	0.04%	0.23%	0.40%	0.26%	0.10%	0.19%	0.19%	0.05%	0.14%	0.19%	0.11%	0.09%	0.13%	0.28%	0.78%	0.23%	0.57%	0.14%	0.11%	0.29%	0.10%	0.10%	0.10%	0.09%	0.28%	0.38%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	491	11	5	10	15	14	6	8	9	11	9	16	14	8	7	10	8	9	16	4	24	11	30	32	33	27	37	21	32	21	5	28									
		0.91%	0.57%	0.42%	0.56%	0.70%	0.61%	0.47%	0.63%	0.60%	0.56%	0.57%	0.78%	0.72%	0.55%	0.44%	0.55%	0.68%	0.38%	0.74%	0.62%	1.40%	1.58%	1.42%	1.80%	1.61%	1.41%	1.91%	1.01%	1.49%	1.17%	0.63%	1.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3805	152	84	127	143	166	87	80	102	137	109	145	153	85	98	133	91	176	164	50	127	50	150	135	136	149	130	142	138	125	61	180									
		7.09%	7.81%	7.01%	7.05%	6.71%	7.18%	6.80%	6.33%	6.75%	6.93%	6.87%	7.05%	7.91%	5.84%	6.16%	7.38%	7.78%	7.41%	7.55%	7.80%	7.39%	7.18%	7.12%	7.60%	6.64%	7.76%	6.72%	6.81%	6.42%	6.97%	7.74%	7.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	657	13	12	14	12	21	14	13	17	21	24	25	22	21	19	24	17	24	21	16	17	13	29	26	29	21	32	37	32	32	3	36									
		1.22%	0.67%	1.00%	0.78%	0.56%	0.91%	1.09%	1.03%	1.12%	1.06%	1.51%	1.22%	1.14%	1.44%	1.19%	1.33%	1.45%	1.01%	0.97%	2.50%	0.99%	1.87%	1.38%	1.46%	1.42%	1.09%	1.65%	1.77%	1.49%	1.78%	0.38%	1.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3105	39	46	92	103	178	80	78	98	127	99	116	113	86	100	103	71	147	124	43	101	48	124	109	126	121	101	125	136	114	26	131									
		5.79%	2.00%	3.84%	5.11%	4.83%	7.70%	6.25%	6.17%	6.48%	6.42%	6.24%	5.64%	5.84%	5.91%	6.29%	5.71%	6.07%	6.19%	5.71%	6.71%	5.88%	6.90%	5.89%	6.14%	6.16%	6.30%	5.22%	5.99%	6.33%	6.35%	3.30%	5.37%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
