Выборы Президента Российской Федерации																																																												
																																																												
"Наименование Избирательной комиссии:    Новосибирск, Советская"																																																												
																																																												
Итоги голосования 																																																												
																																																												
		Сумма	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960					
11	Число полученных открепительных  удостоверений	1725	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	60	90	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	513	8	11	9	9	9	15	11	13	12	19	15	2	7	6	11	9	6	8	14	11	61	10	13	21	14	10	7	3	7	6	8	9	12	15	6	7	4	9	11	9	9	15	7	8	13	5	9	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	409	8	10	13	8	7	11	14	14	9	17	11	3	13	13	10	8	5	7	8	11	6	6	10	11	6	7	5	8	4	7	0	5	6	8	8	8	7	9	2	2	2	8	4	5	7	9	15	0	0	12	6	10	6					
14	Число неиспользованных открепительных удостоверений	1212	27	24	26	26	26	20	24	22	23	16	20	33	28	29	24	26	29	27	21	49	29	25	22	14	21	25	28	32	28	29	27	26	23	20	29	28	31	26	24	26	26	20	28	27	22	30	26	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																												
18	. Глазьев Сергей Юрьевич	4632	63	178	214	131	111	142	227	127	147	76	105	50	34	81	112	96	102	93	97	63	54	134	158	159	174	120	86	113	94	126	58	96	92	132	67	64	61	66	64	67	63	51	53	58	56	54	42	4	0	3	5	6	3					
		7.35%	6.72%	13.26%	14.03%	10.82%	9.92%	11.04%	15.11%	11.15%	12.11%	5.18%	7.85%	5.57%	3.34%	6.28%	8.70%	7.59%	8.21%	6.40%	7.63%	3.32%	2.79%	9.68%	10.30%	10.10%	10.42%	6.95%	7.02%	7.83%	6.85%	9.57%	4.84%	7.56%	6.97%	8.53%	6.81%	5.54%	5.55%	4.62%	5.12%	4.61%	5.09%	4.52%	3.44%	4.16%	3.72%	3.92%	4.23%	14.29%	0.00%	11.54%	6.94%	7.50%	23.08%					
19	. Малышкин Олег Александрович	574	11	4	6	4	7	6	9	2	4	15	10	5	12	13	11	10	7	12	9	30	15	10	20	11	8	15	6	16	8	16	10	12	11	10	16	13	15	28	15	20	11	12	19	17	24	16	12	0	0	0	0	1	0					
		0.91%	1.17%	0.30%	0.39%	0.33%	0.63%	0.47%	0.60%	0.18%	0.33%	1.02%	0.75%	0.56%	1.18%	1.01%	0.85%	0.79%	0.56%	0.83%	0.71%	1.58%	0.78%	0.72%	1.30%	0.70%	0.48%	0.87%	0.49%	1.11%	0.58%	1.22%	0.83%	0.94%	0.83%	0.65%	1.63%	1.12%	1.36%	1.96%	1.20%	1.38%	0.89%	1.06%	1.23%	1.22%	1.59%	1.16%	1.21%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%					
20	. Миронов Сергей Михайлович	470	5	8	13	7	7	7	7	8	9	19	17	10	13	12	16	13	8	9	15	14	10	6	15	21	14	12	6	11	14	7	18	14	12	14	3	1	5	7	5	6	8	4	9	6	9	10	4	1	0	0	0	1	0					
		0.75%	0.53%	0.60%	0.85%	0.58%	0.63%	0.54%	0.47%	0.70%	0.74%	1.29%	1.27%	1.11%	1.28%	0.93%	1.24%	1.03%	0.64%	0.62%	1.18%	0.74%	0.52%	0.43%	0.98%	1.33%	0.84%	0.70%	0.49%	0.76%	1.02%	0.53%	1.50%	1.10%	0.91%	0.90%	0.30%	0.09%	0.45%	0.49%	0.40%	0.41%	0.65%	0.35%	0.58%	0.43%	0.60%	0.73%	0.40%	3.57%	0.00%	0.00%	0.00%	1.25%	0.00%					
21	. Путин Владимир Владимирович	39039	568	694	742	606	581	688	675	592	654	951	768	569	641	816	784	784	784	930	785	1480	1565	836	909	939	998	1065	775	893	844	802	825	791	802	960	560	778	665	951	803	991	791	754	1031	858	1019	925	632	15	35	14	53	59	9					
		61.93%	60.55%	51.71%	48.66%	50.04%	51.92%	53.50%	44.94%	51.98%	53.87%	64.78%	57.40%	63.36%	62.97%	63.26%	60.87%	62.03%	63.07%	63.96%	61.71%	77.89%	80.92%	60.40%	59.26%	59.66%	59.76%	61.70%	63.27%	61.88%	61.47%	60.94%	68.86%	62.28%	60.80%	62.02%	56.91%	67.30%	60.51%	66.50%	64.19%	68.16%	63.95%	66.78%	66.90%	61.59%	67.62%	67.13%	63.65%	53.57%	85.37%	53.85%	73.61%	73.75%	69.23%					
22	. Хакамада Ирина Муцуовна	5427	60	189	233	190	168	183	297	206	191	201	106	75	80	115	110	120	108	106	149	54	66	111	144	132	161	184	83	123	130	109	106	132	112	188	31	65	44	76	41	66	46	43	59	67	80	57	23	0	2	2	0	3	0					
		8.61%	6.40%	14.08%	15.28%	15.69%	15.01%	14.23%	19.77%	18.09%	15.73%	13.69%	7.92%	8.35%	7.86%	8.91%	8.54%	9.49%	8.69%	7.29%	11.71%	2.84%	3.41%	8.02%	9.39%	8.39%	9.64%	10.66%	6.78%	8.52%	9.47%	8.28%	8.85%	10.39%	8.49%	12.14%	3.15%	5.62%	4.00%	5.31%	3.28%	4.54%	3.72%	3.81%	3.83%	4.81%	5.31%	4.14%	2.32%	0.00%	4.88%	7.69%	0.00%	3.75%	0.00%					
23	. Харитонов Николай Михайлович	9611	177	208	226	193	177	179	210	139	143	52	264	155	181	190	206	171	161	231	151	170	154	207	203	202	226	230	212	221	204	190	109	152	204	150	263	175	262	224	285	240	245	218	325	324	261	271	242	5	2	4	10	6	1					
		15.25%	18.87%	15.50%	14.82%	15.94%	15.82%	13.92%	13.98%	12.20%	11.78%	3.54%	19.73%	17.26%	17.78%	14.73%	15.99%	13.53%	12.95%	15.89%	11.87%	8.95%	7.96%	14.96%	13.23%	12.83%	13.53%	13.33%	17.31%	15.32%	14.86%	14.44%	9.10%	11.97%	15.47%	9.69%	26.73%	15.14%	23.84%	15.66%	22.78%	16.51%	19.81%	19.31%	21.09%	23.26%	17.32%	19.67%	24.37%	17.86%	4.88%	15.38%	13.89%	7.50%	7.69%					
																																																												
24	Против всех	2829	39	56	81	72	59	77	73	60	63	154	60	27	48	58	44	58	65	63	58	75	60	75	81	98	82	82	46	51	73	51	63	59	73	91	38	56	42	65	29	50	47	30	32	42	53	31	25	3	1	3	4	3	0					
		4.49%	4.16%	4.17%	5.31%	5.95%	5.27%	5.99%	4.86%	5.27%	5.19%	10.49%	4.48%	3.01%	4.72%	4.50%	3.42%	4.59%	5.23%	4.33%	4.56%	3.95%	3.10%	5.42%	5.28%	6.23%	4.91%	4.75%	3.76%	3.53%	5.32%	3.88%	5.26%	4.65%	5.53%	5.88%	3.86%	4.84%	3.82%	4.55%	2.32%	3.44%	3.80%	2.66%	2.08%	3.02%	3.52%	2.25%	2.52%	10.71%	2.44%	11.54%	5.56%	3.75%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
