Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Кижингинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372									
		64.98%	58.54%	68.93%	57.02%	45.07%	45.34%	62.02%	66.99%	65.59%	58.76%	41.03%	76.47%	75.18%	80.41%	71.43%	56.96%	65.06%	71.76%	67.83%	60.81%	69.23%	71.25%	82.95%	63.41%	83.64%	67.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	0	0	1	2	1	2	2	2	0	0	2	0	0	0	2	0	1	2	1	0	0	3	0	0									
		0.31%	1.22%	0.00%	0.00%	0.70%	0.35%	0.39%	0.19%	0.20%	0.25%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	2.41%	0.00%	0.22%	0.90%	0.45%	0.00%	0.00%	0.95%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	0	0	1	1	0	3	4	4	0	0	0	0	0	0	1	0	2	2	3	0	3	0	0	0									
		0.33%	0.00%	0.00%	0.00%	0.70%	0.18%	0.00%	0.29%	0.40%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.44%	0.90%	1.36%	0.00%	0.53%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	411	2	6	16	20	84	14	35	35	43	5	2	1	9	1	35	9	4	16	21	13	3	9	24	0	4									
		5.70%	2.44%	2.91%	14.04%	14.08%	14.76%	5.43%	3.38%	3.52%	5.42%	12.82%	3.92%	0.73%	3.09%	1.43%	14.77%	10.84%	3.05%	3.50%	9.46%	5.88%	3.75%	1.60%	7.57%	0.00%	6.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	0	1	0	0	0	7	2	4	0	0	0	2	0	5	0	0	1	0	1	0	2	1	0	0									
		0.36%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.68%	0.20%	0.50%	0.00%	0.00%	0.00%	0.69%	0.00%	2.11%	0.00%	0.00%	0.22%	0.00%	0.45%	0.00%	0.36%	0.32%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	211	3	4	6	8	12	8	31	44	27	1	1	1	3	3	1	0	5	13	5	8	2	10	13	0	2									
		2.93%	3.66%	1.94%	5.26%	5.63%	2.11%	3.10%	2.99%	4.43%	3.40%	2.56%	1.96%	0.73%	1.03%	4.29%	0.42%	0.00%	3.82%	2.84%	2.25%	3.62%	2.50%	1.78%	4.10%	0.00%	3.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	2	0	1	1	2	2	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1									
		0.22%	0.00%	0.97%	0.00%	0.70%	0.18%	0.78%	0.19%	0.10%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.76%	0.22%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	1.54%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	1	2	0	7	0	3	2	7	0	1	0	0	1	0	0	0	4	0	0	1	3	2	1	0									
		0.49%	0.00%	0.49%	1.75%	0.00%	1.23%	0.00%	0.29%	0.20%	0.88%	0.00%	1.96%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	1.25%	0.53%	0.63%	1.82%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	969	19	27	10	26	107	44	143	166	127	8	1	16	27	12	29	10	9	70	19	20	4	24	41	2	8									
		13.43%	23.17%	13.11%	8.77%	18.31%	18.80%	17.05%	13.80%	16.70%	16.02%	20.51%	1.96%	11.68%	9.28%	17.14%	12.24%	12.05%	6.87%	15.32%	8.56%	9.05%	5.00%	4.26%	12.93%	3.64%	12.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	0	1	1	2	2	2	2	7	1	0	0	0	0	0	0	6	3	0	1	0	1	1	0	1									
		0.43%	0.00%	0.00%	0.88%	0.70%	0.35%	0.78%	0.19%	0.20%	0.88%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.58%	0.66%	0.00%	0.45%	0.00%	0.18%	0.32%	0.00%	1.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	256	4	12	10	5	30	16	39	22	31	4	2	5	2	2	9	2	7	8	19	11	2	8	6	0	0									
		3.55%	4.88%	5.83%	8.77%	3.52%	5.27%	6.20%	3.76%	2.21%	3.91%	10.26%	3.92%	3.65%	0.69%	2.86%	3.80%	2.41%	5.34%	1.75%	8.56%	4.98%	2.50%	1.42%	1.89%	0.00%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
