Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Воловская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	0	0	0	2	0	0	1	1	2	0	1	5	0	1	0	0	1	1	5	0									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.24%	0.44%	0.47%	0.00%	0.14%	0.51%	0.00%	0.73%	0.00%	0.00%	0.33%	0.19%	1.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	0	2	0	0	2	6	0	0	3	0	1	1	7	15	0	1	1	1	2	5	0	0									
		0.63%	0.00%	0.80%	0.00%	0.00%	1.32%	0.85%	0.00%	0.00%	0.72%	0.00%	0.23%	0.35%	0.95%	1.52%	0.00%	0.73%	0.41%	0.33%	0.66%	0.95%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	681	29	9	10	17	10	50	13	11	29	20	62	16	97	54	24	19	12	33	17	61	79	9									
		9.08%	10.25%	3.61%	8.26%	8.46%	6.62%	7.05%	4.69%	13.58%	6.94%	8.85%	14.55%	5.59%	13.11%	5.48%	8.79%	13.87%	4.92%	10.96%	5.63%	11.57%	19.55%	5.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	0	0	0	0	1	5	0	0	2	2	1	0	6	8	0	0	0	2	9	0	3	0									
		0.52%	0.00%	0.00%	0.00%	0.00%	0.66%	0.71%	0.00%	0.00%	0.48%	0.88%	0.23%	0.00%	0.81%	0.81%	0.00%	0.00%	0.00%	0.66%	2.98%	0.00%	0.74%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	213	5	5	3	2	2	9	10	5	7	6	3	10	34	53	5	1	9	4	13	8	17	2									
		2.84%	1.77%	2.01%	2.48%	0.99%	1.32%	1.27%	3.61%	6.17%	1.67%	2.65%	0.70%	3.50%	4.59%	5.38%	1.83%	0.73%	3.69%	1.33%	4.30%	1.52%	4.21%	1.23%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
