Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    г. Тула, Привокзальная"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	816	17	20	33	32	31	16	19	10	14	10	10	10	13	21	17	23	39	0	25	31	26	23	30	23	43	25	25	35	18	22	18	0	28	28	32	36	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	750	15	20	33	30	31	16	17	10	13	10	7	10	13	21	16	21	32	0	20	31	23	23	27	22	43	19	25	26	18	22	16	0	23	22	29	36	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	685	27	14	18	17	15	27	34	17	8	10	6	9	9	16	12	14	29	21	8	29	22	7	35	17	19	14	15	19	22	16	15	11	62	21	15	16	19					
14	Число погашенных неиспользованных открепительных удостоверений	66	2	0	0	2	0	0	2	0	1	0	3	0	0	0	1	2	7	0	5	0	3	0	3	1	0	6	0	9	0	0	2	0	5	6	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	0	2	1	2	1	2	5	2	0	1	2	0	1	1	0	2	2	0	1	4	2	1	3	1	3	3	3	7	3	3	1	0	4	4	1	2	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	822	21	22	6	32	25	37	33	18	29	33	9	11	20	39	33	12	29	2	21	18	15	20	14	18	39	24	19	24	31	26	23	2	27	33	22	22	13					
		2.29%	2.78%	1.95%	0.98%	2.56%	1.86%	2.74%	2.67%	2.36%	2.79%	2.67%	1.67%	1.99%	1.83%	2.78%	2.44%	1.88%	2.51%	1.54%	2.58%	1.73%	1.24%	2.85%	1.62%	2.06%	2.66%	2.24%	1.93%	2.21%	3.09%	2.45%	2.41%	1.39%	2.86%	2.67%	2.11%	1.87%	1.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	542	16	15	9	15	18	11	8	9	7	17	4	9	10	13	14	15	40	2	16	21	17	14	14	16	38	15	23	18	11	20	15	1	9	25	15	16	6					
		1.51%	2.12%	1.33%	1.46%	1.20%	1.34%	0.81%	0.65%	1.18%	0.67%	1.37%	0.74%	1.63%	0.91%	0.93%	1.03%	2.35%	3.46%	1.54%	1.96%	2.02%	1.41%	1.99%	1.62%	1.83%	2.59%	1.40%	2.33%	1.66%	1.10%	1.89%	1.57%	0.69%	0.95%	2.03%	1.44%	1.36%	0.85%					
20	3.Политическая партия «Демократическая партия России»	67	2	1	1	3	2	2	1	2	0	2	1	1	1	5	3	1	1	0	0	1	4	1	2	2	3	2	3	1	0	3	2	1	2	2	3	3	3					
		0.19%	0.26%	0.09%	0.16%	0.24%	0.15%	0.15%	0.08%	0.26%	0.00%	0.16%	0.19%	0.18%	0.09%	0.36%	0.22%	0.16%	0.09%	0.00%	0.00%	0.10%	0.33%	0.14%	0.23%	0.23%	0.20%	0.19%	0.30%	0.09%	0.00%	0.28%	0.21%	0.69%	0.21%	0.16%	0.29%	0.25%	0.42%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5086	106	132	59	130	169	181	169	73	159	170	101	93	128	189	155	97	153	18	99	165	177	103	128	132	269	166	173	193	176	183	156	21	132	195	141	117	78					
		14.14%	14.04%	11.69%	9.59%	10.41%	12.60%	13.39%	13.67%	9.55%	15.29%	13.73%	18.74%	16.82%	11.70%	13.46%	11.45%	15.18%	13.22%	13.85%	12.15%	15.87%	14.66%	14.67%	14.85%	15.12%	18.36%	15.51%	17.53%	17.80%	17.56%	17.25%	16.35%	14.58%	13.97%	15.80%	13.49%	9.92%	11.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	400	4	11	9	15	11	8	11	7	11	22	10	11	7	14	20	9	9	2	9	18	14	3	13	12	14	13	7	17	8	16	5	2	2	12	9	23	12					
		1.11%	0.53%	0.97%	1.46%	1.20%	0.82%	0.59%	0.89%	0.92%	1.06%	1.78%	1.86%	1.99%	0.64%	0.99%	1.48%	1.41%	0.78%	1.54%	1.10%	1.73%	1.16%	0.43%	1.51%	1.37%	0.96%	1.21%	0.71%	1.57%	0.80%	1.51%	0.52%	1.39%	0.21%	0.97%	0.86%	1.95%	1.70%					
23	6.Политическая партия «Партия социальной справедливости»	120	2	2	2	1	4	11	2	0	4	5	0	3	6	4	1	1	6	0	5	6	9	2	4	2	7	0	2	4	3	1	2	1	3	7	4	1	3					
		0.33%	0.26%	0.18%	0.33%	0.08%	0.30%	0.81%	0.16%	0.00%	0.38%	0.40%	0.00%	0.54%	0.55%	0.28%	0.07%	0.16%	0.52%	0.00%	0.61%	0.58%	0.75%	0.28%	0.46%	0.23%	0.48%	0.00%	0.20%	0.37%	0.30%	0.09%	0.21%	0.69%	0.32%	0.57%	0.38%	0.08%	0.42%					
24	7.Политическая партия «Либерально-демократическая партия России»	2770	64	66	62	108	97	91	108	65	74	94	43	43	103	90	111	60	67	10	74	71	102	63	76	46	88	82	78	68	65	70	84	12	78	88	92	110	67					
		7.70%	8.48%	5.85%	10.08%	8.65%	7.23%	6.73%	8.74%	8.51%	7.12%	7.59%	7.98%	7.78%	9.41%	6.41%	8.20%	9.39%	5.79%	7.69%	9.08%	6.83%	8.45%	8.97%	8.82%	5.27%	6.01%	7.66%	7.90%	6.27%	6.49%	6.60%	8.81%	8.33%	8.25%	7.13%	8.80%	9.33%	9.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4032	77	157	51	130	140	139	137	85	118	132	69	34	120	116	150	58	132	15	69	124	143	75	122	113	157	124	126	131	148	134	94	22	102	162	116	125	85					
		11.21%	10.20%	13.91%	8.29%	10.41%	10.44%	10.28%	11.08%	11.13%	11.35%	10.66%	12.80%	6.15%	10.97%	8.26%	11.08%	9.08%	11.41%	11.54%	8.47%	11.92%	11.85%	10.68%	14.15%	12.94%	10.72%	11.59%	12.77%	12.08%	14.77%	12.63%	9.85%	15.28%	10.79%	13.13%	11.10%	10.60%	12.04%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	357	4	16	3	15	9	8	13	7	7	10	2	7	11	8	12	9	12	1	8	14	16	12	10	10	14	11	5	14	9	13	10	0	11	13	12	11	10					
		0.99%	0.53%	1.42%	0.49%	1.20%	0.67%	0.59%	1.05%	0.92%	0.67%	0.81%	0.37%	1.27%	1.01%	0.57%	0.89%	1.41%	1.04%	0.77%	0.98%	1.35%	1.33%	1.71%	1.16%	1.15%	0.96%	1.03%	0.51%	1.29%	0.90%	1.23%	1.05%	0.00%	1.16%	1.05%	1.15%	0.93%	1.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20311	439	676	380	754	817	810	716	478	599	706	289	313	643	887	807	353	648	79	485	540	643	364	443	478	766	591	487	565	512	542	523	75	544	643	600	706	410					
		56.48%	58.15%	59.88%	61.79%	60.37%	60.92%	59.91%	57.93%	62.57%	57.60%	57.03%	53.62%	56.60%	58.78%	63.18%	59.60%	55.24%	56.01%	60.77%	59.51%	51.92%	53.27%	51.85%	51.39%	54.75%	52.29%	55.23%	49.34%	52.12%	51.10%	51.08%	54.82%	52.08%	57.57%	52.11%	57.42%	59.88%	58.07%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1112	10	25	27	29	41	34	27	17	21	29	8	15	31	26	30	19	54	1	21	55	53	30	29	34	58	35	50	42	30	42	32	7	25	54	22	36	13					
		3.09%	1.32%	2.21%	4.39%	2.32%	3.06%	2.51%	2.18%	2.23%	2.02%	2.34%	1.48%	2.71%	2.83%	1.85%	2.22%	2.97%	4.67%	0.77%	2.58%	5.29%	4.39%	4.27%	3.36%	3.89%	3.96%	3.27%	5.07%	3.87%	2.99%	3.96%	3.35%	4.86%	2.65%	4.38%	2.11%	3.05%	1.84%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
