Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Староминская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717	УИК №4718	УИК №4719	УИК №4720	УИК №4721									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	2	4	3	8	0	1	1	4	4	1	5	4	0	0	0	0	0	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	337	16	21	9	22	8	10	12	15	65	11	19	19	2	9	1	11	4	3	4	23	53									
		1.99%	1.98%	2.13%	1.53%	2.43%	0.83%	1.15%	1.35%	1.23%	5.32%	1.08%	1.24%	1.34%	1.54%	2.85%	0.52%	1.71%	1.39%	0.46%	1.86%	2.52%	4.82%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	532	27	37	28	38	35	29	25	42	5	42	31	45	3	7	13	30	17	18	4	23	33									
		3.15%	3.33%	3.76%	4.75%	4.19%	3.64%	3.34%	2.82%	3.44%	0.41%	4.11%	2.03%	3.16%	2.31%	2.22%	6.70%	4.66%	5.92%	2.77%	1.86%	2.52%	3.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	310	18	21	12	27	28	17	21	22	5	15	25	23	4	7	3	16	3	14	2	11	16									
		1.84%	2.22%	2.13%	2.04%	2.98%	2.91%	1.96%	2.36%	1.80%	0.41%	1.47%	1.64%	1.62%	3.08%	2.22%	1.55%	2.48%	1.05%	2.15%	0.93%	1.20%	1.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8482	361	420	257	333	438	433	443	651	633	587	990	751	70	208	116	238	144	328	121	433	527									
		50.27%	44.57%	42.64%	43.63%	36.75%	45.58%	49.88%	49.89%	53.32%	51.80%	57.38%	64.75%	52.78%	53.85%	65.82%	59.79%	36.96%	50.17%	50.46%	56.28%	47.43%	47.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	78	7	7	5	5	2	4	8	4	2	4	8	8	0	1	0	2	0	2	2	3	4									
		0.46%	0.86%	0.71%	0.85%	0.55%	0.21%	0.46%	0.90%	0.33%	0.16%	0.39%	0.52%	0.56%	0.00%	0.32%	0.00%	0.31%	0.00%	0.31%	0.93%	0.33%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	1	2	0	2	1	0	0	2	0	2	2	1	0	0	1	0	1	0	1	4	6									
		0.15%	0.12%	0.20%	0.00%	0.22%	0.10%	0.00%	0.00%	0.16%	0.00%	0.20%	0.13%	0.07%	0.00%	0.00%	0.52%	0.00%	0.35%	0.00%	0.47%	0.44%	0.55%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3056	193	210	142	159	227	138	203	160	206	163	193	255	36	58	37	98	39	162	41	169	167									
		18.11%	23.83%	21.32%	24.11%	17.55%	23.62%	15.90%	22.86%	13.10%	16.86%	15.93%	12.62%	17.92%	27.69%	18.35%	19.07%	15.22%	13.59%	24.92%	19.07%	18.51%	15.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	70	0	7	4	8	2	1	9	4	3	8	7	10	0	0	0	0	1	5	0	1	0									
		0.41%	0.00%	0.71%	0.68%	0.88%	0.21%	0.12%	1.01%	0.33%	0.25%	0.78%	0.46%	0.70%	0.00%	0.00%	0.00%	0.00%	0.35%	0.77%	0.00%	0.11%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	110	5	10	6	14	15	2	4	4	3	7	8	14	0	3	1	6	0	1	0	7	0									
		0.65%	0.62%	1.02%	1.02%	1.55%	1.56%	0.23%	0.45%	0.33%	0.25%	0.68%	0.52%	0.98%	0.00%	0.95%	0.52%	0.93%	0.00%	0.15%	0.00%	0.77%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	0	0	4	1	1	0	1	2	6	1	1	0	0	0	0	0	0	1	0									
		0.11%	0.00%	0.10%	0.00%	0.00%	0.42%	0.12%	0.11%	0.00%	0.08%	0.20%	0.39%	0.07%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	7	11	5	13	5	6	11	3	5	7	14	9	0	0	1	6	0	2	0	11	0									
		0.69%	0.86%	1.12%	0.85%	1.43%	0.52%	0.69%	1.24%	0.25%	0.41%	0.68%	0.92%	0.63%	0.00%	0.00%	0.52%	0.93%	0.00%	0.31%	0.00%	1.20%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2530	101	166	85	206	120	134	112	148	200	129	167	213	8	10	10	200	67	84	35	170	165									
		14.99%	12.47%	16.85%	14.43%	22.74%	12.49%	15.44%	12.61%	12.12%	16.37%	12.61%	10.92%	14.97%	6.15%	3.16%	5.15%	31.06%	23.34%	12.92%	16.28%	18.62%	15.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	3	5	5	6	4	7	2	3	1	1	10	6	0	0	0	5	1	1	0	2	0									
		0.37%	0.37%	0.51%	0.85%	0.66%	0.42%	0.81%	0.23%	0.25%	0.08%	0.10%	0.65%	0.42%	0.00%	0.00%	0.00%	0.78%	0.35%	0.15%	0.00%	0.22%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	867	34	41	12	57	53	75	30	151	82	39	39	44	4	8	4	17	5	22	4	39	107									
		5.14%	4.20%	4.16%	2.04%	6.29%	5.52%	8.64%	3.38%	12.37%	6.71%	3.81%	2.55%	3.09%	3.08%	2.53%	2.06%	2.64%	1.74%	3.38%	1.86%	4.27%	9.73%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
