14	Число неиспользованных открепительных удостоверений	49	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	8	0	2	0	0	0	0	0	0	0	0	0	2	3	12	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	48	0	0	2	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	2	2	1	1	2	1	0	0	2	2	0	0	2	0	2	2	2	0	0	0	0	1	2	4	0	0	2	0	1	0	0	0	1	2	3	0	0	2	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	Богданов Андрей Владимирович	964	33	13	16	15	11	11	6	53	28	13	24	23	0	16	21	17	31	20	16	5	11	23	13	13	7	8	15	20	11	20	20	6	12	24	17	29	28	19	21	13	32	13	8	17	20	9	15	8	4	10	28	8	19	16	9	6	14	26					
		1.21%	1.52%	0.95%	1.71%	1.98%	1.15%	1.05%	0.38%	2.61%	1.75%	1.19%	1.64%	1.58%	0.00%	0.92%	1.40%	1.68%	1.48%	1.88%	1.62%	0.29%	0.77%	1.96%	1.04%	1.15%	0.35%	0.77%	0.92%	1.33%	0.66%	1.12%	1.41%	0.66%	0.86%	1.59%	1.29%	1.50%	1.73%	1.47%	1.06%	1.16%	1.93%	0.81%	0.92%	1.37%	2.04%	0.63%	1.05%	1.00%	0.44%	1.06%	1.62%	0.67%	0.99%	0.95%	0.93%	0.49%	0.96%	3.10%					
19	Жириновский Владимир Вольфович	5260	246	41	87	74	152	42	86	141	130	91	98	134	2	98	77	51	129	83	86	53	74	102	121	178	112	23	110	85	37	79	66	40	64	72	89	86	140	109	221	65	145	109	31	86	91	61	110	28	47	68	113	57	110	106	41	66	70	147					
		6.62%	11.37%	2.99%	9.29%	9.75%	15.93%	4.02%	5.52%	6.95%	8.14%	8.36%	6.68%	9.22%	0.23%	5.63%	5.12%	5.04%	6.17%	7.79%	8.73%	3.03%	5.17%	8.71%	9.66%	15.70%	5.64%	2.21%	6.72%	5.67%	2.21%	4.42%	4.66%	4.37%	4.57%	4.77%	6.77%	4.45%	8.63%	8.44%	11.14%	5.80%	8.72%	6.76%	3.58%	6.92%	9.30%	4.29%	7.68%	3.51%	5.19%	7.19%	6.53%	4.75%	5.77%	6.27%	4.24%	5.42%	4.81%	17.54%					
20	Зюганов Геннадий Андреевич	12816	226	243	212	186	202	68	251	379	250	220	304	339	4	222	233	96	216	132	136	87	168	297	291	291	161	203	278	229	344	152	364	149	187	281	341	365	420	358	214	221	352	204	71	219	182	94	177	62	176	187	333	106	410	321	175	159	150	118					
		16.13%	10.44%	17.75%	22.65%	24.51%	21.17%	6.51%	16.10%	18.69%	15.64%	20.22%	20.72%	23.31%	0.47%	12.74%	15.49%	9.49%	10.33%	12.39%	13.81%	4.97%	11.73%	25.36%	23.24%	25.66%	8.10%	19.46%	16.98%	15.27%	20.59%	8.51%	25.69%	16.28%	13.36%	18.60%	25.93%	18.88%	25.88%	27.71%	10.79%	19.73%	21.18%	12.65%	8.20%	17.63%	18.59%	6.61%	12.35%	7.77%	19.43%	19.77%	19.24%	8.83%	21.49%	18.98%	18.12%	13.06%	10.30%	14.08%					
21	Медведев Дмитрий Анатольевич	59795	1644	1072	597	480	559	922	1202	1436	1174	747	1029	920	854	1388	1161	842	1706	828	739	1606	1171	741	813	638	1705	803	1224	1155	1261	1521	959	711	1127	1134	863	1443	1022	787	1518	812	1119	1287	756	915	679	1248	1117	695	671	671	1244	1021	1354	1239	735	971	1219	540					
		75.28%	75.97%	78.31%	63.78%	63.24%	58.60%	88.23%	77.10%	70.81%	73.47%	68.66%	70.14%	63.27%	99.30%	79.68%	77.19%	83.20%	81.59%	77.75%	75.03%	91.72%	81.77%	63.28%	64.94%	56.26%	85.81%	76.99%	74.77%	77.00%	75.46%	85.11%	67.68%	77.70%	80.50%	75.05%	65.63%	74.65%	62.97%	60.91%	76.51%	72.50%	67.33%	79.79%	87.30%	73.67%	69.36%	87.76%	77.95%	87.09%	74.06%	70.93%	71.87%	85.01%	70.96%	73.27%	76.09%	79.79%	83.72%	64.44%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
