Выборы Президента Российской Федерации																																																																					
																																																																					
"Наименование Избирательной комиссии:    Саратов, Кировская"																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340					
19	. Малышкин Олег Александрович	982	11	19	16	20	5	21	9	20	16	21	12	16	56	15	17	15	15	17	14	20	13	7	33	14	14	19	7	7	10	9	16	24	13	8	0	16	15	39	7	22	25	14	16	29	2	5	12	12	10	15	25	8	13	36	14	19	14	9	11	12	22	11					
		1.22%	1.05%	1.45%	1.18%	1.10%	0.27%	1.38%	0.86%	0.99%	1.76%	1.54%	0.91%	1.10%	3.82%	1.39%	1.74%	1.47%	1.11%	1.07%	1.36%	3.30%	0.82%	0.32%	3.49%	0.89%	1.20%	1.26%	0.44%	0.83%	1.04%	0.87%	1.76%	2.17%	1.04%	2.23%	0.00%	1.59%	1.32%	2.60%	0.59%	1.26%	2.17%	0.73%	0.86%	1.61%	0.24%	0.34%	0.89%	0.71%	0.82%	0.94%	1.20%	0.83%	1.07%	1.58%	0.92%	1.74%	1.63%	0.71%	1.26%	1.00%	2.67%	1.62%					
20	. Миронов Сергей Михайлович	648	8	14	13	11	8	8	2	13	6	11	8	19	30	15	8	12	8	36	20	7	14	17	30	13	8	8	4	12	7	2	2	10	6	0	0	13	11	9	4	8	16	8	20	13	1	7	5	6	5	14	19	10	3	15	13	12	22	1	5	7	5	6					
		0.81%	0.77%	1.07%	0.96%	0.60%	0.43%	0.52%	0.19%	0.64%	0.66%	0.81%	0.60%	1.31%	2.05%	1.39%	0.82%	1.18%	0.59%	2.26%	1.94%	1.16%	0.88%	0.79%	3.17%	0.83%	0.69%	0.53%	0.25%	1.43%	0.73%	0.19%	0.22%	0.90%	0.48%	0.00%	0.00%	1.29%	0.97%	0.60%	0.34%	0.46%	1.39%	0.42%	1.07%	0.72%	0.12%	0.48%	0.37%	0.35%	0.41%	0.88%	0.91%	1.03%	0.25%	0.66%	0.85%	1.10%	2.56%	0.08%	0.57%	0.58%	0.61%	0.88%					
21	. Путин Владимир Владимирович	59950	837	853	912	1564	1602	1109	852	1638	659	784	843	811	846	645	610	639	1035	1426	617	326	1211	1749	466	1256	944	1099	1425	575	646	903	594	662	833	258	991	854	971	1119	1038	1338	659	1704	1301	1489	676	1248	1149	1438	907	986	1760	695	972	1810	1016	585	485	1045	611	945	450	479					
		74.48%	80.17%	65.31%	67.01%	85.98%	85.12%	72.67%	81.53%	81.13%	72.50%	57.44%	63.62%	56.01%	57.71%	59.61%	62.31%	62.83%	76.50%	89.46%	59.96%	53.80%	76.31%	81.20%	49.26%	80.05%	81.03%	72.78%	89.12%	68.45%	67.29%	87.16%	65.20%	59.75%	66.59%	72.07%	100.00%	84.72%	85.70%	74.65%	88.19%	76.46%	57.30%	88.98%	69.87%	82.58%	79.91%	85.01%	85.43%	85.04%	74.16%	62.09%	84.37%	71.80%	80.13%	79.53%	66.41%	53.67%	56.46%	82.09%	69.83%	78.68%	54.61%	70.44%					
22	. Хакамада Ирина Муцуовна	2965	50	58	101	95	94	110	24	57	34	103	95	124	77	38	56	75	13	14	55	27	20	53	48	18	18	45	7	23	36	6	32	57	94	27	0	22	19	57	25	47	68	24	94	65	4	41	20	37	33	77	28	52	31	72	60	72	50	33	47	23	49	31					
		3.68%	4.79%	4.44%	7.42%	5.22%	4.99%	7.21%	2.30%	2.82%	3.74%	7.55%	7.17%	8.56%	5.25%	3.51%	5.72%	7.37%	0.96%	0.88%	5.34%	4.46%	1.26%	2.46%	5.07%	1.15%	1.55%	2.98%	0.44%	2.74%	3.75%	0.58%	3.51%	5.14%	7.51%	7.54%	0.00%	2.18%	1.68%	3.80%	2.12%	2.69%	5.91%	1.25%	5.05%	3.61%	0.47%	2.79%	1.49%	2.19%	2.70%	4.85%	1.34%	5.37%	2.56%	3.16%	3.92%	6.61%	5.82%	2.59%	5.37%	1.92%	5.95%	4.56%					
23	. Харитонов Николай Михайлович	10052	91	128	216	68	106	151	85	207	149	290	224	301	143	284	164	161	192	38	194	142	255	200	238	213	124	277	119	139	170	104	171	224	189	42	0	59	69	148	51	213	224	114	278	126	158	94	92	148	226	258	178	102	120	162	264	232	183	128	134	175	215	102					
		12.49%	8.72%	9.80%	15.87%	3.74%	5.63%	9.90%	8.13%	10.25%	16.39%	21.25%	16.91%	20.79%	9.75%	26.25%	16.75%	15.83%	14.19%	2.38%	18.85%	23.43%	16.07%	9.29%	25.16%	13.58%	10.64%	18.34%	7.44%	16.55%	17.71%	10.04%	18.77%	20.22%	15.11%	11.73%	0.00%	5.85%	6.09%	9.87%	4.33%	12.17%	19.48%	5.95%	14.93%	6.99%	18.68%	6.40%	6.84%	8.75%	18.48%	16.25%	8.53%	10.54%	9.89%	7.12%	17.25%	21.28%	21.30%	10.05%	15.31%	14.57%	26.09%	15.00%					
																																																																					
24	Против всех	2316	20	101	32	43	43	56	25	18	15	64	56	79	115	30	55	37	39	8	46	44	9	53	46	27	20	8	15	37	41	5	39	66	34	9	0	15	34	65	17	58	76	14	54	25	2	15	19	13	12	84	31	41	30	96	69	60	50	23	29	12	21	16					
		2.88%	1.92%	7.73%	2.35%	2.36%	2.28%	3.67%	2.39%	0.89%	1.65%	4.69%	4.23%	5.46%	7.84%	2.77%	5.62%	3.64%	2.88%	0.50%	4.47%	7.26%	0.57%	2.46%	4.86%	1.72%	1.72%	0.53%	0.94%	4.40%	4.27%	0.48%	4.28%	5.96%	2.72%	2.51%	0.00%	1.49%	3.00%	4.34%	1.44%	3.31%	6.61%	0.73%	2.90%	1.39%	0.24%	1.02%	1.41%	0.77%	0.98%	5.29%	1.49%	4.24%	2.47%	4.22%	4.51%	5.50%	5.82%	1.81%	3.31%	1.00%	2.55%	2.35%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
