Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																													
Дата голосования: 04.12.2011																																																																													
																																																																													
"Наименование Избирательной комиссии:    Уфа, Кировская"																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №3528					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5876	206	44	107	209	105	97	89	76	10	126	20	62	306	53	156	194	112	36	65	35	91	131	44	91	56	49	6	198	184	119	136	128	118	159	79	129	56	195	181	245	177	36	110	143	30	67	18	12	20	23	128	33	15	14	138	38	62	45	122	15	50	10	2	2	0	1	5	15	22	20					
		7.17%	9.52%	2.95%	8.31%	12.13%	6.99%	6.98%	7.39%	9.13%	1.33%	7.88%	1.88%	3.46%	18.58%	7.09%	14.13%	15.80%	8.83%	9.25%	3.94%	3.88%	10.95%	12.27%	5.12%	19.65%	7.27%	9.78%	0.74%	14.88%	9.29%	5.98%	12.07%	7.20%	11.18%	16.13%	7.92%	8.84%	3.94%	14.05%	13.63%	16.23%	9.28%	2.65%	8.26%	6.89%	2.88%	9.99%	9.00%	0.67%	1.03%	2.34%	8.70%	2.07%	0.87%	1.12%	8.20%	3.45%	4.07%	2.99%	6.00%	0.71%	4.67%	2.13%	1.38%	0.61%	0.00%	2.00%	4.35%	5.38%	5.05%	6.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6772	187	152	90	98	168	104	96	48	93	115	87	178	150	82	128	86	161	24	118	99	83	107	82	59	81	37	82	145	170	109	92	131	96	111	69	102	136	150	155	204	180	101	144	146	72	101	15	157	150	79	102	56	121	97	110	30	86	94	150	123	54	33	11	21	7	1	5	21	21	19					
		8.26%	8.64%	10.17%	6.99%	5.69%	11.19%	7.48%	7.97%	5.77%	12.40%	7.19%	8.19%	9.93%	9.11%	10.96%	11.59%	7.00%	12.70%	6.17%	7.15%	10.99%	9.99%	10.02%	9.53%	12.74%	10.52%	7.39%	10.09%	10.89%	8.59%	5.47%	8.16%	7.37%	9.10%	11.26%	6.91%	6.99%	9.58%	10.81%	11.67%	13.51%	9.43%	7.42%	10.81%	7.03%	6.92%	15.05%	7.50%	8.79%	7.69%	8.03%	6.93%	3.51%	7.06%	7.74%	6.54%	2.72%	5.65%	6.25%	7.38%	5.85%	5.04%	7.04%	7.59%	6.36%	5.60%	2.00%	4.35%	7.53%	4.82%	6.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	691	0	10	11	22	17	11	6	6	2	15	2	16	33	1	17	13	23	1	20	10	7	12	3	6	5	4	5	10	16	12	8	8	16	15	3	10	10	19	12	3	8	12	22	18	2	8	0	9	11	24	12	3	5	11	10	15	4	21	28	20	1	11	0	2	0	0	3	4	4	3					
		0.84%	0.00%	0.67%	0.85%	1.28%	1.13%	0.79%	0.50%	0.72%	0.27%	0.94%	0.19%	0.89%	2.00%	0.13%	1.54%	1.06%	1.81%	0.26%	1.21%	1.11%	0.84%	1.12%	0.35%	1.30%	0.65%	0.80%	0.62%	0.75%	0.81%	0.60%	0.71%	0.45%	1.52%	1.52%	0.30%	0.68%	0.70%	1.37%	0.90%	0.20%	0.42%	0.88%	1.65%	0.87%	0.19%	1.19%	0.00%	0.50%	0.56%	2.44%	0.82%	0.19%	0.29%	0.88%	0.59%	1.36%	0.26%	1.40%	1.38%	0.95%	0.09%	2.35%	0.00%	0.61%	0.00%	0.00%	2.61%	1.43%	0.92%	1.01%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15223	328	94	269	524	484	110	177	123	184	398	233	508	455	143	267	381	178	97	213	176	127	258	200	127	133	126	80	370	360	215	204	320	220	301	143	153	331	406	415	497	283	137	372	329	187	90	15	271	251	54	248	272	231	241	292	301	183	235	199	340	154	54	20	6	8	2	22	39	45	14					
		18.56%	15.15%	6.29%	20.89%	30.41%	32.25%	7.91%	14.69%	14.78%	24.53%	24.88%	21.94%	28.35%	27.63%	19.12%	24.18%	31.03%	14.04%	24.94%	12.91%	19.53%	15.28%	24.16%	23.26%	27.43%	17.27%	25.15%	9.84%	27.80%	18.18%	10.80%	18.10%	18.01%	20.85%	30.53%	14.33%	10.48%	23.31%	29.25%	31.25%	32.91%	14.83%	10.07%	27.93%	15.85%	17.98%	13.41%	7.50%	15.17%	12.87%	5.49%	16.85%	17.06%	13.47%	19.23%	17.35%	27.34%	12.02%	15.61%	9.79%	16.18%	14.38%	11.51%	13.79%	1.82%	6.40%	4.00%	19.13%	13.98%	10.32%	4.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2622	74	29	56	89	93	17	25	21	5	81	6	60	160	2	35	81	57	16	39	17	39	60	22	29	23	20	9	131	50	51	64	7	56	83	11	71	21	111	75	9	15	25	29	86	21	10	2	19	35	36	15	8	37	48	20	22	29	82	110	20	10	5	1	3	0	0	4	4	7	14					
		3.20%	3.42%	1.94%	4.35%	5.17%	6.20%	1.22%	2.07%	2.52%	0.67%	5.06%	0.56%	3.35%	9.71%	0.27%	3.17%	6.60%	4.50%	4.11%	2.36%	1.89%	4.69%	5.62%	2.56%	6.26%	2.99%	3.99%	1.11%	9.84%	2.53%	2.56%	5.68%	0.39%	5.31%	8.42%	1.10%	4.86%	1.48%	7.99%	5.65%	0.60%	0.79%	1.84%	2.18%	4.14%	2.02%	1.49%	1.00%	1.06%	1.79%	3.66%	1.02%	0.50%	2.16%	3.83%	1.19%	1.99%	1.90%	5.45%	5.41%	0.95%	0.93%	1.07%	0.69%	0.91%	0.00%	0.00%	3.48%	1.43%	1.61%	4.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	49192	1337	1151	718	745	618	1027	784	553	454	828	695	953	501	463	485	454	711	207	1158	544	465	475	487	144	465	246	609	399	1188	1460	586	1179	536	284	672	983	853	468	451	512	1225	1034	625	1113	709	385	150	1296	1442	749	954	1209	1289	826	1097	669	1157	1001	1365	1579	800	352	109	232	110	42	74	194	333	224					
		59.99%	61.76%	77.04%	55.75%	43.24%	41.17%	73.88%	65.06%	66.47%	60.53%	51.75%	65.44%	53.18%	30.42%	61.90%	43.93%	36.97%	56.07%	53.21%	70.18%	60.38%	55.96%	44.48%	56.63%	31.10%	60.39%	49.10%	74.91%	29.98%	60.00%	73.33%	51.99%	66.35%	50.81%	28.80%	67.33%	67.33%	60.07%	33.72%	33.96%	33.91%	64.20%	75.97%	46.92%	53.61%	68.17%	57.38%	75.00%	72.56%	73.95%	76.12%	64.81%	75.85%	75.16%	65.92%	65.18%	60.76%	75.97%	66.51%	67.18%	75.12%	74.70%	75.05%	75.17%	70.30%	88.00%	84.00%	64.35%	69.53%	76.38%	75.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	502	0	10	9	20	16	5	3	2	1	11	6	9	9	2	6	15	9	4	11	4	6	5	6	1	1	6	4	7	5	7	34	4	4	9	5	4	5	9	12	2	12	4	23	16	11	5	0	5	14	3	6	2	7	6	7	6	2	13	55	5	2	4	0	0	0	0	0	1	1	4					
		0.61%	0.00%	0.67%	0.70%	1.16%	1.07%	0.36%	0.25%	0.24%	0.13%	0.69%	0.56%	0.50%	0.55%	0.27%	0.54%	1.22%	0.71%	1.03%	0.67%	0.44%	0.72%	0.47%	0.70%	0.22%	0.13%	1.20%	0.49%	0.53%	0.25%	0.35%	3.02%	0.23%	0.38%	0.91%	0.50%	0.27%	0.35%	0.65%	0.90%	0.13%	0.63%	0.29%	1.73%	0.77%	1.06%	0.75%	0.00%	0.28%	0.72%	0.30%	0.41%	0.13%	0.41%	0.48%	0.42%	0.54%	0.13%	0.86%	2.71%	0.24%	0.19%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.23%	1.34%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
