Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Петрозаводская городская №2																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130					
		7.56%	10.31%	7.14%	9.18%	9.23%	8.32%	7.76%	10.26%	7.37%	7.27%	9.29%	5.82%	6.00%	7.18%	8.13%	7.41%	4.70%	6.28%	8.81%	9.23%	9.11%	8.85%	6.81%	11.71%	8.27%	8.03%	7.63%	9.60%	10.59%	8.24%	7.79%	8.32%	7.23%	9.42%	10.50%	7.71%	4.77%	5.39%	10.89%	4.97%	8.04%	6.08%	6.09%	4.55%	4.83%	4.83%	7.17%	7.11%	5.0%	4.21%	9.18%	3.44%	5.42%	2.40%	5.68%	12.96%	3.03%	9.61%	1.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1398	24	47	37	12	22	17	13	22	29	26	31	41	45	27	27	29	37	32	19	23	31	26	43	32	30	23	34	40	22	14	25	31	24	25	11	21	25	22	51	28	25	22	33	33	26	19	24	25	15	14	2	14	5	10	1	5	0	7					
		3.05%	3.17%	3.73%	4.41%	1.63%	2.12%	2.09%	1.82%	2.38%	2.92%	2.98%	3.40%	3.90%	4.75%	2.96%	2.47%	2.78%	3.87%	3.27%	2.01%	2.72%	3.15%	3.00%	4.09%	3.39%	3.49%	2.43%	3.26%	3.92%	2.44%	1.36%	2.73%	3.07%	3.27%	3.09%	1.97%	2.63%	2.64%	2.54%	5.90%	3.21%	2.66%	2.98%	3.85%	4.55%	3.14%	2.27%	3.48%	2.84%	1.19%	2.79%	3.44%	5.42%	6.02%	5.68%	1.85%	7.57%	0.0%	5.93%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4959	91	116	109	58	127	109	63	127	101	100	104	125	114	107	120	111	112	95	112	93	159	117	131	89	107	136	116	101	113	114	111	119	82	104	79	59	87	70	73	73	90	68	88	56	72	90	73	82	125	18	6	21	8	13	6	1	2	6					
		10.85%	12.03%	9.21%	13.00%	7.88%	12.29%	13.44%	8.86%	13.77%	10.20%	11.48%	11.42%	11.91%	12.05%	11.75%	10.97%	10.65%	11.72%	9.73%	11.88%	11.00%	16.17%	13.51%	12.47%	9.43%	12.45%	14.42%	11.14%	9.91%	12.58%	11.11%	12.15%	11.79%	11.20%	12.85%	14.18%	7.41%	9.19%	8.11%	8.44%	8.39%	9.60%	9.21%	10.28%	7.73%	8.69%	10.76%	10.59%	9.31%	9.94%	3.59%	10.34%	8.13%	9.63%	7.38%	11.11%	1.51%	3.84%	5.08%					
22	"5. ""За Русь Святую"""	164	4	5	4	7	5	4	1	6	8	4	4	4	8	1	1	7	2	5	2	1	2	3	1	6	4	4	4	4	4	3	1	2	2	2	2	1	0	0	1	3	3	0	1	4	2	2	3	5	6	1	0	2	0	1	0	0	0	2					
		0.35%	0.52%	0.39%	0.47%	0.95%	0.48%	0.49%	0.14%	0.65%	0.80%	0.45%	0.43%	0.38%	0.84%	0.10%	0.09%	0.67%	0.20%	0.51%	0.21%	0.11%	0.20%	0.34%	0.09%	0.63%	0.46%	0.42%	0.38%	0.39%	0.44%	0.29%	0.10%	0.19%	0.27%	0.24%	0.35%	0.12%	0.0%	0.0%	0.11%	0.34%	0.32%	0.0%	0.11%	0.55%	0.24%	0.23%	0.43%	0.56%	0.47%	0.19%	0.0%	0.77%	0.0%	0.56%	0.0%	0.0%	0.0%	1.69%					
23	"6. ""Объединенная Российская партия ""Русь"""	103	2	6	1	3	4	3	2	1	1	0	0	3	3	3	4	6	1	3	1	1	1	1	2	1	2	1	1	2	2	3	2	3	1	2	2	2	0	1	0	4	0	3	2	0	0	1	1	0	8	3	0	1	0	0	0	1	1	1					
		0.22%	0.26%	0.47%	0.11%	0.40%	0.38%	0.36%	0.28%	0.10%	0.10%	0.0%	0.0%	0.28%	0.31%	0.32%	0.36%	0.57%	0.10%	0.30%	0.10%	0.11%	0.10%	0.11%	0.19%	0.10%	0.23%	0.10%	0.09%	0.19%	0.22%	0.29%	0.21%	0.29%	0.13%	0.24%	0.35%	0.25%	0.0%	0.11%	0.0%	0.45%	0.0%	0.40%	0.23%	0.0%	0.0%	0.11%	0.14%	0.0%	0.63%	0.59%	0.0%	0.38%	0.0%	0.0%	0.0%	1.51%	1.92%	0.84%					
24	"7. ""Новый курс - Автомобильная Россия"""	405	7	15	10	6	7	14	7	1	11	5	6	9	5	5	11	10	9	6	6	10	9	10	10	6	3	11	1	11	13	6	9	15	3	10	4	6	7	4	12	11	15	6	8	3	5	11	7	4	16	2	0	3	0	3	0	0	0	1					
		0.88%	0.92%	1.19%	1.19%	0.81%	0.67%	1.72%	0.98%	0.10%	1.11%	0.57%	0.65%	0.85%	0.52%	0.54%	1.00%	0.95%	0.94%	0.61%	0.63%	1.18%	0.91%	1.15%	0.95%	0.63%	0.34%	1.16%	0.09%	1.07%	1.44%	0.58%	0.98%	1.48%	0.40%	1.23%	0.71%	0.75%	0.73%	0.46%	1.38%	1.26%	1.60%	0.81%	0.93%	0.41%	0.60%	1.31%	1.01%	0.45%	1.27%	0.39%	0.0%	1.16%	0.0%	1.70%	0.0%	0.0%	0.0%	0.84%					
25	"8. ""Народно-республиканская партия России"""	28	0	0	3	0	0	0	1	0	0	1	0	0	0	1	1	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.10%	0.09%	0.38%	0.10%	0.10%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.24%	0.35%	0.0%	0.21%	0.11%	0.0%	0.0%	0.10%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	234	6	11	4	9	5	3	6	5	4	5	4	3	4	5	6	3	2	4	4	4	5	0	4	7	7	5	8	1	8	6	3	2	4	4	1	3	14	5	5	0	9	1	0	4	2	3	4	8	9	1	0	1	1	1	0	0	1	0					
		0.51%	0.79%	0.87%	0.47%	1.22%	0.48%	0.36%	0.84%	0.54%	0.40%	0.57%	0.43%	0.28%	0.42%	0.54%	0.54%	0.28%	0.20%	0.40%	0.42%	0.47%	0.50%	0.0%	0.38%	0.74%	0.81%	0.53%	0.76%	0.09%	0.89%	0.58%	0.32%	0.19%	0.54%	0.49%	0.17%	0.37%	1.47%	0.57%	0.57%	0.0%	0.96%	0.13%	0.0%	0.55%	0.24%	0.35%	0.58%	0.90%	0.71%	0.19%	0.0%	0.38%	1.20%	0.56%	0.0%	0.0%	1.92%	0.0%					
27	"10. ""Аграрная партия России"""	835	19	11	12	8	19	23	8	18	24	16	21	23	21	14	18	13	18	19	20	11	19	9	16	16	21	12	19	26	16	20	21	22	19	14	5	17	18	15	14	25	11	19	17	15	13	9	6	10	23	19	0	3	3	4	1	2	0	0					
		1.82%	2.51%	0.87%	1.43%	1.08%	1.83%	2.83%	1.12%	1.95%	2.42%	1.83%	2.30%	2.19%	2.21%	1.53%	1.64%	1.24%	1.88%	1.94%	2.12%	1.30%	1.93%	1.03%	1.52%	1.69%	2.44%	1.27%	1.82%	2.55%	1.78%	1.94%	2.30%	2.18%	2.59%	1.73%	0.89%	2.13%	1.90%	1.73%	1.62%	2.87%	1.17%	2.57%	1.98%	2.07%	1.57%	1.07%	0.87%	1.13%	1.82%	3.79%	0.0%	1.16%	3.61%	2.27%	1.85%	3.03%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	19	0	3	1	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0					
		0.04%	0.0%	0.23%	0.11%	0.0%	0.0%	0.0%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.09%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.35%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	519	12	15	7	7	6	13	4	15	13	12	9	15	12	14	9	14	6	11	6	12	6	8	11	19	6	8	12	14	7	10	14	8	4	15	11	9	6	17	9	13	12	3	5	9	9	6	9	12	19	6	1	4	0	2	0	1	1	1					
		1.13%	1.58%	1.19%	0.83%	0.95%	0.58%	1.60%	0.56%	1.62%	1.31%	1.37%	0.98%	1.42%	1.26%	1.53%	0.82%	1.34%	0.62%	1.12%	0.63%	1.42%	0.61%	0.92%	1.04%	2.01%	0.69%	0.84%	1.15%	1.37%	0.77%	0.97%	1.53%	0.79%	0.54%	1.85%	1.97%	1.13%	0.63%	1.96%	1.04%	1.49%	1.28%	0.40%	0.58%	1.24%	1.08%	0.71%	1.30%	1.36%	1.51%	1.19%	1.72%	1.55%	0.0%	1.13%	0.0%	1.51%	1.92%	0.84%					
30	"13. ""Демократическая партия России"""	84	3	2	2	2	0	2	0	0	1	3	2	1	2	0	1	1	4	4	1	0	1	2	4	3	2	0	3	0	2	1	4	0	0	0	2	3	2	0	3	1	2	1	0	1	1	2	1	6	2	0	0	2	0	1	0	0	0	1					
		0.18%	0.39%	0.15%	0.23%	0.27%	0.0%	0.24%	0.0%	0.0%	0.10%	0.34%	0.21%	0.09%	0.21%	0.0%	0.09%	0.09%	0.41%	0.40%	0.10%	0.0%	0.10%	0.23%	0.38%	0.31%	0.23%	0.0%	0.28%	0.0%	0.22%	0.09%	0.43%	0.0%	0.0%	0.0%	0.35%	0.37%	0.21%	0.0%	0.34%	0.11%	0.21%	0.13%	0.0%	0.13%	0.12%	0.23%	0.14%	0.68%	0.15%	0.0%	0.0%	0.77%	0.0%	0.56%	0.0%	0.0%	0.0%	0.84%					
31	"14. ""Великая Россия - Евразийский Союз"""	127	4	0	3	0	2	2	2	6	3	4	4	5	2	8	9	6	1	1	2	0	6	5	1	3	0	0	3	2	0	3	1	0	3	1	1	4	1	0	0	1	3	0	2	0	4	2	1	5	9	1	1	0	0	0	0	0	0	0					
		0.27%	0.52%	0.0%	0.35%	0.0%	0.19%	0.24%	0.28%	0.65%	0.30%	0.45%	0.43%	0.47%	0.21%	0.87%	0.82%	0.57%	0.10%	0.10%	0.21%	0.0%	0.61%	0.57%	0.09%	0.31%	0.0%	0.0%	0.28%	0.19%	0.0%	0.29%	0.10%	0.0%	0.40%	0.12%	0.17%	0.50%	0.10%	0.0%	0.0%	0.11%	0.32%	0.0%	0.23%	0.0%	0.48%	0.23%	0.14%	0.56%	0.71%	0.19%	1.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	155	1	5	1	1	3	1	1	0	2	0	3	1	3	2	5	1	6	7	8	7	4	4	2	6	5	8	13	8	6	5	5	3	5	1	0	4	4	1	2	2	0	0	1	0	1	2	2	1	1	1	0	0	0	0	0	0	0	0					
		0.33%	0.13%	0.39%	0.11%	0.13%	0.29%	0.12%	0.14%	0.0%	0.20%	0.0%	0.32%	0.09%	0.31%	0.21%	0.45%	0.09%	0.62%	0.71%	0.84%	0.82%	0.40%	0.46%	0.19%	0.63%	0.58%	0.84%	1.24%	0.78%	0.66%	0.48%	0.54%	0.29%	0.68%	0.12%	0.0%	0.50%	0.42%	0.11%	0.23%	0.22%	0.0%	0.0%	0.11%	0.0%	0.12%	0.23%	0.29%	0.11%	0.07%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4368	67	104	75	59	112	64	68	84	103	85	105	143	100	104	112	97	103	85	116	80	108	104	99	105	85	102	110	95	99	118	76	129	47	76	73	74	94	69	54	69	84	58	73	51	64	66	41	61	142	26	3	10	3	16	4	4	3	7					
		9.55%	8.86%	8.26%	8.94%	8.01%	10.84%	7.89%	9.56%	9.11%	10.40%	9.75%	11.53%	13.63%	10.57%	11.42%	10.24%	9.30%	10.78%	8.70%	12.31%	9.46%	10.98%	12.00%	9.42%	11.13%	9.89%	10.81%	10.56%	9.32%	11.02%	11.50%	8.32%	12.78%	6.42%	9.39%	13.10%	9.29%	9.93%	7.99%	6.25%	7.93%	8.96%	7.85%	8.52%	7.04%	7.72%	7.89%	5.95%	6.93%	11.29%	5.18%	5.17%	3.87%	3.61%	9.09%	7.40%	6.06%	5.76%	5.93%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	48	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	3	1	1	2	1	0	0	1	0	1	0	4	1	0	0	2	1	4	1	0	1	1	3	2	0	1	0	0	0	1	0	0	1	1	3	0	0	0	0	0	1	0	1					
		0.10%	0.13%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.10%	0.11%	0.10%	0.09%	0.10%	0.0%	0.09%	0.28%	0.10%	0.10%	0.21%	0.11%	0.0%	0.0%	0.09%	0.0%	0.11%	0.0%	0.38%	0.09%	0.0%	0.0%	0.21%	0.09%	0.54%	0.12%	0.0%	0.12%	0.10%	0.34%	0.23%	0.0%	0.10%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.11%	0.07%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	1.51%	0.0%	0.84%					
35	"18. ""ЛДПР"""	6220	89	179	109	79	140	99	111	119	139	107	110	111	97	117	152	142	113	136	101	137	96	88	112	137	102	121	144	130	139	139	113	118	106	72	67	140	151	157	159	134	122	121	137	128	121	148	133	147	192	62	6	21	16	24	7	1	4	18					
		13.61%	11.77%	14.21%	13.00%	10.73%	13.55%	12.20%	15.61%	12.90%	14.04%	12.28%	12.08%	10.58%	10.25%	12.85%	13.90%	13.62%	11.83%	13.93%	10.72%	16.21%	9.76%	10.16%	10.66%	14.52%	11.87%	12.83%	13.83%	12.75%	15.47%	13.54%	12.37%	11.69%	14.48%	8.89%	12.02%	17.58%	15.96%	18.19%	18.40%	15.40%	13.02%	16.39%	16.00%	17.67%	14.61%	17.70%	19.30%	16.70%	15.27%	12.37%	10.34%	8.13%	19.27%	13.63%	12.96%	1.51%	7.69%	15.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1082	24	26	16	19	28	10	21	23	19	13	21	24	15	19	20	10	29	20	19	27	22	27	24	19	22	21	24	29	23	29	22	20	19	20	9	21	15	22	26	22	34	16	22	28	30	18	14	20	28	13	0	7	2	1	1	1	1	7					
		2.36%	3.17%	2.06%	1.90%	2.58%	2.71%	1.23%	2.95%	2.49%	1.91%	1.49%	2.30%	2.28%	1.58%	2.08%	1.82%	0.95%	3.03%	2.04%	2.01%	3.19%	2.23%	3.11%	2.28%	2.01%	2.56%	2.22%	2.30%	2.84%	2.56%	2.82%	2.40%	1.98%	2.59%	2.47%	1.61%	2.63%	1.58%	2.54%	3.00%	2.52%	3.62%	2.16%	2.57%	3.86%	3.62%	2.15%	2.03%	2.27%	2.22%	2.59%	0.0%	2.71%	2.40%	0.56%	1.85%	1.51%	1.92%	5.93%					
37	"20. ""Политическая партия ""Единая Россия"""	13716	206	324	229	309	296	248	193	267	263	256	268	304	283	269	355	310	294	306	266	230	271	266	297	261	254	304	264	277	231	300	277	268	209	253	160	272	321	258	265	263	309	262	284	218	290	271	195	280	391	162	20	102	29	51	21	19	21	44					
		30.01%	27.24%	25.73%	27.32%	41.98%	28.65%	30.57%	27.14%	28.95%	26.56%	29.39%	29.45%	28.97%	29.91%	29.56%	32.47%	29.75%	30.78%	31.35%	28.23%	27.21%	27.56%	30.71%	28.28%	27.67%	29.56%	32.23%	25.36%	27.18%	25.72%	29.23%	30.33%	26.56%	28.55%	31.27%	28.72%	34.17%	33.93%	29.89%	30.67%	30.22%	32.97%	35.50%	33.17%	30.11%	35.02%	32.41%	28.30%	31.81%	31.10%	32.33%	34.48%	39.53%	34.93%	28.97%	38.88%	28.78%	40.38%	37.28%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	0	3	3	1	1	0	1	0	0	1	1	0	0	2	1	0	2	0	3	0	1	1	3	0	3	1	2	1	0	0	0	3	3	1	0	2	2	2	0	2	1	1	1	1	2	2	1	4	3	1	0	0	0	1	0	0	0	1					
		0.14%	0.0%	0.23%	0.35%	0.13%	0.09%	0.0%	0.14%	0.0%	0.0%	0.11%	0.10%	0.0%	0.0%	0.21%	0.09%	0.0%	0.20%	0.0%	0.31%	0.0%	0.10%	0.11%	0.28%	0.0%	0.34%	0.10%	0.19%	0.09%	0.0%	0.0%	0.0%	0.29%	0.40%	0.12%	0.0%	0.25%	0.21%	0.23%	0.0%	0.22%	0.10%	0.13%	0.11%	0.13%	0.24%	0.23%	0.14%	0.45%	0.23%	0.19%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.84%					
39	"22. ""Развитие предпринимательства"""	125	3	4	0	5	5	1	3	9	5	2	0	2	1	6	2	2	1	3	1	4	2	2	2	6	1	7	2	1	3	0	1	5	2	2	3	1	2	0	1	3	3	2	1	4	1	1	0	1	2	2	0	2	0	1	0	0	0	0					
		0.27%	0.39%	0.31%	0.0%	0.67%	0.48%	0.12%	0.42%	0.97%	0.50%	0.22%	0.0%	0.19%	0.10%	0.65%	0.18%	0.19%	0.10%	0.30%	0.10%	0.47%	0.20%	0.23%	0.19%	0.63%	0.11%	0.74%	0.19%	0.09%	0.33%	0.0%	0.10%	0.49%	0.27%	0.24%	0.53%	0.12%	0.21%	0.0%	0.11%	0.34%	0.32%	0.27%	0.11%	0.55%	0.12%	0.11%	0.0%	0.11%	0.15%	0.39%	0.0%	0.77%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3871	64	80	71	38	88	58	63	83	120	76	100	90	104	71	76	129	77	76	101	56	77	74	85	83	66	61	89	75	75	84	71	97	62	52	30	64	82	55	81	70	83	60	91	55	83	79	49	85	114	35	9	22	6	13	0	22	0	11					
		8.47%	8.46%	6.35%	8.47%	5.16%	8.51%	7.15%	8.86%	9.00%	12.12%	8.72%	10.98%	8.57%	10.99%	7.80%	6.95%	12.38%	8.06%	7.78%	10.72%	6.62%	7.83%	8.54%	8.09%	8.80%	7.68%	6.46%	8.54%	7.36%	8.35%	8.18%	7.77%	9.61%	8.46%	6.42%	5.38%	8.04%	8.66%	6.37%	9.37%	8.04%	8.85%	8.13%	10.63%	7.59%	10.02%	9.44%	7.11%	9.65%	9.06%	6.98%	15.51%	8.52%	7.22%	7.38%	0.0%	33.33%	0.0%	9.32%					
																																																																	
