Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Сафоновская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473									
		1.06%	1.21%	0.25%	1.81%	0.73%	1.64%	1.05%	0.50%	0.81%	1.92%	1.65%	1.08%	1.07%	0.51%	1.32%	2.41%	1.87%	1.72%	1.10%	0.83%	1.41%	0.94%	0.91%	1.42%	0.00%	0.62%	0.00%	0.00%	0.00%	0.63%	0.00%	0.88%	0.80%	1.43%	1.00%	1.08%	0.00%	0.94%	1.65%	0.22%	0.00%	1.54%	0.99%	0.19%	0.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	485	25	17	30	5	27	29	16	21	9	17	25	14	18	21	19	20	5	4	4	4	18	17	26	4	9	1	5	1	3	1	1	12	4	0	3	3	3	26	5	4	4	1	2	2									
		2.38%	2.53%	4.29%	3.20%	1.83%	4.91%	3.06%	2.67%	2.83%	2.16%	2.16%	2.44%	3.74%	3.06%	3.45%	3.82%	3.40%	1.72%	1.47%	1.66%	1.41%	2.82%	2.22%	4.11%	4.35%	1.39%	0.40%	3.23%	0.35%	0.94%	0.78%	0.44%	2.40%	1.43%	0.00%	1.61%	1.55%	1.41%	3.90%	1.08%	1.56%	0.77%	0.33%	0.38%	0.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	425	27	6	16	10	14	36	23	21	13	14	28	6	11	22	14	22	4	3	8	6	14	15	18	3	4	1	3	1	2	0	4	13	2	6	1	2	0	15	3	7	5	2	0	0									
		2.09%	2.73%	1.52%	1.71%	3.66%	2.55%	3.80%	3.84%	2.83%	3.13%	1.78%	2.74%	1.60%	1.87%	3.62%	2.81%	3.74%	1.37%	1.10%	3.32%	2.11%	2.19%	1.96%	2.85%	3.26%	0.62%	0.40%	1.94%	0.35%	0.63%	0.00%	1.77%	2.59%	0.71%	1.50%	0.54%	1.04%	0.00%	2.25%	0.65%	2.73%	0.96%	0.66%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9876	311	131	336	95	205	289	209	258	144	280	323	138	234	189	159	193	100	129	102	103	212	272	236	35	584	227	90	261	198	90	141	300	253	341	138	154	145	368	412	201	374	193	453	270									
		48.51%	31.41%	33.08%	35.82%	34.80%	37.27%	30.49%	34.89%	34.72%	34.62%	35.58%	31.57%	36.90%	39.80%	31.09%	31.93%	32.77%	34.36%	47.25%	42.32%	36.27%	33.18%	35.51%	37.34%	38.04%	89.98%	91.90%	58.06%	91.26%	61.88%	69.77%	62.39%	59.88%	90.36%	85.25%	74.19%	79.79%	68.08%	55.17%	89.37%	78.52%	71.79%	64.12%	84.99%	90.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	6	1	3	0	6	6	6	4	3	3	11	3	5	1	2	8	0	0	0	2	4	4	3	2	1	1	1	0	0	0	0	2	0	0	0	1	0	1	1	0	2	2	1	1									
		0.48%	0.61%	0.25%	0.32%	0.00%	1.09%	0.63%	1.00%	0.54%	0.72%	0.38%	1.08%	0.80%	0.85%	0.16%	0.40%	1.36%	0.00%	0.00%	0.00%	0.70%	0.63%	0.52%	0.47%	2.17%	0.15%	0.40%	0.65%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.52%	0.00%	0.15%	0.22%	0.00%	0.38%	0.66%	0.19%	0.34%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	5	0	1	0	0	1	0	1	1	3	2	0	0	0	1	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1									
		0.13%	0.51%	0.00%	0.11%	0.00%	0.00%	0.11%	0.00%	0.13%	0.24%	0.38%	0.20%	0.00%	0.00%	0.00%	0.20%	0.17%	0.34%	0.00%	0.00%	0.00%	0.16%	0.26%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.58%	0.00%	0.00%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4734	274	108	273	75	163	287	178	202	103	202	285	115	190	177	148	166	110	99	84	86	186	204	180	17	15	10	35	10	62	26	52	104	7	36	20	18	38	137	18	18	84	71	51	10									
		23.25%	27.68%	27.27%	29.10%	27.47%	29.64%	30.27%	29.72%	27.19%	24.76%	25.67%	27.86%	30.75%	32.31%	29.11%	29.72%	28.18%	37.80%	36.26%	34.85%	30.28%	29.11%	26.63%	28.48%	18.48%	2.31%	4.05%	22.58%	3.50%	19.38%	20.16%	23.01%	20.76%	2.50%	9.00%	10.75%	9.33%	17.84%	20.54%	3.90%	7.03%	16.12%	23.59%	9.57%	3.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	105	11	3	9	2	2	3	3	11	2	10	5	2	2	5	3	4	0	0	0	3	4	2	5	0	1	1	0	0	1	2	0	1	0	0	0	0	1	2	2	0	0	0	3	0									
		0.52%	1.11%	0.76%	0.96%	0.73%	0.36%	0.32%	0.50%	1.48%	0.48%	1.27%	0.49%	0.53%	0.34%	0.82%	0.60%	0.68%	0.00%	0.00%	0.00%	1.06%	0.63%	0.26%	0.79%	0.00%	0.15%	0.40%	0.00%	0.00%	0.31%	1.55%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.47%	0.30%	0.43%	0.00%	0.00%	0.00%	0.56%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	130	6	3	11	0	5	8	7	11	10	3	8	7	3	1	3	8	4	2	1	5	7	5	3	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3									
		0.64%	0.61%	0.76%	1.17%	0.00%	0.91%	0.84%	1.17%	1.48%	2.40%	0.38%	0.78%	1.87%	0.51%	0.16%	0.60%	1.36%	1.37%	0.73%	0.41%	1.76%	1.10%	0.65%	0.47%	1.09%	0.15%	0.00%	0.00%	0.00%	0.31%	0.78%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	1.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	2	2	0	1	2	1	1	1	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.08%	0.20%	0.51%	0.00%	0.37%	0.36%	0.11%	0.17%	0.13%	0.00%	0.00%	0.00%	0.53%	0.34%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	149	10	7	6	7	4	13	5	7	4	15	2	0	6	11	2	5	0	0	4	6	3	3	11	3	3	0	1	0	0	1	0	2	0	0	0	1	1	0	1	1	1	1	1	1									
		0.73%	1.01%	1.77%	0.64%	2.56%	0.73%	1.37%	0.83%	0.94%	0.96%	1.91%	0.20%	0.00%	1.02%	1.81%	0.40%	0.85%	0.00%	0.00%	1.66%	2.11%	0.47%	0.39%	1.74%	3.26%	0.46%	0.00%	0.65%	0.00%	0.00%	0.78%	0.00%	0.40%	0.00%	0.00%	0.00%	0.52%	0.47%	0.00%	0.22%	0.39%	0.19%	0.33%	0.19%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2678	186	76	136	56	73	170	104	124	76	157	216	51	68	116	91	103	38	26	19	41	110	135	82	17	16	4	14	8	24	7	23	55	7	13	19	12	15	85	15	20	29	24	11	6									
		13.15%	18.79%	19.19%	14.50%	20.51%	13.27%	17.93%	17.36%	16.69%	18.27%	19.95%	21.11%	13.64%	11.56%	19.08%	18.27%	17.49%	13.06%	9.52%	7.88%	14.44%	17.21%	17.62%	12.97%	18.48%	2.47%	1.62%	9.03%	2.80%	7.50%	5.43%	10.18%	10.98%	2.50%	3.25%	10.22%	6.22%	7.04%	12.74%	3.25%	7.81%	5.57%	7.97%	2.06%	2.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	2	3	7	3	4	7	4	2	7	6	4	0	2	0	0	4	2	2	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0									
		0.34%	0.20%	0.76%	0.75%	1.10%	0.73%	0.74%	0.67%	0.27%	1.68%	0.76%	0.39%	0.00%	0.34%	0.00%	0.00%	0.68%	0.69%	0.73%	0.00%	0.35%	0.16%	0.13%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.47%	0.15%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	968	87	28	63	14	28	62	18	55	25	48	72	22	32	44	30	34	16	0	11	17	59	85	44	4	11	2	5	2	2	1	2	5	3	0	2	1	3	12	2	3	8	3	3	0									
		4.75%	8.79%	7.07%	6.72%	5.13%	5.09%	6.54%	3.01%	7.40%	6.01%	6.10%	7.04%	5.88%	5.44%	7.24%	6.02%	5.77%	5.50%	0.00%	4.56%	5.99%	9.23%	11.10%	6.96%	4.35%	1.69%	0.81%	3.23%	0.70%	0.63%	0.78%	0.88%	0.99%	1.07%	0.00%	1.08%	0.52%	1.41%	1.80%	0.43%	1.17%	1.54%	0.99%	0.56%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
