Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																		
Дата голосования: 04.12.2011																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Белокалитвинская																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №131	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №1713	УИК №2481	УИК №2574	УИК №2581	УИК №2591					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	3	3	0	1	0	0	2	1	1	0	1	1	1	3	4	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6479	192	198	49	159	110	97	189	198	217	149	180	165	158	155	202	181	236	166	34	37	50	108	65	62	34	10	7	107	69	78	60	45	49	10	173	124	117	72	90	86	76	269	42	7	44	25	18	48	109	96	30	67	56	26	41	199	57	16	26	27	66	5	60	19	42	85	73	33	45	4	199	12	16	39	14					
		12.81%	15.37%	19.45%	9.14%	8.75%	13.70%	17.08%	17.60%	18.82%	21.23%	15.54%	16.29%	15.22%	16.90%	16.68%	18.00%	20.11%	16.12%	15.51%	10.06%	13.96%	8.03%	13.79%	11.97%	9.41%	12.10%	6.29%	6.31%	16.36%	13.14%	13.71%	16.17%	11.54%	11.56%	6.29%	10.86%	8.17%	9.51%	7.78%	8.42%	8.61%	6.51%	19.31%	10.17%	6.60%	6.96%	7.42%	13.04%	13.95%	11.09%	8.94%	10.14%	18.82%	9.82%	11.56%	8.89%	19.49%	11.20%	6.32%	8.10%	6.07%	9.31%	7.14%	9.05%	6.55%	8.81%	14.24%	12.63%	10.71%	8.88%	3.60%	16.99%	9.09%	10.26%	5.71%	7.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7035	181	131	91	206	123	104	213	184	126	141	160	115	144	185	211	134	276	201	46	47	77	120	126	118	48	12	24	91	69	75	43	54	62	18	198	160	128	55	52	74	88	198	54	9	60	32	15	58	171	134	37	75	72	29	93	163	72	34	37	54	80	8	54	21	64	105	111	72	68	34	200	16	20	41	33					
		13.91%	14.49%	12.87%	16.98%	11.33%	15.32%	18.31%	19.83%	17.49%	12.33%	14.70%	14.48%	10.61%	15.40%	19.91%	18.81%	14.89%	18.85%	18.79%	13.61%	17.74%	12.36%	15.33%	23.20%	17.91%	17.08%	7.55%	21.62%	13.91%	13.14%	13.18%	11.59%	13.85%	14.62%	11.32%	12.43%	10.54%	10.41%	5.94%	4.86%	7.41%	7.53%	14.21%	13.08%	8.49%	9.49%	9.50%	10.87%	16.86%	17.40%	12.48%	12.50%	21.07%	12.63%	12.89%	20.17%	15.96%	14.15%	13.44%	11.53%	12.13%	11.28%	11.43%	8.14%	7.24%	13.42%	17.59%	19.20%	23.38%	13.41%	30.63%	17.08%	12.12%	12.82%	6.00%	18.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	352	15	11	1	3	7	4	6	13	9	8	10	7	9	5	13	7	13	6	2	0	2	0	4	12	1	0	0	6	11	4	6	5	7	0	2	4	7	3	6	6	11	13	1	0	1	1	0	3	12	8	1	2	2	1	6	10	3	1	0	0	3	0	1	1	0	5	10	4	2	1	9	1	0	2	2					
		0.70%	1.20%	1.08%	0.19%	0.17%	0.87%	0.70%	0.56%	1.24%	0.88%	0.83%	0.90%	0.65%	0.96%	0.54%	1.16%	0.78%	0.89%	0.56%	0.59%	0.00%	0.32%	0.00%	0.74%	1.82%	0.36%	0.00%	0.00%	0.92%	2.10%	0.70%	1.62%	1.28%	1.65%	0.00%	0.13%	0.26%	0.57%	0.32%	0.56%	0.60%	0.94%	0.93%	0.24%	0.00%	0.16%	0.30%	0.00%	0.87%	1.22%	0.74%	0.34%	0.56%	0.35%	0.44%	1.30%	0.98%	0.59%	0.40%	0.00%	0.00%	0.42%	0.00%	0.15%	0.34%	0.00%	0.84%	1.73%	1.30%	0.39%	0.90%	0.77%	0.76%	0.00%	0.29%	1.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9452	246	230	65	149	128	116	219	249	322	207	296	299	240	214	256	217	328	277	65	41	99	178	130	125	31	13	13	152	113	115	71	74	67	18	188	211	150	152	167	166	162	330	96	7	139	46	27	60	209	104	31	56	70	54	133	257	55	59	37	42	72	8	153	31	80	129	96	33	68	11	229	16	15	103	37					
		18.69%	19.70%	22.59%	12.13%	8.20%	15.94%	20.42%	20.39%	23.67%	31.51%	21.58%	26.79%	27.58%	25.67%	23.04%	22.82%	24.11%	22.40%	25.89%	19.23%	15.47%	15.89%	22.73%	23.94%	18.97%	11.03%	8.18%	11.71%	23.24%	21.52%	20.21%	19.14%	18.97%	15.80%	11.32%	11.80%	13.90%	12.20%	16.41%	15.62%	16.62%	13.87%	23.69%	23.24%	6.60%	21.99%	13.65%	19.57%	17.44%	21.26%	9.68%	10.47%	15.73%	12.28%	24.00%	28.85%	25.17%	10.81%	23.32%	11.53%	9.44%	10.16%	11.43%	23.08%	10.69%	16.77%	21.61%	16.61%	10.71%	13.41%	9.91%	19.56%	12.12%	9.62%	15.08%	21.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	776	19	16	5	20	16	7	29	28	19	21	38	11	26	26	29	29	31	22	2	4	3	11	16	6	3	1	0	14	5	19	11	4	18	0	9	12	8	11	12	10	17	52	3	0	0	1	0	3	10	4	2	4	4	4	4	25	5	3	0	6	6	1	7	2	1	5	4	3	1	2	19	0	1	5	1					
		1.53%	1.52%	1.57%	0.93%	1.10%	1.99%	1.23%	2.70%	2.66%	1.86%	2.19%	3.44%	1.01%	2.78%	2.80%	2.58%	3.22%	2.12%	2.06%	0.59%	1.51%	0.48%	1.40%	2.95%	0.91%	1.07%	0.63%	0.00%	2.14%	0.95%	3.34%	2.96%	1.03%	4.25%	0.00%	0.56%	0.79%	0.65%	1.19%	1.12%	1.00%	1.46%	3.73%	0.73%	0.00%	0.00%	0.30%	0.00%	0.87%	1.02%	0.37%	0.68%	1.12%	0.70%	1.78%	0.87%	2.45%	0.98%	1.19%	0.00%	1.35%	0.85%	1.43%	1.06%	0.69%	0.21%	0.84%	0.69%	0.97%	0.20%	1.80%	1.62%	0.00%	0.64%	0.73%	0.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25741	574	414	319	1269	410	234	399	363	317	406	405	455	343	331	393	313	558	378	187	133	390	358	192	334	161	121	67	275	251	270	173	201	205	113	1007	985	786	624	735	650	783	511	210	83	380	227	75	169	457	719	195	142	363	106	172	351	313	136	221	311	456	46	388	213	288	259	275	158	315	56	500	86	103	487	88					
		50.90%	45.96%	40.67%	59.51%	69.80%	51.06%	41.20%	37.15%	34.51%	31.02%	42.34%	36.65%	41.97%	36.68%	35.63%	35.03%	34.78%	38.11%	35.33%	55.33%	50.19%	62.60%	45.72%	35.36%	50.68%	57.30%	76.10%	60.36%	42.05%	47.81%	47.45%	46.63%	51.54%	48.35%	71.07%	63.21%	64.89%	63.90%	67.39%	68.76%	65.07%	67.04%	36.68%	50.85%	78.30%	60.13%	67.36%	54.35%	49.13%	46.49%	66.95%	65.88%	39.89%	63.68%	47.11%	37.31%	34.38%	61.49%	53.75%	68.85%	69.89%	64.32%	65.71%	58.52%	73.45%	60.38%	43.38%	47.58%	51.30%	62.13%	50.45%	42.70%	65.15%	66.03%	71.30%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	180	5	6	2	2	0	3	7	1	1	5	0	6	1	5	5	4	4	2	0	0	1	3	6	1	1	1	0	2	0	2	0	3	2	0	7	3	4	0	3	5	22	6	3	0	0	0	1	1	3	4	0	2	1	0	3	5	1	1	0	0	0	1	0	3	2	2	1	4	1	1	5	1	0	2	1					
		0.36%	0.40%	0.59%	0.37%	0.11%	0.00%	0.53%	0.65%	0.10%	0.10%	0.52%	0.00%	0.55%	0.11%	0.54%	0.45%	0.44%	0.27%	0.19%	0.00%	0.00%	0.16%	0.38%	1.10%	0.15%	0.36%	0.63%	0.00%	0.31%	0.00%	0.35%	0.00%	0.77%	0.47%	0.00%	0.44%	0.20%	0.33%	0.00%	0.28%	0.50%	1.88%	0.43%	0.73%	0.00%	0.00%	0.00%	0.72%	0.29%	0.31%	0.37%	0.00%	0.56%	0.18%	0.00%	0.65%	0.49%	0.20%	0.40%	0.00%	0.00%	0.00%	1.43%	0.00%	1.03%	0.42%	0.34%	0.17%	1.30%	0.20%	0.90%	0.43%	0.76%	0.00%	0.29%	0.57%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
