Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Цильнинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	131	0	1	2	5	11	3	2	7	1	3	15	23	0	0	1	2	4	8	4	0	1	0	0	1	0	0	0	0	0	2	2	1	1	22	5	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	86	1	2	7	7	2	1	0	2	4	3	16	5	5	0	0	3	0	0	3	1	2	1	0	1	4	4	4	1	1	0	0	1	0	3	1	1									
		0.63%	0.37%	1.05%	0.70%	0.83%	0.53%	0.25%	0.00%	0.24%	2.11%	0.86%	1.04%	0.42%	1.34%	0.00%	0.00%	0.72%	0.00%	0.00%	2.63%	1.25%	0.43%	0.55%	0.00%	0.63%	1.13%	1.35%	2.60%	1.43%	0.29%	0.00%	0.00%	0.70%	0.00%	0.60%	0.15%	0.29%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	381	9	8	35	31	5	17	11	22	4	14	38	31	11	3	0	7	8	4	0	2	20	8	12	1	3	7	5	1	12	13	3	1	0	19	13	3									
		2.77%	3.31%	4.19%	3.52%	3.66%	1.32%	4.28%	4.95%	2.61%	2.11%	4.01%	2.48%	2.61%	2.95%	1.56%	0.00%	1.67%	2.30%	1.67%	0.00%	2.50%	4.33%	4.37%	3.74%	0.63%	0.85%	2.36%	3.25%	1.43%	3.43%	3.54%	3.61%	0.70%	0.00%	3.80%	2.00%	0.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	165	3	0	16	13	6	1	2	5	3	4	36	21	3	3	1	4	2	0	0	0	7	0	5	1	2	5	0	0	3	1	0	2	0	5	5	6									
		1.20%	1.10%	0.00%	1.61%	1.53%	1.58%	0.25%	0.90%	0.59%	1.58%	1.15%	2.35%	1.77%	0.80%	1.56%	1.72%	0.96%	0.57%	0.00%	0.00%	0.00%	1.52%	0.00%	1.56%	0.63%	0.56%	1.69%	0.00%	0.00%	0.86%	0.27%	0.00%	1.40%	0.00%	1.00%	0.77%	1.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8997	160	120	461	442	292	296	148	578	120	221	943	727	262	126	50	309	268	177	74	70	279	95	224	123	292	215	96	48	251	266	46	106	47	324	504	237									
		65.52%	58.82%	62.83%	46.33%	52.12%	76.84%	74.56%	66.67%	68.48%	63.16%	63.32%	61.43%	61.25%	70.24%	65.63%	86.21%	73.92%	77.01%	73.75%	64.91%	87.50%	60.39%	51.91%	69.78%	77.36%	82.25%	72.64%	62.34%	68.57%	71.71%	72.48%	55.42%	74.13%	75.81%	64.80%	77.54%	68.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	1	1	4	2	1	1	3	0	1	2	4	0	3	0	0	0	0	2	0	0	4	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0									
		0.25%	0.37%	0.52%	0.40%	0.24%	0.26%	0.25%	1.35%	0.00%	0.53%	0.57%	0.26%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.87%	0.55%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	1	0	4	2	0	0	0	1	1	0	2	2	0	0	0	2	3	1	0	0	7	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0									
		0.21%	0.37%	0.00%	0.40%	0.24%	0.00%	0.00%	0.00%	0.12%	0.53%	0.00%	0.13%	0.17%	0.00%	0.00%	0.00%	0.48%	0.86%	0.42%	0.00%	0.00%	1.52%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1529	35	31	202	132	19	32	10	87	24	50	207	165	50	25	5	45	11	26	17	4	52	29	36	12	26	20	19	11	16	26	15	14	7	35	25	9									
		11.13%	12.87%	16.23%	20.30%	15.57%	5.00%	8.06%	4.50%	10.31%	12.63%	14.33%	13.49%	13.90%	13.40%	13.02%	8.62%	10.77%	3.16%	10.83%	14.91%	5.00%	11.26%	15.85%	11.21%	7.55%	7.32%	6.76%	12.34%	15.71%	4.57%	7.08%	18.07%	9.79%	11.29%	7.00%	3.85%	2.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	2	0	2	5	1	0	0	1	0	0	8	7	0	0	0	0	0	0	1	0	1	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0									
		0.25%	0.74%	0.00%	0.20%	0.59%	0.26%	0.00%	0.00%	0.12%	0.00%	0.00%	0.52%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.22%	0.00%	0.00%	0.63%	0.00%	0.68%	0.65%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	0	1	13	7	1	2	1	1	0	3	15	3	1	2	0	2	3	0	0	0	3	4	2	0	2	3	1	0	2	1	1	1	0	0	1	4									
		0.58%	0.00%	0.52%	1.31%	0.83%	0.26%	0.50%	0.45%	0.12%	0.00%	0.86%	0.98%	0.25%	0.27%	1.04%	0.00%	0.48%	0.86%	0.00%	0.00%	0.00%	0.65%	2.19%	0.62%	0.00%	0.56%	1.01%	0.65%	0.00%	0.57%	0.27%	1.20%	0.70%	0.00%	0.00%	0.15%	1.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	1	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.09%	0.37%	0.00%	0.10%	0.24%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.52%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.22%	0.55%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	5	0	11	5	1	0	1	4	1	2	13	6	1	0	0	0	2	1	0	1	2	2	5	0	0	0	1	1	2	0	0	2	0	1	3	0									
		0.53%	1.84%	0.00%	1.11%	0.59%	0.26%	0.00%	0.45%	0.47%	0.53%	0.57%	0.85%	0.51%	0.27%	0.00%	0.00%	0.00%	0.57%	0.42%	0.00%	1.25%	0.43%	1.09%	1.56%	0.00%	0.00%	0.00%	0.65%	1.43%	0.57%	0.00%	0.00%	1.40%	0.00%	0.20%	0.46%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1786	50	23	165	161	36	44	43	98	24	38	195	147	28	29	2	32	36	26	11	2	75	31	26	11	24	34	19	7	58	50	15	10	6	96	82	52									
		13.01%	18.38%	12.04%	16.58%	18.99%	9.47%	11.08%	19.37%	11.61%	12.63%	10.89%	12.70%	12.38%	7.51%	15.10%	3.45%	7.66%	10.34%	10.83%	9.65%	2.50%	16.23%	16.94%	8.10%	6.92%	6.76%	11.49%	12.34%	10.00%	16.57%	13.62%	18.07%	6.99%	9.68%	19.20%	12.62%	15.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	0	1	14	12	2	3	0	9	2	1	11	7	1	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	0	1	3	0									
		0.53%	0.00%	0.52%	1.41%	1.42%	0.53%	0.76%	0.00%	1.07%	1.05%	0.29%	0.72%	0.59%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.31%	0.00%	0.00%	0.34%	1.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.46%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	223	3	0	22	16	9	0	2	21	3	6	28	40	4	0	0	8	6	2	3	0	3	5	2	5	2	5	0	0	1	4	1	4	1	9	4	4									
		1.62%	1.10%	0.00%	2.21%	1.89%	2.37%	0.00%	0.90%	2.49%	1.58%	1.72%	1.82%	3.37%	1.07%	0.00%	0.00%	1.91%	1.72%	0.83%	2.63%	0.00%	0.65%	2.73%	0.62%	3.14%	0.56%	1.69%	0.00%	0.00%	0.29%	1.09%	1.20%	2.80%	1.61%	1.80%	0.62%	1.16%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
