Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Купинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682					
23	6.Политическая партия «Партия социальной справедливости»	16	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0					
		0.09%	0.08%	0.00%	0.14%	0.00%	0.11%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.21%	0.38%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.24%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1743	130	42	83	64	99	89	89	99	46	30	5	37	7	7	16	42	21	32	42	15	19	47	1	9	30	37	7	1	25	34	53	63	51	32	12	9	44	4	4	12	14	52	1	13	5	32	13	28	40	37	1	18					
		10.10%	10.95%	5.77%	11.79%	8.02%	10.98%	8.64%	11.32%	11.47%	11.33%	21.13%	4.55%	11.14%	8.24%	12.28%	14.29%	11.48%	14.09%	14.55%	9.93%	23.08%	13.97%	11.69%	1.09%	4.07%	8.85%	8.94%	3.63%	1.01%	5.81%	11.00%	12.16%	17.80%	10.69%	12.17%	12.24%	3.24%	12.29%	5.80%	5.19%	10.62%	8.48%	16.25%	0.61%	11.93%	9.09%	11.23%	12.87%	7.29%	9.98%	8.83%	1.05%	12.95%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	845	41	51	45	44	58	72	42	43	19	7	10	14	2	3	2	6	1	7	26	1	0	15	3	3	24	31	25	1	17	11	23	15	25	4	5	8	23	0	2	3	2	22	8	1	3	3	4	13	26	25	2	4					
		4.90%	3.45%	7.01%	6.39%	5.51%	6.43%	6.99%	5.34%	4.98%	4.68%	4.93%	9.09%	4.22%	2.35%	5.26%	1.79%	1.64%	0.67%	3.18%	6.15%	1.54%	0.00%	3.73%	3.26%	1.36%	7.08%	7.49%	12.95%	1.01%	3.95%	3.56%	5.28%	4.24%	5.24%	1.52%	5.10%	2.88%	6.42%	0.00%	2.60%	2.65%	1.21%	6.88%	4.88%	0.92%	5.45%	1.05%	3.96%	3.39%	6.48%	5.97%	2.11%	2.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	108	16	11	2	2	0	5	9	2	6	0	2	0	1	0	0	3	0	1	5	0	1	5	1	1	1	1	2	2	3	1	1	2	5	0	0	1	3	1	1	0	0	2	1	1	0	3	0	3	0	1	0	0					
		0.63%	1.35%	1.51%	0.28%	0.25%	0.00%	0.49%	1.15%	0.23%	1.48%	0.00%	1.82%	0.00%	1.18%	0.00%	0.00%	0.82%	0.00%	0.45%	1.18%	0.00%	0.74%	1.24%	1.09%	0.45%	0.29%	0.24%	1.04%	2.02%	0.70%	0.32%	0.23%	0.56%	1.05%	0.00%	0.00%	0.36%	0.84%	1.45%	1.30%	0.00%	0.00%	0.63%	0.61%	0.92%	0.00%	1.05%	0.00%	0.78%	0.00%	0.24%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11536	770	489	434	519	551	651	534	583	278	85	92	243	69	42	43	216	121	155	281	43	98	271	84	180	210	271	133	75	291	194	261	186	337	197	75	220	192	57	60	85	129	191	106	81	38	208	78	286	290	277	78	98					
		66.84%	64.87%	67.17%	61.65%	65.04%	61.09%	63.20%	67.94%	67.56%	68.47%	59.86%	83.64%	73.19%	81.18%	73.68%	38.39%	59.02%	81.21%	70.45%	66.43%	66.15%	72.06%	67.41%	91.30%	81.45%	61.95%	65.46%	68.91%	75.76%	67.67%	62.78%	59.86%	52.54%	70.65%	74.90%	76.53%	79.14%	53.63%	82.61%	77.92%	75.22%	78.18%	59.69%	64.63%	74.31%	69.09%	72.98%	77.23%	74.48%	72.32%	66.11%	82.11%	70.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	53	9	4	2	6	8	4	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0					
		0.31%	0.76%	0.55%	0.28%	0.75%	0.89%	0.39%	0.38%	0.35%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	1.04%	0.00%	0.47%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.61%	0.31%	0.00%	0.92%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
