Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Шемуршинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120									
		0.15%	0.50%	0.00%	0.00%	0.00%	0.42%	0.00%	0.26%	0.37%	0.72%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0									
		0.06%	0.20%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	1	2	0	0	2	0	0	2	1	0	0	1	0	2	0	0	1	0	0	0									
		0.13%	0.10%	0.28%	0.00%	0.00%	0.42%	0.00%	0.00%	0.74%	0.36%	0.00%	0.00%	0.20%	0.00%	1.02%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	778	159	103	23	0	84	37	30	44	28	17	46	27	10	4	14	77	32	20	16	7									
		8.59%	15.88%	14.55%	7.26%	0.00%	17.68%	6.74%	7.65%	16.30%	10.04%	7.46%	4.96%	5.51%	3.57%	2.03%	2.42%	8.92%	9.41%	3.40%	3.52%	8.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	1	2	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.11%	0.10%	0.28%	0.00%	0.00%	0.63%	0.36%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	94	28	11	4	0	13	10	6	5	2	2	2	4	0	0	2	0	3	2	0	0									
		1.04%	2.80%	1.55%	1.26%	0.00%	2.74%	1.82%	1.53%	1.85%	0.72%	0.88%	0.22%	0.82%	0.00%	0.00%	0.35%	0.00%	0.88%	0.34%	0.00%	0.00%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
