Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Иркутская городская № 1																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529					
19	. Малышкин Олег Александрович	2107	58	52	31	46	64	23	38	50	51	42	27	36	25	66	51	51	64	37	10	34	42	49	68	22	25	37	41	49	31	22	18	40	46	30	33	34	36	51	55	48	56	52	37	45	37	4	33	26	42	31	24	24	9	26	24	4					
		4.10%	4.83%	4.01%	3.48%	4.47%	5.97%	2.86%	3.27%	4.04%	5.99%	3.21%	2.35%	5.08%	2.92%	5.00%	4.33%	4.55%	5.14%	3.54%	3.86%	3.76%	4.12%	4.60%	4.67%	5.77%	3.16%	3.30%	4.56%	4.79%	2.94%	3.70%	2.41%	4.29%	6.08%	3.75%	4.92%	3.01%	3.87%	4.37%	4.54%	3.56%	3.91%	3.78%	2.96%	3.52%	2.88%	2.37%	3.06%	5.12%	6.39%	4.38%	4.97%	6.94%	4.50%	6.72%	6.80%	2.21%					
20	. Миронов Сергей Михайлович	577	17	14	8	8	15	13	9	24	7	19	12	13	7	16	15	22	20	14	4	10	13	12	11	4	4	10	3	15	7	2	12	9	8	5	4	13	8	10	13	15	13	16	20	12	14	5	14	3	4	10	4	5	2	7	1	2					
		1.12%	1.41%	1.08%	0.90%	0.78%	1.40%	1.61%	0.77%	1.94%	0.82%	1.45%	1.04%	1.84%	0.82%	1.21%	1.27%	1.96%	1.61%	1.34%	1.54%	1.10%	1.28%	1.13%	0.76%	1.05%	0.51%	0.89%	0.33%	1.46%	0.66%	0.34%	1.60%	0.96%	1.06%	0.63%	0.60%	1.15%	0.86%	0.86%	1.07%	1.11%	0.91%	1.16%	1.60%	0.94%	1.09%	2.96%	1.30%	0.59%	0.61%	1.41%	0.83%	1.45%	1.00%	1.81%	0.28%	1.10%					
21	. Путин Владимир Владимирович	28563	625	657	486	577	567	373	641	637	436	648	575	407	472	693	648	589	649	604	123	513	572	591	812	210	445	641	538	530	591	371	444	535	480	440	391	630	511	621	654	724	858	798	676	693	742	111	669	347	389	441	315	189	112	235	228	109					
		55.53%	52.00%	50.62%	54.61%	56.07%	52.89%	46.34%	55.12%	51.50%	51.23%	49.50%	49.96%	57.49%	55.20%	52.50%	54.96%	52.54%	52.09%	57.85%	47.49%	56.69%	56.13%	55.49%	55.77%	55.12%	56.19%	57.13%	59.78%	51.76%	56.13%	62.46%	59.36%	57.34%	63.49%	55.07%	58.27%	55.85%	54.89%	53.17%	53.96%	53.67%	59.87%	58.04%	54.17%	54.27%	57.74%	65.68%	61.94%	68.31%	59.21%	62.29%	65.22%	54.62%	56.00%	60.72%	64.59%	60.22%					
22	. Хакамада Ирина Муцуовна	3646	74	87	61	77	55	87	75	74	50	102	114	58	58	84	89	94	102	57	23	73	63	57	102	26	51	87	75	84	78	47	55	79	50	58	44	64	56	88	98	99	97	117	95	96	95	13	53	23	38	44	36	21	15	17	20	11					
		7.09%	6.16%	6.70%	6.85%	7.48%	5.13%	10.81%	6.45%	5.98%	5.88%	7.79%	9.90%	8.19%	6.78%	6.36%	7.55%	8.39%	8.19%	5.46%	8.88%	8.07%	6.18%	5.35%	7.01%	6.82%	6.44%	7.75%	8.33%	8.20%	7.41%	7.91%	7.35%	8.47%	6.61%	7.26%	6.56%	5.67%	6.02%	7.53%	8.09%	7.34%	6.77%	8.51%	7.61%	7.52%	7.39%	7.69%	4.91%	4.53%	5.78%	6.21%	7.45%	6.07%	7.50%	4.39%	5.67%	6.08%					
23	. Харитонов Николай Михайлович	8007	215	214	144	147	207	165	194	215	151	214	218	100	143	210	185	157	183	117	72	167	164	186	247	69	147	175	128	152	160	56	99	136	76	133	115	163	160	185	188	185	197	173	217	225	161	14	149	69	104	84	62	63	29	46	41	31					
		15.57%	17.89%	16.49%	16.18%	14.29%	19.31%	20.50%	16.68%	17.38%	17.74%	16.35%	18.94%	14.12%	16.73%	15.91%	15.69%	14.01%	14.69%	11.21%	27.80%	18.45%	16.09%	17.46%	16.96%	18.11%	18.56%	15.60%	14.22%	14.84%	15.19%	9.43%	13.24%	14.58%	10.05%	16.65%	17.14%	14.45%	17.19%	15.84%	15.51%	13.71%	13.75%	12.58%	17.39%	17.62%	12.53%	8.28%	13.80%	13.58%	15.83%	11.86%	12.84%	18.21%	14.50%	11.89%	11.61%	17.13%					
																																																															
24	Против всех	2899	70	100	62	83	62	62	70	102	55	88	69	38	75	105	68	59	73	87	11	42	74	61	61	18	30	73	32	54	46	23	51	39	32	27	30	50	42	62	74	99	59	70	54	60	63	13	48	17	39	41	18	13	10	13	14	8					
		5.64%	5.82%	7.70%	6.97%	8.07%	5.78%	7.70%	6.02%	8.25%	6.46%	6.72%	5.99%	5.37%	8.77%	7.95%	5.77%	5.26%	5.86%	8.33%	4.25%	4.64%	7.26%	5.73%	4.19%	4.72%	3.79%	6.51%	3.56%	5.27%	4.37%	3.87%	6.82%	4.18%	4.23%	3.38%	4.47%	4.43%	4.51%	5.31%	6.11%	7.34%	4.12%	5.09%	4.33%	4.70%	4.90%	7.69%	4.44%	3.35%	5.94%	5.79%	3.73%	3.76%	5.00%	3.36%	3.97%	4.42%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
