Выборы Президента Российской Федерации																																																				
																																																				
"Наименование Избирательной комиссии:    Кемерово, Ленинская"																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298					
15	"Число открепительных удостоверений, выданных в ТИК"	60	1	1	2	0	3	0	2	3	0	4	2	0	2	0	1	1	1	1	0	4	1	0	4	1	0	0	1	1	0	0	2	0	1	0	0	1	3	2	0	0	1	6	1	6	1					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	. Глазьев Сергей Юрьевич	3635	72	96	59	73	58	86	97	108	82	107	139	96	93	62	42	73	77	97	108	71	67	82	45	119	119	105	99	89	121	77	95	113	80	40	71	46	88	46	33	13	89	88	74	70	70					
		5.42%	4.71%	6.15%	4.21%	5.12%	3.95%	5.03%	6.48%	5.08%	5.86%	6.63%	7.50%	5.68%	4.94%	3.94%	4.37%	5.01%	5.75%	6.70%	8.44%	4.71%	6.09%	5.66%	3.46%	6.36%	6.95%	5.44%	5.54%	5.25%	6.46%	5.22%	4.84%	7.22%	5.11%	4.59%	4.64%	4.06%	6.75%	3.17%	3.43%	1.74%	5.53%	5.76%	4.12%	6.19%	7.16%					
19	. Малышкин Олег Александрович	1434	29	46	33	34	27	56	46	30	30	40	36	24	40	37	43	33	24	27	17	32	27	52	44	20	32	0	28	42	31	36	31	29	46	33	28	22	33	21	34	24	24	36	28	23	26					
		2.14%	1.90%	2.95%	2.36%	2.38%	1.84%	3.28%	3.07%	1.41%	2.14%	2.48%	1.94%	1.42%	2.12%	2.35%	4.47%	2.27%	1.79%	1.87%	1.33%	2.12%	2.45%	3.59%	3.38%	1.07%	1.87%	0.00%	1.57%	2.48%	1.65%	2.44%	1.58%	1.85%	2.94%	3.78%	1.83%	1.94%	2.53%	1.45%	3.53%	3.20%	1.49%	2.36%	1.56%	2.04%	2.66%					
20	. Миронов Сергей Михайлович	967	20	22	33	28	20	14	20	22	15	30	27	27	32	21	19	20	14	17	15	18	15	11	36	21	19	65	22	24	22	13	29	19	18	9	17	19	16	22	18	10	16	33	25	15	19					
		1.44%	1.31%	1.41%	2.36%	1.96%	1.36%	0.82%	1.34%	1.03%	1.07%	1.86%	1.46%	1.60%	1.70%	1.33%	1.98%	1.37%	1.05%	1.17%	1.17%	1.20%	1.36%	0.76%	2.77%	1.12%	1.11%	3.37%	1.23%	1.42%	1.17%	0.88%	1.48%	1.21%	1.15%	1.03%	1.11%	1.68%	1.23%	1.52%	1.87%	1.34%	0.99%	2.16%	1.39%	1.33%	1.94%					
21	. Путин Владимир Владимирович	45782	1085	967	851	918	1093	1139	928	1545	955	1048	1228	1219	1355	1123	642	936	847	923	818	1061	693	936	897	1275	1171	1622	1151	1188	1274	1026	1428	1011	1012	626	1096	841	844	1148	705	562	1128	909	1290	719	549					
		68.27%	71.01%	61.95%	60.74%	64.33%	74.35%	66.65%	61.99%	72.60%	68.26%	64.97%	66.24%	72.09%	71.92%	71.35%	66.81%	64.29%	63.26%	63.79%	63.91%	70.45%	63.00%	64.60%	69.00%	68.11%	68.40%	84.00%	64.41%	70.05%	67.98%	69.61%	72.75%	64.56%	64.58%	71.79%	71.68%	74.16%	64.72%	79.17%	73.28%	75.03%	70.11%	59.49%	71.79%	63.63%	56.19%					
22	. Хакамада Ирина Муцуовна	4267	114	110	89	100	75	97	116	122	107	144	149	92	85	92	51	127	122	128	107	112	99	99	84	131	91	35	79	88	105	65	77	123	110	32	93	58	87	72	59	53	106	131	91	83	77					
		6.36%	7.46%	7.05%	6.35%	7.01%	5.10%	5.68%	7.75%	5.73%	7.65%	8.93%	8.04%	5.44%	4.51%	5.84%	5.31%	8.72%	9.11%	8.85%	8.36%	7.44%	9.00%	6.83%	6.46%	7.00%	5.32%	1.81%	4.42%	5.19%	5.60%	4.41%	3.92%	7.85%	7.02%	3.67%	6.08%	5.11%	6.67%	4.97%	6.13%	7.08%	6.59%	8.57%	5.06%	7.35%	7.88%					
23	. Харитонов Николай Михайлович	7344	137	244	238	168	138	173	181	167	144	166	150	151	210	155	115	184	171	179	142	139	118	184	155	237	218	79	291	174	239	163	217	179	200	85	158	93	161	93	40	28	121	222	220	149	168					
		10.95%	8.97%	15.63%	16.99%	11.77%	9.39%	10.12%	12.09%	7.85%	10.29%	10.29%	8.09%	8.93%	11.15%	9.85%	11.97%	12.64%	12.77%	12.37%	11.09%	9.23%	10.73%	12.70%	11.92%	12.66%	12.73%	4.09%	16.28%	10.26%	12.75%	11.06%	11.05%	11.43%	12.76%	9.75%	10.33%	8.20%	12.35%	6.41%	4.16%	3.74%	7.52%	14.53%	12.24%	13.19%	17.20%					
																																																				
24	Против всех	3292	66	67	89	106	59	134	97	119	58	69	119	66	60	84	44	77	72	70	64	72	79	76	34	58	62	25	101	80	74	91	69	89	97	39	62	48	66	39	60	51	119	104	57	62	58					
		4.91%	4.32%	4.29%	6.35%	7.43%	4.01%	7.84%	6.48%	5.59%	4.15%	4.28%	6.42%	3.90%	3.18%	5.34%	4.58%	5.29%	5.38%	4.84%	5.00%	4.78%	7.18%	5.24%	2.62%	3.10%	3.62%	1.29%	5.65%	4.72%	3.95%	6.17%	3.52%	5.68%	6.19%	4.47%	4.05%	4.23%	5.06%	2.69%	6.24%	6.81%	7.40%	6.81%	3.17%	5.49%	5.94%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
