Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Мостовская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	2	2	3	6	3	2	1	7	5	0	8	0	0	0	1	0	1	2	0	0	1	3	5	1	1	0	2	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	708	13	13	12	40	16	10	17	13	23	19	27	5	27	48	18	31	126	26	15	8	9	5	26	23	10	3	6	7	7	7	16	21	4	2	0	2	9	9	8	14	10	3									
		3.08%	2.25%	1.97%	2.80%	5.13%	3.19%	1.92%	3.41%	3.14%	3.70%	4.71%	4.12%	1.65%	2.65%	8.74%	3.75%	3.92%	20.79%	3.86%	2.12%	2.89%	0.85%	1.30%	2.22%	1.84%	3.88%	2.36%	0.99%	1.42%	4.14%	1.28%	1.54%	8.43%	0.75%	0.45%	0.00%	1.87%	1.93%	1.30%	2.65%	2.60%	1.39%	0.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	679	30	20	16	18	12	14	15	15	22	10	16	11	32	16	10	13	12	15	10	7	16	4	43	27	5	4	22	21	10	16	26	11	24	23	5	0	24	24	9	20	27	4									
		2.95%	5.20%	3.03%	3.73%	2.31%	2.40%	2.69%	3.01%	3.62%	3.54%	2.48%	2.44%	3.63%	3.14%	2.91%	2.08%	1.65%	1.98%	2.23%	1.41%	2.53%	1.51%	1.04%	3.68%	2.16%	1.94%	3.15%	3.66%	4.27%	5.92%	2.91%	2.51%	4.42%	4.52%	5.22%	5.32%	0.00%	5.15%	3.46%	2.98%	3.71%	3.74%	1.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	587	13	24	13	19	14	24	20	8	22	5	11	4	32	14	5	39	12	12	34	7	10	3	17	23	8	0	6	17	1	2	27	7	23	17	0	1	26	11	4	14	17	21									
		2.55%	2.25%	3.63%	3.03%	2.44%	2.79%	4.62%	4.02%	1.93%	3.54%	1.24%	1.68%	1.32%	3.14%	2.55%	1.04%	4.94%	1.98%	1.78%	4.81%	2.53%	0.94%	0.78%	1.45%	1.84%	3.10%	0.00%	0.99%	3.46%	0.59%	0.36%	2.60%	2.81%	4.33%	3.85%	0.00%	0.93%	5.58%	1.59%	1.32%	2.60%	2.36%	6.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11047	241	270	184	288	202	196	220	159	235	192	265	136	335	256	299	304	250	286	417	126	698	195	517	825	118	75	333	248	86	257	503	120	229	197	66	62	217	473	184	204	419	160									
		48.02%	41.77%	40.85%	42.89%	36.97%	40.32%	37.69%	44.18%	38.41%	37.84%	47.64%	40.40%	44.88%	32.88%	46.63%	62.29%	38.48%	41.25%	42.43%	58.98%	45.49%	65.91%	50.65%	44.19%	65.95%	45.74%	59.06%	55.41%	50.41%	50.89%	46.81%	48.51%	48.19%	43.13%	44.67%	70.21%	57.94%	46.57%	68.16%	60.93%	37.85%	58.11%	53.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	193	6	5	5	12	6	9	7	3	4	6	3	3	27	9	1	5	5	3	2	2	0	0	2	9	5	1	2	2	0	6	4	1	5	7	0	3	6	1	2	8	6	0									
		0.84%	1.04%	0.76%	1.17%	1.54%	1.20%	1.73%	1.41%	0.72%	0.64%	1.49%	0.46%	0.99%	2.65%	1.64%	0.21%	0.63%	0.83%	0.45%	0.28%	0.72%	0.00%	0.00%	0.17%	0.72%	1.94%	0.79%	0.33%	0.41%	0.00%	1.09%	0.39%	0.40%	0.94%	1.59%	0.00%	2.80%	1.29%	0.14%	0.66%	1.48%	0.83%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	71	0	1	0	2	0	0	1	1	1	3	0	1	18	2	3	2	2	2	2	1	2	0	0	1	1	0	1	3	2	2	0	0	1	0	0	0	1	2	2	10	1	0									
		0.31%	0.00%	0.15%	0.00%	0.26%	0.00%	0.00%	0.20%	0.24%	0.16%	0.74%	0.00%	0.33%	1.77%	0.36%	0.63%	0.25%	0.33%	0.30%	0.28%	0.36%	0.19%	0.00%	0.00%	0.08%	0.39%	0.00%	0.17%	0.61%	1.18%	0.36%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.21%	0.29%	0.66%	1.86%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4180	140	127	89	165	98	101	85	105	116	65	128	77	225	95	72	168	84	140	95	93	172	54	213	157	53	21	108	80	37	155	238	48	81	92	8	25	74	58	24	79	99	36									
		18.17%	24.26%	19.21%	20.75%	21.18%	19.56%	19.42%	17.07%	25.36%	18.68%	16.13%	19.51%	25.41%	22.08%	17.30%	15.00%	21.27%	13.86%	20.77%	13.44%	33.57%	16.24%	14.03%	18.21%	12.55%	20.54%	16.54%	17.97%	16.26%	21.89%	28.23%	22.95%	19.28%	15.25%	20.86%	8.51%	23.36%	15.88%	8.36%	7.95%	14.66%	13.73%	11.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	127	5	3	1	8	5	7	4	2	3	3	6	1	18	8	2	8	5	1	3	2	1	1	2	1	0	1	1	1	4	1	3	0	1	3	0	1	1	0	3	3	3	1									
		0.55%	0.87%	0.45%	0.23%	1.03%	0.99%	1.35%	0.80%	0.48%	0.48%	0.74%	0.91%	0.33%	1.77%	1.46%	0.42%	1.01%	0.83%	0.15%	0.42%	0.72%	0.09%	0.26%	0.17%	0.08%	0.00%	0.79%	0.17%	0.20%	2.37%	0.18%	0.29%	0.00%	0.19%	0.68%	0.00%	0.93%	0.21%	0.00%	0.99%	0.56%	0.42%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	199	17	10	6	17	2	7	8	4	8	2	10	2	19	1	3	14	4	20	4	0	2	1	7	3	1	1	1	1	0	0	3	1	3	4	0	0	3	4	1	3	2	0									
		0.86%	2.95%	1.51%	1.40%	2.18%	0.40%	1.35%	1.61%	0.97%	1.29%	0.50%	1.52%	0.66%	1.86%	0.18%	0.63%	1.77%	0.66%	2.97%	0.57%	0.00%	0.19%	0.26%	0.60%	0.24%	0.39%	0.79%	0.17%	0.20%	0.00%	0.00%	0.29%	0.40%	0.56%	0.91%	0.00%	0.00%	0.64%	0.58%	0.33%	0.56%	0.28%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	56	0	2	0	2	0	0	1	0	2	2	1	1	17	2	0	1	4	2	1	0	0	0	2	1	1	0	0	1	1	2	0	1	1	1	0	0	2	0	0	5	0	0									
		0.24%	0.00%	0.30%	0.00%	0.26%	0.00%	0.00%	0.20%	0.00%	0.32%	0.50%	0.15%	0.33%	1.67%	0.36%	0.00%	0.13%	0.66%	0.30%	0.14%	0.00%	0.00%	0.00%	0.17%	0.08%	0.39%	0.00%	0.00%	0.20%	0.59%	0.36%	0.00%	0.40%	0.19%	0.23%	0.00%	0.00%	0.43%	0.00%	0.00%	0.93%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	185	5	6	3	6	6	2	3	3	5	5	8	1	24	2	2	24	3	15	3	3	4	2	2	4	1	2	2	3	0	1	3	2	0	1	3	1	5	2	2	9	5	2									
		0.80%	0.87%	0.91%	0.70%	0.77%	1.20%	0.38%	0.60%	0.72%	0.81%	1.24%	1.22%	0.33%	2.36%	0.36%	0.42%	3.04%	0.50%	2.23%	0.42%	1.08%	0.38%	0.52%	0.17%	0.32%	0.39%	1.57%	0.33%	0.61%	0.00%	0.18%	0.29%	0.80%	0.00%	0.23%	3.19%	0.93%	1.07%	0.29%	0.66%	1.67%	0.69%	0.66%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3540	80	140	71	140	90	87	92	67	119	60	123	49	161	73	52	139	65	91	85	19	122	63	289	127	35	14	88	84	16	48	119	31	138	47	8	10	78	76	51	133	99	61									
		15.39%	13.86%	21.18%	16.55%	17.97%	17.96%	16.73%	18.47%	16.18%	19.16%	14.89%	18.75%	16.17%	15.80%	13.30%	10.83%	17.59%	10.73%	13.50%	12.02%	6.86%	11.52%	16.36%	24.70%	10.15%	13.57%	11.02%	14.64%	17.07%	9.47%	8.74%	11.48%	12.45%	25.99%	10.66%	8.51%	9.35%	16.74%	10.95%	16.89%	24.68%	13.73%	20.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	122	4	1	2	5	4	3	4	3	1	5	5	1	11	2	0	7	8	7	1	2	0	1	5	4	3	0	5	1	1	1	1	0	3	6	1	0	0	0	2	4	2	6									
		0.53%	0.69%	0.15%	0.47%	0.64%	0.80%	0.58%	0.80%	0.72%	0.16%	1.24%	0.76%	0.33%	1.08%	0.36%	0.00%	0.89%	1.32%	1.04%	0.14%	0.72%	0.00%	0.26%	0.43%	0.32%	1.16%	0.00%	0.83%	0.20%	0.59%	0.18%	0.10%	0.00%	0.56%	1.36%	1.06%	0.00%	0.00%	0.00%	0.66%	0.74%	0.28%	1.99%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	917	17	27	21	41	34	51	21	26	43	23	38	8	38	12	10	15	23	42	29	0	13	44	31	29	10	3	17	6	3	43	70	4	7	29	3	2	13	20	6	22	18	5									
		3.99%	2.95%	4.08%	4.90%	5.26%	6.79%	9.81%	4.22%	6.28%	6.92%	5.71%	5.79%	2.64%	3.73%	2.19%	2.08%	1.90%	3.80%	6.23%	4.10%	0.00%	1.23%	11.43%	2.65%	2.32%	3.88%	2.36%	2.83%	1.22%	1.78%	7.83%	6.75%	1.61%	1.32%	6.58%	3.19%	1.87%	2.79%	2.88%	1.99%	4.08%	2.50%	1.66%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
