Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
"Наименование Избирательной комиссии:    Владикавказ, Правобережная"																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260					
16	Число утраченных бюллетеней	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	"1. ""ЕДИНЕНИЕ"""	564	17	6	3	0	6	6	4	12	35	10	8	5	12	11	7	7	8	0	18	9	12	15	15	10	0	7	0	9	9	10	4	5	13	16	5	1	0	9	11	7	7	5	15	8	7	8	9	5	3	25	3	3	7	13	14	14	8	29	3	1	17	10	0	8					
		1.22%	2.15%	0.91%	4.34%	0.0%	1.94%	0.71%	0.62%	1.32%	3.10%	1.91%	1.51%	2.56%	1.11%	1.16%	2.11%	0.49%	1.78%	0.0%	1.50%	1.35%	1.89%	1.06%	1.73%	0.91%	0.0%	1.38%	0.0%	2.21%	2.16%	1.02%	1.09%	5.20%	10.92%	2.88%	0.93%	1.20%	0.0%	1.05%	1.98%	4.29%	3.66%	5.49%	0.72%	0.77%	1.08%	1.33%	0.75%	0.70%	0.33%	2.08%	0.94%	0.52%	1.24%	1.78%	1.96%	1.67%	2.72%	4.20%	0.24%	0.10%	1.76%	1.00%	0.0%	3.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2304	50	39	5	109	19	41	26	59	86	20	48	13	60	50	19	7	17	4	61	23	44	165	79	9	24	32	39	21	27	39	24	2	6	25	25	6	22	40	45	8	13	4	44	43	46	44	92	50	5	66	11	7	20	37	35	42	18	49	36	83	56	17	36	12					
		4.99%	6.33%	5.95%	7.24%	9.15%	6.14%	4.90%	4.03%	6.49%	7.62%	3.83%	9.09%	6.66%	5.57%	5.31%	5.74%	0.49%	3.78%	11.76%	5.08%	3.45%	6.95%	11.74%	9.12%	0.82%	2.42%	6.33%	2.31%	5.17%	6.50%	4.0%	6.55%	2.08%	5.04%	4.50%	4.68%	7.22%	4.02%	4.67%	8.10%	4.90%	6.80%	4.39%	2.12%	4.19%	7.15%	7.35%	7.75%	7.06%	0.56%	5.50%	3.47%	1.22%	3.56%	5.06%	4.90%	5.01%	6.12%	7.10%	2.92%	8.36%	5.82%	1.70%	2.12%	4.78%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1160	17	25	3	0	12	30	12	34	24	18	21	1	48	24	13	33	14	0	45	15	20	29	40	7	8	14	2	19	3	20	17	1	2	26	21	7	4	19	19	8	7	5	29	16	21	19	47	28	10	48	10	16	21	31	33	30	11	39	7	3	39	8	0	7					
		2.51%	2.15%	3.81%	4.34%	0.0%	3.88%	3.58%	1.86%	3.74%	2.12%	3.44%	3.97%	0.51%	4.46%	2.55%	3.92%	2.33%	3.11%	0.0%	3.75%	2.25%	3.15%	2.06%	4.61%	0.64%	0.80%	2.77%	0.11%	4.67%	0.72%	2.05%	4.64%	1.04%	1.68%	4.68%	3.93%	8.43%	0.73%	2.21%	3.42%	4.90%	3.66%	5.49%	1.39%	1.55%	3.26%	3.17%	3.95%	3.95%	1.13%	4.00%	3.15%	2.80%	3.74%	4.24%	4.62%	3.57%	3.74%	5.65%	0.56%	0.30%	4.05%	0.80%	0.0%	2.78%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	734	8	4	0	0	5	4	7	12	24	5	11	4	27	10	7	20	9	0	31	10	7	29	8	13	10	28	81	11	11	17	5	0	1	10	12	1	7	15	13	2	3	2	25	16	12	10	18	15	1	25	8	6	7	18	5	12	0	20	19	8	11	8	0	6					
		1.58%	1.01%	0.61%	0.0%	0.0%	1.61%	0.47%	1.08%	1.32%	2.12%	0.95%	2.08%	2.05%	2.50%	1.06%	2.11%	1.41%	2.00%	0.0%	2.58%	1.50%	1.10%	2.06%	0.92%	1.19%	1.01%	5.54%	4.80%	2.70%	2.65%	1.74%	1.36%	0.0%	0.84%	1.80%	2.24%	1.20%	1.27%	1.75%	2.34%	1.22%	1.57%	2.19%	1.20%	1.55%	1.86%	1.67%	1.51%	2.11%	0.11%	2.08%	2.52%	1.05%	1.24%	2.46%	0.70%	1.43%	0.0%	2.89%	1.54%	0.80%	1.14%	0.80%	0.0%	2.39%					
22	"5. ""За Русь Святую"""	218	3	3	1	0	6	4	1	3	15	7	4	0	0	8	2	4	17	0	5	6	5	3	1	7	5	3	3	3	1	0	2	0	0	1	1	1	6	11	0	0	0	0	9	2	2	3	4	1	7	9	3	3	4	4	2	0	0	4	7	0	10	0	0	2					
		0.47%	0.38%	0.45%	1.44%	0.0%	1.94%	0.47%	0.15%	0.33%	1.32%	1.34%	0.75%	0.0%	0.0%	0.85%	0.60%	0.28%	3.78%	0.0%	0.41%	0.90%	0.78%	0.21%	0.11%	0.64%	0.50%	0.59%	0.17%	0.73%	0.24%	0.0%	0.54%	0.0%	0.0%	0.18%	0.18%	1.20%	1.09%	1.28%	0.0%	0.0%	0.0%	0.0%	0.43%	0.19%	0.31%	0.50%	0.33%	0.14%	0.79%	0.75%	0.94%	0.52%	0.71%	0.54%	0.28%	0.0%	0.0%	0.57%	0.56%	0.0%	1.04%	0.0%	0.0%	0.79%					
23	"6. ""Объединенная Российская партия ""Русь"""	111	2	2	1	2	0	11	1	1	5	0	1	1	1	4	0	12	0	0	1	0	0	1	2	4	8	0	0	2	1	0	1	1	0	2	1	0	0	0	2	1	1	1	6	0	3	1	1	3	1	5	0	1	1	2	1	1	1	2	0	1	5	1	0	2					
		0.24%	0.25%	0.30%	1.44%	0.16%	0.0%	1.31%	0.15%	0.11%	0.44%	0.0%	0.18%	0.51%	0.09%	0.42%	0.0%	0.84%	0.0%	0.0%	0.08%	0.0%	0.0%	0.07%	0.23%	0.36%	0.80%	0.0%	0.0%	0.49%	0.24%	0.0%	0.27%	1.04%	0.0%	0.36%	0.18%	0.0%	0.0%	0.0%	0.36%	0.61%	0.52%	1.09%	0.28%	0.0%	0.46%	0.16%	0.08%	0.42%	0.11%	0.41%	0.0%	0.17%	0.17%	0.27%	0.14%	0.11%	0.34%	0.28%	0.0%	0.10%	0.52%	0.10%	0.0%	0.79%					
24	"7. ""Новый курс - Автомобильная Россия"""	249	0	4	0	3	0	1	2	7	10	3	5	3	5	9	3	20	0	0	7	3	6	22	12	3	3	1	2	2	0	0	2	0	0	7	8	0	2	4	3	0	4	1	15	1	2	7	8	4	0	7	1	3	2	7	1	3	2	9	0	0	4	4	0	2					
		0.53%	0.0%	0.61%	0.0%	0.25%	0.0%	0.11%	0.31%	0.77%	0.88%	0.57%	0.94%	1.53%	0.46%	0.95%	0.90%	1.41%	0.0%	0.0%	0.58%	0.45%	0.94%	1.56%	1.38%	0.27%	0.30%	0.19%	0.11%	0.49%	0.0%	0.0%	0.54%	0.0%	0.0%	1.26%	1.49%	0.0%	0.36%	0.46%	0.54%	0.0%	2.09%	1.09%	0.72%	0.09%	0.31%	1.17%	0.67%	0.56%	0.0%	0.58%	0.31%	0.52%	0.35%	0.95%	0.14%	0.35%	0.68%	1.30%	0.0%	0.0%	0.41%	0.40%	0.0%	0.79%					
25	"8. ""Народно-республиканская партия России"""	121	4	2	0	1	1	0	1	2	3	0	4	1	13	2	1	4	1	1	1	1	2	2	6	3	5	1	2	0	2	0	0	0	0	1	1	1	0	1	4	2	1	0	3	2	1	3	2	3	0	5	1	0	1	8	3	2	0	4	0	1	2	3	0	0					
		0.26%	0.50%	0.30%	0.0%	0.08%	0.32%	0.0%	0.15%	0.22%	0.26%	0.0%	0.75%	0.51%	1.20%	0.21%	0.30%	0.28%	0.22%	2.94%	0.08%	0.15%	0.31%	0.14%	0.69%	0.27%	0.50%	0.19%	0.11%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.18%	0.18%	1.20%	0.0%	0.11%	0.72%	1.22%	0.52%	0.0%	0.14%	0.19%	0.15%	0.50%	0.16%	0.42%	0.0%	0.41%	0.31%	0.0%	0.17%	1.09%	0.42%	0.23%	0.0%	0.57%	0.0%	0.10%	0.20%	0.30%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	246	0	1	0	2	3	13	4	1	8	5	1	2	6	9	3	6	3	0	3	4	1	8	1	6	0	0	109	1	1	0	1	0	1	2	1	0	0	2	2	1	0	0	7	2	0	2	3	0	0	2	1	3	1	1	1	3	1	3	0	2	2	0	0	1					
		0.53%	0.0%	0.15%	0.0%	0.16%	0.97%	1.55%	0.62%	0.11%	0.70%	0.95%	0.18%	1.02%	0.55%	0.95%	0.90%	0.42%	0.66%	0.0%	0.25%	0.60%	0.15%	0.56%	0.11%	0.55%	0.0%	0.0%	6.46%	0.24%	0.24%	0.0%	0.27%	0.0%	0.84%	0.36%	0.18%	0.0%	0.0%	0.23%	0.36%	0.61%	0.0%	0.0%	0.33%	0.19%	0.0%	0.33%	0.25%	0.0%	0.0%	0.16%	0.31%	0.52%	0.17%	0.13%	0.14%	0.35%	0.34%	0.43%	0.0%	0.20%	0.20%	0.0%	0.0%	0.39%					
27	"10. ""Аграрная партия России"""	1427	53	114	6	0	7	15	11	9	44	18	19	5	34	20	8	26	12	0	24	12	10	24	31	43	28	17	0	6	28	3	27	7	2	6	15	3	0	20	22	7	5	5	22	28	9	31	34	15	3	34	10	15	11	19	26	35	6	24	62	67	46	6	176	2					
		3.09%	6.71%	17.40%	8.69%	0.0%	2.26%	1.79%	1.70%	0.99%	3.90%	3.44%	3.59%	2.56%	3.15%	2.12%	2.41%	1.84%	2.67%	0.0%	2.00%	1.80%	1.57%	1.70%	3.57%	3.94%	2.83%	3.36%	0.0%	1.47%	6.74%	0.30%	7.37%	7.29%	1.68%	1.08%	2.80%	3.61%	0.0%	2.33%	3.96%	4.29%	2.61%	5.49%	1.06%	2.72%	1.39%	5.18%	2.86%	2.11%	0.33%	2.83%	3.15%	2.63%	1.96%	2.60%	3.64%	4.17%	2.04%	3.47%	5.03%	6.75%	4.78%	0.60%	10.40%	0.79%					
28	"11. ""Истинные патриоты России"""	122	2	1	0	2	3	38	0	3	3	4	0	0	2	0	0	5	0	1	3	0	3	4	3	4	0	2	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	11	1	2	2	0	2	0	1	3	2	1	2	1	1	0	1	0	2	0	1					
		0.26%	0.25%	0.15%	0.0%	0.16%	0.97%	4.54%	0.0%	0.33%	0.26%	0.76%	0.0%	0.0%	0.18%	0.0%	0.0%	0.35%	0.0%	2.94%	0.25%	0.0%	0.47%	0.28%	0.34%	0.36%	0.0%	0.39%	0.0%	0.24%	0.24%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	1.71%	0.16%	0.16%	0.28%	0.0%	0.16%	0.0%	0.17%	0.53%	0.27%	0.14%	0.23%	0.34%	0.14%	0.0%	0.10%	0.0%	0.20%	0.0%	0.39%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	534	0	4	1	0	3	2	15	13	23	0	6	3	15	11	7	18	19	0	25	8	0	26	21	11	0	7	0	3	4	0	2	0	1	5	9	1	0	8	8	1	1	3	21	10	0	14	17	17	0	22	5	23	8	21	26	14	3	12	0	2	7	5	18	5					
		1.15%	0.0%	0.61%	1.44%	0.0%	0.97%	0.23%	2.32%	1.43%	2.03%	0.0%	1.13%	1.53%	1.39%	1.16%	2.11%	1.27%	4.23%	0.0%	2.08%	1.20%	0.0%	1.85%	2.42%	1.01%	0.0%	1.38%	0.0%	0.73%	0.96%	0.0%	0.54%	0.0%	0.84%	0.90%	1.68%	1.20%	0.0%	0.93%	1.44%	0.61%	0.52%	3.29%	1.01%	0.97%	0.0%	2.34%	1.43%	2.40%	0.0%	1.83%	1.57%	4.03%	1.42%	2.87%	3.64%	1.67%	1.02%	1.73%	0.0%	0.20%	0.72%	0.50%	1.06%	1.99%					
30	"13. ""Демократическая партия России"""	84	1	1	0	4	2	0	1	2	2	0	0	0	4	1	2	12	0	0	1	0	3	4	5	3	0	0	0	0	0	0	0	1	0	1	0	2	0	1	3	1	1	2	0	0	0	2	2	2	1	3	0	3	2	2	1	1	0	0	0	0	2	1	0	2					
		0.18%	0.12%	0.15%	0.0%	0.33%	0.64%	0.0%	0.15%	0.22%	0.17%	0.0%	0.0%	0.0%	0.37%	0.10%	0.60%	0.84%	0.0%	0.0%	0.08%	0.0%	0.47%	0.28%	0.57%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.18%	0.0%	2.40%	0.0%	0.11%	0.54%	0.61%	0.52%	2.19%	0.0%	0.0%	0.0%	0.33%	0.16%	0.28%	0.11%	0.25%	0.0%	0.52%	0.35%	0.27%	0.14%	0.11%	0.0%	0.0%	0.0%	0.0%	0.20%	0.10%	0.0%	0.79%					
31	"14. ""Великая Россия - Евразийский Союз"""	150	0	5	0	0	2	0	1	2	7	0	3	0	0	3	0	11	2	0	0	0	2	1	1	2	0	2	0	0	0	0	0	0	0	0	2	3	0	2	1	1	0	0	6	3	0	2	1	2	0	3	1	1	1	4	1	2	2	1	0	1	1	64	0	1					
		0.32%	0.0%	0.76%	0.0%	0.0%	0.64%	0.0%	0.15%	0.22%	0.62%	0.0%	0.56%	0.0%	0.0%	0.31%	0.0%	0.77%	0.44%	0.0%	0.0%	0.0%	0.31%	0.07%	0.11%	0.18%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	3.61%	0.0%	0.23%	0.18%	0.61%	0.0%	0.0%	0.28%	0.29%	0.0%	0.33%	0.08%	0.28%	0.0%	0.25%	0.31%	0.17%	0.17%	0.54%	0.14%	0.23%	0.68%	0.14%	0.0%	0.10%	0.10%	6.41%	0.0%	0.39%					
32	"15. ""Партия СЛОН"""	82	2	0	1	2	0	0	0	2	4	0	1	0	1	1	0	8	0	0	2	0	0	9	1	0	3	2	0	1	1	0	2	0	0	2	2	0	0	0	0	0	0	0	7	0	0	2	0	0	0	1	0	0	1	0	1	3	1	2	0	0	3	3	8	3					
		0.17%	0.25%	0.0%	1.44%	0.16%	0.0%	0.0%	0.0%	0.22%	0.35%	0.0%	0.18%	0.0%	0.09%	0.10%	0.0%	0.56%	0.0%	0.0%	0.16%	0.0%	0.0%	0.64%	0.11%	0.0%	0.30%	0.39%	0.0%	0.24%	0.24%	0.0%	0.54%	0.0%	0.0%	0.36%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.17%	0.0%	0.14%	0.35%	0.34%	0.28%	0.0%	0.0%	0.31%	0.30%	0.47%	1.19%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2267	13	26	1	0	14	41	19	52	47	20	40	5	30	60	24	66	41	2	94	48	17	163	87	25	54	45	114	15	39	48	30	2	2	41	42	3	15	61	41	8	7	3	15	59	31	63	0	70	15	95	24	28	18	74	46	87	14	61	2	10	33	11	0	6					
		4.91%	1.64%	3.96%	1.44%	0.0%	4.53%	4.90%	2.95%	5.72%	4.16%	3.83%	7.57%	2.56%	2.78%	6.37%	7.25%	4.67%	9.13%	5.88%	7.83%	7.20%	2.68%	11.60%	10.04%	2.29%	5.46%	8.91%	6.75%	3.69%	9.39%	4.92%	8.19%	2.08%	1.68%	7.38%	7.86%	3.61%	2.74%	7.12%	7.38%	4.90%	3.66%	3.29%	0.72%	5.75%	4.82%	10.53%	0.0%	9.88%	1.69%	7.92%	7.57%	4.91%	3.20%	10.13%	6.44%	10.38%	4.76%	8.84%	0.16%	1.00%	3.43%	1.10%	0.0%	2.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	130	4	1	0	3	4	0	0	5	9	0	0	0	0	1	1	6	1	0	1	0	0	8	4	10	5	2	0	0	2	0	0	0	2	0	2	0	0	5	1	3	0	2	5	0	0	3	1	1	0	7	0	0	1	1	4	4	6	5	0	0	7	3	0	0					
		0.28%	0.50%	0.15%	0.0%	0.25%	1.29%	0.0%	0.0%	0.55%	0.79%	0.0%	0.0%	0.0%	0.0%	0.10%	0.30%	0.42%	0.22%	0.0%	0.08%	0.0%	0.0%	0.56%	0.46%	0.91%	0.50%	0.39%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	1.68%	0.0%	0.37%	0.0%	0.0%	0.58%	0.18%	1.84%	0.0%	2.19%	0.24%	0.0%	0.0%	0.50%	0.08%	0.14%	0.0%	0.58%	0.0%	0.0%	0.17%	0.13%	0.56%	0.47%	2.04%	0.72%	0.0%	0.0%	0.72%	0.30%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3101	69	40	6	79	23	54	13	48	159	29	51	34	77	50	26	140	24	6	55	31	27	241	89	39	65	21	22	31	17	79	29	1	7	42	52	8	12	42	53	3	3	3	200	16	59	42	103	51	20	101	25	33	32	58	55	57	6	43	27	40	41	19	128	45					
		6.71%	8.74%	6.10%	8.69%	6.63%	7.44%	6.45%	2.01%	5.28%	14.09%	5.55%	9.65%	17.43%	7.15%	5.31%	7.85%	9.90%	5.34%	17.64%	4.58%	4.65%	4.26%	17.15%	10.27%	3.58%	6.57%	4.15%	1.30%	7.63%	4.09%	8.10%	7.92%	1.04%	5.88%	7.56%	9.73%	9.63%	2.19%	4.90%	9.54%	1.84%	1.57%	3.29%	9.64%	1.55%	9.17%	7.02%	8.67%	7.20%	2.26%	8.42%	7.88%	5.78%	5.70%	7.94%	7.70%	6.80%	2.04%	6.23%	2.19%	4.03%	4.26%	1.90%	7.56%	17.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	729	15	26	1	0	14	10	4	15	23	3	13	2	11	21	6	23	8	0	48	20	14	16	13	17	8	6	9	1	16	31	6	1	1	20	8	0	6	15	13	2	3	3	9	5	0	12	23	19	1	28	5	0	13	9	17	14	3	18	0	49	24	2	0	6					
		1.57%	1.90%	3.96%	1.44%	0.0%	4.53%	1.19%	0.62%	1.65%	2.03%	0.57%	2.46%	1.02%	1.02%	2.23%	1.81%	1.62%	1.78%	0.0%	4.00%	3.00%	2.21%	1.13%	1.50%	1.56%	0.80%	1.18%	0.53%	0.24%	3.85%	3.17%	1.63%	1.04%	0.84%	3.60%	1.49%	0.0%	1.09%	1.75%	2.34%	1.22%	1.57%	3.29%	0.43%	0.48%	0.0%	2.00%	1.93%	2.68%	0.11%	2.33%	1.57%	0.0%	2.31%	1.23%	2.38%	1.67%	1.02%	2.60%	0.0%	4.93%	2.49%	0.20%	0.0%	2.39%					
37	"20. ""Политическая партия ""Единая Россия"""	23966	425	225	15	744	87	402	435	413	446	263	169	96	569	430	121	808	178	8	536	331	362	451	299	680	598	228	1077	222	172	567	124	58	71	213	201	27	356	483	214	79	105	30	1468	595	339	219	537	285	676	447	141	326	310	267	240	321	138	230	960	534	461	757	1285	112					
		51.91%	53.86%	34.35%	21.73%	62.46%	28.15%	48.08%	67.54%	45.43%	39.53%	50.38%	32.00%	49.23%	52.88%	45.69%	36.55%	57.18%	39.64%	23.52%	44.70%	49.69%	57.18%	32.09%	34.52%	62.44%	60.46%	45.14%	63.84%	54.67%	41.44%	58.15%	33.87%	60.41%	59.66%	38.37%	37.64%	32.53%	65.08%	56.42%	38.55%	48.46%	54.97%	32.96%	70.78%	57.99%	52.72%	36.62%	45.24%	40.25%	76.55%	37.28%	44.47%	57.19%	55.25%	36.57%	33.61%	38.30%	46.93%	33.33%	77.92%	53.83%	47.97%	75.85%	75.94%	44.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	73	1	1	0	0	4	0	1	3	2	0	0	0	0	2	0	7	0	0	2	0	1	4	5	3	0	4	3	0	0	0	0	2	0	0	1	0	0	0	2	2	0	0	2	0	0	0	2	1	0	0	0	2	0	1	6	0	4	1	0	0	3	1	0	0					
