Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Ярковская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826									
		0.51%	0.00%	0.00%	0.51%	0.20%	0.31%	0.26%	0.45%	0.00%	1.70%	0.00%	0.31%	1.57%	0.20%	0.26%	4.80%	2.28%	7.74%	0.00%	0.33%	0.00%	0.63%	0.16%	3.16%	0.06%	0.07%	0.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	38	1	0	0	0	0	1	2	3	0	0	0	3	1	0	2	5	7	5	0	1	1	1	2	1	1	1									
		0.26%	0.22%	0.00%	0.00%	0.00%	0.00%	0.26%	0.23%	1.22%	0.00%	0.00%	0.00%	0.94%	0.20%	0.00%	0.87%	1.63%	2.36%	0.52%	0.00%	0.30%	0.63%	0.16%	1.05%	0.06%	0.07%	0.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11864	379	430	355	427	282	340	742	208	201	477	290	286	417	357	141	166	151	706	256	292	142	523	122	1396	1218	1560									
		82.05%	83.30%	90.15%	90.79%	87.50%	87.85%	89.95%	83.94%	84.90%	85.53%	90.00%	90.06%	89.94%	81.93%	92.73%	61.57%	54.07%	50.84%	73.08%	85.62%	86.39%	89.31%	82.88%	64.21%	82.12%	79.87%	82.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	1	1	0	1	0	0	1	0	0	3	0	3	1	0	0	0	2	0	2	1	1	0	0	1	1	1									
		0.14%	0.22%	0.21%	0.00%	0.20%	0.00%	0.00%	0.11%	0.00%	0.00%	0.57%	0.00%	0.94%	0.20%	0.00%	0.00%	0.00%	0.67%	0.00%	0.67%	0.30%	0.63%	0.00%	0.00%	0.06%	0.07%	0.05%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1									
		0.07%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.31%	0.00%	0.20%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.63%	0.16%	0.00%	0.06%	0.07%	0.05%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	746	21	12	8	11	9	9	22	11	13	17	7	6	26	7	11	43	19	84	9	13	2	37	22	118	93	116									
		5.16%	4.62%	2.52%	2.05%	2.25%	2.80%	2.38%	2.49%	4.49%	5.53%	3.21%	2.17%	1.89%	5.11%	1.82%	4.80%	14.01%	6.40%	8.70%	3.01%	3.85%	1.26%	5.86%	11.58%	6.94%	6.10%	6.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.06%	0.07%	0.05%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	0	2	1	3	1	1	0	0	1	2	0	1	1	0	1	2	0	0	1	0	1	1	1	1	1									
		0.15%	0.00%	0.00%	0.51%	0.20%	0.93%	0.26%	0.11%	0.00%	0.00%	0.19%	0.62%	0.00%	0.20%	0.26%	0.00%	0.33%	0.67%	0.00%	0.00%	0.30%	0.00%	0.16%	0.53%	0.06%	0.07%	0.05%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	2	0	2	1	0	1	0	1	1	1									
		0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.87%	0.33%	0.67%	0.00%	0.67%	0.30%	0.00%	0.16%	0.00%	0.06%	0.07%	0.05%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	1	1	0	0	0	0	1	1	0	0	3	0	0	1	0	1	0	2	0	1	0	1	0	1	1	1									
		0.11%	0.22%	0.21%	0.00%	0.00%	0.00%	0.00%	0.11%	0.41%	0.00%	0.00%	0.93%	0.00%	0.00%	0.26%	0.00%	0.33%	0.00%	0.21%	0.00%	0.30%	0.00%	0.16%	0.00%	0.06%	0.07%	0.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	849	28	16	13	24	12	11	102	10	7	18	10	9	33	11	48	61	74	96	13	16	5	24	34	47	54	73									
		5.87%	6.15%	3.35%	3.32%	4.92%	3.74%	2.91%	11.54%	4.08%	2.98%	3.40%	3.11%	2.83%	6.48%	2.86%	20.96%	19.87%	24.92%	9.94%	4.35%	4.73%	3.14%	3.80%	17.89%	2.76%	3.54%	3.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	2	1	0	0	0	0	0	0	1	1	1									
		0.08%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.19%	0.00%	0.00%	0.20%	0.00%	0.44%	0.65%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.07%	0.05%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	721	22	13	9	19	12	14	8	10	8	11	7	6	26	5	7	4	9	70	13	10	4	37	2	127	148	120									
		4.99%	4.84%	2.73%	2.30%	3.89%	3.74%	3.70%	0.90%	4.08%	3.40%	2.08%	2.17%	1.89%	5.11%	1.30%	3.06%	1.30%	3.03%	7.25%	4.35%	2.96%	2.52%	5.86%	1.05%	7.47%	9.70%	6.38%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
