Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Тербунская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
		2.02%	2.63%	1.32%	0.81%	0.00%	0.00%	2.30%	2.18%	1.74%	1.55%	1.99%	1.50%	4.17%	0.63%	1.29%	3.54%	3.36%	1.05%	3.61%	2.71%	3.01%	3.51%	1.44%	1.70%	0.67%	2.84%	2.64%	3.28%	1.31%	1.98%	1.79%	1.72%	2.37%	0.00%					
19	. Малышкин Олег Александрович	338	8	14	22	17	6	12	9	9	1	9	9	8	10	13	0	6	5	5	5	9	6	12	22	2	34	31	22	11	6	5	6	2	2					
		2.63%	1.62%	4.64%	5.96%	4.42%	3.66%	2.76%	2.18%	5.23%	0.31%	2.23%	4.50%	6.67%	2.10%	5.58%	0.00%	1.44%	5.26%	3.01%	1.51%	3.01%	5.26%	2.87%	3.41%	0.67%	3.12%	3.41%	2.06%	1.44%	1.70%	2.23%	1.15%	0.95%	0.58%					
20	. Миронов Сергей Михайлович	88	4	2	3	2	3	0	2	3	3	7	1	2	1	3	0	5	0	6	2	0	1	4	4	1	0	2	9	8	5	2	1	0	2					
		0.68%	0.81%	0.66%	0.81%	0.52%	1.83%	0.00%	0.48%	1.74%	0.93%	1.74%	0.50%	1.67%	0.21%	1.29%	0.00%	1.20%	0.00%	3.61%	0.60%	0.00%	0.88%	0.96%	0.62%	0.34%	0.00%	0.22%	0.84%	1.04%	1.42%	0.89%	0.19%	0.00%	0.58%					
21	. Путин Владимир Владимирович	7537	244	195	231	277	93	239	263	94	231	187	81	58	204	103	74	255	84	104	207	211	71	296	305	185	675	524	624	362	226	114	350	135	235					
		58.54%	49.29%	64.57%	62.60%	71.95%	56.71%	54.94%	63.68%	54.65%	71.52%	46.40%	40.50%	48.33%	42.77%	44.21%	65.49%	61.15%	88.42%	62.65%	62.35%	70.57%	62.28%	70.81%	47.21%	62.29%	61.93%	57.65%	58.54%	47.26%	64.02%	50.89%	66.79%	63.98%	68.31%					
22	. Хакамада Ирина Муцуовна	159	6	2	2	4	2	3	3	3	3	4	2	1	8	2	1	10	0	1	3	4	3	3	12	3	20	12	17	7	3	4	8	1	2					
		1.23%	1.21%	0.66%	0.54%	1.04%	1.22%	0.69%	0.73%	1.74%	0.93%	0.99%	1.00%	0.83%	1.68%	0.86%	0.88%	2.40%	0.00%	0.60%	0.90%	1.34%	2.63%	0.72%	1.86%	1.01%	1.83%	1.32%	1.59%	0.91%	0.85%	1.79%	1.53%	0.47%	0.58%					
23	. Харитонов Николай Михайлович	4175	214	83	100	78	58	164	120	52	74	173	103	44	228	100	33	116	3	39	100	62	28	86	280	99	300	277	320	349	101	87	141	64	99					
		32.43%	43.23%	27.48%	27.10%	20.26%	35.37%	37.70%	29.06%	30.23%	22.91%	42.93%	51.50%	36.67%	47.80%	42.92%	29.20%	27.82%	3.16%	23.49%	30.12%	20.74%	24.56%	20.57%	43.34%	33.33%	27.52%	30.47%	30.02%	45.56%	28.61%	38.84%	26.91%	30.33%	28.78%					
																																								
24	Против всех	226	4	2	5	5	2	4	2	5	6	9	1	1	13	9	1	4	1	3	3	4	1	8	10	5	27	33	29	10	3	3	7	2	4					
		1.76%	0.81%	0.66%	1.36%	1.30%	1.22%	0.92%	0.48%	2.91%	1.86%	2.23%	0.50%	0.83%	2.73%	3.86%	0.88%	0.96%	1.05%	1.81%	0.90%	1.34%	0.88%	1.91%	1.55%	1.68%	2.48%	3.63%	2.72%	1.31%	0.85%	1.34%	1.34%	0.95%	1.16%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
