Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Шпаковская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245					
		1.25%	1.16%	1.91%	1.82%	3.38%	0.53%	1.74%	1.17%	0.68%	0.87%	1.46%	0.45%	1.18%	1.57%	0.40%	0.72%	1.43%	1.13%	1.08%	1.24%	1.46%	1.54%	1.20%	1.19%	1.09%	1.37%	2.68%	2.56%	2.29%	1.45%	1.11%	0.00%	2.06%	0.00%	0.93%	1.76%	0.24%	1.02%	2.60%	1.52%	1.33%	1.17%	0.69%	0.38%	0.69%	1.52%	0.72%	0.00%	0.63%	0.89%	0.00%	0.82%	0.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	186	1	14	8	6	2	4	10	4	7	2	5	10	5	12	5	7	3	4	3	7	7	0	7	6	1	3	0	0	3	1	0	0	2	0	1	5	5	3	6	3	1	0	0	4	3	0	1	0	3	0	1	1					
		0.39%	0.06%	1.34%	0.76%	0.53%	0.13%	0.37%	0.90%	0.39%	0.68%	0.18%	0.45%	0.79%	0.60%	0.81%	0.52%	0.56%	0.28%	0.33%	0.25%	0.49%	0.63%	0.00%	0.52%	0.60%	0.34%	1.15%	0.00%	0.00%	0.36%	1.11%	0.00%	0.00%	1.05%	0.00%	0.11%	0.40%	0.32%	0.29%	0.37%	0.23%	0.08%	0.00%	0.00%	0.25%	0.33%	0.00%	0.27%	0.00%	0.30%	0.00%	0.14%	0.52%					
20	3.Политическая партия «Демократическая партия России»	39	2	2	0	0	0	1	0	0	2	0	3	0	1	1	0	0	1	1	2	1	1	0	0	1	1	0	11	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	2	0	0	0	0	0	0	0	0					
		0.08%	0.13%	0.19%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.19%	0.00%	0.27%	0.00%	0.12%	0.07%	0.00%	0.00%	0.09%	0.08%	0.17%	0.07%	0.09%	0.00%	0.00%	0.10%	0.34%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.10%	0.06%	0.00%	0.08%	0.14%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3722	75	98	116	183	91	119	101	78	128	105	63	125	97	105	83	111	71	91	100	115	129	19	99	75	14	21	113	24	60	3	24	86	22	9	70	77	115	69	74	51	55	36	15	135	57	16	8	24	72	4	82	9					
		7.78%	4.83%	9.37%	11.09%	16.27%	6.01%	10.93%	9.09%	7.56%	12.43%	9.59%	5.69%	9.87%	11.70%	7.08%	8.57%	8.80%	6.67%	7.53%	8.29%	7.99%	11.66%	11.38%	7.36%	7.46%	4.81%	8.05%	9.96%	7.84%	7.26%	3.33%	9.88%	7.69%	11.58%	4.17%	7.69%	6.18%	7.37%	6.65%	4.51%	3.98%	4.59%	2.49%	5.73%	8.51%	6.20%	5.76%	2.17%	7.52%	7.16%	4.55%	11.25%	4.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	336	11	22	4	12	6	9	5	8	18	9	3	12	9	20	15	3	15	10	15	20	8	1	6	5	1	2	10	0	7	1	7	4	2	0	2	2	14	4	2	3	7	0	0	3	5	6	0	2	5	0	1	0					
		0.70%	0.71%	2.10%	0.38%	1.07%	0.40%	0.83%	0.45%	0.78%	1.75%	0.82%	0.27%	0.95%	1.09%	1.35%	1.55%	0.24%	1.41%	0.83%	1.24%	1.39%	0.72%	0.60%	0.45%	0.50%	0.34%	0.77%	0.88%	0.00%	0.85%	1.11%	2.88%	0.36%	1.05%	0.00%	0.22%	0.16%	0.90%	0.39%	0.12%	0.23%	0.58%	0.00%	0.00%	0.19%	0.54%	2.16%	0.00%	0.63%	0.50%	0.00%	0.14%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	81	1	7	0	8	1	0	4	2	2	2	2	3	3	2	2	3	2	2	13	1	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	1	1	0	2	2	1	1	0	3	0	1	0	1	0	0	1					
		0.17%	0.06%	0.67%	0.00%	0.71%	0.07%	0.00%	0.36%	0.19%	0.19%	0.18%	0.18%	0.24%	0.36%	0.13%	0.21%	0.24%	0.19%	0.17%	1.08%	0.07%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.06%	0.10%	0.00%	0.16%	0.17%	0.07%	0.38%	0.00%	0.33%	0.00%	0.27%	0.00%	0.10%	0.00%	0.00%	0.52%					
24	7.Политическая партия «Либерально-демократическая партия России»	2804	63	62	64	81	61	48	89	63	83	77	54	61	48	66	60	98	63	97	100	106	100	8	68	64	11	23	89	33	43	0	10	47	1	7	47	71	77	70	93	58	54	25	7	114	79	20	26	15	43	11	44	2					
		5.86%	4.06%	5.93%	6.12%	7.20%	4.03%	4.41%	8.01%	6.10%	8.06%	7.03%	4.88%	4.82%	5.79%	4.45%	6.19%	7.77%	5.92%	8.03%	8.29%	7.36%	9.04%	4.79%	5.05%	6.37%	3.78%	8.81%	7.85%	10.78%	5.20%	0.00%	4.12%	4.20%	0.53%	3.24%	5.16%	5.70%	4.93%	6.74%	5.67%	4.52%	4.50%	1.73%	2.67%	7.19%	8.60%	7.19%	7.07%	4.70%	4.27%	12.50%	6.04%	1.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3802	109	75	92	110	115	83	108	100	93	61	54	123	104	143	91	124	92	112	98	111	86	16	109	95	17	12	64	26	139	9	6	149	27	12	72	51	83	97	88	75	87	45	33	67	87	9	23	22	79	4	92	23					
		7.95%	7.02%	7.17%	8.80%	9.78%	7.60%	7.62%	9.72%	9.69%	9.03%	5.57%	4.88%	9.72%	12.55%	9.64%	9.39%	9.83%	8.65%	9.27%	8.13%	7.71%	7.78%	9.58%	8.10%	9.45%	5.84%	4.60%	5.64%	8.50%	16.81%	10.00%	2.47%	13.33%	14.21%	5.56%	7.91%	4.09%	5.32%	9.34%	5.37%	5.85%	7.26%	3.11%	12.60%	4.22%	9.47%	3.24%	6.25%	6.90%	7.85%	4.55%	12.62%	11.98%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	251	9	7	12	13	3	2	5	9	6	12	6	10	4	6	2	4	10	8	1	6	11	2	5	4	0	2	7	2	4	0	2	0	0	2	6	6	9	8	15	3	3	5	0	5	5	1	2	1	3	0	3	0					
		0.52%	0.58%	0.67%	1.15%	1.16%	0.20%	0.18%	0.45%	0.87%	0.58%	1.10%	0.54%	0.79%	0.48%	0.40%	0.21%	0.32%	0.94%	0.66%	0.08%	0.42%	0.99%	1.20%	0.37%	0.40%	0.00%	0.77%	0.62%	0.65%	0.48%	0.00%	0.82%	0.00%	0.00%	0.93%	0.66%	0.48%	0.58%	0.77%	0.91%	0.23%	0.25%	0.35%	0.00%	0.32%	0.54%	0.36%	0.54%	0.31%	0.30%	0.00%	0.41%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35259	1148	731	710	653	1196	782	754	739	669	792	901	886	532	1100	694	876	777	855	835	1043	731	117	1026	730	238	188	793	211	539	73	194	786	129	178	682	1019	1219	739	1316	1061	957	1313	204	1233	659	220	304	244	774	69	485	155					
		73.70%	73.97%	69.89%	67.88%	58.04%	79.05%	71.81%	67.87%	71.61%	64.95%	72.33%	81.39%	69.98%	64.17%	74.12%	71.62%	69.47%	73.03%	70.78%	69.24%	72.43%	66.09%	70.06%	76.23%	72.64%	81.79%	72.03%	69.93%	68.95%	65.18%	81.11%	79.84%	70.30%	67.89%	82.41%	74.95%	81.78%	78.09%	71.19%	80.24%	82.70%	79.82%	90.74%	77.86%	77.74%	71.71%	79.14%	82.61%	76.49%	76.94%	78.41%	66.53%	80.73%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	338	9	4	13	13	16	16	13	13	8	9	11	14	7	11	4	10	3	8	10	6	12	0	10	11	4	1	11	2	2	0	0	6	5	0	5	4	9	7	7	6	5	4	0	8	2	2	1	2	8	0	6	0					
		0.71%	0.58%	0.38%	1.24%	1.16%	1.06%	1.47%	1.17%	1.26%	0.78%	0.82%	0.99%	1.11%	0.84%	0.74%	0.41%	0.79%	0.28%	0.66%	0.83%	0.42%	1.08%	0.00%	0.74%	1.09%	1.37%	0.38%	0.97%	0.65%	0.24%	0.00%	0.00%	0.54%	2.63%	0.00%	0.55%	0.32%	0.58%	0.67%	0.43%	0.47%	0.42%	0.28%	0.00%	0.50%	0.22%	0.72%	0.27%	0.63%	0.80%	0.00%	0.82%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
