Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Починковская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	761	40	10	45	30	25	15	5	30	3	8	3	3	14	45	4	3	30	15	15	3	15	15	50	25	22	10	20	5	20	30	8	8	30	5	25	40	35	8	8	11	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	492	35	9	39	22	14	13	5	20	0	8	0	0	14	45	1	3	16	1	4	0	4	15	40	19	16	10	6	0	19	30	1	2	12	1	19	9	8	0	2	8	15	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	259	33	5	12	12	18	5	2	6	4	1	6	2	3	6	0	2	9	4	6	2	5	5	24	3	11	2	7	3	4	9	2	1	7	3	6	8	3	3	0	3	3	9					
14	Число погашенных неиспользованных открепительных удостоверений	269	5	1	6	8	11	2	0	10	3	0	3	3	0	0	3	0	14	14	11	3	11	0	10	6	6	0	14	5	1	0	7	6	18	4	6	31	27	8	6	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1883	165	42	137	51	99	49	20	41	12	17	9	14	13	29	11	10	148	24	28	13	43	32	164	74	56	14	38	29	81	76	14	15	46	15	52	65	45	13	13	26	12	28					
		13.58%	14.32%	15.27%	12.72%	12.75%	16.53%	15.96%	12.42%	16.67%	10.81%	6.59%	7.32%	14.29%	7.56%	10.86%	8.03%	9.71%	15.15%	9.64%	8.62%	11.82%	12.80%	9.50%	13.75%	20.22%	15.56%	10.94%	9.18%	14.95%	17.84%	14.90%	12.73%	14.29%	13.86%	14.56%	17.39%	19.01%	12.78%	11.82%	13.68%	12.38%	10.81%	10.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2838	231	41	216	80	117	71	26	40	24	59	15	7	30	72	20	15	182	41	88	19	89	90	270	51	82	21	100	29	105	128	27	19	51	15	47	71	70	26	25	32	22	74					
		20.47%	20.05%	14.91%	20.06%	20.00%	19.53%	23.13%	16.15%	16.26%	21.62%	22.87%	12.20%	7.14%	17.44%	26.97%	14.60%	14.56%	18.63%	16.47%	27.08%	17.27%	26.49%	26.71%	22.63%	13.93%	22.78%	16.41%	24.15%	14.95%	23.13%	25.10%	24.55%	18.10%	15.36%	14.56%	15.72%	20.76%	19.89%	23.64%	26.32%	15.24%	19.82%	29.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	10	5	15	5	5	5	2	1	1	4	1	1	0	1	0	4	7	1	3	0	6	3	18	8	1	2	3	4	4	1	3	2	2	1	3	0	1	1	0	4	1	1					
		1.01%	0.87%	1.82%	1.39%	1.25%	0.83%	1.63%	1.24%	0.41%	0.90%	1.55%	0.81%	1.02%	0.00%	0.37%	0.00%	3.88%	0.72%	0.40%	0.92%	0.00%	1.79%	0.89%	1.51%	2.19%	0.28%	1.56%	0.72%	2.06%	0.88%	0.20%	2.73%	1.90%	0.60%	0.97%	1.00%	0.00%	0.28%	0.91%	0.00%	1.90%	0.90%	0.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3223	291	84	280	99	153	64	36	51	21	53	29	29	51	31	37	33	297	72	100	38	77	86	341	64	82	40	67	27	73	84	25	16	52	27	66	64	47	47	17	21	25	26					
		23.25%	25.26%	30.55%	25.99%	24.75%	25.54%	20.85%	22.36%	20.73%	18.92%	20.54%	23.58%	29.59%	29.65%	11.61%	27.01%	32.04%	30.40%	28.92%	30.77%	34.55%	22.92%	25.52%	28.58%	17.49%	22.78%	31.25%	16.18%	13.92%	16.08%	16.47%	22.73%	15.24%	15.66%	26.21%	22.07%	18.71%	13.35%	42.73%	17.89%	10.00%	22.52%	10.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	200	18	3	29	13	7	5	0	6	2	2	1	0	0	1	2	5	14	8	2	0	4	6	23	1	1	3	8	2	4	6	1	4	4	0	2	2	1	1	2	3	3	1					
		1.44%	1.56%	1.09%	2.69%	3.25%	1.17%	1.63%	0.00%	2.44%	1.80%	0.78%	0.81%	0.00%	0.00%	0.37%	1.46%	4.85%	1.43%	3.21%	0.62%	0.00%	1.19%	1.78%	1.93%	0.27%	0.28%	2.34%	1.93%	1.03%	0.88%	1.18%	0.91%	3.81%	1.20%	0.00%	0.67%	0.58%	0.28%	0.91%	2.11%	1.43%	2.70%	0.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5346	409	93	386	144	204	106	75	102	50	118	68	44	76	132	67	36	310	100	102	40	115	116	349	165	131	47	193	90	179	210	39	49	172	42	121	135	182	20	38	120	47	124					
		38.56%	35.50%	33.82%	35.84%	36.00%	34.06%	34.53%	46.58%	41.46%	45.05%	45.74%	55.28%	44.90%	44.19%	49.44%	48.91%	34.95%	31.73%	40.16%	31.38%	36.36%	34.23%	34.42%	29.25%	45.08%	36.39%	36.72%	46.62%	46.39%	39.43%	41.18%	35.45%	46.67%	51.81%	40.78%	40.47%	39.47%	51.70%	18.18%	40.00%	57.14%	42.34%	48.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	64	15	1	7	0	2	1	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	1	8	2	0	0	2	2	2	1	0	0	3	0	3	2	3	0	0	2	1	0					
		0.46%	1.30%	0.36%	0.65%	0.00%	0.33%	0.33%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.31%	0.00%	0.00%	0.30%	0.67%	0.55%	0.00%	0.00%	0.48%	1.03%	0.44%	0.20%	0.00%	0.00%	0.90%	0.00%	1.00%	0.58%	0.85%	0.00%	0.00%	0.95%	0.90%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
