Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Починковская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	887	64	70	34	30	13	5	12	4	7	20	15	5	30	6	30	25	38	4	5	5	10	13	9	28	24	25	7	5	5	5	23	68	7	10	13	5	6	72	23	44	63					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	664	25	48	24	14	11	0	6	2	7	16	15	0	30	6	30	25	38	3	3	3	8	11	8	18	24	24	5	2	3	3	18	68	7	10	0	5	2	19	22	42	59					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	256	37	24	7	9	6	3	1	4	1	2	5	7	3	2	8	3	13	3	6	2	3	2	6	8	7	6	1	3	2	1	5	6	2	2	2	6	1	13	7	5	22					
14	Число погашенных неиспользованных открепительных удостоверений	223	39	22	10	16	2	5	6	2	0	4	0	5	0	0	0	0	0	1	2	2	2	2	1	10	0	1	2	3	2	2	5	0	0	0	13	0	4	53	1	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	475	29	25	11	14	21	3	5	8	4	15	7	3	9	6	9	7	17	7	11	5	15	7	19	20	13	20	4	4	8	5	13	16	5	1	5	1	7	32	7	14	43					
		2.67%	1.83%	1.63%	1.95%	1.94%	5.57%	1.97%	1.44%	6.06%	3.85%	4.89%	2.08%	2.42%	2.07%	4.55%	1.85%	1.74%	2.86%	4.83%	6.55%	4.03%	5.62%	5.56%	6.99%	2.66%	2.22%	4.54%	2.42%	3.17%	4.85%	3.36%	3.04%	5.71%	2.44%	0.71%	1.74%	0.63%	4.17%	2.09%	1.96%	2.88%	2.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	87	14	6	1	7	3	1	0	2	0	1	1	0	0	1	3	1	9	0	0	0	0	0	2	3	0	1	0	0	1	0	0	1	2	0	1	0	0	6	3	0	17					
		0.49%	0.88%	0.39%	0.18%	0.97%	0.80%	0.66%	0.00%	1.52%	0.00%	0.33%	0.30%	0.00%	0.00%	0.76%	0.62%	0.25%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.40%	0.00%	0.23%	0.00%	0.00%	0.61%	0.00%	0.00%	0.36%	0.98%	0.00%	0.35%	0.00%	0.00%	0.39%	0.84%	0.00%	0.88%					
20	3.Политическая партия «Демократическая партия России»	24	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2					
		0.13%	0.13%	0.13%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%	0.27%	0.51%	0.45%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2129	287	202	65	113	31	19	56	11	18	32	46	23	48	12	41	27	47	11	17	7	5	9	6	41	50	18	25	29	20	27	38	14	41	16	51	25	43	208	49	62	239					
		11.96%	18.10%	13.19%	11.52%	15.69%	8.22%	12.50%	16.09%	8.33%	17.31%	10.42%	13.65%	18.55%	11.03%	9.09%	8.42%	6.72%	7.91%	7.59%	10.12%	5.65%	1.87%	7.14%	2.21%	5.46%	8.55%	4.08%	15.15%	23.02%	12.12%	18.12%	8.88%	5.00%	20.00%	11.35%	17.71%	15.63%	25.60%	13.56%	13.69%	12.76%	12.32%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	61	10	11	4	6	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	3	2	1	1	0	0	0	0	0	4	0	0	1	0	3	0	2	7					
		0.34%	0.63%	0.72%	0.71%	0.83%	0.27%	0.00%	0.00%	0.00%	0.00%	0.33%	0.30%	0.00%	0.23%	0.00%	0.21%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.40%	0.34%	0.23%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	1.95%	0.00%	0.00%	0.63%	0.00%	0.20%	0.00%	0.41%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	17	2	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1					
		0.10%	0.13%	0.20%	0.00%	0.00%	0.27%	0.00%	0.00%	0.76%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.17%	0.23%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.35%	0.63%	0.00%	0.00%	0.00%	0.00%	0.05%					
24	7.Политическая партия «Либерально-демократическая партия России»	2571	232	248	91	118	47	14	39	20	6	23	48	15	51	10	103	69	53	21	20	26	20	25	36	35	103	50	30	11	13	27	88	36	26	10	53	25	15	328	53	65	268					
		14.44%	14.63%	16.19%	16.13%	16.39%	12.47%	9.21%	11.21%	15.15%	5.77%	7.49%	14.24%	12.10%	11.72%	7.58%	21.15%	17.16%	8.92%	14.48%	11.90%	20.97%	7.49%	19.84%	13.24%	4.66%	17.61%	11.34%	18.18%	8.73%	7.88%	18.12%	20.56%	12.86%	12.68%	7.09%	18.40%	15.63%	8.93%	21.38%	14.80%	13.37%	13.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1741	154	203	76	61	42	17	31	11	12	43	25	14	30	13	38	39	26	29	10	13	20	11	18	50	57	44	6	9	8	7	61	16	15	5	26	11	10	119	28	45	288					
		9.78%	9.71%	13.25%	13.48%	8.47%	11.14%	11.18%	8.91%	8.33%	11.54%	14.01%	7.42%	11.29%	6.90%	9.85%	7.80%	9.70%	4.38%	20.00%	5.95%	10.48%	7.49%	8.73%	6.62%	6.66%	9.74%	9.98%	3.64%	7.14%	4.85%	4.70%	14.25%	5.71%	7.32%	3.55%	9.03%	6.88%	5.95%	7.76%	7.82%	9.26%	14.85%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	111	14	9	1	5	1	3	2	1	0	0	2	0	2	0	2	4	2	1	1	0	0	0	0	7	6	2	0	1	2	1	2	0	0	1	0	2	1	10	8	4	14					
		0.62%	0.88%	0.59%	0.18%	0.69%	0.27%	1.97%	0.57%	0.76%	0.00%	0.00%	0.59%	0.00%	0.46%	0.00%	0.41%	0.99%	0.34%	0.69%	0.60%	0.00%	0.00%	0.00%	0.00%	0.93%	1.03%	0.45%	0.00%	0.79%	1.21%	0.67%	0.47%	0.00%	0.00%	0.71%	0.00%	1.25%	0.60%	0.65%	2.23%	0.82%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10193	781	807	301	377	225	91	210	76	62	180	204	65	281	87	282	248	426	72	104	73	207	74	183	553	327	286	98	70	109	82	215	194	110	106	149	90	85	815	198	284	1006					
		57.25%	49.24%	52.68%	53.37%	52.36%	59.68%	59.87%	60.34%	57.58%	59.62%	58.63%	60.53%	52.42%	64.60%	65.91%	57.91%	61.69%	71.72%	49.66%	61.90%	58.87%	77.53%	58.73%	67.28%	73.64%	55.90%	64.85%	59.39%	55.56%	66.06%	55.03%	50.23%	69.29%	53.66%	75.18%	51.74%	56.25%	50.60%	53.13%	55.31%	58.44%	51.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	86	15	6	5	5	1	3	0	0	0	3	0	0	5	0	5	2	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	1	3	5	0	21					
		0.48%	0.95%	0.39%	0.89%	0.69%	0.27%	1.97%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	1.15%	0.00%	1.03%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.34%	0.00%	0.61%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.60%	0.20%	1.40%	0.00%	1.08%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
