Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
"Наименование Избирательной комиссии:    Тверь, Пролетарская"																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1210	УИК №1211	УИК №1212	УИК №1213									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	374	9	15	13	4	10	6	7	13	13	13	16	9	8	11	5	8	11	6	17	14	6	7	8	7	4	17	13	7	2	7	12	19	6	13	10	8	6	10	1	3	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	507	8	10	16	5	10	22	14	14	18	11	10	16	28	17	25	10	16	6	6	14	9	15	13	19	8	21	18	6	14	21	12	15	17	18	5	5	0	15	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	0	2	5	2	6	1	2	2	1	1	1	3	2	2	0	1	0	2	0	2	0	0	2	0	4	1	0	15	4	0	4	3	2	1	5	1	2	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	877	29	25	36	26	7	11	30	34	23	22	18	20	12	18	14	26	22	31	12	21	39	27	28	16	14	22	29	24	18	8	33	29	12	18	44	38	28	9	2	1	0	1	0									
		3.20%	2.98%	2.47%	4.35%	3.58%	1.16%	3.40%	4.15%	4.12%	4.47%	3.01%	3.02%	2.97%	2.51%	2.91%	3.05%	3.68%	3.13%	3.27%	1.34%	2.19%	4.19%	4.46%	3.68%	2.55%	1.65%	2.63%	3.57%	2.29%	2.80%	2.27%	3.52%	3.90%	2.46%	4.59%	4.49%	4.24%	3.77%	7.69%	1.49%	0.78%	0.00%	2.22%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	509	11	19	15	16	13	8	18	13	7	17	12	9	7	17	14	15	19	14	14	20	8	8	6	9	17	23	17	10	18	3	15	11	14	7	28	11	13	2	3	3	0	5	0									
		1.86%	1.13%	1.88%	1.81%	2.20%	2.15%	2.47%	2.49%	1.58%	1.36%	2.32%	2.01%	1.34%	1.46%	2.75%	3.05%	2.12%	2.70%	1.48%	1.57%	2.08%	0.86%	1.32%	0.79%	1.44%	1.99%	2.75%	2.09%	0.96%	2.80%	0.85%	1.60%	1.48%	2.87%	1.79%	2.85%	1.23%	1.75%	1.71%	2.24%	2.33%	0.00%	11.11%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	643	20	18	24	12	18	4	23	19	10	20	13	20	16	16	15	8	15	31	31	27	27	14	24	15	19	19	17	10	12	8	15	19	11	7	25	22	8	4	3	3	0	1	0									
		2.34%	2.06%	1.78%	2.90%	1.65%	2.98%	1.23%	3.18%	2.30%	1.94%	2.73%	2.18%	2.97%	3.35%	2.59%	3.27%	1.13%	2.13%	3.27%	3.47%	2.81%	2.90%	2.31%	3.15%	2.39%	2.23%	2.27%	2.09%	0.96%	1.86%	2.27%	1.60%	2.55%	2.26%	1.79%	2.55%	2.45%	1.08%	3.42%	2.24%	2.33%	0.00%	2.22%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10475	304	387	288	276	219	101	301	326	177	269	240	244	168	244	160	245	242	355	336	341	345	240	280	248	310	326	304	532	273	131	347	295	216	155	386	378	277	47	66	49	8	17	22									
		38.19%	31.24%	38.24%	34.82%	37.96%	36.26%	31.17%	41.63%	39.52%	34.37%	36.75%	40.20%	36.20%	35.15%	39.48%	34.86%	34.70%	34.38%	37.49%	37.63%	35.48%	37.06%	39.60%	36.79%	39.55%	36.43%	38.99%	37.44%	50.81%	42.39%	37.22%	37.03%	39.65%	44.35%	39.54%	39.35%	42.14%	37.33%	40.17%	49.25%	37.98%	57.14%	37.78%	52.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	333	13	16	14	14	8	3	6	5	7	11	8	12	6	8	4	12	10	12	6	14	8	9	9	4	12	9	10	14	6	2	8	7	6	1	16	6	14	1	0	2	0	0	0									
		1.21%	1.34%	1.58%	1.69%	1.93%	1.32%	0.93%	0.83%	0.61%	1.36%	1.50%	1.34%	1.78%	1.26%	1.29%	0.87%	1.70%	1.42%	1.27%	0.67%	1.46%	0.86%	1.49%	1.18%	0.64%	1.41%	1.08%	1.23%	1.34%	0.93%	0.57%	0.85%	0.94%	1.23%	0.26%	1.63%	0.67%	1.89%	0.85%	0.00%	1.55%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	1	1	2	1	1	0	1	2	2	3	0	0	0	2	0	1	0	1	3	0	1	4	0	1	1	5	1	2	2	2	0	0	3	1	1	2	2	0	1	0	0	0	0									
		0.18%	0.10%	0.10%	0.24%	0.14%	0.17%	0.00%	0.14%	0.24%	0.39%	0.41%	0.00%	0.00%	0.00%	0.32%	0.00%	0.14%	0.00%	0.11%	0.34%	0.00%	0.11%	0.66%	0.00%	0.16%	0.12%	0.60%	0.12%	0.19%	0.31%	0.57%	0.00%	0.00%	0.62%	0.26%	0.10%	0.22%	0.27%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4817	183	180	128	105	89	78	127	155	105	144	103	124	84	104	83	137	123	149	166	167	136	102	136	94	170	117	120	240	109	74	117	146	88	70	161	165	144	25	18	31	2	11	7									
		17.56%	18.81%	17.79%	15.48%	14.44%	14.74%	24.07%	17.57%	18.79%	20.39%	19.67%	17.25%	18.40%	17.57%	16.83%	18.08%	19.41%	17.47%	15.73%	18.59%	17.38%	14.61%	16.83%	17.87%	14.99%	19.98%	13.99%	14.78%	22.92%	16.93%	21.02%	12.49%	19.62%	18.07%	17.86%	16.41%	18.39%	19.41%	21.37%	13.43%	24.03%	14.29%	24.44%	16.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	333	15	10	15	10	14	4	5	11	2	7	9	5	9	6	11	11	4	12	8	8	13	6	9	4	14	9	8	7	4	6	11	19	7	5	15	7	12	1	0	0	0	0	0									
		1.21%	1.54%	0.99%	1.81%	1.38%	2.32%	1.23%	0.69%	1.33%	0.39%	0.96%	1.51%	0.74%	1.88%	0.97%	2.40%	1.56%	0.57%	1.27%	0.90%	0.83%	1.40%	0.99%	1.18%	0.64%	1.65%	1.08%	0.99%	0.67%	0.62%	1.70%	1.17%	2.55%	1.44%	1.28%	1.53%	0.78%	1.62%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	465	13	27	14	23	13	5	18	8	12	16	8	9	7	15	11	4	13	16	15	19	10	4	12	9	12	10	10	12	14	2	27	10	8	6	19	16	14	4	0	0	0	0	0									
		1.70%	1.34%	2.67%	1.69%	3.16%	2.15%	1.54%	2.49%	0.97%	2.33%	2.19%	1.34%	1.34%	1.46%	2.43%	2.40%	0.57%	1.85%	1.69%	1.68%	1.98%	1.07%	0.66%	1.58%	1.44%	1.41%	1.20%	1.23%	1.15%	2.17%	0.57%	2.88%	1.34%	1.64%	1.53%	1.94%	1.78%	1.89%	3.42%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	1	0	0	2	1	0	0	0	0	0	2	0	0	0	1	1	0	1	2	0	3	2	0	0	3	0	1	3	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0									
		0.11%	0.10%	0.00%	0.00%	0.28%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.22%	0.14%	0.00%	0.11%	0.22%	0.00%	0.32%	0.33%	0.00%	0.00%	0.35%	0.00%	0.12%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.11%	0.27%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	923	51	31	36	45	26	6	20	45	20	25	20	28	21	36	14	18	27	36	27	42	48	20	15	17	23	10	14	18	16	7	30	24	9	15	28	20	26	4	1	1	0	0	3									
		3.37%	5.24%	3.06%	4.35%	6.19%	4.30%	1.85%	2.77%	5.45%	3.88%	3.42%	3.35%	4.15%	4.39%	5.83%	3.05%	2.55%	3.84%	3.80%	3.02%	4.37%	5.16%	3.30%	1.97%	2.71%	2.70%	1.20%	1.72%	1.72%	2.48%	1.99%	3.20%	3.23%	1.85%	3.83%	2.85%	2.23%	3.50%	3.42%	0.75%	0.78%	0.00%	0.00%	7.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4226	189	154	142	108	107	42	94	113	71	101	86	122	87	76	82	114	114	142	135	170	180	85	126	114	125	163	162	78	77	53	163	101	54	53	150	145	96	12	8	18	4	5	5									
		15.41%	19.42%	15.22%	17.17%	14.86%	17.72%	12.96%	13.00%	13.70%	13.79%	13.80%	14.41%	18.10%	18.20%	12.30%	17.86%	16.15%	16.19%	14.99%	15.12%	17.69%	19.33%	14.03%	16.56%	18.18%	14.69%	19.50%	19.95%	7.45%	11.96%	15.06%	17.40%	13.58%	11.09%	13.52%	15.29%	16.16%	12.94%	10.26%	5.97%	13.95%	28.57%	11.11%	11.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	4	7	2	3	0	2	2	1	1	3	3	4	0	4	2	7	4	5	6	6	2	3	3	1	3	3	0	5	1	0	4	1	2	2	7	5	6	0	0	3	0	0	0									
		0.43%	0.41%	0.69%	0.24%	0.41%	0.00%	0.62%	0.28%	0.12%	0.19%	0.41%	0.50%	0.59%	0.00%	0.65%	0.44%	0.99%	0.57%	0.53%	0.67%	0.62%	0.21%	0.50%	0.39%	0.16%	0.35%	0.36%	0.00%	0.48%	0.16%	0.00%	0.43%	0.13%	0.41%	0.51%	0.71%	0.56%	0.81%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2877	107	112	99	67	75	46	61	77	63	70	62	65	53	56	36	83	100	110	119	108	95	67	95	70	102	82	100	68	80	46	91	60	41	40	85	61	91	6	10	10	0	5	3									
		10.49%	10.99%	11.07%	11.97%	9.22%	12.42%	14.20%	8.44%	9.33%	12.23%	9.56%	10.39%	9.64%	11.09%	9.06%	7.84%	11.76%	14.20%	11.62%	13.33%	11.24%	10.20%	11.06%	12.48%	11.16%	11.99%	9.81%	12.32%	6.49%	12.42%	13.07%	9.71%	8.06%	8.42%	10.20%	8.66%	6.80%	12.26%	5.13%	7.46%	7.75%	0.00%	11.11%	7.14%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
