17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	Богданов Андрей Владимирович	635	33	29	27	26	21	2	9	35	10	33	25	17	6	32	30	8	8	9	21	12	13	13	30	2	5	33	37	3	2	4	32	38	30					
		1.35%	1.86%	1.44%	1.83%	1.34%	1.52%	0.11%	0.48%	2.04%	1.89%	1.92%	1.45%	0.98%	1.23%	1.91%	1.94%	2.08%	1.09%	1.27%	2.05%	1.02%	0.86%	0.85%	1.59%	0.21%	0.59%	1.70%	2.48%	0.19%	0.12%	1.12%	2.02%	1.81%	1.33%					
19	Жириновский Владимир Вольфович	4743	247	136	188	224	170	20	21	156	45	280	245	224	54	169	169	53	82	59	127	173	180	170	210	12	103	281	189	15	19	47	180	255	240					
		10.06%	13.92%	6.76%	12.73%	11.58%	12.29%	1.06%	1.11%	9.09%	8.52%	16.28%	14.23%	12.89%	11.09%	10.11%	10.92%	13.80%	11.20%	8.36%	12.41%	14.64%	11.93%	11.06%	11.11%	1.28%	12.15%	14.45%	12.65%	0.94%	1.18%	13.13%	11.34%	12.18%	10.64%					
20	Зюганов Геннадий Андреевич	7474	326	374	267	418	256	37	34	401	83	266	288	338	102	297	247	63	133	122	145	246	344	390	306	14	157	345	265	32	31	91	273	450	333					
		15.85%	18.38%	18.58%	18.08%	21.60%	18.51%	1.97%	1.80%	23.37%	15.72%	15.47%	16.72%	19.45%	20.94%	17.76%	15.96%	16.41%	18.17%	17.28%	14.17%	20.81%	22.80%	25.37%	16.19%	1.49%	18.51%	17.74%	17.74%	2.01%	1.93%	25.42%	17.19%	21.49%	14.76%					
21	Медведев Дмитрий Анатольевич	33376	1118	1468	966	1227	906	1772	1787	1072	384	1117	1138	1125	323	1140	1083	248	494	508	701	708	935	936	1320	898	567	1250	952	1508	1527	211	1058	1297	1632					
		70.77%	63.02%	72.93%	65.40%	63.41%	65.51%	94.36%	94.60%	62.47%	72.73%	64.94%	66.09%	64.73%	66.32%	68.18%	69.96%	64.58%	67.49%	71.95%	68.52%	59.90%	61.96%	60.90%	69.84%	95.53%	66.86%	64.27%	63.72%	94.90%	94.90%	58.94%	66.62%	61.94%	72.34%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
