Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Новоузенская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1702	36	17	0	65	33	41	20	46	20	73	7	64	73	79	47	46	56	11	25	52	21	25	9	0	18	6	62	11	3	93	20	18	54	4	26	22	40	76	93	38	14	43	1	50	81	12	6	6	7	32									
		10.12%	7.66%	10.63%	0.00%	10.38%	4.83%	5.78%	3.15%	10.55%	10.26%	16.01%	3.18%	12.57%	9.95%	10.34%	7.08%	7.46%	9.43%	13.10%	6.20%	12.65%	35.59%	28.09%	6.47%	0.00%	6.77%	7.79%	10.65%	13.92%	3.37%	31.42%	22.99%	29.03%	17.48%	3.81%	24.76%	11.22%	9.90%	8.37%	12.79%	14.84%	17.50%	14.19%	0.83%	15.92%	19.01%	7.84%	8.70%	4.51%	4.19%	21.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	0	0	0	2	3	2	1	1	0	0	3	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.29%	0.42%	0.32%	0.23%	0.51%	0.00%	0.00%	0.59%	0.27%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	146	0	1	4	4	8	7	11	0	3	3	0	5	2	12	5	7	7	3	3	10	0	1	0	0	2	1	6	0	4	2	1	0	3	0	0	1	0	2	0	4	0	6	2	3	5	4	0	0	3	1									
		0.87%	0.00%	0.63%	0.62%	0.64%	1.17%	0.99%	1.74%	0.00%	1.54%	0.66%	0.00%	0.98%	0.27%	1.57%	0.75%	1.13%	1.18%	3.57%	0.74%	2.43%	0.00%	1.12%	0.00%	0.00%	0.75%	1.30%	1.03%	0.00%	4.49%	0.68%	1.15%	0.00%	0.97%	0.00%	0.00%	0.51%	0.00%	0.22%	0.00%	1.56%	0.00%	1.98%	1.67%	0.96%	1.17%	2.61%	0.00%	0.00%	1.80%	0.68%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
