Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
"Наименование Избирательной комиссии:    Липецк, Правобережная"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №877					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	162	3	1	1	1	4	9	5	8	6	14	9	3	2	6	5	2	3	0	8	8	4	4	3	0	0	6	6	10	3	0	3	2	2	8	7	3	2	1	0					
		0.50%	0.79%	0.21%	0.18%	0.08%	0.38%	0.69%	0.45%	0.89%	0.42%	1.08%	0.77%	0.26%	0.23%	0.78%	0.61%	2.38%	0.38%	0.00%	0.68%	0.69%	0.57%	0.60%	0.42%	0.00%	0.00%	0.60%	0.56%	0.91%	0.34%	0.00%	0.35%	0.23%	0.20%	0.83%	0.63%	0.43%	0.30%	0.28%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
