Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    район Бирюлево Западное																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	405	20	16	22	19	14	31	15	17	20	21	5	30	16	20	19	12	8	17	18	23	26	16									
		2.56%	2.99%	2.12%	3.25%	2.63%	1.99%	4.03%	2.13%	2.56%	2.88%	4.84%	0.63%	3.62%	2.10%	2.72%	2.32%	1.67%	1.31%	2.46%	2.81%	3.16%	2.90%	1.95%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	369	11	25	17	18	14	21	34	12	13	14	24	13	14	17	18	9	8	14	20	18	17	18									
		2.33%	1.64%	3.31%	2.51%	2.49%	1.99%	2.73%	4.82%	1.81%	1.87%	3.23%	3.03%	1.57%	1.83%	2.31%	2.20%	1.26%	1.31%	2.02%	3.12%	2.47%	1.90%	2.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	469	23	34	28	27	13	14	13	20	25	23	38	21	19	20	30	9	24	17	12	12	24	23									
		2.96%	3.44%	4.50%	4.14%	3.74%	1.84%	1.82%	1.84%	3.01%	3.60%	5.30%	4.80%	2.53%	2.49%	2.72%	3.67%	1.26%	3.92%	2.46%	1.87%	1.65%	2.68%	2.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6552	313	296	271	290	318	375	250	309	311	157	311	341	306	298	345	298	251	280	245	284	395	308									
		41.36%	46.79%	39.15%	40.03%	40.17%	45.11%	48.76%	35.46%	46.54%	44.75%	36.18%	39.32%	41.13%	40.10%	40.54%	42.18%	41.56%	40.95%	40.46%	38.22%	38.96%	44.04%	37.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	262	9	11	7	14	5	9	14	13	7	6	9	16	9	14	12	24	9	11	10	17	23	13									
		1.65%	1.35%	1.46%	1.03%	1.94%	0.71%	1.17%	1.99%	1.96%	1.01%	1.38%	1.14%	1.93%	1.18%	1.90%	1.47%	3.35%	1.47%	1.59%	1.56%	2.33%	2.56%	1.58%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	1	0	1	1	1	1	3	2	1	4	0	1	1	2	4	1	2	8	1	0	3	4									
		0.27%	0.15%	0.00%	0.15%	0.14%	0.14%	0.13%	0.43%	0.30%	0.14%	0.92%	0.00%	0.12%	0.13%	0.27%	0.49%	0.14%	0.33%	1.16%	0.16%	0.00%	0.33%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3064	107	160	113	130	127	120	118	109	120	83	142	153	165	163	167	171	148	160	115	161	166	166									
		19.34%	15.99%	21.16%	16.69%	18.01%	18.01%	15.60%	16.74%	16.42%	17.27%	19.12%	17.95%	18.46%	21.63%	22.18%	20.42%	23.85%	24.14%	23.12%	17.94%	22.09%	18.51%	20.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	274	14	15	10	20	9	13	16	11	16	9	14	10	13	5	16	10	8	12	15	15	13	10									
		1.73%	2.09%	1.98%	1.48%	2.77%	1.28%	1.69%	2.27%	1.66%	2.30%	2.07%	1.77%	1.21%	1.70%	0.68%	1.96%	1.39%	1.31%	1.73%	2.34%	2.06%	1.45%	1.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	325	18	10	13	13	10	18	21	15	18	9	10	17	15	15	13	10	12	9	15	13	25	26									
		2.05%	2.69%	1.32%	1.92%	1.80%	1.42%	2.34%	2.98%	2.26%	2.59%	2.07%	1.26%	2.05%	1.97%	2.04%	1.59%	1.39%	1.96%	1.30%	2.34%	1.78%	2.79%	3.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	2	1	1	3	0	0	0	0	0	1	1	2	4	2	0	1	0	0	0	6	1									
		0.16%	0.00%	0.26%	0.15%	0.14%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.12%	0.26%	0.54%	0.24%	0.00%	0.16%	0.00%	0.00%	0.00%	0.67%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	763	27	22	32	45	23	35	52	23	30	32	52	49	39	34	29	33	16	25	38	45	34	48									
		4.82%	4.04%	2.91%	4.73%	6.23%	3.26%	4.55%	7.38%	3.46%	4.32%	7.37%	6.57%	5.91%	5.11%	4.63%	3.55%	4.60%	2.61%	3.61%	5.93%	6.17%	3.79%	5.84%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1903	68	87	99	77	94	78	92	77	75	49	114	95	101	84	92	85	67	74	83	93	117	102									
		12.01%	10.16%	11.51%	14.62%	10.66%	13.33%	10.14%	13.05%	11.60%	10.79%	11.29%	14.41%	11.46%	13.24%	11.43%	11.25%	11.85%	10.93%	10.69%	12.95%	12.76%	13.04%	12.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	2	6	5	1	10	5	3	3	3	2	3	1	4	2	5	3	2	4	4	0	3	6									
		0.49%	0.30%	0.79%	0.74%	0.14%	1.42%	0.65%	0.43%	0.45%	0.43%	0.46%	0.38%	0.12%	0.52%	0.27%	0.61%	0.42%	0.33%	0.58%	0.62%	0.00%	0.33%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1015	47	58	47	58	43	43	59	38	44	14	53	63	46	42	50	40	41	46	52	32	32	67									
		6.41%	7.03%	7.67%	6.94%	8.03%	6.10%	5.59%	8.37%	5.72%	6.33%	3.23%	6.70%	7.60%	6.03%	5.71%	6.11%	5.58%	6.69%	6.65%	8.11%	4.39%	3.57%	8.15%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
