Выборы Президента Российской Федерации																																																																							
																																																																							
"Наименование Избирательной комиссии:    Курск, Сеймская"																																																																							
																																																																							
Итоги голосования 																																																																							
																																																																							
		Сумма	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
18	. Глазьев Сергей Юрьевич	3665	40	80	23	24	44	53	33	39	80	47	63	66	73	74	55	75	72	33	24	70	65	84	41	42	63	64	66	76	57	94	76	97	70	66	62	47	59	61	42	74	51	67	81	64	57	18	86	66	69	54	62	75	37	58	59	72	29	68	86	52	44	29	5	2					
		5.58%	4.35%	5.94%	4.28%	3.31%	4.40%	3.86%	4.53%	4.56%	6.27%	3.59%	5.79%	5.13%	5.22%	5.10%	4.31%	6.35%	5.37%	4.82%	4.66%	6.15%	6.09%	5.91%	5.69%	4.17%	5.04%	4.95%	5.00%	6.60%	8.72%	7.34%	6.44%	6.81%	6.72%	7.62%	6.03%	6.84%	7.05%	6.85%	5.38%	7.78%	4.83%	4.99%	6.28%	4.90%	5.34%	4.62%	7.39%	5.75%	6.91%	5.52%	6.26%	5.73%	4.51%	6.33%	4.77%	5.26%	5.08%	5.58%	6.67%	4.09%	5.50%	4.41%	4.59%	1.35%					
19	. Малышкин Олег Александрович	1675	34	39	14	18	15	27	16	28	23	11	42	34	25	31	26	23	35	13	11	35	26	24	13	29	27	41	45	33	14	36	22	29	22	13	20	12	29	35	30	29	27	61	38	40	35	15	38	23	32	23	28	31	24	15	23	29	16	33	31	42	27	11	3	1					
		2.55%	3.70%	2.90%	2.61%	2.48%	1.50%	1.97%	2.20%	3.27%	1.80%	0.84%	3.86%	2.64%	1.79%	2.14%	2.04%	1.95%	2.61%	1.90%	2.14%	3.07%	2.44%	1.69%	1.80%	2.88%	2.16%	3.17%	3.41%	2.87%	2.14%	2.81%	1.86%	2.04%	2.11%	1.50%	1.94%	1.75%	3.46%	3.93%	3.85%	3.05%	2.56%	4.54%	2.95%	3.06%	3.28%	3.85%	3.26%	2.00%	3.20%	2.35%	2.83%	2.37%	2.92%	1.64%	1.86%	2.12%	2.80%	2.71%	2.40%	3.30%	3.38%	1.67%	2.75%	0.68%					
20	. Миронов Сергей Михайлович	899	11	16	7	16	15	12	8	7	11	8	15	11	7	24	21	20	11	13	6	16	11	20	5	15	12	20	16	7	14	9	15	17	16	6	19	11	17	18	15	16	16	17	15	14	16	7	17	19	15	29	17	19	15	8	20	26	14	24	27	19	2	7	2	0					
		1.37%	1.20%	1.19%	1.30%	2.20%	1.50%	0.87%	1.10%	0.82%	0.86%	0.61%	1.38%	0.86%	0.50%	1.66%	1.65%	1.69%	0.82%	1.90%	1.17%	1.40%	1.03%	1.41%	0.69%	1.49%	0.96%	1.55%	1.21%	0.61%	2.14%	0.70%	1.27%	1.19%	1.54%	0.69%	1.85%	1.60%	2.03%	2.02%	1.92%	1.68%	1.52%	1.27%	1.16%	1.07%	1.50%	1.79%	1.46%	1.66%	1.50%	2.96%	1.72%	1.45%	1.83%	0.87%	1.62%	1.90%	2.45%	1.97%	2.09%	1.49%	0.25%	1.06%	1.83%	0.00%					
21	. Путин Владимир Владимирович	39936	577	813	360	441	663	881	475	532	796	427	659	764	870	852	801	729	800	417	325	646	633	873	411	607	771	787	891	705	417	808	718	874	644	525	620	431	532	491	498	594	695	838	825	817	705	222	729	711	616	636	568	778	499	565	772	785	356	701	723	694	442	432	64	105					
		60.76%	62.79%	60.36%	67.04%	60.74%	66.30%	64.17%	65.25%	62.15%	62.38%	32.62%	60.57%	59.41%	62.23%	58.76%	62.82%	61.73%	59.66%	60.88%	63.11%	56.72%	59.33%	61.39%	57.00%	60.34%	61.63%	60.91%	67.50%	61.25%	63.76%	63.12%	60.80%	61.38%	61.80%	60.62%	60.25%	62.74%	63.56%	55.17%	63.85%	62.46%	65.81%	62.40%	63.95%	62.56%	66.07%	56.92%	62.63%	61.93%	61.66%	64.96%	57.37%	59.48%	60.78%	61.68%	62.46%	57.38%	62.35%	57.51%	56.09%	54.60%	55.25%	65.65%	58.72%	70.95%					
22	. Хакамада Ирина Муцуовна	2068	24	49	23	20	42	52	23	33	41	25	48	44	56	58	41	47	46	25	24	41	36	45	22	33	32	53	25	33	17	51	41	62	34	21	28	21	40	27	23	23	41	24	24	46	21	11	36	27	42	21	30	30	30	40	32	46	11	25	35	31	21	9	1	5					
		3.15%	2.61%	3.64%	4.28%	2.75%	4.20%	3.79%	3.16%	3.86%	3.21%	1.91%	4.41%	3.42%	4.01%	4.00%	3.22%	3.98%	3.43%	3.65%	4.66%	3.60%	3.37%	3.16%	3.05%	3.28%	2.56%	4.10%	1.89%	2.87%	2.60%	3.98%	3.47%	4.35%	3.26%	2.42%	2.72%	3.06%	4.78%	3.03%	2.95%	2.42%	3.88%	1.79%	1.86%	3.52%	1.97%	2.82%	3.09%	2.35%	4.20%	2.15%	3.03%	2.29%	3.65%	4.37%	2.59%	3.36%	1.93%	2.05%	2.72%	2.44%	2.62%	1.37%	0.92%	3.38%					
23	. Харитонов Николай Михайлович	13037	175	260	82	171	166	271	135	165	259	138	212	287	307	326	255	233	300	148	95	236	215	276	179	213	287	249	207	229	92	207	229	260	195	179	213	121	120	193	122	158	176	246	247	256	176	97	173	243	154	174	248	305	174	201	256	307	116	299	305	339	219	129	19	13					
		19.84%	19.04%	19.30%	15.27%	23.55%	16.60%	19.74%	18.54%	19.28%	20.30%	10.54%	19.49%	22.32%	21.96%	22.48%	20.00%	19.73%	22.37%	21.61%	18.45%	20.72%	20.15%	19.41%	24.83%	21.17%	22.94%	19.27%	15.68%	19.90%	14.07%	16.17%	19.39%	18.26%	18.71%	20.67%	20.70%	17.61%	14.34%	21.69%	15.64%	16.61%	16.67%	18.32%	19.15%	19.60%	16.49%	24.87%	14.86%	21.17%	15.42%	17.77%	25.05%	23.32%	21.19%	21.94%	20.71%	22.44%	20.32%	24.53%	23.66%	26.67%	27.38%	19.60%	17.43%	8.78%					
																																																																							
24	Против всех	3327	55	82	26	28	50	65	34	44	59	36	43	68	56	76	63	49	72	31	22	83	73	90	46	53	52	64	57	57	36	65	72	80	55	46	60	39	37	54	42	51	43	65	53	57	44	17	73	53	67	38	31	61	37	28	67	90	27	61	79	73	30	28	13	21					
		5.06%	5.98%	6.09%	4.84%	3.86%	5.00%	4.73%	4.67%	5.14%	4.62%	2.75%	3.95%	5.29%	4.01%	5.24%	4.94%	4.15%	5.37%	4.53%	4.27%	7.29%	6.84%	6.33%	6.38%	5.27%	4.16%	4.95%	4.32%	4.95%	5.50%	5.08%	6.10%	5.62%	5.28%	5.31%	5.83%	5.68%	4.42%	6.07%	5.38%	5.36%	4.07%	4.84%	4.11%	4.36%	4.12%	4.36%	6.27%	4.62%	6.71%	3.88%	3.13%	4.66%	4.51%	3.06%	5.42%	6.58%	4.73%	5.00%	6.13%	5.74%	3.75%	4.26%	11.93%	14.19%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
