Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Отрадная городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97					
		0.70%	0.44%	0.76%	0.47%	0.46%	1.13%	1.23%	0.92%	0.60%	0.62%	0.33%	0.90%	0.72%	0.54%	0.49%	0.61%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
