Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Ишимская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	31	1	1	3	0	1	0	0	0	0	1	0	0	0	1	0	1	5	2	0	1	0	1	2	2	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.14%	0.16%	0.45%	1.10%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.34%	0.00%	0.32%	0.87%	0.34%	0.00%	0.16%	0.00%	0.13%	2.04%	0.37%	0.00%	0.76%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.15%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	62	0	1	4	7	0	0	0	0	0	0	0	0	0	1	0	0	14	5	4	2	0	1	1	1	0	0	0	2	0	1	2	1	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	1	0	0									
		0.27%	0.00%	0.45%	1.47%	3.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	2.43%	0.86%	3.10%	0.32%	0.00%	0.13%	1.02%	0.19%	0.00%	0.00%	0.00%	0.58%	0.00%	0.18%	0.53%	0.38%	0.13%	0.11%	0.30%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.22%	4.49%	0.49%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	47	1	0	1	0	0	0	0	4	0	0	0	0	0	3	0	1	3	2	0	1	1	1	1	3	0	0	3	1	0	1	4	1	2	1	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	1									
		0.21%	0.16%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.32%	0.52%	0.34%	0.00%	0.16%	0.51%	0.13%	1.02%	0.56%	0.00%	0.00%	0.54%	0.29%	0.00%	0.18%	1.06%	0.38%	0.27%	0.11%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.22%	0.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19107	584	186	234	181	301	530	400	252	302	141	162	279	1270	265	76	200	436	417	108	576	182	692	75	485	747	117	507	292	184	488	265	184	682	702	567	82	328	163	129	840	912	202	215	515	262	698	113	115	137	403	127	175	403	219									
		84.05%	92.70%	83.04%	85.71%	87.02%	88.01%	83.99%	79.37%	82.89%	85.31%	84.43%	86.17%	98.59%	93.04%	91.07%	93.83%	64.94%	75.83%	71.40%	83.72%	92.60%	92.86%	88.15%	76.53%	89.81%	91.32%	89.31%	90.54%	84.15%	92.00%	87.14%	70.29%	70.77%	90.69%	77.65%	85.14%	85.42%	82.00%	86.24%	81.65%	80.61%	69.99%	76.23%	79.63%	79.35%	70.62%	90.41%	90.40%	74.19%	91.33%	88.38%	81.41%	84.95%	87.42%	86.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.14%	0.16%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.17%	0.17%	0.00%	0.00%	0.00%	0.13%	1.02%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.18%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.17%	0.00%	1.55%	0.00%	0.00%	0.13%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1449	5	5	15	12	11	52	42	18	15	11	8	3	8	7	1	2	46	74	8	12	2	7	7	24	20	4	15	19	6	18	48	10	12	160	40	2	30	7	8	145	138	19	27	85	81	32	6	22	2	32	12	10	26	18									
		6.37%	0.79%	2.23%	5.49%	5.77%	3.22%	8.24%	8.33%	5.92%	4.24%	6.59%	4.26%	1.06%	0.59%	2.41%	1.23%	0.65%	8.00%	12.67%	6.20%	1.93%	1.02%	0.89%	7.14%	4.44%	2.44%	3.05%	2.68%	5.48%	3.00%	3.21%	12.73%	3.85%	1.60%	17.70%	6.01%	2.08%	7.50%	3.70%	5.06%	13.92%	10.59%	7.17%	10.00%	13.10%	21.83%	4.15%	4.80%	14.19%	1.33%	7.02%	7.69%	4.85%	5.64%	7.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.24%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	2.00%	0.18%	0.00%	0.00%	0.00%	0.11%	0.15%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.13%	0.11%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.76%	0.00%	0.29%	0.00%	0.18%	0.00%	0.38%	0.13%	0.11%	0.15%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.49%	0.22%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	497	6	6	13	5	7	4	28	9	12	5	5	0	7	2	1	0	21	14	4	6	4	5	3	7	16	4	9	12	1	5	18	7	6	10	15	4	21	11	10	28	33	8	15	10	9	23	3	8	2	8	0	12	8	7									
		2.19%	0.95%	2.68%	4.76%	2.40%	2.05%	0.63%	5.56%	2.96%	3.39%	2.99%	2.66%	0.00%	0.51%	0.69%	1.23%	0.00%	3.65%	2.40%	3.10%	0.96%	2.04%	0.64%	3.06%	1.30%	1.96%	3.05%	1.61%	3.46%	0.50%	0.89%	4.77%	2.69%	0.80%	1.11%	2.25%	4.17%	5.25%	5.82%	6.33%	2.69%	2.53%	3.02%	5.56%	1.54%	2.43%	2.98%	2.40%	5.16%	1.33%	1.75%	0.00%	5.83%	1.74%	2.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	1	0	0									
		0.11%	0.16%	0.00%	0.37%	1.44%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.17%	0.00%	1.55%	0.32%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.13%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	2.67%	0.22%	0.00%	0.49%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1389	30	23	1	0	20	35	33	21	25	7	13	1	80	9	3	100	30	67	1	22	5	76	5	18	31	4	26	17	5	42	40	55	46	25	35	4	15	5	8	25	201	33	9	32	15	19	3	9	5	9	10	6	22	8									
		6.11%	4.76%	10.27%	0.37%	0.00%	5.85%	5.55%	6.55%	6.91%	7.06%	4.19%	6.91%	0.35%	5.86%	3.09%	3.70%	32.47%	5.22%	11.47%	0.78%	3.54%	2.55%	9.68%	5.10%	3.33%	3.79%	3.05%	4.64%	4.90%	2.50%	7.50%	10.61%	21.15%	6.12%	2.77%	5.26%	4.17%	3.75%	2.65%	5.06%	2.40%	15.43%	12.45%	3.33%	4.93%	4.04%	2.46%	2.40%	5.81%	3.33%	1.97%	6.41%	2.91%	4.77%	3.16%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
