Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Камешкирская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	416	4	2	4	0	17	4	3	0	11	33	12	0	2	17	4	1	5	6	118	95	9	54	15									
		5.85%	1.14%	2.13%	3.88%	0.00%	3.70%	5.80%	1.05%	0.00%	4.31%	6.61%	2.59%	0.00%	2.38%	6.94%	2.35%	1.79%	2.91%	2.44%	12.46%	16.81%	1.63%	8.33%	4.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	3	0	0	0	0									
		0.15%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.41%	0.32%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	1	3	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.53%	0.18%	0.46%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	7	0	1	6	0									
		0.30%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.40%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.18%	0.93%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	684	24	4	5	8	38	3	33	4	14	51	49	3	6	23	15	0	16	10	171	68	59	67	13									
		9.62%	6.86%	4.26%	4.85%	3.23%	8.26%	4.35%	11.50%	2.26%	5.49%	10.22%	10.56%	7.14%	7.14%	9.39%	8.82%	0.00%	9.30%	4.07%	18.06%	12.04%	10.67%	10.34%	3.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	2	0	1	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.20%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.41%	0.21%	0.00%	0.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	90	1	0	0	0	5	0	1	0	4	3	3	0	0	3	2	2	0	3	28	13	2	17	3									
		1.27%	0.29%	0.00%	0.00%	0.00%	1.09%	0.00%	0.35%	0.00%	1.57%	0.60%	0.65%	0.00%	0.00%	1.22%	1.18%	3.57%	0.00%	1.22%	2.96%	2.30%	0.36%	2.62%	0.80%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
