Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Канская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №2269					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	471	15	5	1	4	15	1	21	0	4	4	34	14	60	2	1	3	47	7	4	26	3	4	1	29	0	2	13	0	1	13	6	3	0	16	6	1	2	0	0	5	0	20	2	1	3	10	14	2	3	1	1	1	37	3					
		3.71%	2.52%	7.81%	1.37%	2.14%	8.82%	2.27%	5.74%	0.00%	3.60%	1.37%	4.19%	6.90%	11.34%	1.55%	1.14%	2.42%	10.96%	16.67%	5.41%	5.75%	6.82%	8.89%	0.89%	6.90%	0.00%	2.63%	8.39%	0.00%	0.71%	3.89%	5.41%	1.99%	0.00%	3.64%	2.71%	1.16%	1.18%	0.00%	0.00%	0.73%	0.00%	2.00%	1.94%	0.87%	2.14%	1.67%	5.28%	1.53%	2.14%	1.61%	1.16%	1.02%	2.83%	3.57%					
19	2.Всероссийская политическая партия «Гражданская Сила»	48	1	0	1	1	0	0	0	0	0	0	7	0	1	0	0	0	3	0	0	0	3	0	1	1	0	0	0	0	1	4	0	0	0	0	1	0	2	0	3	2	0	6	0	0	0	0	2	1	1	0	0	1	5	0					
		0.38%	0.17%	0.00%	1.37%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.19%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	6.82%	0.00%	0.89%	0.24%	0.00%	0.00%	0.00%	0.00%	0.71%	1.20%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	1.18%	0.00%	1.76%	0.29%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.75%	0.76%	0.71%	0.00%	0.00%	1.02%	0.38%	0.00%					
20	3.Политическая партия «Демократическая партия России»	21	3	1	0	0	2	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0					
		0.17%	0.50%	1.56%	0.00%	0.00%	1.18%	0.00%	0.27%	0.00%	0.00%	0.00%	0.25%	0.49%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.66%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1895	105	9	12	26	50	11	59	13	22	24	78	13	55	15	9	23	54	10	19	58	3	8	13	57	4	12	4	12	25	78	35	40	17	87	21	5	5	3	3	83	13	178	23	35	20	84	56	10	10	18	17	7	235	9					
		14.92%	17.62%	14.06%	16.44%	13.90%	29.41%	25.00%	16.12%	14.13%	19.82%	8.22%	9.61%	6.40%	10.40%	11.63%	10.23%	18.55%	12.59%	23.81%	25.68%	12.83%	6.82%	17.78%	11.61%	13.57%	7.41%	15.79%	2.58%	17.65%	17.86%	23.35%	31.53%	26.49%	23.29%	19.82%	9.50%	5.81%	2.94%	3.61%	1.76%	12.08%	25.49%	17.82%	22.33%	30.43%	14.29%	14.02%	21.13%	7.63%	7.14%	29.03%	19.77%	7.14%	17.95%	10.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	144	9	0	0	3	0	0	1	1	0	7	7	2	7	1	0	0	8	2	0	4	0	0	0	10	2	1	0	3	1	2	0	3	2	3	3	1	2	0	1	2	0	23	3	2	1	4	0	0	3	0	0	4	16	0					
		1.13%	1.51%	0.00%	0.00%	1.60%	0.00%	0.00%	0.27%	1.09%	0.00%	2.40%	0.86%	0.99%	1.32%	0.78%	0.00%	0.00%	1.86%	4.76%	0.00%	0.88%	0.00%	0.00%	0.00%	2.38%	3.70%	1.32%	0.00%	4.41%	0.71%	0.60%	0.00%	1.99%	2.74%	0.68%	1.36%	1.16%	1.18%	0.00%	0.59%	0.29%	0.00%	2.30%	2.91%	1.74%	0.71%	0.67%	0.00%	0.00%	2.14%	0.00%	0.00%	4.08%	1.22%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	23	1	1	0	0	2	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	2	0	3	0	0	0	0	0	1	2	1					
		0.18%	0.17%	1.56%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.49%	0.19%	0.78%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.10%	0.97%	1.74%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.15%	1.19%					
24	7.Политическая партия «Либерально-демократическая партия России»	1266	64	5	3	23	12	10	24	11	10	32	87	9	37	8	18	14	29	5	13	54	5	5	13	33	10	6	21	8	11	32	10	15	4	39	23	4	22	3	15	62	3	89	10	15	20	58	12	14	21	8	8	7	191	1					
		9.97%	10.74%	7.81%	4.11%	12.30%	7.06%	22.73%	6.56%	11.96%	9.01%	10.96%	10.71%	4.43%	6.99%	6.20%	20.45%	11.29%	6.76%	11.90%	17.57%	11.95%	11.36%	11.11%	11.61%	7.86%	18.52%	7.89%	13.55%	11.76%	7.86%	9.58%	9.01%	9.93%	5.48%	8.88%	10.41%	4.65%	12.94%	3.61%	8.82%	9.02%	5.88%	8.91%	9.71%	13.04%	14.29%	9.68%	4.53%	10.69%	15.00%	12.90%	9.30%	7.14%	14.59%	1.19%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1082	41	0	5	3	6	3	20	3	0	20	50	11	14	1	3	3	10	0	0	22	2	2	2	15	0	3	6	3	1	5	2	4	1	25	75	39	36	31	41	245	0	74	6	13	3	63	21	0	8	6	4	5	118	8					
		8.52%	6.88%	0.00%	6.85%	1.60%	3.53%	6.82%	5.46%	3.26%	0.00%	6.85%	6.16%	5.42%	2.65%	0.78%	3.41%	2.42%	2.33%	0.00%	0.00%	4.87%	4.55%	4.44%	1.79%	3.57%	0.00%	3.95%	3.87%	4.41%	0.71%	1.50%	1.80%	2.65%	1.37%	5.69%	33.94%	45.35%	21.18%	37.35%	24.12%	35.66%	0.00%	7.41%	5.83%	11.30%	2.14%	10.52%	7.92%	0.00%	5.71%	9.68%	4.65%	5.10%	9.01%	9.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	82	1	1	1	1	1	0	3	0	0	1	9	3	4	1	1	1	2	2	0	2	0	0	0	1	0	0	0	2	0	2	0	0	1	2	0	0	0	0	2	2	0	10	1	1	0	5	2	2	1	0	0	2	11	1					
		0.65%	0.17%	1.56%	1.37%	0.53%	0.59%	0.00%	0.82%	0.00%	0.00%	0.34%	1.11%	1.48%	0.76%	0.78%	1.14%	0.81%	0.47%	4.76%	0.00%	0.44%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	2.94%	0.00%	0.60%	0.00%	0.00%	1.37%	0.46%	0.00%	0.00%	0.00%	0.00%	1.18%	0.29%	0.00%	1.00%	0.97%	0.87%	0.00%	0.83%	0.75%	1.53%	0.71%	0.00%	0.00%	2.04%	0.84%	1.19%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7486	349	40	48	122	79	19	226	64	74	201	521	141	342	96	56	75	274	16	36	277	27	26	82	269	38	52	111	37	100	196	57	81	48	263	88	35	99	44	101	275	33	583	57	45	92	367	155	102	93	28	54	66	668	58					
		58.95%	58.56%	62.50%	65.75%	65.24%	46.47%	43.18%	61.75%	69.57%	66.67%	68.84%	64.16%	69.46%	64.65%	74.42%	63.64%	60.48%	63.87%	38.10%	48.65%	61.28%	61.36%	57.78%	73.21%	64.05%	70.37%	68.42%	71.61%	54.41%	71.43%	58.68%	51.35%	53.64%	65.75%	59.91%	39.82%	40.70%	58.24%	53.01%	59.41%	40.03%	64.71%	58.36%	55.34%	39.13%	65.71%	61.27%	58.49%	77.86%	66.43%	45.16%	62.79%	67.35%	51.03%	69.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	39	3	0	2	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	3	0	4	0	0	0	3	1	0	0	1	0	0	10	0					
		0.31%	0.50%	0.00%	2.74%	0.53%	0.59%	0.00%	0.27%	0.00%	0.00%	0.00%	0.12%	0.49%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.44%	0.00%	0.40%	0.00%	0.00%	0.00%	0.50%	0.38%	0.00%	0.00%	1.61%	0.00%	0.00%	0.76%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
