Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Волжская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192					
11	Число полученных открепительных  удостоверений	1092	30	30	20	5	5	40	10	5	30	30	40	5	20	10	5	10	5	5	30	30	30	40	20	5	5	10	20	20	5	5	50	50	50	50	50	50	20	10	20	20	30	20	20	20	10	20	30	10	20	7	10					
12	Число выданных открепительных удостоверений	267	2	4	1	0	1	8	2	0	6	8	7	1	8	2	2	0	0	0	7	7	11	4	2	1	1	1	1	1	0	0	24	17	4	20	11	19	2	3	5	0	6	8	9	5	10	20	14	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	346	5	5	0	10	17	19	0	7	5	1	5	7	2	1	2	3	4	0	3	1	4	13	5	0	1	11	3	3	4	0	62	11	2	8	2	5	7	5	4	8	7	5	5	1	32	8	6	9	10	2	6					
14	Число неиспользованных открепительных удостоверений	825	28	26	19	5	4	32	8	5	24	22	33	4	12	8	3	10	5	5	23	23	19	36	18	4	4	9	19	19	5	5	26	33	46	30	39	31	18	7	15	20	24	12	11	15	0	0	16	10	18	7	10					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	. Глазьев Сергей Юрьевич	1133	26	18	15	2	0	42	11	27	32	30	41	15	25	6	11	4	8	1	44	47	48	34	16	10	7	19	28	24	5	17	17	12	6	47	21	37	21	32	38	31	31	18	40	39	29	36	22	4	25	2	12					
		3.42%	3.08%	2.24%	2.99%	1.83%	0.00%	3.00%	3.68%	10.63%	4.11%	3.73%	3.67%	7.58%	3.69%	1.37%	4.42%	1.12%	5.37%	1.03%	4.52%	5.06%	5.84%	2.64%	2.62%	4.59%	3.63%	5.83%	5.50%	4.42%	2.60%	6.77%	1.73%	0.87%	0.47%	4.56%	2.07%	2.54%	3.32%	7.73%	6.33%	5.50%	3.44%	3.20%	4.22%	5.74%	4.52%	3.35%	1.92%	2.34%	2.83%	1.05%	2.48%					
19	. Малышкин Олег Александрович	864	17	14	12	2	2	22	18	5	23	22	25	4	10	13	1	7	2	1	24	24	14	56	25	14	15	9	10	11	4	14	19	32	23	25	13	41	13	12	24	21	29	9	21	13	26	34	38	3	20	11	17					
		2.61%	2.01%	1.74%	2.39%	1.83%	1.30%	1.57%	6.02%	1.97%	2.96%	2.73%	2.24%	2.02%	1.48%	2.96%	0.40%	1.96%	1.34%	1.03%	2.46%	2.58%	1.70%	4.34%	4.10%	6.42%	7.77%	2.76%	1.96%	2.03%	2.08%	5.58%	1.93%	2.33%	1.81%	2.43%	1.28%	2.81%	2.05%	2.90%	4.00%	3.72%	3.22%	1.60%	2.22%	1.91%	4.06%	3.17%	3.32%	1.75%	2.26%	5.79%	3.52%					
20	. Миронов Сергей Михайлович	230	4	3	4	0	0	6	2	1	7	6	4	2	7	4	1	4	0	0	6	4	6	10	7	0	1	2	3	3	0	2	9	12	3	10	4	5	6	4	8	6	7	3	8	5	2	11	9	4	11	0	4					
		0.69%	0.47%	0.37%	0.80%	0.00%	0.00%	0.43%	0.67%	0.39%	0.90%	0.75%	0.36%	1.01%	1.03%	0.91%	0.40%	1.12%	0.00%	0.00%	0.62%	0.43%	0.73%	0.78%	1.15%	0.00%	0.52%	0.61%	0.59%	0.55%	0.00%	0.80%	0.91%	0.87%	0.24%	0.97%	0.39%	0.34%	0.95%	0.97%	1.33%	1.06%	0.78%	0.53%	0.84%	0.74%	0.31%	1.02%	0.79%	2.34%	1.24%	0.00%	0.83%					
21	. Путин Владимир Владимирович	22972	600	579	378	80	101	877	185	133	504	501	674	105	430	340	135	241	102	70	654	668	541	870	400	123	109	213	342	376	140	161	803	1123	1120	763	841	1161	452	241	338	354	612	378	631	419	446	636	785	103	680	121	333					
		69.39%	71.01%	71.93%	75.30%	73.39%	65.58%	62.60%	61.87%	52.36%	64.78%	62.24%	60.29%	53.03%	63.52%	77.45%	54.22%	67.32%	68.46%	72.16%	67.15%	71.91%	65.82%	67.49%	65.57%	56.42%	56.48%	65.34%	67.19%	69.24%	72.92%	64.14%	81.52%	81.85%	88.33%	74.08%	82.94%	79.68%	71.41%	58.21%	56.33%	62.77%	68.00%	67.14%	66.63%	61.71%	69.58%	59.22%	68.50%	60.23%	76.92%	63.68%	68.94%					
22	. Хакамада Ирина Муцуовна	866	21	21	11	1	3	34	9	10	27	7	30	10	20	13	3	7	3	1	34	20	19	30	19	4	6	11	10	12	8	8	30	44	31	37	26	30	20	12	27	21	19	12	22	26	13	26	22	5	17	5	9					
		2.62%	2.49%	2.61%	2.19%	0.92%	1.95%	2.43%	3.01%	3.94%	3.47%	0.87%	2.68%	5.05%	2.95%	2.96%	1.20%	1.96%	2.01%	1.03%	3.49%	2.15%	2.31%	2.33%	3.11%	1.83%	3.11%	3.37%	1.96%	2.21%	4.17%	3.19%	3.05%	3.21%	2.44%	3.59%	2.56%	2.06%	3.16%	2.90%	4.50%	3.72%	2.11%	2.13%	2.32%	3.83%	2.03%	2.42%	1.92%	2.92%	1.92%	2.63%	1.86%					
23	. Харитонов Николай Михайлович	5441	134	142	68	21	45	354	59	68	153	197	273	54	140	43	87	69	32	23	141	129	154	233	135	52	41	55	96	86	31	41	48	89	34	85	59	99	96	95	125	90	164	120	177	146	93	271	221	48	102	44	79					
		16.43%	15.86%	17.64%	13.55%	19.27%	29.22%	25.27%	19.73%	26.77%	19.67%	24.47%	24.42%	27.27%	20.68%	9.79%	34.94%	19.27%	21.48%	23.71%	14.48%	13.89%	18.73%	18.08%	22.13%	23.85%	21.24%	16.87%	18.86%	15.84%	16.15%	16.33%	4.87%	6.49%	2.68%	8.25%	5.82%	6.79%	15.17%	22.95%	20.83%	15.96%	18.22%	21.31%	18.69%	21.50%	14.51%	25.23%	19.28%	28.07%	11.54%	23.16%	16.36%					
																																																										
24	Против всех	1138	31	20	5	1	0	47	9	7	22	26	47	4	23	14	9	17	2	1	44	37	31	44	5	9	11	14	15	28	4	2	48	57	41	55	43	74	14	10	31	31	21	10	30	18	20	33	22	3	18	4	26					
		3.44%	3.67%	2.48%	1.00%	0.92%	0.00%	3.35%	3.01%	2.76%	2.83%	3.23%	4.20%	2.02%	3.40%	3.19%	3.61%	4.75%	1.34%	1.03%	4.52%	3.98%	3.77%	3.41%	0.82%	4.13%	5.70%	4.29%	2.95%	5.16%	2.08%	0.80%	4.87%	4.15%	3.23%	5.34%	4.24%	5.08%	2.21%	2.42%	5.17%	5.50%	2.33%	1.78%	3.17%	2.65%	3.12%	3.07%	1.92%	1.75%	2.04%	2.11%	5.38%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
