Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Еловская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113					
		3.51%	1.59%	2.52%	4.12%	5.98%	3.68%	3.31%	3.15%	1.94%	2.72%	2.29%	1.67%	1.55%	3.80%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	2	0	5	3	2	0	2	3	1	1	1	3	1					
		0.37%	0.63%	0.0%	0.49%	0.27%	0.21%	0.0%	0.70%	0.64%	0.24%	0.57%	0.55%	1.16%	0.25%					
35	"18. ""ЛДПР"""	970	37	67	189	183	162	32	56	48	52	23	29	38	54					
		15.03%	11.78%	9.38%	18.54%	16.85%	17.05%	15.16%	19.64%	10.38%	12.87%	13.21%	16.20%	14.72%	13.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	86	3	16	8	16	3	3	5	8	7	0	3	8	6					
		1.33%	0.95%	2.24%	0.78%	1.47%	0.31%	1.42%	1.75%	1.73%	1.73%	0.0%	1.67%	3.10%	1.52%					
37	"20. ""Политическая партия ""Единая Россия"""	2308	119	304	314	329	315	65	90	192	193	39	71	75	202					
		35.78%	37.89%	42.57%	30.81%	30.29%	33.15%	30.80%	31.57%	41.55%	47.77%	22.41%	39.66%	29.06%	51.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	1	2	3	0	1	0	0	3	0	1	0	1	1					
		0.20%	0.31%	0.28%	0.29%	0.0%	0.10%	0.0%	0.0%	0.64%	0.0%	0.57%	0.0%	0.38%	0.25%					
39	"22. ""Развитие предпринимательства"""	11	0	2	4	1	1	1	0	1	0	0	0	1	0					
		0.17%	0.0%	0.28%	0.39%	0.09%	0.10%	0.47%	0.0%	0.21%	0.0%	0.0%	0.0%	0.38%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	639	47	46	126	127	152	16	25	16	29	3	6	29	17					
		9.90%	14.96%	6.44%	12.36%	11.69%	16.0%	7.58%	8.77%	3.46%	7.17%	1.72%	3.35%	11.24%	4.31%					
																				
41	Против всех	287	10	19	65	69	44	6	8	14	16	8	5	6	17					
		4.44%	3.18%	2.66%	6.37%	6.35%	4.63%	2.84%	2.80%	3.03%	3.96%	4.59%	2.79%	2.32%	4.31%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
