Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Чебоксары, Ленинская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728					
18	1.Политическая партия «Аграрная партия России»	1155	18	29	21	46	26	36	22	38	20	21	12	16	14	23	29	27	13	27	32	39	28	32	28	43	33	38	25	27	24	17	15	13	23	32	31	24	22	28	16	21	16	45	33	29	2	0	0	1					
		1.78%	1.49%	2.82%	2.39%	2.57%	1.81%	2.37%	1.50%	2.52%	1.31%	1.52%	0.89%	1.39%	0.93%	1.85%	1.83%	1.35%	0.93%	1.54%	2.24%	2.24%	1.85%	2.31%	1.66%	2.65%	2.00%	2.09%	1.44%	1.82%	1.48%	1.58%	1.30%	0.95%	1.59%	2.84%	1.70%	1.59%	1.72%	1.90%	1.30%	1.51%	1.68%	2.75%	1.92%	2.02%	0.56%	0.00%	0.00%	0.39%					
19	2.Всероссийская политическая партия «Гражданская Сила»	702	19	12	8	38	17	15	21	28	18	19	10	16	14	20	11	13	17	18	15	12	19	11	22	25	20	22	17	10	22	7	11	5	14	11	22	21	9	19	11	13	10	11	11	15	0	0	1	2					
		1.08%	1.57%	1.17%	0.91%	2.13%	1.18%	0.99%	1.43%	1.86%	1.18%	1.37%	0.74%	1.39%	0.93%	1.61%	0.69%	0.65%	1.22%	1.02%	1.05%	0.69%	1.26%	0.79%	1.30%	1.54%	1.21%	1.21%	0.98%	0.67%	1.35%	0.65%	0.95%	0.36%	0.96%	0.98%	1.21%	1.39%	0.70%	1.29%	0.90%	0.93%	1.05%	0.67%	0.64%	1.04%	0.00%	0.00%	0.62%	0.79%					
20	3.Политическая партия «Демократическая партия России»	81	2	2	3	2	2	3	6	1	2	0	3	1	3	0	2	4	0	2	1	3	1	3	0	5	3	2	4	0	4	1	1	1	1	1	3	1	0	2	1	1	2	0	1	1	0	0	0	0					
		0.12%	0.17%	0.19%	0.34%	0.11%	0.14%	0.20%	0.41%	0.07%	0.13%	0.00%	0.22%	0.09%	0.20%	0.00%	0.13%	0.20%	0.00%	0.11%	0.07%	0.17%	0.07%	0.22%	0.00%	0.31%	0.18%	0.11%	0.23%	0.00%	0.25%	0.09%	0.09%	0.07%	0.07%	0.09%	0.16%	0.07%	0.00%	0.14%	0.08%	0.07%	0.21%	0.00%	0.06%	0.07%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10476	183	186	100	329	248	310	245	243	208	279	188	187	265	234	210	241	198	236	236	320	255	245	275	293	275	341	311	190	286	150	179	190	251	220	312	278	236	238	143	198	156	305	239	216	10	4	7	27					
		16.13%	15.11%	18.06%	11.36%	18.40%	17.23%	20.45%	16.68%	16.11%	13.67%	20.17%	13.99%	16.22%	17.54%	18.81%	13.22%	12.09%	14.16%	13.42%	16.55%	18.40%	16.85%	17.68%	16.26%	18.06%	16.67%	18.73%	17.89%	12.82%	17.58%	13.90%	15.50%	13.82%	17.30%	19.56%	17.14%	18.42%	18.42%	16.15%	11.64%	14.20%	16.42%	18.61%	13.94%	15.02%	2.78%	4.35%	4.35%	10.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	382	6	3	6	13	7	4	11	6	19	6	4	5	10	9	14	5	14	10	8	9	6	11	7	7	9	16	2	8	8	13	4	15	18	10	12	13	6	5	8	9	9	4	5	6	1	0	1	0					
		0.59%	0.50%	0.29%	0.68%	0.73%	0.49%	0.26%	0.75%	0.40%	1.25%	0.43%	0.30%	0.43%	0.66%	0.72%	0.88%	0.25%	1.00%	0.57%	0.56%	0.52%	0.40%	0.79%	0.41%	0.43%	0.55%	0.88%	0.12%	0.54%	0.49%	1.20%	0.35%	1.09%	1.24%	0.89%	0.66%	0.86%	0.47%	0.34%	0.65%	0.65%	0.95%	0.24%	0.29%	0.42%	0.28%	0.00%	0.62%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	185	1	3	1	9	5	8	9	3	5	5	2	1	5	6	2	6	3	11	2	4	4	5	5	2	3	2	6	5	3	1	2	1	2	8	4	8	5	8	0	3	1	5	5	4	0	1	1	0					
		0.28%	0.08%	0.29%	0.11%	0.50%	0.35%	0.53%	0.61%	0.20%	0.33%	0.36%	0.15%	0.09%	0.33%	0.48%	0.13%	0.30%	0.21%	0.63%	0.14%	0.23%	0.26%	0.36%	0.30%	0.12%	0.18%	0.11%	0.35%	0.34%	0.18%	0.09%	0.17%	0.07%	0.14%	0.71%	0.22%	0.53%	0.39%	0.54%	0.00%	0.22%	0.11%	0.31%	0.29%	0.28%	0.00%	1.09%	0.62%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7473	136	64	79	187	162	157	139	151	186	176	137	141	162	136	213	365	261	391	161	217	166	138	162	175	185	167	181	164	168	122	131	141	156	126	182	179	123	178	152	150	96	166	240	180	4	12	2	6					
		11.51%	11.23%	6.21%	8.98%	10.46%	11.26%	10.36%	9.46%	10.01%	12.22%	12.73%	10.19%	12.23%	10.72%	10.93%	13.40%	18.31%	18.67%	22.24%	11.29%	12.48%	10.97%	9.96%	9.58%	10.79%	11.21%	9.17%	10.41%	11.07%	10.33%	11.31%	11.34%	10.25%	10.75%	11.20%	10.00%	11.86%	9.60%	12.08%	12.38%	10.76%	10.11%	10.13%	13.99%	12.52%	1.11%	13.04%	1.24%	2.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	8685	163	186	117	266	188	188	175	161	181	155	174	143	166	178	175	282	185	220	169	224	263	204	277	251	222	315	282	213	232	136	130	157	193	161	292	190	175	214	149	211	161	198	175	140	11	4	7	26					
		13.38%	13.46%	18.06%	13.30%	14.88%	13.06%	12.40%	11.91%	10.68%	11.89%	11.21%	12.95%	12.40%	10.99%	14.31%	11.01%	14.15%	13.23%	12.51%	11.85%	12.88%	17.38%	14.72%	16.38%	15.47%	13.45%	17.30%	16.23%	14.37%	14.26%	12.60%	11.26%	11.42%	13.30%	14.31%	16.04%	12.59%	13.66%	14.52%	12.13%	15.14%	16.95%	12.08%	10.20%	9.74%	3.06%	4.35%	4.35%	10.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	883	24	12	12	20	27	19	16	21	22	21	17	16	27	20	27	31	22	19	26	22	21	17	29	19	20	25	23	18	20	12	12	17	17	21	28	23	8	22	10	19	9	20	27	20	0	1	1	3					
		1.36%	1.98%	1.17%	1.36%	1.12%	1.88%	1.25%	1.09%	1.39%	1.45%	1.52%	1.26%	1.39%	1.79%	1.61%	1.70%	1.56%	1.57%	1.08%	1.82%	1.27%	1.39%	1.23%	1.71%	1.17%	1.21%	1.37%	1.32%	1.21%	1.23%	1.11%	1.04%	1.24%	1.17%	1.87%	1.54%	1.52%	0.62%	1.49%	0.81%	1.36%	0.95%	1.22%	1.57%	1.39%	0.00%	1.09%	0.62%	1.18%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33215	615	495	512	805	724	728	775	818	797	658	750	587	808	582	881	974	637	769	743	836	712	698	849	762	842	852	842	811	820	600	644	802	750	503	885	727	672	725	706	738	480	841	950	793	329	66	138	184					
		51.15%	50.78%	48.06%	58.18%	45.02%	50.31%	48.02%	52.76%	54.24%	52.37%	47.58%	55.80%	50.91%	53.47%	46.78%	55.44%	48.87%	45.57%	43.74%	52.10%	48.07%	47.06%	50.36%	50.21%	46.98%	51.03%	46.79%	48.45%	54.72%	50.40%	55.61%	55.76%	58.33%	51.69%	44.71%	48.63%	48.18%	52.46%	49.19%	57.49%	52.94%	50.53%	51.31%	55.39%	55.15%	91.39%	71.74%	85.71%	72.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	770	32	22	3	42	18	14	29	20	36	27	19	14	18	17	8	17	22	18	19	27	23	13	20	17	19	20	21	4	24	9	8	5	8	15	25	25	8	18	13	11	3	12	11	11	2	0	2	1					
		1.19%	2.64%	2.14%	0.34%	2.35%	1.25%	0.92%	1.97%	1.33%	2.37%	1.95%	1.41%	1.21%	1.19%	1.37%	0.50%	0.85%	1.57%	1.02%	1.33%	1.55%	1.52%	0.94%	1.18%	1.05%	1.15%	1.10%	1.21%	0.27%	1.48%	0.83%	0.69%	0.36%	0.55%	1.33%	1.37%	1.66%	0.62%	1.22%	1.06%	0.79%	0.32%	0.73%	0.64%	0.76%	0.56%	0.00%	1.24%	0.39%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
