Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:     Ханкайская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	460	50	50	50	10	25	25	10	10	15	10	15	15	30	20	10	10	10	10	10	10	10	15	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	253	21	38	32	5	14	18	3	7	8	0	4	7	23	17	0	5	4	5	3	0	1	15	8	10	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	108	4	7	13	5	8	9	2	1	3	1	2	6	3	7	2	3	2	4	2	1	1	6	3	7	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	207	29	12	18	5	11	7	7	3	7	10	11	8	7	3	10	5	6	5	7	10	9	0	2	0	7	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	2	1	6	2	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	396	39	17	40	15	38	41	1	29	23	8	10	21	2	20	5	8	7	16	16	7	2	15	6	7	1	2					
		3.22%	3.48%	1.26%	2.46%	4.46%	4.03%	3.97%	0.85%	4.94%	5.78%	7.48%	2.73%	6.00%	0.54%	2.50%	3.47%	5.88%	2.24%	5.33%	5.21%	8.33%	1.33%	2.41%	1.99%	2.53%	1.37%	2.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	50	11	8	13	2	2	1	0	2	1	0	0	0	4	1	0	2	0	0	1	0	0	2	0	0	0	0					
		0.41%	0.98%	0.59%	0.80%	0.60%	0.21%	0.10%	0.00%	0.34%	0.25%	0.00%	0.00%	0.00%	1.08%	0.13%	0.00%	1.47%	0.00%	0.00%	0.33%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	2	1	4	0	1	0	0	0	1	1	3	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0					
		0.14%	0.18%	0.07%	0.25%	0.00%	0.11%	0.00%	0.00%	0.00%	0.25%	0.93%	0.82%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1020	145	68	147	31	91	100	8	37	38	3	38	17	12	70	8	6	26	35	29	0	12	46	23	21	4	5					
		8.30%	12.95%	5.02%	9.02%	9.23%	9.66%	9.68%	6.84%	6.30%	9.55%	2.80%	10.38%	4.86%	3.23%	8.76%	5.56%	4.41%	8.33%	11.67%	9.45%	0.00%	8.00%	7.40%	7.62%	7.58%	5.48%	6.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	23	6	5	3	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1					
		0.19%	0.54%	0.37%	0.18%	0.00%	0.00%	0.29%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	1.35%					
23	6.Политическая партия «Партия социальной справедливости»	19	1	2	1	1	4	0	0	0	1	1	0	0	3	3	0	1	1	0	0	0	0	0	0	0	0	0					
		0.15%	0.09%	0.15%	0.06%	0.30%	0.42%	0.00%	0.00%	0.00%	0.25%	0.93%	0.00%	0.00%	0.81%	0.38%	0.00%	0.74%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1345	136	158	191	47	121	103	16	92	24	21	24	49	48	72	16	12	12	37	28	7	10	56	16	29	6	14					
		10.94%	12.14%	11.67%	11.72%	13.99%	12.85%	9.97%	13.68%	15.67%	6.03%	19.63%	6.56%	14.00%	12.90%	9.01%	11.11%	8.82%	3.85%	12.33%	9.12%	8.33%	6.67%	9.00%	5.30%	10.47%	8.22%	18.92%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	686	80	44	116	43	69	59	1	31	14	6	6	25	15	34	3	14	16	18	21	1	3	36	14	10	2	5					
		5.58%	7.14%	3.25%	7.12%	12.80%	7.32%	5.71%	0.85%	5.28%	3.52%	5.61%	1.64%	7.14%	4.03%	4.26%	2.08%	10.29%	5.13%	6.00%	6.84%	1.19%	2.00%	5.79%	4.64%	3.61%	2.74%	6.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	87	9	12	12	4	10	8	0	2	0	1	3	8	0	6	0	1	3	1	3	1	0	2	0	1	0	0					
		0.71%	0.80%	0.89%	0.74%	1.19%	1.06%	0.77%	0.00%	0.34%	0.00%	0.93%	0.82%	2.29%	0.00%	0.75%	0.00%	0.74%	0.96%	0.33%	0.98%	1.19%	0.00%	0.32%	0.00%	0.36%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8428	674	1009	1066	185	597	704	90	384	289	64	273	221	278	578	112	88	242	188	200	67	120	454	240	203	56	46					
		68.57%	60.18%	74.52%	65.44%	55.06%	63.38%	68.15%	76.92%	65.42%	72.61%	59.81%	74.59%	63.14%	74.73%	72.34%	77.78%	64.71%	77.56%	62.67%	65.15%	79.76%	80.00%	72.99%	79.47%	73.29%	76.71%	62.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	54	6	7	10	6	5	3	0	2	3	0	2	0	2	0	0	2	2	1	0	1	0	2	0	0	0	0					
		0.44%	0.54%	0.52%	0.61%	1.79%	0.53%	0.29%	0.00%	0.34%	0.75%	0.00%	0.55%	0.00%	0.54%	0.00%	0.00%	1.47%	0.64%	0.33%	0.00%	1.19%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
