Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Пронская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.34%	0.26%	0.0%	0.0%	0.0%	1.20%	0.92%	0.36%	0.0%	0.0%	0.0%	0.0%	0.25%	0.16%	0.29%	0.0%	0.21%	0.10%	0.26%	0.25%	0.24%	0.20%	0.25%	0.18%	0.07%					
24	"7. ""Новый курс - Автомобильная Россия"""	92	0	2	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	2	2	0	4	9	12	8	10	5	12	5	16					
		0.56%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.33%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.33%	0.29%	0.0%	0.43%	0.97%	1.06%	0.69%	0.80%	0.33%	1.01%	0.45%	1.17%					
25	"8. ""Народно-республиканская партия России"""	21	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	1	1	0	2	0	3	1	5	0	0	1	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	1.31%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.16%	0.14%	0.0%	0.21%	0.0%	0.26%	0.08%	0.40%	0.0%	0.0%	0.09%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	52	2	1	2	0	1	1	0	0	0	1	0	0	0	0	0	1	3	0	0	0	2	0	2	2	4	4	1	5	7	6	2	5					
		0.31%	0.71%	0.51%	0.5%	0.0%	0.48%	1.02%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	1.45%	0.0%	0.0%	0.0%	0.33%	0.0%	0.76%	0.21%	0.43%	0.35%	0.08%	0.40%	0.47%	0.50%	0.18%	0.36%					
27	"10. ""Аграрная партия России"""	877	54	24	39	9	50	4	17	45	59	13	19	32	7	17	12	20	15	11	3	29	45	68	27	19	22	34	31	20	46	35	24	27					
		5.34%	19.35%	12.43%	9.75%	8.18%	24.15%	4.08%	8.94%	15.46%	15.60%	8.55%	19.38%	10.81%	8.43%	7.87%	4.34%	6.36%	7.28%	11.45%	3.19%	7.51%	7.5%	10.02%	10.30%	2.04%	2.38%	3.01%	2.68%	1.60%	3.09%	2.94%	2.20%	1.97%					
28	"11. ""Истинные патриоты России"""	28	0	1	0	0	4	0	0	0	2	1	0	1	5	1	0	0	3	0	0	0	1	0	1	0	1	0	4	1	0	0	0	2					
		0.17%	0.0%	0.51%	0.0%	0.0%	1.93%	0.0%	0.0%	0.0%	0.52%	0.65%	0.0%	0.33%	6.02%	0.46%	0.0%	0.0%	1.45%	0.0%	0.0%	0.0%	0.16%	0.0%	0.38%	0.0%	0.10%	0.0%	0.34%	0.08%	0.0%	0.0%	0.0%	0.14%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	177	1	3	3	0	2	0	3	2	2	1	3	3	2	2	4	3	0	6	1	3	3	8	8	18	8	8	18	10	16	18	9	9					
		1.07%	0.35%	1.55%	0.75%	0.0%	0.96%	0.0%	1.57%	0.68%	0.52%	0.65%	3.06%	1.01%	2.40%	0.92%	1.44%	0.95%	0.0%	6.25%	1.06%	0.77%	0.5%	1.17%	3.05%	1.93%	0.86%	0.70%	1.55%	0.80%	1.07%	1.51%	0.82%	0.65%					
30	"13. ""Демократическая партия России"""	26	1	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	3	3	3	1	2	0	1	1					
		0.15%	0.35%	0.0%	0.25%	0.0%	0.0%	0.0%	1.57%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	1.04%	1.06%	0.0%	0.16%	0.0%	0.38%	0.10%	0.32%	0.26%	0.25%	0.08%	0.13%	0.0%	0.09%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	0	0	0	0	2	0	0	0	0	1	0	6	0	0	0	1	1	0	0	0	3	1	2	2	3	0	0	4	2	2	1	4					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	2.02%	0.0%	0.0%	0.0%	0.31%	0.48%	0.0%	0.0%	0.0%	0.5%	0.14%	0.76%	0.21%	0.32%	0.0%	0.0%	0.32%	0.13%	0.16%	0.09%	0.29%					
32	"15. ""Партия СЛОН"""	21	1	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	1	0	1	0	3	1	1	0	3	2	0					
		0.12%	0.35%	0.0%	0.5%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.48%	0.0%	0.0%	0.25%	0.16%	0.14%	0.0%	0.10%	0.0%	0.26%	0.08%	0.08%	0.0%	0.25%	0.18%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1303	12	5	13	6	19	10	15	11	11	4	2	11	8	8	13	24	4	8	1	26	26	38	5	71	100	87	115	166	166	105	101	112					
		7.93%	4.30%	2.59%	3.25%	5.45%	9.17%	10.20%	7.89%	3.78%	2.91%	2.63%	2.04%	3.71%	9.63%	3.70%	4.71%	7.64%	1.94%	8.33%	1.06%	6.73%	4.33%	5.60%	1.90%	7.64%	10.82%	7.71%	9.94%	13.30%	11.16%	8.83%	9.29%	8.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	0	2	5	0	1	3	1	0	2	0	0	1	0	0	3	1	1	0	2	5	7	3	1	2	4	5	1	1	1	1	2	3					
		0.35%	0.0%	1.03%	1.25%	0.0%	0.48%	3.06%	0.52%	0.0%	0.52%	0.0%	0.0%	0.33%	0.0%	0.0%	1.08%	0.31%	0.48%	0.0%	2.12%	1.29%	1.16%	0.44%	0.38%	0.21%	0.43%	0.44%	0.08%	0.08%	0.06%	0.08%	0.18%	0.21%					
35	"18. ""ЛДПР"""	2102	34	20	64	16	9	8	27	42	38	13	17	55	8	42	20	57	23	4	13	55	73	112	52	131	119	128	127	144	156	153	153	189					
		12.80%	12.18%	10.36%	16.0%	14.54%	4.34%	8.16%	14.21%	14.43%	10.05%	8.55%	17.34%	18.58%	9.63%	19.44%	7.24%	18.15%	11.16%	4.16%	13.82%	14.24%	12.16%	16.51%	19.84%	14.10%	12.87%	11.34%	10.98%	11.53%	10.49%	12.87%	14.07%	13.85%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	232	2	3	6	3	5	1	1	5	6	7	1	5	2	3	10	7	1	1	6	5	11	11	6	5	16	15	17	13	26	9	12	11					
		1.41%	0.71%	1.55%	1.5%	2.72%	2.41%	1.02%	0.52%	1.71%	1.58%	4.60%	1.02%	1.68%	2.40%	1.38%	3.62%	2.22%	0.48%	1.04%	6.38%	1.29%	1.83%	1.62%	2.29%	0.53%	1.73%	1.32%	1.47%	1.04%	1.74%	0.75%	1.10%	0.80%					
37	"20. ""Политическая партия ""Единая Россия"""	5005	104	67	146	27	52	39	57	80	146	37	17	68	14	62	106	106	73	27	44	120	208	200	68	318	274	313	373	367	386	353	316	437					
		30.49%	37.27%	34.71%	36.5%	24.54%	25.12%	39.79%	29.99%	27.49%	38.62%	24.34%	17.34%	22.97%	16.86%	28.70%	38.40%	33.75%	35.43%	28.12%	46.80%	31.08%	34.66%	29.49%	25.95%	34.23%	29.65%	27.74%	32.26%	29.40%	25.95%	29.71%	29.07%	32.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	0	0	1	1	0	5	1	0	0	1	0	1	0	1	1	1	2	0	1	0	4	1	1	2	2	0	2	1	1	1	2	0					
		0.20%	0.0%	0.0%	0.25%	0.90%	0.0%	5.10%	0.52%	0.0%	0.0%	0.65%	0.0%	0.33%	0.0%	0.46%	0.36%	0.31%	0.97%	0.0%	1.06%	0.0%	0.66%	0.14%	0.38%	0.21%	0.21%	0.0%	0.17%	0.08%	0.06%	0.08%	0.18%	0.0%					
39	"22. ""Развитие предпринимательства"""	33	1	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	1	0	0	0	0	1	3	1	1	3	2	3	5	2	0	4					
		0.20%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	1.31%	1.02%	0.0%	1.20%	0.0%	0.36%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.14%	1.14%	0.10%	0.10%	0.26%	0.17%	0.24%	0.33%	0.16%	0.0%	0.29%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1670	19	13	18	14	33	4	13	25	33	40	12	67	16	20	22	40	20	16	1	40	53	65	30	78	95	122	114	148	129	107	118	145					
		10.17%	6.81%	6.73%	4.5%	12.72%	15.94%	4.08%	6.84%	8.59%	8.73%	26.31%	12.24%	22.63%	19.27%	9.25%	7.97%	12.73%	9.70%	16.66%	1.06%	10.36%	8.83%	9.58%	11.45%	8.39%	10.28%	10.81%	9.86%	11.85%	8.67%	9.00%	10.85%	10.63%					
																																							
41	Против всех	1026	21	7	7	6	6	7	8	8	13	11	3	5	2	8	12	7	15	4	2	19	26	35	10	77	73	82	76	80	103	100	93	100					
		6.25%	7.52%	3.62%	1.75%	5.45%	2.89%	7.14%	4.21%	2.74%	3.43%	7.23%	3.06%	1.68%	2.40%	3.70%	4.34%	2.22%	7.28%	4.16%	2.12%	4.92%	4.33%	5.16%	3.81%	8.28%	7.90%	7.26%	6.57%	6.41%	6.92%	8.41%	8.55%	7.33%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
