Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Облученская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	63	3	5	8	7	1	2	2	2	0	2	1	1	2	0	0	3	8	4	2	0	0	0	0	1	0	1	1	2	2	2	1	0									
		0.81%	1.35%	0.65%	2.12%	2.20%	0.41%	0.66%	0.40%	0.78%	0.00%	0.66%	0.35%	0.40%	0.32%	0.00%	0.00%	2.80%	1.39%	0.96%	0.99%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.73%	1.41%	1.11%	1.26%	1.04%	0.73%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	245	6	30	10	8	5	6	18	8	0	14	11	4	19	3	9	2	15	20	8	2	6	1	0	3	4	3	2	8	6	6	5	3									
		3.14%	2.70%	3.90%	2.65%	2.52%	2.07%	1.97%	3.59%	3.11%	0.00%	4.64%	3.89%	1.59%	3.04%	2.52%	7.63%	1.87%	2.61%	4.80%	3.94%	1.45%	5.04%	2.44%	0.00%	3.19%	3.74%	2.19%	2.82%	4.44%	3.77%	3.11%	3.65%	1.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	160	9	15	15	8	0	3	10	9	1	3	4	2	14	1	0	1	17	13	4	2	2	0	0	2	1	2	2	2	4	8	3	3									
		2.05%	4.05%	1.95%	3.97%	2.52%	0.00%	0.99%	1.99%	3.50%	0.57%	0.99%	1.41%	0.79%	2.24%	0.84%	0.00%	0.93%	2.96%	3.12%	1.97%	1.45%	1.68%	0.00%	0.00%	2.13%	0.93%	1.46%	2.82%	1.11%	2.52%	4.15%	2.19%	1.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3421	86	329	178	148	109	117	204	125	105	121	132	150	312	43	39	47	292	174	82	60	45	29	65	23	38	33	20	59	45	75	61	75									
		43.90%	38.74%	42.73%	47.09%	46.54%	45.23%	38.49%	40.72%	48.64%	60.00%	40.07%	46.64%	59.52%	49.84%	36.13%	33.05%	43.93%	50.78%	41.73%	40.39%	43.48%	37.82%	70.73%	67.71%	24.47%	35.51%	24.09%	28.17%	32.78%	28.30%	38.86%	44.53%	49.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	0	1	1	1	1	0	3	3	0	1	2	1	0	0	0	0	6	1	0	0	2	0	0	0	1	2	0	1	1	1	0	0									
		0.37%	0.00%	0.13%	0.26%	0.31%	0.41%	0.00%	0.60%	1.17%	0.00%	0.33%	0.71%	0.40%	0.00%	0.00%	0.00%	0.00%	1.04%	0.24%	0.00%	0.00%	1.68%	0.00%	0.00%	0.00%	0.93%	1.46%	0.00%	0.56%	0.63%	0.52%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.45%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.24%	0.49%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1969	67	209	77	84	57	91	145	51	50	78	71	58	114	33	34	25	131	79	47	42	26	5	15	28	40	49	29	61	52	49	31	41									
		25.27%	30.18%	27.14%	20.37%	26.42%	23.65%	29.93%	28.94%	19.84%	28.57%	25.83%	25.09%	23.02%	18.21%	27.73%	28.81%	23.36%	22.78%	18.94%	23.15%	30.43%	21.85%	12.20%	15.63%	29.79%	37.38%	35.77%	40.85%	33.89%	32.70%	25.39%	22.63%	26.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	0	1	2	0	0	1	0	1	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0									
		0.19%	0.45%	0.00%	0.26%	0.63%	0.00%	0.00%	0.20%	0.00%	0.57%	0.00%	0.71%	0.00%	0.16%	0.00%	0.00%	0.00%	0.17%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	1.04%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	2	3	3	0	1	0	3	0	1	1	3	0	0	0	0	1	3	0	2	0	0	0	1	0	0	0	0	2	0	0	1	2									
		0.37%	0.90%	0.39%	0.79%	0.00%	0.41%	0.00%	0.60%	0.00%	0.57%	0.33%	1.06%	0.00%	0.00%	0.00%	0.00%	0.93%	0.52%	0.00%	0.99%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.73%	1.31%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0									
		0.13%	0.45%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.84%	0.00%	1.04%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	4	2	5	0	2	5	0	2	0	1	0	0	13	0	0	0	6	2	0	1	0	1	1	0	1	1	1	1	0	0	1	1									
		0.65%	1.80%	0.26%	1.32%	0.00%	0.83%	1.64%	0.00%	0.78%	0.00%	0.33%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	1.04%	0.48%	0.00%	0.72%	0.00%	2.44%	1.04%	0.00%	0.93%	0.73%	1.41%	0.56%	0.00%	0.00%	0.73%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1300	25	114	46	42	48	61	91	23	12	65	48	26	129	30	25	25	57	83	46	26	24	5	4	31	17	39	10	35	38	34	24	17									
		16.68%	11.26%	14.81%	12.17%	13.21%	19.92%	20.07%	18.16%	8.95%	6.86%	21.52%	16.96%	10.32%	20.61%	25.21%	21.19%	23.36%	9.91%	19.90%	22.66%	18.84%	20.17%	12.20%	4.17%	32.98%	15.89%	28.47%	14.08%	19.44%	23.90%	17.62%	17.52%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	1	0	1	0	1	0	1	0	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.18%	0.45%	0.13%	0.00%	0.31%	0.00%	0.33%	0.00%	0.39%	0.00%	0.33%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.17%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	220	8	40	17	8	7	6	14	14	5	8	6	6	6	1	3	0	13	18	3	2	3	0	6	3	1	2	4	7	3	3	1	2									
		2.82%	3.60%	5.19%	4.50%	2.52%	2.90%	1.97%	2.79%	5.45%	2.86%	2.65%	2.12%	2.38%	0.96%	0.84%	2.54%	0.00%	2.26%	4.32%	1.48%	1.45%	2.52%	0.00%	6.25%	3.19%	0.93%	1.46%	5.63%	3.89%	1.89%	1.55%	0.73%	1.31%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
