Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Завитинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	124	3	9	6	0	0	17	11	1	1	2	1	1	9	2	3	24	6	0	2	20	4	2									
14	Число погашенных неиспользованных открепительных удостоверений	61	0	0	0	3	2	2	3	3	0	3	3	0	5	2	8	8	5	3	3	2	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	7	14	1	0	0	6	0	0	0	0	0	1	3	6	3	1	3	0	0	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	81	1	1	0	1	0	1	0	1	0	0	0	4	15	10	7	9	11	6	1	10	1	2									
		1.27%	0.52%	0.52%	0.00%	0.94%	0.00%	0.34%	0.00%	0.87%	0.00%	0.00%	0.00%	7.02%	1.75%	1.99%	1.16%	1.02%	1.30%	1.25%	1.10%	3.25%	0.53%	2.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	178	4	5	2	0	1	8	0	3	4	4	1	2	24	11	19	21	29	18	1	7	11	3									
		2.79%	2.08%	2.58%	2.11%	0.00%	1.67%	2.69%	0.00%	2.61%	2.84%	3.23%	0.94%	3.51%	2.80%	2.19%	3.15%	2.39%	3.42%	3.75%	1.10%	2.27%	5.82%	3.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	3	7	3	5	1	5	1	3	2	5	1	0	17	16	18	23	29	8	0	6	6	2									
		2.52%	1.56%	3.61%	3.16%	4.72%	1.67%	1.68%	1.72%	2.61%	1.42%	4.03%	0.94%	0.00%	1.99%	3.19%	2.99%	2.62%	3.42%	1.67%	0.00%	1.95%	3.17%	2.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2368	77	62	53	38	21	141	27	55	81	57	61	29	309	168	184	285	279	160	37	135	64	45									
		37.09%	40.10%	31.96%	55.79%	35.85%	35.00%	47.47%	46.55%	47.83%	57.45%	45.97%	57.55%	50.88%	36.10%	33.47%	30.51%	32.42%	32.90%	33.33%	40.66%	43.83%	33.86%	54.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	0	0	0	1	1	1	0	0	1	0	0	0	5	2	6	10	3	7	1	0	1	0									
		0.61%	0.00%	0.00%	0.00%	0.94%	1.67%	0.34%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.58%	0.40%	0.99%	1.14%	0.35%	1.46%	1.10%	0.00%	0.53%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0									
		0.09%	0.00%	0.52%	0.00%	0.94%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1912	58	47	10	32	16	66	17	27	32	17	23	13	301	158	165	270	271	182	31	102	59	15									
		29.95%	30.21%	24.23%	10.53%	30.19%	26.67%	22.22%	29.31%	23.48%	22.70%	13.71%	21.70%	22.81%	35.16%	31.47%	27.36%	30.72%	31.96%	37.92%	34.07%	33.12%	31.22%	18.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	5	1	0	0	0	0									
		0.17%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.33%	0.11%	0.59%	0.21%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	1	0	0	0	0	1	0	0	0	0	0	0	5	2	1	5	6	0	0	0	2	1									
		0.38%	0.52%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.40%	0.17%	0.57%	0.71%	0.00%	0.00%	0.00%	1.06%	1.20%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	1	0	2	0	0	0	0	0	0	0	0	2	0	1	4	1	0	1	2	0	0									
		0.23%	0.52%	0.52%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.17%	0.46%	0.12%	0.00%	1.10%	0.65%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	1	1	1	0	0	3	0	0	0	0	2	1	4	0	3	4	2	1	0	3	3	0									
		0.45%	0.52%	0.52%	1.05%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	1.89%	1.75%	0.47%	0.00%	0.50%	0.46%	0.24%	0.21%	0.00%	0.97%	1.59%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1204	38	64	17	21	18	55	11	21	14	31	12	6	122	98	170	197	161	69	13	23	36	7									
		18.86%	19.79%	32.99%	17.89%	19.81%	30.00%	18.52%	18.97%	18.26%	9.93%	25.00%	11.32%	10.53%	14.25%	19.52%	28.19%	22.41%	18.99%	14.38%	14.29%	7.47%	19.05%	8.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	2	0	1	0	0	1	0	0	0	1	0	0	4	3	5	4	2	3	0	3	0	0									
		0.45%	1.04%	0.00%	1.05%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.47%	0.60%	0.83%	0.46%	0.24%	0.63%	0.00%	0.97%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	149	1	3	1	2	0	2	0	1	4	3	0	1	20	13	12	22	30	18	2	10	2	2									
		2.33%	0.52%	1.55%	1.05%	1.89%	0.00%	0.67%	0.00%	0.87%	2.84%	2.42%	0.00%	1.75%	2.34%	2.59%	1.99%	2.50%	3.54%	3.75%	2.20%	3.25%	1.06%	2.41%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
