Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    район Северное Измайлово																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1035	58	44	42	12	16	63	10	10	19	34	11	39	8	63	31	69	58	84	14	17	21	13	20	6	77	45	151									
14	Число погашенных неиспользованных открепительных удостоверений	145	10	11	3	4	4	7	6	4	9	1	3	9	1	1	1	8	5	7	0	0	10	10	13	4	2	8	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	2	1	3	5	1	4	2	2	0	3	2	0	5	0	3	2	5	1	2	5	5	1	3	1	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	614	20	24	21	9	15	22	28	36	15	21	25	2	23	19	26	28	34	21	11	39	20	18	34	19	17	29	38									
		3.23%	2.61%	3.56%	2.82%	1.94%	2.58%	2.50%	4.53%	5.33%	2.48%	2.99%	3.72%	1.45%	3.05%	3.20%	3.07%	2.72%	3.45%	3.28%	1.84%	4.51%	2.68%	2.99%	4.64%	3.08%	2.00%	4.52%	3.86%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	307	7	17	10	10	11	16	10	14	12	3	15	3	14	12	10	17	16	11	5	14	17	6	9	15	13	9	11									
		1.61%	0.91%	2.52%	1.34%	2.16%	1.89%	1.82%	1.62%	2.07%	1.98%	0.43%	2.23%	2.17%	1.86%	2.02%	1.18%	1.65%	1.62%	1.72%	0.84%	1.62%	2.28%	0.99%	1.23%	2.43%	1.53%	1.40%	1.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	574	27	9	31	8	19	25	22	17	19	17	17	8	23	18	27	28	31	16	17	36	24	22	25	28	20	17	23									
		3.02%	3.52%	1.34%	4.16%	1.73%	3.26%	2.84%	3.56%	2.52%	3.14%	2.42%	2.53%	5.80%	3.05%	3.04%	3.19%	2.72%	3.14%	2.50%	2.84%	4.16%	3.21%	3.65%	3.42%	4.54%	2.36%	2.65%	2.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6898	277	260	260	167	261	337	224	240	203	256	245	59	263	226	394	334	335	213	231	266	269	227	265	227	325	182	352									
		36.29%	36.11%	38.58%	34.90%	36.07%	44.85%	38.34%	36.25%	35.56%	33.50%	36.42%	36.46%	42.75%	34.88%	38.11%	46.52%	32.40%	33.98%	33.23%	38.63%	30.75%	36.01%	37.71%	36.20%	36.79%	38.28%	28.35%	35.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	335	8	7	14	7	11	13	5	15	14	10	17	3	16	8	15	16	23	10	15	18	8	12	9	9	23	14	15									
		1.76%	1.04%	1.04%	1.88%	1.51%	1.89%	1.48%	0.81%	2.22%	2.31%	1.42%	2.53%	2.17%	2.12%	1.35%	1.77%	1.55%	2.33%	1.56%	2.51%	2.08%	1.07%	1.99%	1.23%	1.46%	2.71%	2.18%	1.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	0	1	2	0	1	1	3	2	3	3	1	1	4	1	2	3	1	6	0	1	1	3	3	2	1	3	5									
		0.28%	0.00%	0.15%	0.27%	0.00%	0.17%	0.11%	0.49%	0.30%	0.50%	0.43%	0.15%	0.72%	0.53%	0.17%	0.24%	0.29%	0.10%	0.94%	0.00%	0.12%	0.13%	0.50%	0.41%	0.32%	0.12%	0.47%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2770	117	107	121	68	83	107	104	83	71	95	83	21	92	107	97	84	106	110	84	132	120	87	130	113	161	90	197									
		14.57%	15.25%	15.88%	16.24%	14.69%	14.26%	12.17%	16.83%	12.30%	11.72%	13.51%	12.35%	15.22%	12.20%	18.04%	11.45%	8.15%	10.75%	17.16%	14.05%	15.26%	16.06%	14.45%	17.76%	18.31%	18.96%	14.02%	20.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	466	21	7	14	6	9	22	10	8	12	18	17	10	14	22	9	37	34	8	14	24	30	19	21	23	24	17	16									
		2.45%	2.74%	1.04%	1.88%	1.30%	1.55%	2.50%	1.62%	1.19%	1.98%	2.56%	2.53%	7.25%	1.86%	3.71%	1.06%	3.59%	3.45%	1.25%	2.34%	2.77%	4.02%	3.16%	2.87%	3.73%	2.83%	2.65%	1.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	626	29	18	29	17	10	32	24	25	23	23	25	2	35	7	23	49	38	23	14	46	24	17	16	20	20	20	17									
		3.29%	3.78%	2.67%	3.89%	3.67%	1.72%	3.64%	3.88%	3.70%	3.80%	3.27%	3.72%	1.45%	4.64%	1.18%	2.72%	4.75%	3.85%	3.59%	2.34%	5.32%	3.21%	2.82%	2.19%	3.24%	2.36%	3.12%	1.73%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	1	1	4	3	1	4	1	0	0	1	3	1	4	0	0	1	2	3	0	2	5	0	2	1	1	2	1									
		0.23%	0.13%	0.15%	0.54%	0.65%	0.17%	0.46%	0.16%	0.00%	0.00%	0.14%	0.45%	0.72%	0.53%	0.00%	0.00%	0.10%	0.20%	0.47%	0.00%	0.23%	0.67%	0.00%	0.27%	0.16%	0.12%	0.31%	0.10%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1879	73	51	71	51	41	106	48	52	72	64	56	9	86	47	64	188	159	74	65	87	58	61	50	30	46	94	76									
		9.88%	9.52%	7.57%	9.53%	11.02%	7.04%	12.06%	7.77%	7.70%	11.88%	9.10%	8.33%	6.52%	11.41%	7.93%	7.56%	18.23%	16.13%	11.54%	10.87%	10.06%	7.76%	10.13%	6.83%	4.86%	5.42%	14.64%	7.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2480	88	99	104	78	67	111	93	112	102	114	81	6	98	67	102	142	122	86	72	113	91	68	78	70	104	87	125									
		13.05%	11.47%	14.69%	13.96%	16.85%	11.51%	12.63%	15.05%	16.59%	16.83%	16.22%	12.05%	4.35%	12.99%	11.30%	12.04%	13.77%	12.37%	13.42%	12.04%	13.06%	12.18%	11.30%	10.66%	11.35%	12.25%	13.55%	12.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	5	1	10	2	3	3	3	4	1	5	5	1	1	2	1	9	7	3	3	5	1	3	3	1	3	5	4									
		0.49%	0.65%	0.15%	1.34%	0.43%	0.52%	0.34%	0.49%	0.59%	0.17%	0.71%	0.74%	0.72%	0.13%	0.34%	0.12%	0.87%	0.71%	0.47%	0.50%	0.58%	0.13%	0.50%	0.41%	0.16%	0.35%	0.78%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1544	77	65	44	26	33	68	39	41	50	62	67	6	67	44	68	83	67	41	57	68	64	51	67	50	83	65	91									
		8.12%	10.04%	9.64%	5.91%	5.62%	5.67%	7.74%	6.31%	6.07%	8.25%	8.82%	9.97%	4.35%	8.89%	7.42%	8.03%	8.05%	6.80%	6.40%	9.53%	7.86%	8.57%	8.47%	9.15%	8.10%	9.78%	10.12%	9.25%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
