Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
"Наименование Избирательной комиссии:    Кемерово, Рудничная"																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	387	10	29	11	12	16	32	46	31	21	17	24	12	17	13	14	13	9	27	33					
		1.44%	0.66%	1.85%	1.02%	1.03%	1.09%	2.06%	2.79%	1.92%	1.55%	1.15%	1.69%	1.43%	1.08%	0.72%	1.27%	0.98%	0.90%	1.51%	2.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	320	13	22	2	6	19	21	32	24	21	21	25	7	10	11	4	10	4	45	23					
		1.19%	0.85%	1.40%	0.19%	0.52%	1.30%	1.35%	1.94%	1.48%	1.55%	1.42%	1.76%	0.83%	0.64%	0.61%	0.36%	0.76%	0.40%	2.52%	1.43%					
20	3.Политическая партия «Демократическая партия России»	16	0	1	1	0	1	1	2	0	1	3	1	1	1	0	0	0	1	1	1					
		0.06%	0.00%	0.06%	0.09%	0.00%	0.07%	0.06%	0.12%	0.00%	0.07%	0.20%	0.07%	0.12%	0.06%	0.00%	0.00%	0.00%	0.10%	0.06%	0.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2003	99	97	54	69	133	176	197	155	109	94	157	61	93	77	79	68	29	118	138					
		7.45%	6.49%	6.17%	5.03%	5.95%	9.08%	11.33%	11.93%	9.58%	8.06%	6.36%	11.03%	7.26%	5.92%	4.28%	7.16%	5.14%	2.91%	6.60%	8.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	216	11	5	3	17	12	30	25	18	16	9	12	1	3	1	6	6	1	13	27					
		0.80%	0.72%	0.32%	0.28%	1.47%	0.82%	1.93%	1.51%	1.11%	1.18%	0.61%	0.84%	0.12%	0.19%	0.06%	0.54%	0.45%	0.10%	0.73%	1.68%					
23	6.Политическая партия «Партия социальной справедливости»	63	4	1	1	1	3	4	9	2	10	7	2	1	4	0	1	3	2	2	6					
		0.23%	0.26%	0.06%	0.09%	0.09%	0.20%	0.26%	0.55%	0.12%	0.74%	0.47%	0.14%	0.12%	0.25%	0.00%	0.09%	0.23%	0.20%	0.11%	0.37%					
24	7.Политическая партия «Либерально-демократическая партия России»	2298	132	129	104	115	117	154	129	161	109	106	143	56	84	138	85	100	69	196	171					
		8.54%	8.65%	8.21%	9.68%	9.91%	7.99%	9.91%	7.81%	9.95%	8.06%	7.18%	10.05%	6.67%	5.35%	7.67%	7.70%	7.56%	6.93%	10.96%	10.66%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1106	57	50	38	45	51	89	108	91	65	39	68	28	60	54	30	48	19	86	80					
		4.11%	3.74%	3.18%	3.54%	3.88%	3.48%	5.73%	6.54%	5.62%	4.80%	2.64%	4.78%	3.33%	3.82%	3.00%	2.72%	3.63%	1.91%	4.81%	4.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	170	12	8	2	1	11	13	14	7	9	7	8	2	21	3	6	6	1	11	28					
		0.63%	0.79%	0.51%	0.19%	0.09%	0.75%	0.84%	0.85%	0.43%	0.67%	0.47%	0.56%	0.24%	1.34%	0.17%	0.54%	0.45%	0.10%	0.61%	1.75%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19789	1164	1195	844	878	1077	985	1040	1076	948	1145	943	665	1264	1497	868	1052	851	1245	1052					
		73.57%	76.28%	76.07%	78.58%	75.69%	73.52%	63.38%	62.99%	66.50%	70.07%	77.52%	66.27%	79.17%	80.46%	83.21%	78.62%	79.52%	85.53%	69.59%	65.59%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	383	12	25	8	10	18	40	38	37	26	17	29	3	14	5	11	12	6	35	37					
		1.42%	0.79%	1.59%	0.74%	0.86%	1.23%	2.57%	2.30%	2.29%	1.92%	1.15%	2.04%	0.36%	0.89%	0.28%	0.99%	0.91%	0.60%	1.96%	2.31%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
