Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Шабалинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	4	4	6	3	4	1	5	1	1	1	3	4	2	2	2	6	0									
14	Число погашенных неиспользованных открепительных удостоверений	301	36	20	10	18	5	18	19	8	4	13	20	20	14	35	25	11	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	83	24	7	7	14	2	2	3	0	1	0	1	4	0	12	1	2	3									
		2.03%	2.82%	2.29%	1.41%	4.53%	1.94%	1.64%	1.11%	0.00%	1.54%	0.00%	0.58%	4.65%	0.00%	2.86%	0.51%	1.44%	0.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	113	23	2	13	8	2	7	10	0	1	1	10	2	5	7	8	2	12									
		2.76%	2.70%	0.65%	2.62%	2.59%	1.94%	5.74%	3.69%	0.00%	1.54%	1.82%	5.85%	2.33%	5.56%	1.67%	4.10%	1.44%	3.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	106	25	8	13	11	3	1	6	0	0	5	3	1	2	8	3	1	16									
		2.59%	2.93%	2.61%	2.62%	3.56%	2.91%	0.82%	2.21%	0.00%	0.00%	9.09%	1.75%	1.16%	2.22%	1.90%	1.54%	0.72%	4.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1751	326	124	182	125	49	58	135	38	32	31	57	44	41	203	88	54	164									
		42.84%	38.26%	40.52%	36.69%	40.45%	47.57%	47.54%	49.82%	76.00%	49.23%	56.36%	33.33%	51.16%	45.56%	48.33%	45.13%	38.85%	45.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	3	0	2	3	0	0	0	0	0	1	0	0	2	0	1	2									
		0.34%	0.00%	0.98%	0.00%	0.65%	2.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.48%	0.00%	0.72%	0.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	3	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	1									
		0.22%	0.35%	0.00%	0.00%	0.00%	0.97%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.48%	0.00%	0.00%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1163	261	98	164	94	29	22	57	5	20	9	44	15	17	128	50	50	100									
		28.46%	30.63%	32.03%	33.06%	30.42%	28.16%	18.03%	21.03%	10.00%	30.77%	16.36%	25.73%	17.44%	18.89%	30.48%	25.64%	35.97%	28.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	2	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0									
		0.17%	0.23%	0.98%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	3	3	1	0	0	1	3	0	3	0	2	0	1	2	2	4	2									
		0.66%	0.35%	0.98%	0.20%	0.00%	0.00%	0.82%	1.11%	0.00%	4.62%	0.00%	1.17%	0.00%	1.11%	0.48%	1.03%	2.88%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1									
		0.12%	0.23%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	5	3	8	1	4	1	4	0	0	0	1	0	1	0	1	1	5									
		0.86%	0.59%	0.98%	1.61%	0.32%	3.88%	0.82%	1.48%	0.00%	0.00%	0.00%	0.58%	0.00%	1.11%	0.00%	0.51%	0.72%	1.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	517	109	25	74	31	7	20	40	6	4	6	38	12	20	46	35	13	31									
		12.65%	12.79%	8.17%	14.92%	10.03%	6.80%	16.39%	14.76%	12.00%	6.15%	10.91%	22.22%	13.95%	22.22%	10.95%	17.95%	9.35%	8.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	6	2	4	5	1	0	0	0	0	0	0	0	0	1	1	0	2									
		0.54%	0.70%	0.65%	0.81%	1.62%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.51%	0.00%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	160	39	15	22	12	1	3	10	1	3	3	9	6	2	9	5	9	11									
		3.91%	4.58%	4.90%	4.44%	3.88%	0.97%	2.46%	3.69%	2.00%	4.62%	5.45%	5.26%	6.98%	2.22%	2.14%	2.56%	6.47%	3.08%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
