Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Иловлинская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846					
		2.03%	1.49%	0.78%	2.50%	2.86%	1.17%	2.22%	6.11%	3.22%	2.05%	2.66%	3.07%	1.65%	0.91%	6.34%	1.94%	1.25%	2.23%	1.73%	2.27%	4.13%	1.39%	0.0%	1.23%	2.36%	0.74%	1.50%	3.04%	0.79%	2.22%	2.14%	1.26%	3.5%	2.15%	3.65%	0.0%	1.88%	1.02%	7.44%	0.0%	1.83%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	240	27	16	19	10	16	4	6	2	7	1	0	13	17	6	1	0	3	1	0	8	1	0	2	4	0	7	12	0	0	12	5	4	4	0	0	0	6	1	7	9	9					
		1.66%	2.88%	1.79%	2.07%	1.19%	2.68%	1.11%	3.33%	1.61%	2.05%	0.66%	0.0%	1.65%	1.93%	4.76%	0.27%	0.0%	0.74%	0.57%	0.0%	1.94%	0.69%	0.0%	1.23%	0.86%	0.0%	1.50%	2.14%	0.0%	0.0%	1.51%	3.16%	2.0%	0.95%	0.0%	0.0%	0.0%	1.23%	1.06%	7.14%	1.83%	7.08%					
22	"5. ""За Русь Святую"""	62	6	7	4	7	2	3	0	0	5	0	1	1	6	0	0	0	0	1	1	2	0	0	0	2	0	2	2	1	0	2	0	0	5	0	0	0	0	0	0	2	0					
		0.42%	0.64%	0.78%	0.43%	0.83%	0.33%	0.83%	0.0%	0.0%	1.46%	0.0%	0.43%	0.12%	0.68%	0.0%	0.0%	0.0%	0.0%	0.57%	0.28%	0.48%	0.0%	0.0%	0.0%	0.43%	0.0%	0.43%	0.35%	0.79%	0.0%	0.25%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	3	1	0	1	0	2	3	0	1	0	0	2	2	0	0	1	2	0	0	1	0	0	0	1	0	2	1	0	1	5	0	0	1	0	0	0	0	0	0	2	1					
		0.22%	0.32%	0.11%	0.0%	0.11%	0.0%	0.55%	1.66%	0.0%	0.29%	0.0%	0.0%	0.25%	0.22%	0.0%	0.0%	1.25%	0.49%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.21%	0.0%	0.43%	0.17%	0.0%	1.11%	0.62%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.78%					
24	"7. ""Новый курс - Автомобильная Россия"""	59	3	4	10	5	3	2	0	0	0	2	2	3	4	0	0	0	2	1	2	3	0	0	1	1	0	2	2	0	0	3	2	0	2	0	0	0	0	0	0	0	0					
		0.40%	0.32%	0.44%	1.09%	0.59%	0.50%	0.55%	0.0%	0.0%	0.0%	1.33%	0.87%	0.38%	0.45%	0.0%	0.0%	0.0%	0.49%	0.57%	0.56%	0.72%	0.0%	0.0%	0.61%	0.21%	0.0%	0.43%	0.35%	0.0%	0.0%	0.37%	1.26%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	0	0					
		0.09%	0.0%	0.22%	0.10%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.79%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	5	3	4	0	0	0	1	0	0	0	1	2	1	0	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0					
		0.18%	0.53%	0.33%	0.43%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.43%	0.25%	0.11%	0.0%	0.27%	0.0%	0.49%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.21%	0.0%	0.0%	0.0%	0.12%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	1.06%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	970	52	40	45	58	36	23	14	6	20	26	31	44	31	10	51	2	38	23	30	38	6	0	12	48	7	40	48	4	2	41	9	9	14	7	7	7	42	5	2	31	11					
		6.72%	5.55%	4.48%	4.90%	6.91%	6.05%	6.40%	7.77%	4.83%	5.86%	17.33%	13.59%	5.61%	3.53%	7.93%	14.20%	2.5%	9.42%	13.29%	8.52%	9.24%	4.19%	0.0%	7.40%	10.32%	5.22%	8.60%	8.58%	3.17%	2.22%	5.16%	5.69%	4.5%	3.34%	8.53%	12.49%	13.20%	8.62%	5.31%	2.04%	6.32%	8.66%					
28	"11. ""Истинные патриоты России"""	37	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	3	0	0	0	2	5	3	6					
		0.25%	0.10%	0.11%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.29%	0.0%	0.43%	0.38%	0.0%	0.0%	0.27%	1.25%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.5%	0.71%	3.65%	0.0%	0.0%	0.0%	2.12%	5.10%	0.61%	4.72%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	107	11	9	8	11	7	3	3	0	4	1	0	2	4	2	1	0	0	2	3	3	1	0	1	7	1	2	3	2	0	4	0	2	2	1	0	0	5	0	0	2	0					
		0.74%	1.17%	1.00%	0.87%	1.31%	1.17%	0.83%	1.66%	0.0%	1.17%	0.66%	0.0%	0.25%	0.45%	1.58%	0.27%	0.0%	0.0%	1.15%	0.85%	0.72%	0.69%	0.0%	0.61%	1.50%	0.74%	0.43%	0.53%	1.58%	0.0%	0.50%	0.0%	1.0%	0.47%	1.21%	0.0%	0.0%	1.02%	0.0%	0.0%	0.40%	0.0%					
30	"13. ""Демократическая партия России"""	21	0	5	0	2	1	0	0	0	0	0	0	1	1	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0					
		0.14%	0.0%	0.56%	0.0%	0.23%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.11%	0.0%	0.0%	1.25%	0.0%	1.73%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.12%	0.63%	0.0%	0.23%	0.0%	3.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	1	0	0	0	2	0	0	1	1	0	0	1	0	0	1	0	2	0	1	2	0	0	1	0	0	2	2	0	1	0	0	0	2	0	0	0	1	0	0	0	1					
		0.15%	0.10%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.80%	0.29%	0.0%	0.0%	0.12%	0.0%	0.0%	0.27%	0.0%	0.49%	0.0%	0.28%	0.48%	0.0%	0.0%	0.61%	0.0%	0.0%	0.43%	0.35%	0.0%	1.11%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.78%					
32	"15. ""Партия СЛОН"""	17	1	3	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.10%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.25%	0.11%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	1.02%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	1.11%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1040	84	77	82	92	61	34	10	18	22	11	12	42	62	4	9	7	24	2	12	16	4	4	12	57	5	24	40	6	1	55	12	26	13	1	10	1	54	3	2	29	0					
		7.20%	8.97%	8.63%	8.94%	10.96%	10.25%	9.47%	5.55%	14.51%	6.45%	7.33%	5.26%	5.35%	7.06%	3.17%	2.50%	8.75%	5.95%	1.15%	3.40%	3.89%	2.79%	4.08%	7.40%	12.25%	3.73%	5.16%	7.15%	4.76%	1.11%	6.92%	7.59%	13.0%	3.11%	1.21%	17.85%	1.88%	11.08%	3.19%	2.04%	5.91%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	35	0	1	1	0	1	1	1	0	0	0	0	1	2	4	0	1	2	0	0	0	0	0	0	0	2	2	2	0	1	2	1	1	5	0	0	0	1	0	1	1	1					
		0.24%	0.0%	0.11%	0.10%	0.0%	0.16%	0.27%	0.55%	0.0%	0.0%	0.0%	0.0%	0.12%	0.22%	3.17%	0.0%	1.25%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	0.43%	0.35%	0.0%	1.11%	0.25%	0.63%	0.5%	1.19%	0.0%	0.0%	0.0%	0.20%	0.0%	1.02%	0.20%	0.78%					
35	"18. ""ЛДПР"""	2757	197	202	179	139	106	97	44	33	63	25	41	190	160	21	71	31	74	36	45	53	36	16	38	81	44	90	72	14	19	146	22	26	68	5	7	15	90	9	11	124	17					
		19.11%	21.04%	22.64%	19.52%	16.56%	17.81%	27.01%	24.44%	26.61%	18.47%	16.66%	17.98%	24.23%	18.24%	16.66%	19.77%	38.75%	18.36%	20.80%	12.78%	12.89%	25.17%	16.32%	23.45%	17.41%	32.83%	19.35%	12.88%	11.11%	21.11%	18.38%	13.92%	13.0%	16.26%	6.09%	12.49%	28.30%	18.48%	9.57%	11.22%	25.30%	13.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	252	21	17	14	17	10	5	4	3	6	1	5	10	16	0	3	3	8	1	10	13	4	5	2	7	1	4	6	0	0	14	2	2	7	1	0	0	14	0	3	12	1					
		1.74%	2.24%	1.90%	1.52%	2.02%	1.68%	1.39%	2.22%	2.41%	1.75%	0.66%	2.19%	1.27%	1.82%	0.0%	0.83%	3.75%	1.98%	0.57%	2.84%	3.16%	2.79%	5.10%	1.23%	1.50%	0.74%	0.86%	1.07%	0.0%	0.0%	1.76%	1.26%	1.0%	1.67%	1.21%	0.0%	0.0%	2.87%	0.0%	3.06%	2.44%	0.78%					
37	"20. ""Политическая партия ""Единая Россия"""	4230	273	291	263	242	178	79	54	21	115	45	49	180	282	39	98	16	138	43	109	134	48	33	35	134	52	136	184	27	30	287	53	45	106	36	17	18	125	10	45	131	29					
		29.32%	29.16%	32.62%	28.68%	28.84%	29.91%	22.00%	30.0%	16.93%	33.72%	30.0%	21.49%	22.95%	32.15%	30.95%	27.29%	20.0%	34.24%	24.85%	30.96%	32.60%	33.56%	33.67%	21.60%	28.81%	38.80%	29.24%	32.91%	21.42%	33.33%	36.14%	33.54%	22.5%	25.35%	43.90%	30.35%	33.96%	25.66%	10.63%	45.91%	26.73%	22.83%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	0	1	0	0	0	1	0	0	1	0	0	2	2	0	2	0	0	0	1	1	2	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	2	1	2	0	1					
		0.16%	0.0%	0.11%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.29%	0.0%	0.0%	0.25%	0.22%	0.0%	0.55%	0.0%	0.0%	0.0%	0.28%	0.24%	1.39%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	1.11%	0.25%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.41%	1.06%	2.04%	0.0%	0.78%					
39	"22. ""Развитие предпринимательства"""	15	0	1	4	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.0%	0.11%	0.43%	0.0%	0.16%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.49%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2777	125	118	176	156	77	50	13	19	62	25	60	226	220	19	92	15	53	51	69	65	29	27	46	59	12	79	113	63	21	118	28	48	144	17	12	4	96	31	8	99	32					
		19.25%	13.35%	13.22%	19.19%	18.59%	12.94%	13.92%	7.22%	15.32%	18.18%	16.66%	26.31%	28.82%	25.08%	15.07%	25.62%	18.75%	13.15%	29.47%	19.60%	15.81%	20.27%	27.55%	28.39%	12.68%	8.95%	16.98%	20.21%	50.0%	23.33%	14.86%	17.72%	24.0%	34.44%	20.73%	21.42%	7.54%	19.71%	32.97%	8.16%	20.20%	25.19%					
																																																
41	Против всех	572	59	40	36	29	36	26	7	8	7	3	8	16	26	2	11	0	10	2	33	19	0	9	2	19	6	14	24	5	2	30	8	16	8	4	0	7	16	2	3	12	7					
		3.96%	6.30%	4.48%	3.92%	3.45%	6.05%	7.24%	3.88%	6.45%	2.05%	2.0%	3.50%	2.04%	2.96%	1.58%	3.06%	0.0%	2.48%	1.15%	9.37%	4.62%	0.0%	9.18%	1.23%	4.08%	4.47%	3.01%	4.29%	3.96%	2.22%	3.77%	5.06%	8.0%	1.91%	4.87%	0.0%	13.20%	3.28%	2.12%	3.06%	2.44%	5.51%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
