Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Ирбейская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1288	УИК №1289	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №2343									
		0.55%	0.00%	0.00%	0.80%	0.00%	0.94%	0.00%	0.79%	0.51%	0.91%	0.43%	0.00%	0.93%	0.57%	0.82%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	4.55%	0.00%	2.34%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	2	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.16%	0.00%	0.00%	1.60%	0.00%	0.00%	1.92%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.29%	0.00%	1.22%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1441	60	30	35	2	42	22	47	39	25	66	25	274	117	46	14	32	29	40	18	7	13	55	38	6	6	9	35	11	14	58	19	22	10	6	45	21	37	24	7	16	19									
		28.38%	37.74%	29.41%	28.00%	18.18%	19.72%	42.31%	37.30%	20.00%	22.73%	28.45%	39.68%	28.31%	33.62%	37.70%	17.07%	32.00%	23.77%	51.95%	19.35%	24.14%	21.67%	26.70%	22.89%	27.27%	27.27%	30.00%	20.47%	16.42%	24.56%	26.73%	32.20%	33.33%	41.67%	35.29%	35.71%	56.76%	25.34%	37.50%	16.67%	23.88%	23.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	0	0	1	0	1	0	0	1	0	2	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.79%	0.00%	0.00%	0.43%	0.00%	0.21%	0.57%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.17%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	1	1	0	0	3	0	0	0	0	1	0	8	2	1	0	1	0	2	1	0	2	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0									
		0.55%	0.63%	0.98%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.83%	0.57%	0.82%	0.00%	1.00%	0.00%	2.60%	1.08%	0.00%	3.33%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	2	0	0	0									
		0.32%	0.63%	0.00%	0.80%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.15%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.58%	5.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	3.13%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	0	0	0	0	1	0	0	0	0	1	3	4	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0									
		0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	1.59%	0.31%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.49%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	1.56%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	633	13	7	4	2	16	6	6	32	16	21	3	168	32	9	11	8	36	0	0	8	16	25	10	2	3	3	17	4	5	28	9	12	0	0	10	4	28	7	17	13	22									
		12.47%	8.18%	6.86%	3.20%	18.18%	7.51%	11.54%	4.76%	16.41%	14.55%	9.05%	4.76%	17.36%	9.20%	7.38%	13.41%	8.00%	29.51%	0.00%	0.00%	27.59%	26.67%	12.14%	6.02%	9.09%	13.64%	10.00%	9.94%	5.97%	8.77%	12.90%	15.25%	18.18%	0.00%	0.00%	7.94%	10.81%	19.18%	10.94%	40.48%	19.40%	26.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	0	1	0	2	0	0	0	0	6	0	4	3	1	1	1	0	1	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
		0.57%	0.00%	0.00%	0.80%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	2.59%	0.00%	0.41%	0.86%	0.82%	1.22%	1.00%	0.00%	1.30%	0.00%	0.00%	0.00%	2.43%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	154	3	3	2	1	5	2	3	5	4	2	1	33	11	2	5	5	1	3	5	0	1	6	5	0	1	1	4	0	5	10	3	3	1	0	6	0	3	2	0	2	5									
		3.03%	1.89%	2.94%	1.60%	9.09%	2.35%	3.85%	2.38%	2.56%	3.64%	0.86%	1.59%	3.41%	3.16%	1.64%	6.10%	5.00%	0.82%	3.90%	5.38%	0.00%	1.67%	2.91%	3.01%	0.00%	4.55%	3.33%	2.34%	0.00%	8.77%	4.61%	5.08%	4.55%	4.17%	0.00%	4.76%	0.00%	2.05%	3.13%	0.00%	2.99%	6.10%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
