Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Бугульминская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142					
14	Число погашенных неиспользованных открепительных удостоверений	76	0	0	0	0	3	0	0	0	0	0	0	7	8	1	0	6	1	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	6	2	0	5	0	0	0	0	0	6	0	7	4	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	3	0	1	0	0	1	0	0	3	1	4	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	2	1	1	0	1	0	1	2	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	724	33	7	31	18	5	3	20	12	5	7	15	10	1	0	10	11	19	26	19	14	13	11	2	16	19	6	18	27	19	16	23	12	8	12	0	30	11	17	26	8	29	13	5	20	14	21	8	19	11	14	2	4	4					
		1.26%	1.82%	0.56%	2.01%	1.45%	0.58%	0.39%	2.44%	1.47%	0.55%	0.72%	1.66%	0.92%	0.08%	0.00%	0.93%	0.73%	1.90%	2.01%	1.32%	1.55%	1.21%	1.02%	0.20%	1.70%	2.00%	0.71%	2.07%	2.67%	2.14%	0.96%	2.21%	1.08%	1.10%	1.35%	0.00%	2.66%	0.81%	1.17%	1.39%	0.67%	1.81%	1.49%	0.63%	1.89%	1.12%	1.28%	0.82%	1.37%	0.94%	1.46%	0.26%	1.72%	0.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	325	27	6	6	7	3	1	7	0	2	6	3	7	0	0	4	5	11	10	11	10	5	9	1	3	5	4	5	8	7	14	12	10	16	7	0	2	3	4	11	7	11	1	4	9	2	8	3	17	5	3	2	1	0					
		0.56%	1.49%	0.48%	0.39%	0.56%	0.35%	0.13%	0.85%	0.00%	0.22%	0.61%	0.33%	0.64%	0.00%	0.00%	0.37%	0.33%	1.10%	0.77%	0.77%	1.10%	0.46%	0.84%	0.10%	0.32%	0.53%	0.47%	0.57%	0.79%	0.79%	0.84%	1.15%	0.90%	2.20%	0.79%	0.00%	0.18%	0.22%	0.28%	0.59%	0.59%	0.68%	0.11%	0.50%	0.85%	0.16%	0.49%	0.31%	1.23%	0.43%	0.31%	0.26%	0.43%	0.00%					
20	3.Политическая партия «Демократическая партия России»	79	0	6	1	1	1	0	0	0	1	0	2	2	0	0	2	1	2	1	0	0	2	1	0	2	3	2	2	1	1	3	2	1	11	2	0	3	0	0	4	0	3	1	1	2	3	3	2	0	1	0	2	0	1					
		0.14%	0.00%	0.48%	0.06%	0.08%	0.12%	0.00%	0.00%	0.00%	0.11%	0.00%	0.22%	0.18%	0.00%	0.00%	0.19%	0.07%	0.20%	0.08%	0.00%	0.00%	0.19%	0.09%	0.00%	0.21%	0.32%	0.24%	0.23%	0.10%	0.11%	0.18%	0.19%	0.09%	1.51%	0.22%	0.00%	0.27%	0.00%	0.00%	0.21%	0.00%	0.19%	0.11%	0.13%	0.19%	0.24%	0.18%	0.20%	0.00%	0.09%	0.00%	0.26%	0.00%	0.21%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5562	157	145	216	198	151	69	80	56	108	90	109	124	146	153	135	193	79	100	132	126	76	127	125	100	40	127	66	130	97	177	137	75	47	69	52	72	124	178	166	78	121	64	132	108	107	112	98	18	35	53	66	15	3					
		9.64%	8.65%	11.54%	14.04%	15.98%	17.66%	8.98%	9.76%	6.85%	11.87%	9.20%	12.03%	11.38%	12.03%	12.93%	12.53%	12.83%	7.88%	7.73%	9.19%	13.92%	7.06%	11.79%	12.35%	10.65%	4.21%	14.96%	7.58%	12.86%	10.95%	10.57%	13.19%	6.74%	6.46%	7.76%	6.76%	6.38%	9.14%	12.25%	8.87%	6.57%	7.53%	7.33%	16.56%	10.21%	8.55%	6.84%	10.02%	1.30%	2.99%	5.53%	8.54%	6.44%	0.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	362	6	11	8	7	5	2	7	16	9	6	4	5	1	4	3	11	5	6	11	7	10	10	3	8	6	4	7	5	5	9	13	7	12	8	2	5	7	3	12	6	8	4	2	8	4	7	2	7	32	1	4	1	6					
		0.63%	0.33%	0.88%	0.52%	0.56%	0.58%	0.26%	0.85%	1.96%	0.99%	0.61%	0.44%	0.46%	0.08%	0.34%	0.28%	0.73%	0.50%	0.46%	0.77%	0.77%	0.93%	0.93%	0.30%	0.85%	0.63%	0.47%	0.80%	0.49%	0.56%	0.54%	1.25%	0.63%	1.65%	0.90%	0.26%	0.44%	0.52%	0.21%	0.64%	0.51%	0.50%	0.46%	0.25%	0.76%	0.32%	0.43%	0.20%	0.51%	2.74%	0.10%	0.52%	0.43%	1.24%					
23	6.Политическая партия «Партия социальной справедливости»	111	6	0	3	1	2	3	3	2	0	3	4	3	0	0	3	3	3	0	5	2	1	2	1	3	0	2	2	3	3	2	4	0	0	4	0	1	2	3	5	4	4	1	2	2	3	5	0	0	2	0	3	0	1					
		0.19%	0.33%	0.00%	0.19%	0.08%	0.23%	0.39%	0.37%	0.24%	0.00%	0.31%	0.44%	0.28%	0.00%	0.00%	0.28%	0.20%	0.30%	0.00%	0.35%	0.22%	0.09%	0.19%	0.10%	0.32%	0.00%	0.24%	0.23%	0.30%	0.34%	0.12%	0.38%	0.00%	0.00%	0.45%	0.00%	0.09%	0.15%	0.21%	0.27%	0.34%	0.25%	0.11%	0.25%	0.19%	0.24%	0.31%	0.00%	0.00%	0.17%	0.00%	0.39%	0.00%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	2547	75	57	85	42	15	30	38	52	30	20	37	30	5	7	52	47	59	80	79	20	59	33	15	44	42	22	46	69	54	65	75	40	27	34	5	62	66	116	83	61	88	53	31	30	69	110	56	23	41	52	43	12	61					
		4.42%	4.13%	4.54%	5.52%	3.39%	1.75%	3.91%	4.63%	6.36%	3.30%	2.04%	4.08%	2.75%	0.41%	0.59%	4.83%	3.13%	5.89%	6.19%	5.50%	2.21%	5.48%	3.06%	1.48%	4.69%	4.43%	2.59%	5.28%	6.82%	6.09%	3.88%	7.22%	3.60%	3.71%	3.82%	0.65%	5.49%	4.86%	7.98%	4.43%	5.14%	5.48%	6.07%	3.89%	2.84%	5.52%	6.72%	5.73%	1.66%	3.51%	5.43%	5.56%	5.15%	12.63%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3140	66	64	92	43	18	27	34	27	30	67	16	61	0	6	32	44	60	88	124	19	45	55	105	59	85	23	43	111	109	96	103	77	29	69	32	109	83	89	122	96	89	89	38	24	92	102	69	27	54	49	30	14	5					
		5.44%	3.64%	5.10%	5.98%	3.47%	2.11%	3.52%	4.15%	3.30%	3.30%	6.85%	1.77%	5.60%	0.00%	0.51%	2.97%	2.93%	5.99%	6.81%	8.63%	2.10%	4.18%	5.11%	10.38%	6.28%	8.96%	2.71%	4.94%	10.98%	12.30%	5.73%	9.91%	6.92%	3.99%	7.76%	4.16%	9.65%	6.12%	6.13%	6.52%	8.09%	5.54%	10.19%	4.77%	2.27%	7.35%	6.23%	7.06%	1.95%	4.62%	5.11%	3.88%	6.01%	1.04%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	253	9	0	5	8	2	2	4	4	0	2	9	2	0	0	0	3	1	2	12	4	8	2	0	5	3	3	7	6	5	10	6	7	12	3	0	10	5	0	9	9	9	7	5	9	7	12	2	5	3	3	10	2	0					
		0.44%	0.50%	0.00%	0.32%	0.65%	0.23%	0.26%	0.49%	0.49%	0.00%	0.20%	0.99%	0.18%	0.00%	0.00%	0.00%	0.20%	0.10%	0.15%	0.84%	0.44%	0.74%	0.19%	0.00%	0.53%	0.32%	0.35%	0.80%	0.59%	0.56%	0.60%	0.58%	0.63%	1.65%	0.34%	0.00%	0.89%	0.37%	0.00%	0.48%	0.76%	0.56%	0.80%	0.63%	0.85%	0.56%	0.73%	0.20%	0.36%	0.26%	0.31%	1.29%	0.86%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	43487	1362	948	1061	888	641	618	616	638	723	775	672	819	1059	1007	811	1176	749	972	1017	691	846	803	759	678	684	645	656	626	558	1257	645	858	546	669	675	814	1045	1023	1414	904	1217	630	568	832	927	1227	734	1135	978	762	603	149	377					
		75.38%	75.04%	75.48%	68.94%	71.67%	74.97%	80.47%	75.12%	77.99%	79.45%	79.24%	74.17%	75.14%	87.23%	85.12%	75.30%	78.19%	74.75%	75.17%	70.77%	76.35%	78.62%	74.56%	75.00%	72.20%	72.08%	75.97%	75.32%	61.92%	62.98%	75.09%	62.08%	77.16%	75.10%	75.25%	87.78%	72.10%	77.01%	70.41%	75.53%	76.16%	75.78%	72.16%	71.27%	78.64%	74.10%	74.91%	75.05%	81.95%	83.66%	79.54%	78.01%	63.95%	78.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	403	24	6	13	16	3	9	3	0	2	2	12	6	0	0	0	10	9	8	16	6	4	16	1	10	6	8	12	15	17	12	11	9	19	5	2	12	2	7	9	6	13	2	1	9	6	6	4	0	4	9	8	1	12					
		0.70%	1.32%	0.48%	0.84%	1.29%	0.35%	1.17%	0.37%	0.00%	0.22%	0.20%	1.32%	0.55%	0.00%	0.00%	0.00%	0.66%	0.90%	0.62%	1.11%	0.66%	0.37%	1.49%	0.10%	1.06%	0.63%	0.94%	1.38%	1.48%	1.92%	0.72%	1.06%	0.81%	2.61%	0.56%	0.26%	1.06%	0.15%	0.48%	0.48%	0.51%	0.81%	0.23%	0.13%	0.85%	0.48%	0.37%	0.41%	0.00%	0.34%	0.94%	1.03%	0.43%	2.48%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
