Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																								
Дата голосования: 07.12.2003 0:00:00																																																																								
																																																																								
Наименование Избирательной комиссии:    Тамбовская																																																																								
																																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																								
																																																																								
		Сумма	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019					
14	Число погашенных открепительных удостоверений	456	10	10	9	9	2	10	1	8	4	9	9	5	4	5	4	5	1	4	5	6	5	5	5	4	4	9	5	0	5	5	10	10	5	5	10	5	5	3	5	4	9	1	6	5	5	2	9	8	10	5	23	12	18	3	14	5	5	3	7	20	17	15	5	10	10					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	"1. ""ЕДИНЕНИЕ"""	694	20	5	9	11	8	15	10	23	3	8	3	5	10	5	12	3	9	15	29	6	2	14	4	8	3	7	8	22	3	2	2	9	34	7	8	8	2	4	25	13	7	36	27	5	1	13	14	4	3	2	9	16	9	14	9	10	14	21	14	7	20	8	19	9	9					
		1.83%	1.48%	2.01%	1.56%	1.73%	2.14%	2.26%	1.30%	3.33%	1.17%	1.64%	1.06%	2.74%	2.45%	2.43%	2.89%	1.04%	2.73%	3.72%	2.85%	1.14%	2.32%	4.14%	1.26%	1.18%	1.04%	0.83%	4.51%	1.50%	3.09%	1.01%	1.15%	4.63%	6.78%	2.02%	1.95%	2.80%	1.17%	2.68%	2.63%	3.54%	0.74%	2.66%	2.78%	2.94%	2.12%	1.53%	1.84%	1.21%	1.27%	2.53%	0.89%	1.17%	0.66%	1.12%	0.67%	1.35%	1.39%	1.86%	1.78%	1.20%	1.43%	2.11%	2.05%	2.22%	3.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	698	28	4	18	12	4	4	21	6	2	6	0	2	18	4	4	2	5	5	9	7	1	1	0	34	11	9	3	32	0	2	2	2	3	6	1	5	4	0	7	3	8	22	16	0	1	28	10	12	1	0	19	36	35	32	37	17	18	37	14	15	23	10	10	4	6					
		1.84%	2.08%	1.61%	3.13%	1.88%	1.07%	0.60%	2.74%	0.87%	0.78%	1.23%	0.0%	1.09%	4.42%	1.95%	0.96%	0.69%	1.51%	1.24%	0.88%	1.33%	1.16%	0.29%	0.0%	5.03%	3.83%	1.07%	1.69%	2.18%	0.0%	1.01%	1.15%	1.03%	0.59%	1.73%	0.24%	1.75%	2.35%	0.0%	0.73%	0.81%	0.85%	1.63%	1.64%	0.0%	2.12%	3.29%	1.32%	3.65%	0.42%	0.0%	1.87%	2.63%	2.56%	2.58%	2.78%	2.30%	1.79%	3.28%	1.78%	2.57%	1.64%	2.64%	1.08%	0.99%	2.15%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1568	38	7	24	28	16	17	33	55	18	12	6	4	11	5	7	10	10	24	27	13	8	14	12	35	1	31	7	43	1	3	8	9	14	14	17	8	4	5	28	18	39	54	39	23	1	24	26	6	5	2	91	87	50	94	65	35	67	50	30	21	29	21	29	21	14					
		4.15%	2.82%	2.82%	4.17%	4.40%	4.28%	2.56%	4.30%	7.98%	7.05%	2.47%	2.13%	2.19%	2.70%	2.43%	1.68%	3.47%	3.03%	5.95%	2.66%	2.47%	9.30%	4.14%	3.80%	5.18%	0.34%	3.69%	3.95%	2.93%	1.03%	1.52%	4.62%	4.63%	2.79%	4.04%	4.14%	2.80%	2.35%	3.35%	2.95%	4.90%	4.17%	4.00%	4.02%	13.52%	2.12%	2.82%	3.43%	1.82%	2.11%	2.53%	9.00%	6.37%	3.67%	7.58%	4.89%	4.74%	6.68%	4.43%	3.82%	3.60%	2.07%	5.55%	3.13%	5.19%	5.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1063	45	7	17	27	2	15	24	15	9	13	2	2	7	6	3	4	6	7	29	9	5	5	14	18	1	14	4	58	1	1	4	10	7	7	9	2	1	0	6	17	12	28	48	4	3	16	9	8	5	0	43	53	57	47	55	32	40	50	32	11	28	7	25	9	8					
		2.81%	3.35%	2.82%	2.95%	4.25%	0.53%	2.26%	3.13%	2.17%	3.52%	2.68%	0.71%	1.09%	1.71%	2.92%	0.72%	1.38%	1.82%	1.73%	2.85%	1.71%	5.81%	1.47%	4.44%	2.66%	0.34%	1.66%	2.25%	3.95%	1.03%	0.50%	2.31%	5.15%	1.39%	2.02%	2.19%	0.70%	0.58%	0.0%	0.63%	4.63%	1.28%	2.07%	4.94%	2.35%	6.38%	1.88%	1.18%	2.43%	2.11%	0.0%	4.25%	3.88%	4.18%	3.79%	4.14%	4.33%	3.99%	4.43%	4.07%	1.89%	2.00%	1.85%	2.70%	2.22%	2.87%					
22	"5. ""За Русь Святую"""	376	18	3	7	3	6	2	12	13	2	3	1	3	5	0	10	5	4	6	12	5	4	6	3	5	1	6	1	16	0	3	2	1	2	0	5	0	1	0	10	7	4	9	18	3	2	16	7	4	3	0	6	16	15	6	9	7	9	14	8	4	10	4	6	3	0					
		0.99%	1.34%	1.20%	1.21%	0.47%	1.60%	0.30%	1.56%	1.88%	0.78%	0.61%	0.35%	1.64%	1.22%	0.0%	2.40%	1.73%	1.21%	1.48%	1.18%	0.95%	4.65%	1.77%	0.95%	0.74%	0.34%	0.71%	0.56%	1.09%	0.0%	1.52%	1.15%	0.51%	0.39%	0.0%	1.21%	0.0%	0.58%	0.0%	1.05%	1.90%	0.42%	0.66%	1.85%	1.76%	4.25%	1.88%	0.92%	1.21%	1.27%	0.0%	0.59%	1.17%	1.10%	0.48%	0.67%	0.94%	0.89%	1.24%	1.01%	0.68%	0.71%	1.05%	0.64%	0.74%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	130	2	0	2	2	1	1	1	0	0	2	1	3	4	4	1	0	3	2	3	4	0	3	2	2	0	3	1	3	0	0	1	1	0	3	0	0	3	0	5	1	6	2	2	0	0	5	0	0	1	0	1	3	1	5	7	3	7	10	2	0	1	1	6	1	2					
		0.34%	0.14%	0.0%	0.34%	0.31%	0.26%	0.15%	0.13%	0.0%	0.0%	0.41%	0.35%	1.64%	0.98%	1.95%	0.24%	0.0%	0.91%	0.49%	0.29%	0.76%	0.0%	0.88%	0.63%	0.29%	0.0%	0.35%	0.56%	0.20%	0.0%	0.0%	0.57%	0.51%	0.0%	0.86%	0.0%	0.0%	1.76%	0.0%	0.52%	0.27%	0.64%	0.14%	0.20%	0.0%	0.0%	0.58%	0.0%	0.0%	0.42%	0.0%	0.09%	0.21%	0.07%	0.40%	0.52%	0.40%	0.69%	0.88%	0.25%	0.0%	0.07%	0.26%	0.64%	0.24%	0.71%					
24	"7. ""Новый курс - Автомобильная Россия"""	213	2	1	0	1	17	2	6	8	2	0	0	0	2	1	2	0	1	3	2	1	2	2	0	6	0	3	0	10	1	0	0	1	0	0	2	3	0	0	8	3	8	6	13	3	0	5	1	0	0	0	1	14	7	11	10	6	6	9	6	1	6	3	2	2	1					
		0.56%	0.14%	0.40%	0.0%	0.15%	4.55%	0.30%	0.78%	1.16%	0.78%	0.0%	0.0%	0.0%	0.49%	0.48%	0.48%	0.0%	0.30%	0.74%	0.19%	0.19%	2.32%	0.59%	0.0%	0.88%	0.0%	0.35%	0.0%	0.68%	1.03%	0.0%	0.0%	0.51%	0.0%	0.0%	0.48%	1.05%	0.0%	0.0%	0.84%	0.81%	0.85%	0.44%	1.34%	1.76%	0.0%	0.58%	0.13%	0.0%	0.0%	0.0%	0.09%	1.02%	0.51%	0.88%	0.75%	0.81%	0.59%	0.79%	0.76%	0.17%	0.42%	0.79%	0.21%	0.49%	0.35%					
25	"8. ""Народно-республиканская партия России"""	75	5	0	3	2	1	2	1	2	0	0	0	0	0	0	0	0	1	0	1	2	0	6	0	0	0	1	0	0	1	0	1	1	3	0	2	0	1	0	2	0	3	3	6	0	1	1	1	2	0	0	0	2	1	1	0	1	3	3	2	2	0	0	3	0	2					
		0.19%	0.37%	0.0%	0.52%	0.31%	0.26%	0.30%	0.13%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.09%	0.38%	0.0%	1.77%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	1.03%	0.0%	0.57%	0.51%	0.59%	0.0%	0.48%	0.0%	0.58%	0.0%	0.21%	0.0%	0.32%	0.22%	0.61%	0.0%	2.12%	0.11%	0.13%	0.60%	0.0%	0.0%	0.0%	0.14%	0.07%	0.08%	0.0%	0.13%	0.29%	0.26%	0.25%	0.34%	0.0%	0.0%	0.32%	0.0%	0.71%					
26	"9. ""Российская экологическая партия ""Зеленые"""	111	4	1	2	6	4	0	3	1	0	1	0	0	1	1	1	0	2	0	1	4	2	0	1	2	0	1	0	4	0	0	0	2	2	0	1	1	0	0	2	1	5	5	3	0	0	0	4	1	0	0	5	3	0	3	3	2	4	8	3	3	6	0	1	0	1					
		0.29%	0.29%	0.40%	0.34%	0.94%	1.07%	0.0%	0.39%	0.14%	0.0%	0.20%	0.0%	0.0%	0.24%	0.48%	0.24%	0.0%	0.60%	0.0%	0.09%	0.76%	2.32%	0.0%	0.31%	0.29%	0.0%	0.11%	0.0%	0.27%	0.0%	0.0%	0.0%	1.03%	0.39%	0.0%	0.24%	0.35%	0.0%	0.0%	0.21%	0.27%	0.53%	0.37%	0.30%	0.0%	0.0%	0.0%	0.52%	0.30%	0.0%	0.0%	0.49%	0.21%	0.0%	0.24%	0.22%	0.27%	0.39%	0.70%	0.38%	0.51%	0.42%	0.0%	0.10%	0.0%	0.35%					
27	"10. ""Аграрная партия России"""	1787	48	3	20	14	6	58	28	24	4	45	12	10	33	27	49	8	11	36	33	13	3	37	7	24	0	46	32	59	2	44	10	6	28	4	60	6	3	12	58	21	31	61	17	2	0	39	22	44	16	10	25	32	27	24	31	16	38	46	19	61	207	12	44	7	12					
		4.73%	3.57%	1.20%	3.47%	2.20%	1.60%	8.74%	3.65%	3.48%	1.56%	9.27%	4.27%	5.49%	8.10%	13.17%	11.80%	2.77%	3.34%	8.93%	3.25%	2.47%	3.48%	10.94%	2.22%	3.55%	0.0%	5.47%	18.07%	4.02%	2.06%	22.33%	5.78%	3.09%	5.58%	1.15%	14.63%	2.10%	1.76%	8.05%	6.11%	5.72%	3.31%	4.52%	1.75%	1.17%	0.0%	4.59%	2.90%	13.41%	6.77%	12.65%	2.47%	2.34%	1.98%	1.93%	2.33%	2.16%	3.79%	4.08%	2.42%	10.48%	14.81%	3.17%	4.76%	1.73%	4.31%					
28	"11. ""Истинные патриоты России"""	70	0	0	0	0	0	1	0	2	0	1	0	1	1	0	4	0	1	1	0	1	0	0	0	2	1	1	0	0	1	0	1	0	4	1	3	0	0	0	1	0	28	0	0	0	1	1	3	0	0	0	2	0	1	0	0	0	0	2	0	0	1	1	1	0	1					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.29%	0.0%	0.20%	0.0%	0.54%	0.24%	0.0%	0.96%	0.0%	0.30%	0.24%	0.0%	0.19%	0.0%	0.0%	0.0%	0.29%	0.34%	0.11%	0.0%	0.0%	1.03%	0.0%	0.57%	0.0%	0.79%	0.28%	0.73%	0.0%	0.0%	0.0%	0.10%	0.0%	2.99%	0.0%	0.0%	0.0%	2.12%	0.11%	0.39%	0.0%	0.0%	0.0%	0.19%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.07%	0.26%	0.10%	0.0%	0.35%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	415	11	5	5	5	7	4	5	16	1	3	5	2	12	0	3	4	4	6	12	4	2	2	4	3	0	5	2	11	2	6	4	8	8	5	3	2	2	2	5	3	13	18	15	1	1	8	8	1	5	1	7	10	14	12	16	7	10	16	4	13	8	6	12	8	8					
		1.09%	0.81%	2.01%	0.86%	0.78%	1.87%	0.60%	0.65%	2.32%	0.39%	0.61%	1.77%	1.09%	2.94%	0.0%	0.72%	1.38%	1.21%	1.48%	1.18%	0.76%	2.32%	0.59%	1.26%	0.44%	0.0%	0.59%	1.12%	0.75%	2.06%	3.04%	2.31%	4.12%	1.59%	1.44%	0.73%	0.70%	1.17%	1.34%	0.52%	0.81%	1.39%	1.33%	1.54%	0.58%	2.12%	0.94%	1.05%	0.30%	2.11%	1.26%	0.69%	0.73%	1.02%	0.96%	1.20%	0.94%	0.99%	1.41%	0.50%	2.23%	0.57%	1.58%	1.29%	1.98%	2.87%					
30	"13. ""Демократическая партия России"""	99	1	1	1	2	2	2	4	0	1	1	2	0	5	0	0	0	1	1	5	4	0	0	1	2	1	3	0	2	0	0	0	0	0	2	1	0	0	2	5	1	1	3	4	0	1	2	0	1	0	3	2	0	4	2	5	6	3	1	2	0	4	2	0	0	0					
		0.26%	0.07%	0.40%	0.17%	0.31%	0.53%	0.30%	0.52%	0.0%	0.39%	0.20%	0.71%	0.0%	1.22%	0.0%	0.0%	0.0%	0.30%	0.24%	0.49%	0.76%	0.0%	0.0%	0.31%	0.29%	0.34%	0.35%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.24%	0.0%	0.0%	1.34%	0.52%	0.27%	0.10%	0.22%	0.41%	0.0%	2.12%	0.23%	0.0%	0.30%	0.0%	3.79%	0.19%	0.0%	0.29%	0.16%	0.37%	0.81%	0.29%	0.08%	0.25%	0.0%	0.28%	0.52%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	82	1	0	14	1	3	0	0	2	3	0	1	0	1	3	3	1	1	0	1	5	0	1	0	1	0	2	0	1	0	0	0	0	1	0	2	0	0	2	2	1	1	4	4	0	0	1	2	0	0	0	3	0	3	1	2	1	1	2	0	1	1	1	0	1	0					
		0.21%	0.07%	0.0%	2.43%	0.15%	0.80%	0.0%	0.0%	0.29%	1.17%	0.0%	0.35%	0.0%	0.24%	1.46%	0.72%	0.34%	0.30%	0.0%	0.09%	0.95%	0.0%	0.29%	0.0%	0.14%	0.0%	0.23%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.48%	0.0%	0.0%	1.34%	0.21%	0.27%	0.10%	0.29%	0.41%	0.0%	0.0%	0.11%	0.26%	0.0%	0.0%	0.0%	0.29%	0.0%	0.22%	0.08%	0.15%	0.13%	0.09%	0.17%	0.0%	0.17%	0.07%	0.26%	0.0%	0.24%	0.0%					
32	"15. ""Партия СЛОН"""	49	1	0	1	0	1	0	3	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	1	1	3	0	0	0	1	1	0	0	0	1	3	7	0	0	1	0	1	2	2	1	1	3	0	1					
		0.12%	0.07%	0.0%	0.17%	0.0%	0.26%	0.0%	0.39%	0.14%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.24%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.10%	0.27%	0.10%	0.22%	0.0%	0.0%	0.0%	0.11%	0.13%	0.0%	0.0%	0.0%	0.09%	0.21%	0.51%	0.0%	0.0%	0.13%	0.0%	0.08%	0.25%	0.34%	0.07%	0.26%	0.32%	0.0%	0.35%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2667	97	29	32	42	33	29	48	47	28	26	7	6	21	14	31	16	4	9	51	21	5	12	35	51	2	44	4	119	8	14	7	2	11	11	35	4	11	2	60	14	79	91	63	14	0	59	37	13	19	7	67	166	126	127	134	87	111	90	57	35	91	26	68	44	14					
		7.06%	7.22%	11.69%	5.56%	6.61%	8.84%	4.37%	6.26%	6.82%	10.98%	5.36%	2.49%	3.29%	5.15%	6.82%	7.46%	5.55%	1.21%	2.23%	5.02%	4.0%	5.81%	3.55%	11.11%	7.55%	0.69%	5.23%	2.25%	8.12%	8.24%	7.10%	4.04%	1.03%	2.19%	3.17%	8.53%	1.40%	6.47%	1.34%	6.32%	3.81%	8.44%	6.74%	6.49%	8.23%	0.0%	6.94%	4.88%	3.96%	8.05%	8.86%	6.62%	12.16%	9.25%	10.25%	10.09%	11.78%	11.07%	7.98%	7.26%	6.01%	6.51%	6.87%	7.35%	10.89%	5.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	104	3	1	1	3	2	4	2	2	0	1	4	0	0	0	3	0	1	2	4	3	1	0	1	4	1	2	1	2	0	0	1	0	1	2	1	0	0	0	1	1	3	3	3	0	0	1	3	1	1	0	1	2	1	3	0	5	4	1	3	0	4	1	5	4	0					
		0.27%	0.22%	0.40%	0.17%	0.47%	0.53%	0.60%	0.26%	0.29%	0.0%	0.20%	1.42%	0.0%	0.0%	0.0%	0.72%	0.0%	0.30%	0.49%	0.39%	0.57%	1.16%	0.0%	0.31%	0.59%	0.34%	0.23%	0.56%	0.13%	0.0%	0.0%	0.57%	0.0%	0.19%	0.57%	0.24%	0.0%	0.0%	0.0%	0.10%	0.27%	0.32%	0.22%	0.30%	0.0%	0.0%	0.11%	0.39%	0.30%	0.42%	0.0%	0.09%	0.14%	0.07%	0.24%	0.0%	0.67%	0.39%	0.08%	0.38%	0.0%	0.28%	0.26%	0.54%	0.99%	0.0%					
35	"18. ""ЛДПР"""	4774	160	28	84	57	46	68	138	86	31	65	46	27	38	20	66	67	51	51	113	72	8	33	31	81	48	130	26	196	22	27	20	16	29	33	51	28	3	7	129	53	106	186	95	9	4	113	116	19	30	3	141	174	182	213	175	77	146	141	114	61	172	45	98	26	43					
		12.64%	11.91%	11.29%	14.60%	8.97%	12.33%	10.25%	18.01%	12.48%	12.15%	13.40%	16.37%	14.83%	9.33%	9.75%	15.90%	23.26%	15.50%	12.65%	11.13%	13.71%	9.30%	9.76%	9.84%	12.0%	16.72%	15.47%	14.68%	13.37%	22.68%	13.70%	11.56%	8.24%	5.78%	9.53%	12.43%	9.82%	1.76%	4.69%	13.59%	14.44%	11.33%	13.78%	9.79%	5.29%	8.51%	13.30%	15.32%	5.79%	12.71%	3.79%	13.94%	12.74%	13.36%	17.19%	13.18%	10.43%	14.57%	12.51%	14.52%	10.48%	12.31%	11.90%	10.60%	6.43%	15.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	647	25	4	3	11	6	8	13	12	5	13	7	1	11	0	7	5	3	9	19	11	2	2	2	18	2	12	2	30	4	2	3	10	7	2	7	7	8	10	13	7	13	32	8	2	1	16	16	3	2	2	15	28	22	14	34	9	18	5	16	1	24	4	20	10	9					
		1.71%	1.86%	1.61%	0.52%	1.73%	1.60%	1.20%	1.69%	1.74%	1.96%	2.68%	2.49%	0.54%	2.70%	0.0%	1.68%	1.73%	0.91%	2.23%	1.87%	2.09%	2.32%	0.59%	0.63%	2.66%	0.69%	1.42%	1.12%	2.04%	4.12%	1.01%	1.73%	5.15%	1.39%	0.57%	1.70%	2.45%	4.70%	6.71%	1.36%	1.90%	1.39%	2.37%	0.82%	1.17%	2.12%	1.88%	2.11%	0.91%	0.84%	2.53%	1.48%	2.05%	1.61%	1.12%	2.56%	1.21%	1.79%	0.44%	2.03%	0.17%	1.71%	1.05%	2.16%	2.47%	3.23%					
37	"20. ""Политическая партия ""Единая Россия"""	10537	422	83	162	204	132	206	182	177	94	101	59	39	85	50	114	88	103	118	252	158	15	99	62	202	188	272	48	367	24	34	66	59	170	145	79	121	62	65	292	108	313	405	388	48	17	192	282	93	64	11	250	351	329	313	351	166	222	257	198	159	302	101	250	87	81					
		27.91%	31.42%	33.46%	28.17%	32.12%	35.38%	31.07%	23.75%	25.68%	36.86%	20.82%	20.99%	21.42%	20.88%	24.39%	27.46%	30.55%	31.30%	29.28%	24.82%	30.09%	17.44%	29.28%	19.68%	29.92%	65.50%	32.38%	27.11%	25.05%	24.74%	17.25%	38.15%	30.41%	33.93%	41.90%	19.26%	42.45%	36.47%	43.62%	30.76%	29.42%	33.47%	30.02%	39.99%	28.23%	36.17%	22.61%	37.25%	28.35%	27.11%	13.92%	24.72%	25.71%	24.15%	25.26%	26.45%	22.49%	22.15%	22.80%	25.22%	27.31%	21.61%	26.71%	27.05%	21.53%	29.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	96	30	0	0	1	0	0	0	2	0	0	0	0	0	2	2	0	0	0	4	0	1	0	0	2	0	0	1	3	0	1	0	1	0	0	0	0	2	0	2	0	5	3	2	0	0	1	1	2	0	0	3	4	2	2	2	1	4	1	1	1	2	1	4	0	0					
