Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Горнозаводская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721									
		39.88%	31.06%	39.00%	32.96%	39.64%	35.12%	38.75%	40.19%	63.85%	39.41%	41.85%	39.44%	60.75%	40.84%	32.62%	36.97%	42.42%	47.66%	47.18%	32.69%	52.11%	60.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	4	2	2	3	3	0	3	0	2	3	1	0	0	0	3	1	2	2	0	0	0									
		0.52%	0.85%	0.50%	0.45%	0.77%	0.70%	0.00%	0.73%	0.00%	0.59%	0.73%	0.56%	0.00%	0.00%	0.00%	0.61%	0.43%	1.56%	1.03%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.77%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1451	123	88	127	91	108	88	83	26	70	91	36	30	96	42	121	46	34	52	36	36	27									
		24.12%	26.17%	22.00%	28.48%	23.27%	25.12%	23.85%	20.10%	20.00%	20.59%	22.14%	20.00%	28.04%	25.13%	29.79%	24.44%	19.91%	26.56%	26.67%	34.62%	25.35%	24.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	5	3	0	0	1	0	5	0	1	3	0	0	0	0	1	0	0	2	2	0	0									
		0.38%	1.06%	0.75%	0.00%	0.00%	0.23%	0.00%	1.21%	0.00%	0.29%	0.73%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	1.03%	1.92%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	5	8	5	6	9	6	12	0	9	7	2	0	2	0	4	1	0	1	2	1	0									
		1.33%	1.06%	2.00%	1.12%	1.53%	2.09%	1.63%	2.91%	0.00%	2.65%	1.70%	1.11%	0.00%	0.52%	0.00%	0.81%	0.43%	0.00%	0.51%	1.92%	0.70%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	0	0	2	1	0	0	6	1	1	0	1	0	0	1	1	0	0	0									
		0.25%	0.00%	0.25%	0.00%	0.00%	0.00%	0.54%	0.24%	0.00%	0.00%	1.46%	0.56%	0.93%	0.00%	0.71%	0.00%	0.00%	0.78%	0.51%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	4	4	7	3	3	4	2	1	4	1	1	1	4	2	2	3	0	0	3	1	1									
		0.85%	0.85%	1.00%	1.57%	0.77%	0.70%	1.08%	0.48%	0.77%	1.18%	0.24%	0.56%	0.93%	1.05%	1.42%	0.40%	1.30%	0.00%	0.00%	2.88%	0.70%	0.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	746	73	53	69	37	70	44	54	11	45	46	20	4	52	19	63	32	13	14	11	9	7									
		12.40%	15.53%	13.25%	15.47%	9.46%	16.28%	11.92%	13.08%	8.46%	13.24%	11.19%	11.11%	3.74%	13.61%	13.48%	12.73%	13.85%	10.16%	7.18%	10.58%	6.34%	6.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	3	6	0	0	1	1	1	0	2	4	0	0	0	1	1	0	0	1	0	0	0									
		0.35%	0.64%	1.50%	0.00%	0.00%	0.23%	0.27%	0.24%	0.00%	0.59%	0.97%	0.00%	0.00%	0.00%	0.71%	0.20%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	494	45	38	42	52	37	46	30	1	20	40	15	1	29	12	32	23	5	9	7	10	0									
		8.21%	9.57%	9.50%	9.42%	13.30%	8.60%	12.47%	7.26%	0.77%	5.88%	9.73%	8.33%	0.93%	7.59%	8.51%	6.46%	9.96%	3.91%	4.62%	6.73%	7.04%	0.00%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
