Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Кизлярская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	227	5	4	5	4	4	5	4	5	4	4	4	4	4	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	4	5	4	4	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	225	4	4	5	3	4	5	4	5	4	4	4	4	4	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	4	5	4	4	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	52	0	1	2	1	0	1	0	2	0	1	1	0	2	0	1	1	1	0	1	0	1	0	1	0	1	1	1	2	0	2	1	2	3	2	2	2	2	1	2	1	3	1	1	2	1	1	0	1	0	0	0	0	0	0					
		0.14%	0.00%	0.29%	0.15%	0.37%	0.00%	0.08%	0.00%	0.19%	0.00%	0.09%	0.43%	0.00%	0.16%	0.00%	0.37%	0.18%	0.24%	0.00%	0.08%	0.00%	0.09%	0.00%	0.43%	0.00%	0.08%	0.09%	0.15%	0.22%	0.00%	0.17%	0.53%	0.24%	0.33%	0.38%	0.49%	0.23%	0.29%	0.15%	0.62%	0.19%	0.60%	0.28%	0.18%	0.14%	0.87%	0.33%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	3	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	2	1	1	2	1	2	0	1	1	0	2	2	0	1	2	4	2	1	1	1	2	0					
		0.12%	0.16%	0.29%	0.07%	0.00%	0.00%	0.08%	0.00%	0.09%	0.00%	0.09%	0.00%	0.36%	0.08%	0.00%	0.37%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.08%	0.00%	0.00%	0.11%	0.00%	0.09%	0.00%	0.12%	0.22%	0.19%	0.24%	0.23%	0.14%	0.31%	0.00%	0.19%	0.20%	0.00%	0.35%	0.14%	0.00%	0.33%	0.47%	0.22%	0.49%	0.09%	0.38%	0.24%	0.24%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3130	156	28	110	22	91	102	28	87	18	93	18	23	104	66	22	45	34	17	107	94	91	17	19	47	109	91	53	76	46	96	15	68	73	43	34	72	58	54	27	45	41	30	47	115	10	24	35	151	31	91	20	34	68	34					
		8.20%	8.22%	8.05%	8.12%	8.15%	8.27%	8.23%	8.00%	8.16%	8.18%	8.23%	7.83%	8.21%	8.25%	8.25%	8.15%	8.06%	8.29%	8.10%	8.29%	8.25%	8.27%	8.10%	8.26%	8.27%	8.21%	8.21%	8.18%	8.19%	8.21%	8.28%	7.89%	8.25%	8.11%	8.27%	8.29%	8.28%	8.29%	8.31%	8.31%	8.33%	8.23%	8.33%	8.25%	8.23%	8.70%	7.87%	8.24%	8.22%	7.65%	8.20%	7.69%	8.10%	8.02%	8.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0					
		0.02%	0.05%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.24%	0.05%	0.25%	0.09%	0.00%	0.24%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34871	1734	316	1240	247	1009	1135	322	976	202	1035	210	255	1152	734	246	512	374	192	1182	1045	1008	192	209	520	1215	1015	593	848	512	1060	173	752	820	473	373	793	638	592	295	492	453	328	519	1278	104	278	385	1677	370	1015	238	384	776	375					
		91.40%	91.41%	90.80%	91.58%	91.48%	91.73%	91.61%	92.00%	91.56%	91.82%	91.59%	91.30%	91.07%	91.43%	91.75%	91.11%	91.76%	91.22%	91.43%	91.63%	91.67%	91.64%	91.43%	90.87%	91.55%	91.49%	91.61%	91.51%	91.38%	91.43%	91.38%	91.05%	91.26%	91.11%	90.96%	90.98%	91.15%	91.14%	91.08%	90.77%	91.11%	90.96%	91.11%	91.05%	91.42%	90.43%	91.15%	90.59%	91.29%	91.36%	91.44%	91.54%	91.43%	91.51%	91.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	2	0	1	1	2	1	0	1	1	1	1	1	0	1	1	1	0	0	2	3	1	2	1	0	2	1					
		0.11%	0.11%	0.29%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.08%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.09%	0.00%	0.48%	0.43%	0.00%	0.08%	0.09%	0.15%	0.11%	0.36%	0.00%	0.53%	0.12%	0.22%	0.19%	0.00%	0.11%	0.14%	0.15%	0.31%	0.19%	0.00%	0.28%	0.18%	0.07%	0.00%	0.00%	0.47%	0.16%	0.25%	0.18%	0.38%	0.00%	0.24%	0.24%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
