Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Кизлярская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	700	35	5	25	5	20	25	5	20	5	10	5	5	25	15	5	10	5	5	25	15	20	5	5	15	20	20	10	10	10	15	5	15	15	10	10	15	10	15	5	15	10	5	5	35	5	5	5	40	5	25	5	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	15	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	685	35	5	24	5	20	25	5	20	4	10	5	5	25	15	5	10	4	5	25	15	19	5	2	14	20	20	9	10	9	14	5	14	14	10	10	14	10	14	5	15	10	5	5	35	5	5	5	40	5	25	5	10	20	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	64	0	1	1	3	2	0	3	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	5	4	0	1	7	0	1	0	1	0	0	1	2	7	1	1	0	2	2	0	0	0	0	0	2	0	0	5	3	2					
		0.19%	0.00%	0.37%	0.08%	1.09%	0.20%	0.00%	0.88%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.45%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.40%	0.00%	0.13%	1.55%	0.00%	0.57%	0.00%	0.12%	0.00%	0.00%	0.12%	0.31%	1.06%	0.36%	0.18%	0.00%	0.61%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	1.28%	0.41%	0.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0					
		0.03%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2988	202	24	64	7	90	103	30	75	14	56	22	26	118	55	20	30	30	6	148	95	93	10	20	54	90	72	49	68	33	80	15	79	76	46	25	63	57	60	26	30	9	20	28	190	10	26	34	156	35	89	15	36	55	24					
		8.76%	13.78%	8.96%	5.26%	2.55%	9.00%	9.08%	8.80%	8.20%	6.36%	5.46%	10.28%	9.77%	9.97%	8.17%	8.30%	6.22%	7.58%	3.37%	12.78%	9.26%	9.44%	6.06%	9.85%	10.06%	7.87%	7.28%	8.61%	9.13%	7.32%	7.63%	8.57%	9.88%	9.30%	10.20%	6.31%	7.68%	8.74%	9.09%	9.29%	5.34%	1.92%	6.12%	5.22%	16.03%	8.93%	8.36%	9.07%	9.39%	9.31%	9.89%	6.25%	9.18%	7.58%	6.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.08%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.12%	0.00%	0.15%	0.36%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	117	0	0	1	1	3	0	3	7	3	0	0	0	0	3	1	0	5	0	0	0	0	3	0	0	5	10	1	1	2	0	0	0	1	0	8	2	3	6	0	0	0	7	15	0	0	0	1	0	0	0	1	15	5	4					
		0.34%	0.00%	0.00%	0.08%	0.36%	0.30%	0.00%	0.88%	0.77%	1.36%	0.00%	0.00%	0.00%	0.00%	0.45%	0.41%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.44%	1.01%	0.18%	0.13%	0.44%	0.00%	0.00%	0.00%	0.12%	0.00%	2.02%	0.24%	0.46%	0.91%	0.00%	0.00%	0.00%	2.14%	2.80%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.42%	3.83%	0.69%	1.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	80	0	1	1	0	3	0	3	5	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0	10	4	2	2	1	0	1	0	1	0	12	3	2	4	0	0	0	3	5	0	1	0	1	0	0	0	1	0	6	0					
		0.23%	0.00%	0.37%	0.08%	0.00%	0.30%	0.00%	0.88%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.51%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.87%	0.40%	0.35%	0.27%	0.22%	0.00%	0.57%	0.00%	0.12%	0.00%	3.03%	0.37%	0.31%	0.61%	0.00%	0.00%	0.00%	0.92%	0.93%	0.00%	0.89%	0.00%	0.27%	0.00%	0.00%	0.00%	0.42%	0.00%	0.83%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	19	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0					
		0.06%	0.00%	0.37%	0.08%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.44%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.26%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30637	1261	241	1140	262	902	1031	300	825	192	966	192	235	1062	585	207	452	352	164	1006	926	892	149	179	483	1029	898	515	666	405	964	158	710	736	405	349	747	575	580	250	526	459	292	478	995	101	285	338	1502	336	802	223	324	650	335					
		89.83%	86.02%	89.93%	93.75%	95.62%	90.20%	90.92%	87.98%	90.16%	87.27%	94.24%	89.72%	88.35%	89.77%	86.92%	85.89%	93.78%	88.89%	92.13%	86.87%	90.25%	90.56%	90.30%	88.18%	89.94%	89.95%	90.80%	90.51%	89.40%	89.80%	91.98%	90.29%	88.75%	90.09%	89.80%	88.13%	91.10%	88.19%	87.88%	89.29%	93.59%	98.08%	89.30%	89.18%	83.97%	90.18%	91.64%	90.13%	90.37%	89.36%	89.11%	92.92%	82.65%	89.53%	90.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0					
		0.04%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.51%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
