Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Тюкалинская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2967	171	48	146	91	176	39	155	52	133	85	73	19	4	15	43	55	11	23	28	47	20	11	79	15	8	32	124	14	11	57	12	19	20	73	22	30	72	10	12	95	11	72	20	99	10	7	26	105	113	21	144	34	45	9	67	9	8	17					
		22.62%	24.57%	21.15%	20.56%	21.98%	24.89%	25.83%	24.22%	20.88%	24.58%	18.12%	19.78%	45.24%	12.90%	24.19%	19.72%	22.82%	18.33%	15.44%	21.71%	22.93%	19.80%	20.37%	26.51%	18.29%	11.11%	41.03%	30.77%	20.29%	19.30%	17.12%	22.64%	31.67%	22.99%	22.32%	16.30%	27.27%	21.43%	25.00%	20.34%	17.30%	18.03%	26.87%	23.26%	27.27%	18.52%	10.77%	27.66%	17.27%	29.82%	32.81%	31.86%	45.33%	16.01%	9.18%	22.95%	15.79%	7.08%	18.09%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	11	1	11	3	11	1	18	4	12	7	3	2	0	0	1	2	1	4	5	0	0	1	2	2	0	0	7	0	0	3	0	1	6	1	2	0	3	1	1	2	0	1	0	1	0	0	0	7	3	0	4	0	3	1	8	0	0	0					
		1.20%	1.58%	0.44%	1.55%	0.72%	1.56%	0.66%	2.81%	1.61%	2.22%	1.49%	0.81%	4.76%	0.00%	0.00%	0.46%	0.83%	1.67%	2.68%	3.88%	0.00%	0.00%	1.85%	0.67%	2.44%	0.00%	0.00%	1.74%	0.00%	0.00%	0.90%	0.00%	1.67%	6.90%	0.31%	1.48%	0.00%	0.89%	2.50%	1.69%	0.36%	0.00%	0.37%	0.00%	0.28%	0.00%	0.00%	0.00%	1.15%	0.79%	0.00%	0.88%	0.00%	1.07%	1.02%	2.74%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6537	334	117	369	196	333	69	312	109	235	244	180	15	20	35	126	117	36	63	58	88	65	28	166	41	60	33	143	38	27	199	35	30	43	167	86	48	166	22	36	384	39	132	44	160	39	34	30	289	189	40	168	26	152	47	126	28	73	48					
		49.84%	47.99%	51.54%	51.97%	47.34%	47.10%	45.70%	48.75%	43.78%	43.44%	52.03%	48.78%	35.71%	64.52%	56.45%	57.80%	48.55%	60.00%	42.28%	44.96%	42.93%	64.36%	51.85%	55.70%	50.00%	83.33%	42.31%	35.48%	55.07%	47.37%	59.76%	66.04%	50.00%	49.43%	51.07%	63.70%	43.64%	49.40%	55.00%	61.02%	69.95%	63.93%	49.25%	51.16%	44.08%	72.22%	52.31%	31.91%	47.53%	49.87%	62.50%	37.17%	34.67%	54.09%	47.96%	43.15%	49.12%	64.60%	51.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	91	3	0	5	4	8	0	2	3	4	0	1	0	0	0	1	3	0	0	0	2	3	0	1	1	0	1	1	0	1	4	0	2	0	4	1	1	2	0	0	1	1	18	1	1	0	0	0	2	0	1	4	0	2	0	1	0	1	0					
		0.69%	0.43%	0.00%	0.70%	0.97%	1.13%	0.00%	0.31%	1.20%	0.74%	0.00%	0.27%	0.00%	0.00%	0.00%	0.46%	1.24%	0.00%	0.00%	0.00%	0.98%	2.97%	0.00%	0.34%	1.22%	0.00%	1.28%	0.25%	0.00%	1.75%	1.20%	0.00%	3.33%	0.00%	1.22%	0.74%	0.91%	0.60%	0.00%	0.00%	0.18%	1.64%	6.72%	1.16%	0.28%	0.00%	0.00%	0.00%	0.33%	0.00%	1.56%	0.88%	0.00%	0.71%	0.00%	0.34%	0.00%	0.88%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
